,Bundy Traveller,Stuck In Mud,Miss Maggie May,Abby Road,Zambora Blaster,Pure Devil,Gagan Singlets,Sadie Seahorse
04-01-2023 11:47:27.163997,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:28.178207,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:29.357429,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:30.490078,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:31.626894,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:32.783068,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:33.877998,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:34.923042,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:36.094468,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:37.253714,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:38.302734,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:39.354429,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:40.498073,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:41.575724,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:42.696199,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:43.710559,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:44.805764,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:45.914820,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:46.921029,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:48.271644,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:49.466359,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:50.708411,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:51.814923,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:52.934214,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:54.075261,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:55.157846,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:56.281058,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:57.362208,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:58.428452,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:47:59.600225,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:00.672808,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:01.734174,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:02.770003,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:03.908069,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:04.980876,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:05.972316,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:07.012433,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:08.085403,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:09.199956,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:10.315343,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:11.382664,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:12.432055,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:13.503601,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:14.549339,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:15.589953,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:16.628479,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:17.690947,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 8.892857142857142)"
04-01-2023 11:48:18.725003,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.2, 7.24)"
04-01-2023 11:48:19.724207,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:20.723413,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:21.718650,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:22.695104,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:23.677238,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:24.857110,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:25.888942,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:26.882769,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:28.111572,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:29.183341,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:30.177078,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:31.236488,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:32.298297,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:33.302050,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:34.282596,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:35.296171,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:36.395205,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 7.24)"
04-01-2023 11:48:37.527015,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.364705882352942)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 6.885714285714286)"
04-01-2023 11:48:38.633026,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 36.25)","(7.5, 13.0, 12.19375)","(10.0, 22.0, 12.416666666666666)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:39.620678,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 22.0, 11.65)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:40.705392,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 22.0, 11.65)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:41.827388,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 22.0, 11.65)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:42.847492,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 22.0, 11.65)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:43.908650,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 22.0, 15.25)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:44.988041,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 20.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:46.046142,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:47.052744,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:48.156913,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:49.134015,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:50.153208,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:51.219406,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:52.249531,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:53.318528,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.75)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:54.335050,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 19.0, 14.0)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:55.669262,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 21.0, 14.0)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
04-01-2023 11:48:56.753948,"(2.1, 3.0, 2.2800000000000002)","(8.5, 21.0, 11.5)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 32.400000000000006)","(7.5, 12.5, 11.716666666666667)","(10.0, 21.0, 14.0)","(6.0, 13.0, 12.0)","(4.6, 9.4, 5.96)"
