,Special Zamba,Bebop Giblet,Aston Senator,Pattern,Rixi Bale,Inga Izzy
282,"[datetime.datetime(2022, 11, 28, 14, 10, 36, 794313), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 36, 794313), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 36, 794313), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 36, 794313), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 36, 794313), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 36, 794313), 5.0, 14.0]"
283,"[datetime.datetime(2022, 11, 28, 14, 10, 37, 907823), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 37, 907823), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 37, 907823), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 37, 907823), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 37, 907823), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 37, 907823), 5.0, 14.0]"
284,"[datetime.datetime(2022, 11, 28, 14, 10, 39, 57330), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 39, 57330), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 39, 57330), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 39, 57330), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 39, 57330), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 39, 57330), 5.0, 15.0]"
285,"[datetime.datetime(2022, 11, 28, 14, 10, 40, 213899), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 40, 213899), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 40, 213899), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 40, 213899), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 40, 213899), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 40, 213899), 5.0, 15.5]"
286,"[datetime.datetime(2022, 11, 28, 14, 10, 41, 335181), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 41, 335181), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 41, 335181), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 41, 335181), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 41, 335181), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 41, 335181), 5.0, 15.5]"
287,"[datetime.datetime(2022, 11, 28, 14, 10, 42, 453576), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 42, 453576), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 42, 453576), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 42, 453576), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 42, 453576), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 42, 453576), 5.0, 15.5]"
288,"[datetime.datetime(2022, 11, 28, 14, 10, 43, 562046), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 43, 562046), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 43, 562046), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 43, 562046), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 43, 562046), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 43, 562046), 5.0, 15.5]"
289,"[datetime.datetime(2022, 11, 28, 14, 10, 44, 660401), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 44, 660401), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 44, 660401), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 44, 660401), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 44, 660401), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 44, 660401), 5.0, 15.5]"
290,"[datetime.datetime(2022, 11, 28, 14, 10, 45, 775366), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 45, 775366), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 45, 775366), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 45, 775366), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 45, 775366), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 45, 775366), 5.0, 15.5]"
291,"[datetime.datetime(2022, 11, 28, 14, 10, 46, 883289), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 46, 883289), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 46, 883289), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 46, 883289), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 46, 883289), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 46, 883289), 5.0, 15.5]"
292,"[datetime.datetime(2022, 11, 28, 14, 10, 47, 996491), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 47, 996491), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 47, 996491), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 47, 996491), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 47, 996491), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 47, 996491), 5.0, 15.5]"
293,"[datetime.datetime(2022, 11, 28, 14, 10, 49, 112418), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 49, 112418), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 49, 112418), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 49, 112418), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 49, 112418), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 49, 112418), 5.0, 15.5]"
294,"[datetime.datetime(2022, 11, 28, 14, 10, 50, 229137), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 50, 229137), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 50, 229137), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 50, 229137), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 50, 229137), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 50, 229137), 5.0, 17.0]"
295,"[datetime.datetime(2022, 11, 28, 14, 10, 51, 367966), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 51, 367966), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 51, 367966), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 51, 367966), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 51, 367966), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 51, 367966), 5.0, 17.0]"
296,"[datetime.datetime(2022, 11, 28, 14, 10, 52, 500881), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 52, 500881), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 52, 500881), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 52, 500881), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 52, 500881), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 52, 500881), 5.0, 17.0]"
297,"[datetime.datetime(2022, 11, 28, 14, 10, 53, 657982), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 53, 657982), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 53, 657982), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 53, 657982), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 53, 657982), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 53, 657982), 5.0, 17.0]"
298,"[datetime.datetime(2022, 11, 28, 14, 10, 54, 790990), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 54, 790990), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 54, 790990), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 54, 790990), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 54, 790990), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 54, 790990), 5.0, 17.0]"
299,"[datetime.datetime(2022, 11, 28, 14, 10, 55, 943469), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 55, 943469), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 55, 943469), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 55, 943469), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 55, 943469), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 55, 943469), 5.0, 17.0]"
300,"[datetime.datetime(2022, 11, 28, 14, 10, 57, 72592), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 57, 72592), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 10, 57, 72592), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 57, 72592), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 57, 72592), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 57, 72592), 5.0, 17.0]"
301,"[datetime.datetime(2022, 11, 28, 14, 10, 58, 199045), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 58, 199045), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 14, 10, 58, 199045), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 58, 199045), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 58, 199045), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 58, 199045), 5.0, 17.0]"
302,"[datetime.datetime(2022, 11, 28, 14, 10, 59, 313319), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 10, 59, 313319), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 10, 59, 313319), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 10, 59, 313319), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 10, 59, 313319), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 10, 59, 313319), 5.0, 17.0]"
303,"[datetime.datetime(2022, 11, 28, 14, 11, 0, 425033), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 0, 425033), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 0, 425033), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 0, 425033), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 0, 425033), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 0, 425033), 5.0, 17.0]"
304,"[datetime.datetime(2022, 11, 28, 14, 11, 1, 551535), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 1, 551535), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 1, 551535), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 1, 551535), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 1, 551535), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 1, 551535), 5.0, 17.0]"
305,"[datetime.datetime(2022, 11, 28, 14, 11, 2, 671819), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 2, 671819), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 2, 671819), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 2, 671819), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 2, 671819), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 2, 671819), 5.0, 17.0]"
306,"[datetime.datetime(2022, 11, 28, 14, 11, 3, 800358), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 3, 800358), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 3, 800358), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 3, 800358), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 3, 800358), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 3, 800358), 5.0, 17.0]"
307,"[datetime.datetime(2022, 11, 28, 14, 11, 4, 909440), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 4, 909440), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 4, 909440), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 4, 909440), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 4, 909440), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 4, 909440), 5.0, 17.0]"
308,"[datetime.datetime(2022, 11, 28, 14, 11, 6, 162677), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 6, 162677), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 6, 162677), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 6, 162677), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 6, 162677), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 6, 162677), 5.0, 17.0]"
309,"[datetime.datetime(2022, 11, 28, 14, 11, 7, 306057), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 7, 306057), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 7, 306057), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 7, 306057), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 7, 306057), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 7, 306057), 5.0, 17.0]"
310,"[datetime.datetime(2022, 11, 28, 14, 11, 8, 476526), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 8, 476526), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 8, 476526), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 8, 476526), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 8, 476526), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 8, 476526), 5.0, 17.0]"
311,"[datetime.datetime(2022, 11, 28, 14, 11, 9, 615987), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 9, 615987), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 9, 615987), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 9, 615987), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 9, 615987), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 9, 615987), 5.0, 17.0]"
312,"[datetime.datetime(2022, 11, 28, 14, 11, 10, 747511), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 10, 747511), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 10, 747511), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 10, 747511), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 10, 747511), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 10, 747511), 5.0, 17.0]"
313,"[datetime.datetime(2022, 11, 28, 14, 11, 11, 873055), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 11, 873055), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 11, 873055), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 11, 873055), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 11, 873055), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 11, 873055), 5.0, 17.0]"
314,"[datetime.datetime(2022, 11, 28, 14, 11, 13, 38983), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 13, 38983), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 13, 38983), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 13, 38983), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 13, 38983), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 13, 38983), 5.0, 17.0]"
315,"[datetime.datetime(2022, 11, 28, 14, 11, 14, 155767), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 14, 155767), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 14, 155767), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 14, 155767), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 14, 155767), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 14, 155767), 5.0, 17.0]"
316,"[datetime.datetime(2022, 11, 28, 14, 11, 15, 283098), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 15, 283098), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 15, 283098), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 15, 283098), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 15, 283098), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 15, 283098), 5.0, 17.0]"
317,"[datetime.datetime(2022, 11, 28, 14, 11, 16, 387899), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 16, 387899), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 16, 387899), 8.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 11, 16, 387899), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 16, 387899), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 16, 387899), 5.0, 17.0]"
318,"[datetime.datetime(2022, 11, 28, 14, 11, 17, 545426), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 17, 545426), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 17, 545426), 8.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 11, 17, 545426), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 17, 545426), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 17, 545426), 5.0, 17.0]"
319,"[datetime.datetime(2022, 11, 28, 14, 11, 18, 763662), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 18, 763662), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 18, 763662), 8.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 11, 18, 763662), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 18, 763662), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 18, 763662), 5.0, 17.0]"
320,"[datetime.datetime(2022, 11, 28, 14, 11, 19, 928931), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 19, 928931), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 19, 928931), 8.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 11, 19, 928931), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 19, 928931), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 19, 928931), 5.0, 17.0]"
321,"[datetime.datetime(2022, 11, 28, 14, 11, 21, 99805), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 21, 99805), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 21, 99805), 8.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 11, 21, 99805), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 21, 99805), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 21, 99805), 5.0, 17.0]"
322,"[datetime.datetime(2022, 11, 28, 14, 11, 23, 46263), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 23, 46263), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 23, 46263), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 23, 46263), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 23, 46263), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 23, 46263), 5.0, 17.0]"
323,"[datetime.datetime(2022, 11, 28, 14, 11, 24, 434012), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 24, 434012), 4.0, 5.5]","[datetime.datetime(2022, 11, 28, 14, 11, 24, 434012), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 24, 434012), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 24, 434012), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 24, 434012), 5.0, 17.0]"
324,"[datetime.datetime(2022, 11, 28, 14, 11, 25, 568610), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 25, 568610), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 25, 568610), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 25, 568610), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 25, 568610), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 25, 568610), 5.0, 17.0]"
325,"[datetime.datetime(2022, 11, 28, 14, 11, 26, 703260), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 26, 703260), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 26, 703260), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 26, 703260), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 26, 703260), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 26, 703260), 5.0, 17.0]"
326,"[datetime.datetime(2022, 11, 28, 14, 11, 27, 829592), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 27, 829592), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 27, 829592), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 27, 829592), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 27, 829592), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 27, 829592), 5.0, 17.0]"
327,"[datetime.datetime(2022, 11, 28, 14, 11, 28, 940511), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 28, 940511), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 28, 940511), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 28, 940511), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 28, 940511), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 28, 940511), 5.0, 17.0]"
328,"[datetime.datetime(2022, 11, 28, 14, 11, 30, 59606), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 30, 59606), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 30, 59606), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 30, 59606), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 30, 59606), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 30, 59606), 5.0, 17.0]"
329,"[datetime.datetime(2022, 11, 28, 14, 11, 31, 174709), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 31, 174709), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 31, 174709), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 31, 174709), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 31, 174709), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 31, 174709), 5.0, 17.0]"
330,"[datetime.datetime(2022, 11, 28, 14, 11, 32, 292025), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 32, 292025), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 32, 292025), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 32, 292025), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 32, 292025), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 32, 292025), 5.0, 17.0]"
331,"[datetime.datetime(2022, 11, 28, 14, 11, 33, 428082), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 33, 428082), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 33, 428082), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 33, 428082), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 33, 428082), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 33, 428082), 5.0, 17.0]"
332,"[datetime.datetime(2022, 11, 28, 14, 11, 34, 554528), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 34, 554528), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 34, 554528), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 34, 554528), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 34, 554528), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 34, 554528), 5.0, 17.0]"
333,"[datetime.datetime(2022, 11, 28, 14, 11, 35, 693676), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 35, 693676), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 35, 693676), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 35, 693676), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 35, 693676), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 35, 693676), 5.0, 17.0]"
334,"[datetime.datetime(2022, 11, 28, 14, 11, 36, 911142), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 36, 911142), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 36, 911142), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 36, 911142), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 36, 911142), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 36, 911142), 5.0, 17.0]"
335,"[datetime.datetime(2022, 11, 28, 14, 11, 38, 71036), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 11, 38, 71036), 4.0, 5.4]","[datetime.datetime(2022, 11, 28, 14, 11, 38, 71036), 8.0, 13.5]","[datetime.datetime(2022, 11, 28, 14, 11, 38, 71036), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 11, 38, 71036), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 11, 38, 71036), 5.0, 17.0]"
