,Greek Flame,Greek Temptation,Typhoon Nellie,Sketchy Russ,Winlock Augustus,Be Good Beach,Stinger Casey,Winlock Too Much
05-01-2023 15:32:48.503985,"(5.5, 10.5, 9.333333333333334)","(7.0, 14.0, 10.266666666666667)","(7.5, 14.0, 10.666666666666666)","(5.0, 8.0, 6.5600000000000005)","(31.0, 160.0, 98.0)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 21.0, 18.86)"
05-01-2023 15:32:49.614859,"(5.5, 10.5, 9.266666666666666)","(7.0, 14.0, 10.266666666666667)","(7.5, 14.0, 10.666666666666666)","(5.0, 8.0, 6.68)","(31.0, 160.0, 98.0)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:50.624307,"(5.5, 10.5, 9.266666666666666)","(7.0, 14.0, 8.96)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 160.0, 98.0)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:51.719023,"(5.5, 10.5, 9.4)","(7.0, 14.0, 8.96)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 160.0, 98.0)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:52.951444,"(5.5, 10.5, 9.4)","(7.0, 14.0, 8.96)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 160.0, 72.8)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:54.110610,"(5.5, 10.5, 9.4)","(7.0, 14.0, 8.96)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 220.0, 72.8)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:55.303977,"(5.5, 10.5, 9.4)","(7.0, 14.0, 8.96)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 220.0, 72.8)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:56.408783,"(5.5, 10.5, 9.17142857142857)","(7.0, 14.0, 8.96)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 220.0, 74.4)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.6722222222222225)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:57.517942,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 8.96)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 220.0, 74.4)","(3.9, 4.5, 4.442622950819672)","(3.6, 4.8, 4.066666666666666)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:58.705387,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.95)","(7.5, 14.0, 10.666666666666666)","(5.0, 7.8, 6.68)","(31.0, 220.0, 76.0)","(3.9, 4.5, 4.443548387096774)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:32:59.949886,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 9.454545454545455)","(5.0, 7.8, 6.68)","(31.0, 220.0, 76.0)","(3.9, 4.5, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:01.258300,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 10.307692307692307)","(5.0, 7.8, 6.68)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:02.578092,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.4)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.8, 6.68)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:03.774233,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.4)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.8, 7.055555555555555)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:04.931854,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.6, 6.946666666666666)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:06.029351,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.6, 6.946666666666666)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:07.176479,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.6, 6.946666666666666)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:08.438025,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.6, 6.946666666666666)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:09.739289,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.6, 6.946666666666666)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:10.984068,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 9.32)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.6, 6.946666666666666)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:12.225442,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.657142857142858)","(7.5, 14.0, 9.818181818181818)","(5.0, 7.6, 7.075)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:13.364007,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.657142857142858)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.2, 7.75)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.270491803278689)","(3.6, 4.8, 4.25)","(8.5, 23.0, 11.3)"
05-01-2023 15:33:14.531135,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.25)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 7.9)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 23.0, 12.0)"
05-01-2023 15:33:15.748661,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.25)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.15)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 22.0, 11.571428571428571)"
05-01-2023 15:33:17.029035,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.25)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.177777777777777)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 11.571428571428571)"
05-01-2023 15:33:18.359466,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.538461538461538)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.177777777777777)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 11.057142857142857)"
05-01-2023 15:33:19.614832,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.177777777777777)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:20.772812,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.177777777777777)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:21.886002,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.177777777777777)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:23.121621,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.177777777777777)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:24.357562,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.177777777777777)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:25.611376,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 8.0)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:26.868747,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 9.818181818181818)","(5.0, 8.4, 7.015384615384615)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:28.085099,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 14.0, 10.425)","(5.0, 8.4, 7.694117647058824)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:29.320267,"(5.5, 10.5, 9.629999999999999)","(7.0, 14.0, 10.676923076923076)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.694117647058824)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:30.613064,"(5.5, 10.5, 9.15)","(7.0, 14.0, 10.676923076923076)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.694117647058824)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:31.812914,"(5.5, 10.5, 8.325)","(7.0, 14.0, 10.676923076923076)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.694117647058824)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:33.114818,"(5.5, 10.5, 8.325)","(7.0, 14.0, 10.676923076923076)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.694117647058824)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.25)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:34.351586,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.7)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.878260869565217)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.38)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:35.598503,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.7)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.878260869565217)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.55)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:36.733869,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.7)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.878260869565217)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.5625)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:37.987214,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.8)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.5625)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:39.285490,"(5.5, 10.5, 8.325)","(7.0, 14.0, 12.040000000000001)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:40.570739,"(5.5, 10.5, 8.325)","(7.0, 14.0, 12.040000000000001)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:41.844176,"(5.5, 10.5, 8.325)","(7.0, 14.0, 12.040000000000001)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:43.047241,"(5.5, 10.5, 8.325)","(7.0, 14.0, 12.040000000000001)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:44.228189,"(5.5, 10.5, 8.325)","(7.0, 14.0, 12.040000000000001)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:45.365207,"(5.5, 10.5, 8.325)","(7.0, 14.0, 12.040000000000001)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:46.628042,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:47.943040,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:49.219761,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:50.477321,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:51.709374,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:52.919287,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:54.116107,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:55.410336,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:56.800987,"(5.5, 10.5, 8.325)","(7.0, 14.0, 11.846153846153847)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:58.218099,"(5.5, 10.5, 8.325)","(7.0, 14.0, 10.88888888888889)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:33:59.754911,"(5.5, 10.5, 8.325)","(7.0, 14.0, 10.88888888888889)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:34:00.968072,"(5.5, 10.5, 8.325)","(7.0, 14.0, 10.88888888888889)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:34:02.145125,"(5.5, 10.5, 8.325)","(7.0, 14.0, 10.88888888888889)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.575)","(8.5, 21.0, 12.0)"
05-01-2023 15:34:03.381712,"(5.5, 10.5, 8.325)","(7.0, 14.0, 10.88888888888889)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.8, 4.2)","(8.5, 21.0, 12.0)"
05-01-2023 15:34:04.690779,"(5.5, 10.5, 8.325)","(7.0, 13.0, 11.5)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.9, 4.2)","(8.5, 21.0, 12.0)"
05-01-2023 15:34:05.940486,"(5.5, 10.5, 8.325)","(7.0, 13.0, 11.5)","(7.5, 13.5, 9.985714285714286)","(5.0, 8.4, 7.92)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2709677419354835)","(3.6, 4.9, 4.2)","(8.5, 21.0, 12.0)"
05-01-2023 15:34:07.205610,"(5.5, 10.5, 8.325)","(7.0, 13.0, 11.5)","(7.5, 13.5, 10.0)","(5.0, 8.4, 8.028571428571428)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.1909090909090905)","(3.6, 4.9, 4.336363636363636)","(8.5, 21.0, 12.0)"
05-01-2023 15:34:08.533215,"(5.5, 10.5, 9.4875)","(7.0, 13.0, 12.285714285714286)","(7.5, 13.0, 9.633333333333333)","(5.0, 8.6, 7.88)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.7, 4.1)","(8.5, 19.5, 13.333333333333334)"
05-01-2023 15:34:09.746813,"(5.5, 10.5, 9.69)","(7.0, 15.0, 14.0)","(7.5, 11.5, 9.633333333333333)","(5.0, 8.6, 7.88)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2606557377049175)","(3.6, 4.7, 4.1)","(8.5, 19.0, 13.333333333333334)"
05-01-2023 15:34:11.072684,"(5.5, 10.5, 9.69)","(7.0, 15.5, 13.454545454545455)","(7.5, 11.5, 9.633333333333333)","(5.0, 8.6, 7.88)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.2606557377049175)","(3.6, 4.7, 4.1)","(8.5, 19.0, 12.2)"
05-01-2023 15:34:12.481218,"(5.5, 10.5, 9.4875)","(7.0, 15.5, 14.0)","(7.5, 11.5, 9.633333333333333)","(5.0, 8.6, 7.88)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.7, 4.1)","(8.5, 19.0, 12.2)"
05-01-2023 15:34:13.742506,"(5.5, 10.5, 9.5625)","(7.0, 15.5, 14.0)","(7.5, 11.5, 9.633333333333333)","(5.0, 8.6, 7.88)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.7, 4.1)","(8.5, 19.0, 12.2)"
05-01-2023 15:34:15.007363,"(5.5, 10.5, 9.12)","(7.0, 15.5, 13.25)","(7.5, 11.5, 9.666666666666668)","(5.0, 8.6, 8.28)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.7, 4.075)","(8.5, 19.0, 11.833333333333334)"
05-01-2023 15:34:16.312614,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 13.25)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.28)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.6, 4.075)","(8.5, 18.5, 11.833333333333334)"
05-01-2023 15:34:17.437555,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 13.25)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.28)","(31.0, 220.0, 76.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.6, 4.075)","(8.5, 18.5, 11.833333333333334)"
05-01-2023 15:34:18.460299,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 13.25)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.28)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.6, 4.075)","(8.5, 18.5, 11.833333333333334)"
05-01-2023 15:34:19.879469,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 13.25)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.28)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.6, 4.075)","(8.5, 18.5, 11.833333333333334)"
05-01-2023 15:34:21.053681,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 13.25)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.2)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.6, 4.125)","(8.5, 18.5, 12.0)"
05-01-2023 15:34:22.228624,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 13.25)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.32)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.5, 4.033333333333333)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:23.452496,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 13.25)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.32)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.5, 4.033333333333333)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:24.628410,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.692307692307692)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.32)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.5, 4.033333333333333)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:25.814692,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.692307692307692)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.32)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.5, 4.033333333333333)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:27.160041,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.642857142857142)","(7.5, 11.0, 9.666666666666668)","(5.0, 8.6, 8.32)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.5, 4.033333333333333)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:28.356461,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.642857142857142)","(7.5, 11.0, 9.583333333333334)","(5.0, 8.6, 8.36)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.5, 4.0181818181818185)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:29.656616,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.642857142857142)","(7.5, 10.5, 9.583333333333334)","(5.0, 8.6, 8.36)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.4, 4.0181818181818185)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:30.750706,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.642857142857142)","(7.5, 10.5, 9.583333333333334)","(5.0, 8.6, 8.36)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.4, 3.875)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:31.922352,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.642857142857142)","(7.5, 11.0, 9.56)","(5.0, 8.6, 8.36)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.176923076923076)","(3.6, 4.4, 3.875)","(8.5, 19.5, 12.0)"
05-01-2023 15:34:33.119867,"(5.5, 10.5, 9.6375)","(7.0, 15.5, 11.642857142857142)","(7.5, 11.0, 9.56)","(5.0, 8.6, 8.36)","(31.0, 220.0, 130.0)","(3.9, 4.3, 4.2606557377049175)","(3.6, 4.4, 3.875)","(8.5, 19.5, 12.0)"
