,Gray Royality,Blanquita Nieve,Rose Knows,Out Ona Limb,Mind Your Own,Chargina,Perfect Limit
14-12-2022 12:04:50.860109,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3714285714285714)","(41.0, 950.0, 604.0)","(3.0, 3.35, 3.3273972602739725)","(4.0, 5.2, 5.022222222222222)","(11.0, 13.0, 12.954545454545455)"
14-12-2022 12:04:51.961109,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3714285714285714)","(41.0, 950.0, 606.0)","(3.0, 3.35, 3.3273972602739725)","(4.0, 5.2, 5.025)","(11.0, 13.0, 12.954545454545455)"
14-12-2022 12:04:53.047974,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3714285714285714)","(41.0, 950.0, 606.0)","(3.0, 3.35, 3.3279411764705884)","(4.0, 5.2, 5.025)","(11.0, 13.0, 12.7)"
14-12-2022 12:04:54.120274,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3714285714285714)","(41.0, 950.0, 380.0)","(3.0, 3.35, 3.3279411764705884)","(4.0, 5.2, 5.025)","(11.0, 13.0, 12.76)"
14-12-2022 12:04:55.117684,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3714285714285714)","(41.0, 950.0, 380.0)","(3.0, 3.35, 3.3279411764705884)","(4.0, 5.2, 5.0125)","(11.0, 13.0, 12.7)"
14-12-2022 12:04:56.142785,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3714285714285714)","(41.0, 950.0, 380.0)","(3.0, 3.35, 3.3279411764705884)","(4.0, 5.3, 5.0125)","(11.0, 13.0, 12.38888888888889)"
14-12-2022 12:04:57.094147,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3714285714285714)","(41.0, 950.0, 380.0)","(3.0, 3.35, 3.330769230769231)","(4.0, 5.3, 5.0125)","(11.0, 12.5, 12.714285714285714)"
14-12-2022 12:04:57.996981,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3923076923076922)","(41.0, 940.0, 376.6666666666667)","(3.0, 3.35, 3.330769230769231)","(4.0, 5.3, 5.0125)","(11.0, 13.0, 12.714285714285714)"
14-12-2022 12:04:59.017428,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3923076923076922)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.3276119402985076)","(4.0, 5.3, 5.276923076923077)","(11.0, 13.0, 12.714285714285714)"
14-12-2022 12:04:59.999027,"(11.0, 14.0, 13.0)","(17.0, 22.0, 21.5625)","(2.7, 3.4, 3.3923076923076922)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.328125)","(4.0, 5.3, 5.276923076923077)","(11.0, 13.0, 12.736842105263158)"
14-12-2022 12:05:01.041787,"(11.0, 14.0, 13.214285714285714)","(16.0, 22.0, 21.5625)","(2.7, 3.4, 3.39)","(41.0, 930.0, 743.3333333333333)","(3.0, 3.35, 3.32156862745098)","(4.0, 5.3, 5.2625)","(11.0, 13.0, 12.736842105263158)"
14-12-2022 12:05:02.125843,"(11.0, 14.0, 13.214285714285714)","(16.0, 22.0, 21.5)","(2.7, 3.4, 3.3923076923076922)","(41.0, 930.0, 743.3333333333333)","(3.0, 3.35, 3.322641509433962)","(4.0, 5.3, 5.034782608695652)","(11.0, 13.0, 12.736842105263158)"
14-12-2022 12:05:03.256159,"(11.0, 14.0, 13.214285714285714)","(16.0, 22.0, 21.5)","(2.7, 3.4, 3.522222222222222)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.0, 5.2, 5.034782608695652)","(11.0, 13.0, 12.736842105263158)"
14-12-2022 12:05:04.369730,"(11.0, 14.0, 13.333333333333334)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.528260869565217)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.0, 5.2, 5.034782608695652)","(11.0, 13.0, 12.518518518518519)"
14-12-2022 12:05:05.436420,"(11.0, 14.0, 13.306122448979592)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.528260869565217)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.0, 5.2, 5.034782608695652)","(11.0, 13.0, 12.518518518518519)"
14-12-2022 12:05:06.507017,"(11.0, 13.5, 13.4)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.034782608695652)","(11.0, 13.0, 12.518518518518519)"
14-12-2022 12:05:07.452238,"(11.0, 14.0, 13.244444444444444)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.034782608695652)","(11.0, 13.0, 12.518518518518519)"
14-12-2022 12:05:08.381579,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.155555555555556)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:09.329955,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.328358208955224)","(4.2, 5.2, 5.155555555555556)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:10.396920,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.184)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:11.429679,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.184)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:12.539610,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.184)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:13.586528,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.532758620689655)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.184)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:14.708546,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.536111111111111)","(41.0, 930.0, 762.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.184)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:15.741953,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.536111111111111)","(41.0, 930.0, 836.6666666666666)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.184)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:16.736700,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.536111111111111)","(41.0, 990.0, 810.0)","(3.0, 3.35, 3.322641509433962)","(4.2, 5.2, 5.176923076923077)","(11.0, 12.5, 12.466666666666667)"
14-12-2022 12:05:17.671564,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.536111111111111)","(41.0, 980.0, 881.1111111111111)","(3.0, 3.35, 3.323076923076923)","(4.2, 5.2, 5.18)","(11.0, 12.5, 12.46875)"
14-12-2022 12:05:18.597276,"(11.0, 13.5, 13.258064516129032)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5359154929577463)","(41.0, 980.0, 802.0)","(3.0, 3.35, 3.323076923076923)","(4.2, 5.2, 5.18)","(11.0, 12.5, 12.46875)"
14-12-2022 12:05:19.589999,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5359154929577463)","(41.0, 980.0, 802.0)","(3.0, 3.35, 3.323076923076923)","(4.2, 5.2, 5.18)","(11.0, 12.5, 12.46875)"
14-12-2022 12:05:20.628177,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5359154929577463)","(41.0, 980.0, 802.0)","(3.0, 3.35, 3.323076923076923)","(4.2, 5.2, 5.175)","(11.0, 12.5, 12.46875)"
14-12-2022 12:05:21.647421,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5359154929577463)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.175)","(11.0, 12.5, 12.46875)"
14-12-2022 12:05:22.636849,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5379518072289153)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.175)","(11.0, 12.5, 12.46875)"
14-12-2022 12:05:23.646486,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5379518072289153)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.175)","(11.0, 12.5, 12.46875)"
14-12-2022 12:05:24.630188,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5379518072289153)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.193548387096774)","(11.0, 12.5, 13.448717948717949)"
14-12-2022 12:05:25.606668,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5379518072289153)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.193548387096774)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:26.529482,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5379518072289153)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.193548387096774)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:27.472196,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5359154929577463)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.193548387096774)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:28.503532,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5359154929577463)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.15)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:29.507082,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.5359154929577463)","(41.0, 980.0, 802.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.15)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:30.575404,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.55, 3.482)","(41.0, 980.0, 794.0)","(2.9, 3.35, 3.323076923076923)","(4.2, 5.2, 5.15)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:31.775796,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.482)","(41.0, 970.0, 794.0)","(2.9, 3.35, 3.318888888888889)","(4.2, 5.2, 5.15)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:32.925937,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 970.0, 863.3333333333334)","(2.9, 3.35, 3.317708333333333)","(4.2, 5.2, 5.15)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:34.031931,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.317708333333333)","(4.2, 5.2, 5.15)","(11.0, 13.5, 13.448717948717949)"
14-12-2022 12:05:35.121843,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.317708333333333)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:36.146805,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.317708333333333)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:37.219499,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:38.227058,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:39.257822,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:40.287195,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:41.349989,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:42.325181,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:43.310533,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:44.287974,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:45.262615,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.452380952380953)"
14-12-2022 12:05:46.274169,"(11.0, 13.5, 13.21875)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.5, 12.892156862745098)"
14-12-2022 12:05:47.339814,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:48.363032,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:49.330857,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:50.383843,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:51.350878,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 786.0)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:52.335330,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:53.267573,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4763157894736842)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:54.347261,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:55.270462,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.7, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:56.223790,"(11.0, 13.5, 13.071428571428571)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:57.182572,"(11.0, 13.5, 13.125)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.877777777777778)"
14-12-2022 12:05:58.113521,"(11.0, 13.5, 13.125)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.322972972972973)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.895348837209303)"
14-12-2022 12:05:59.075477,"(11.0, 13.5, 13.125)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.895348837209303)"
14-12-2022 12:06:00.359575,"(11.0, 13.5, 13.125)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.895348837209303)"
14-12-2022 12:06:01.396502,"(11.0, 13.5, 13.125)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.31)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.895348837209303)"
14-12-2022 12:06:02.454725,"(11.0, 13.5, 13.125)","(16.0, 22.0, 21.5)","(2.8, 3.5, 3.4357142857142855)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.31)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.895348837209303)"
14-12-2022 12:06:03.551925,"(11.0, 13.5, 13.214285714285714)","(16.0, 22.0, 21.5)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.895348837209303)"
14-12-2022 12:06:04.538731,"(11.0, 13.5, 13.214285714285714)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.17)","(11.0, 13.0, 12.895348837209303)"
14-12-2022 12:06:05.576040,"(11.0, 13.5, 13.038461538461538)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:06.687173,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:07.723908,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.125925925925926)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:08.826147,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.312962962962963)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:09.836999,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.3274193548387094)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:10.808069,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 21.5625)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.3274193548387094)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:11.819400,"(11.0, 13.5, 13.153846153846153)","(16.0, 25.0, 23.555555555555557)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.3274193548387094)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:12.757689,"(11.0, 13.5, 13.153846153846153)","(16.0, 25.0, 23.555555555555557)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.3274193548387094)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:13.678926,"(11.0, 13.5, 13.153846153846153)","(16.0, 25.0, 23.555555555555557)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.3274193548387094)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:14.612357,"(11.0, 13.5, 13.153846153846153)","(16.0, 25.0, 23.555555555555557)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.3274193548387094)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.444444444444445)"
14-12-2022 12:06:15.612003,"(11.0, 14.0, 13.0)","(16.0, 22.0, 20.09090909090909)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.3274193548387094)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:16.619227,"(11.0, 14.0, 13.08108108108108)","(16.0, 22.0, 20.384615384615383)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.30625)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:17.645664,"(11.0, 14.0, 13.08108108108108)","(16.0, 22.0, 20.384615384615383)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.30625)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:18.712217,"(11.0, 14.0, 13.08108108108108)","(16.0, 22.0, 20.384615384615383)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.302631578947368)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:19.731850,"(11.0, 14.0, 13.08108108108108)","(16.0, 22.0, 20.384615384615383)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.302631578947368)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:20.773908,"(11.0, 14.0, 13.08108108108108)","(16.0, 22.0, 19.613636363636363)","(2.8, 3.5, 3.44375)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.302631578947368)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:21.925801,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 19.442307692307693)","(2.8, 3.55, 3.5232142857142854)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.302631578947368)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:22.936557,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 19.442307692307693)","(2.8, 3.55, 3.5232142857142854)","(41.0, 960.0, 742.5)","(2.9, 3.35, 3.2959459459459457)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:24.054186,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 19.442307692307693)","(2.8, 3.55, 3.5232142857142854)","(41.0, 960.0, 742.5)","(2.9, 3.3, 3.2959459459459457)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:25.196796,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 19.442307692307693)","(2.8, 3.55, 3.503125)","(41.0, 960.0, 742.5)","(2.9, 3.3, 3.2959459459459457)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:26.346561,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 19.442307692307693)","(2.8, 3.55, 3.503125)","(41.0, 960.0, 742.5)","(2.9, 3.3, 3.2959459459459457)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
14-12-2022 12:06:27.610206,"(11.0, 13.5, 13.153846153846153)","(16.0, 22.0, 19.442307692307693)","(2.8, 3.55, 3.503125)","(41.0, 960.0, 742.5)","(2.9, 3.3, 3.2959459459459457)","(4.2, 5.2, 5.17)","(11.0, 13.5, 13.35)"
