,Rickshaw Lass,Coalville Girl,Goolagong,Mr Larson,Reality Jewel,Dance Mode,Pacific Prayer
05-01-2023 14:27:01.850819,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 6.1684210526315795)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.939473684210527)","(5.5, 12.5, 10.100000000000001)","(4.0, 6.4, 7.08235294117647)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:02.905040,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 6.1684210526315795)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.0)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.2, 6.742857142857143)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:03.997957,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 6.1684210526315795)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.0)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.2, 6.909090909090909)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:05.000383,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 6.1684210526315795)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.0)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.2, 6.909090909090909)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:06.066336,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 5.758333333333334)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.942857142857143)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.16)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:07.144088,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 6.052631578947368)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.942857142857143)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.16)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:08.221825,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 6.052631578947368)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.956756756756757)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.2153846153846155)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:09.251754,"(4.0, 4.4, 4.328571428571429)","(5.0, 6.4, 6.052631578947368)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.956756756756757)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.2153846153846155)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:10.426873,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.052631578947368)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.956756756756757)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.2153846153846155)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:11.483641,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.052631578947368)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.927272727272728)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.2153846153846155)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:12.517976,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.052631578947368)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.9523809523809526)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.181818181818182)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:13.611481,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.05625)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.9523809523809526)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:14.560985,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.05625)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.894117647058823)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:15.554725,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.05625)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.6, 6.933333333333334)"
05-01-2023 14:27:16.617419,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.05625)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.6, 6.8999999999999995)"
05-01-2023 14:27:17.653331,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.05625)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.6, 6.8999999999999995)"
05-01-2023 14:27:18.725562,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.05625)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.6, 6.9)"
05-01-2023 14:27:19.818706,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.05625)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:20.819539,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:21.869870,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:22.943510,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:23.921590,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:24.851051,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.066666666666666)"
05-01-2023 14:27:25.957129,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.6, 6.9)"
05-01-2023 14:27:26.912761,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:27.979845,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.994736842105263)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.983333333333333)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:29.103361,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.050000000000001)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.895238095238095)","(5.5, 12.5, 10.007692307692308)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:30.171096,"(4.0, 4.5, 4.457894736842105)","(5.0, 6.4, 6.050000000000001)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.9913043478260875)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:31.207920,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.050000000000001)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.9913043478260875)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:32.311169,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.050000000000001)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.895238095238095)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.228571428571429)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:33.402201,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 6.050000000000001)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.895238095238095)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.228571428571429)","(7.0, 7.4, 6.9)"
05-01-2023 14:27:34.459333,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.9714285714285715)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.114285714285715)"
05-01-2023 14:27:35.545809,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.9714285714285715)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.133333333333334)"
05-01-2023 14:27:36.638884,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.007142857142857)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.133333333333334)"
05-01-2023 14:27:37.758566,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.007142857142857)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.133333333333334)"
05-01-2023 14:27:38.853302,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.007142857142857)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.628571428571428)"
05-01-2023 14:27:40.012775,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.050000000000001)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.8, 7.305882352941176)"
05-01-2023 14:27:41.085859,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.0636363636363635)","(5.5, 12.5, 9.950000000000001)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:42.079470,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 4.972727272727273)","(5.5, 12.5, 9.96923076923077)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:43.143076,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.046153846153846)","(5.5, 12.0, 9.96923076923077)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:44.161983,"(4.0, 4.5, 4.457894736842105)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.033333333333333)","(5.5, 12.0, 10.65)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:45.235020,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.075)","(5.5, 11.5, 10.65)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:46.309114,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.0)","(5.5, 11.5, 10.65)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:47.391038,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.0)","(5.5, 11.5, 10.65)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:48.489342,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.947058823529412)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.050000000000001)","(5.5, 11.5, 10.65)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:49.626259,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.050000000000001)","(5.5, 11.5, 10.083333333333334)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:50.810055,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.050000000000001)","(5.5, 11.5, 10.01764705882353)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:52.010022,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.050000000000001)","(5.5, 11.5, 10.24)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:53.244676,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.050000000000001)","(5.5, 11.5, 10.24)","(4.0, 7.4, 6.92)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:54.496101,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.947058823529412)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.050000000000001)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:55.647552,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.947058823529412)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.046153846153846)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:56.825896,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.046153846153846)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:58.095631,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.046153846153846)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:27:59.279515,"(4.0, 4.5, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.046153846153846)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:00.415233,"(4.0, 4.4, 4.331818181818182)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.046153846153846)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:01.527984,"(4.0, 4.4, 4.25)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.075)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:02.582725,"(4.0, 4.4, 4.25)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.075)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:03.602507,"(4.0, 4.4, 4.25)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.1)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:04.734204,"(4.0, 4.4, 4.25)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.1)","(5.5, 11.5, 10.414285714285715)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:05.808395,"(4.0, 4.3, 4.209090909090909)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.1)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:06.939741,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.1)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 6.92)","(7.0, 7.6, 7.591304347826087)"
05-01-2023 14:28:08.153541,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.2, 5.199999999999999)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.8, 7.305882352941176)"
05-01-2023 14:28:09.319192,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.199999999999999)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.305882352941176)"
05-01-2023 14:28:10.452815,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.225)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.145454545454545)"
05-01-2023 14:28:11.650062,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.1909090909090905)","(5.5, 11.5, 10.48)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.199999999999999)"
05-01-2023 14:28:12.857605,"(4.0, 4.4, 4.2384615384615385)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.1909090909090905)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.523076923076923)"
05-01-2023 14:28:14.073379,"(4.0, 4.4, 4.2125)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.1909090909090905)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.0)","(7.0, 7.6, 7.71578947368421)"
05-01-2023 14:28:15.315232,"(4.0, 4.4, 4.2125)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.0777777777777775)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.8, 7.523076923076923)"
05-01-2023 14:28:16.551138,"(4.0, 4.4, 4.2125)","(5.0, 6.4, 5.9875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.071428571428571)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.475)"
05-01-2023 14:28:17.734294,"(4.0, 4.4, 4.2125)","(5.0, 6.4, 5.91875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.154545454545454)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.422222222222222)"
05-01-2023 14:28:18.899519,"(4.0, 4.4, 4.2125)","(5.0, 6.4, 5.91875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.154545454545454)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.422222222222222)"
05-01-2023 14:28:20.110644,"(4.0, 4.3, 4.209090909090909)","(5.0, 6.4, 5.91875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.071428571428571)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.422222222222222)"
05-01-2023 14:28:21.272964,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.91875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.071428571428571)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.133333333333334)","(7.0, 7.6, 7.518181818181818)"
05-01-2023 14:28:22.395125,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.91875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.071428571428571)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.562962962962963)"
05-01-2023 14:28:23.531595,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.994736842105263)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.166666666666667)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.8, 7.32)"
05-01-2023 14:28:24.697979,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.4, 5.91875)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.166666666666667)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.8, 7.32)"
05-01-2023 14:28:25.754031,"(4.0, 4.3, 4.185714285714285)","(5.0, 6.2, 5.977777777777778)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.227272727272727)","(5.5, 11.5, 10.336842105263159)","(4.0, 7.4, 7.175)","(7.0, 7.8, 7.32)"
05-01-2023 14:28:26.928849,"(4.0, 4.2, 4.154545454545454)","(5.0, 6.2, 5.977777777777778)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.227272727272727)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.8, 7.314285714285714)"
05-01-2023 14:28:28.067176,"(4.0, 4.2, 4.154545454545454)","(5.0, 6.2, 5.977777777777778)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.227272727272727)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.0)","(7.0, 7.6, 7.28)"
05-01-2023 14:28:29.228430,"(4.0, 4.2, 4.154545454545454)","(5.0, 6.2, 6.033333333333333)","(21.0, 42.0, 30.75)","(4.2, 5.3, 5.336363636363637)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.28)"
05-01-2023 14:28:30.421541,"(4.0, 4.2, 4.109090909090909)","(5.0, 6.2, 6.022222222222222)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.336363636363637)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.28)"
05-01-2023 14:28:31.535357,"(4.0, 4.4, 4.218181818181819)","(5.0, 6.2, 6.022222222222222)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.336363636363637)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.28)"
05-01-2023 14:28:32.709848,"(4.0, 4.3, 4.1125)","(5.0, 6.2, 6.022222222222222)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.336363636363637)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.28)"
05-01-2023 14:28:33.919746,"(4.0, 4.3, 4.1125)","(5.0, 6.2, 6.022222222222222)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.336363636363637)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.257142857142857)"
05-01-2023 14:28:35.141911,"(4.0, 4.3, 4.1125)","(5.0, 6.2, 6.022222222222222)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.336363636363637)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.0)","(7.0, 7.4, 7.316666666666667)"
05-01-2023 14:28:36.358869,"(4.0, 4.4, 4.246153846153846)","(5.0, 6.2, 6.022222222222222)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.235294117647059)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.316666666666667)"
05-01-2023 14:28:37.543289,"(4.0, 4.3, 4.211764705882353)","(5.0, 6.2, 6.022222222222222)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.285714285714286)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.316666666666667)"
05-01-2023 14:28:38.762878,"(4.0, 4.3, 4.246428571428571)","(5.0, 6.2, 6.0)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.285714285714286)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.316666666666667)"
05-01-2023 14:28:39.937304,"(4.0, 4.3, 4.246428571428571)","(5.0, 6.2, 6.0)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.285714285714286)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.316666666666667)"
05-01-2023 14:28:41.101939,"(4.0, 4.3, 4.246428571428571)","(5.0, 6.2, 6.0)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.285714285714286)","(5.5, 11.5, 10.366666666666667)","(4.0, 7.4, 7.175)","(7.0, 7.4, 7.422222222222222)"
05-01-2023 14:28:42.271419,"(4.0, 4.3, 4.246428571428571)","(5.0, 6.2, 6.0)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.285714285714286)","(5.5, 11.5, 10.78)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.333333333333333)"
05-01-2023 14:28:43.417072,"(4.0, 4.3, 4.257142857142857)","(5.0, 6.2, 6.0)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.2272727272727275)","(5.5, 11.5, 10.9375)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.333333333333333)"
05-01-2023 14:28:44.524718,"(4.0, 4.2, 4.147368421052632)","(5.0, 6.2, 5.857142857142857)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.2272727272727275)","(5.5, 11.5, 10.865384615384615)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.381818181818182)"
05-01-2023 14:28:45.685488,"(4.0, 4.2, 4.147368421052632)","(5.0, 6.2, 5.977777777777778)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.2272727272727275)","(5.5, 11.5, 10.5)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.381818181818182)"
05-01-2023 14:28:46.820104,"(4.0, 4.2, 4.147368421052632)","(5.0, 6.2, 5.977777777777778)","(21.0, 42.0, 30.75)","(4.2, 5.5, 5.2272727272727275)","(5.5, 11.5, 10.5)","(4.0, 7.4, 7.175)","(7.0, 7.6, 7.4363636363636365)"
