,Fish Tog Giblet,Extravagant,Trapped,Perfect Treasure,Ertugrul Bey,Mad Brax,Locke Bale,Hannele Bale
06-01-2023 16:40:20.385761,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 19.0)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.1)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:21.539424,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 19.0)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.457894736842105)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:22.691742,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 19.0)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.457894736842105)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:23.788261,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 19.0)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.457894736842105)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:24.844385,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 19.0)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.457894736842105)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:25.862377,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 19.0)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.457894736842105)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:26.903433,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.457894736842105)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:27.956380,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.457894736842105)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:29.144334,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:30.217506,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:31.379802,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:32.524414,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:33.722587,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:34.889040,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:35.970827,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:37.086238,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:38.162459,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:39.214567,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:40.235693,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 3.7666666666666666)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:41.304647,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.242857142857143)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:42.344928,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.6, 4.242857142857143)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:43.419142,"(2.7, 4.3, 4.012)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.375)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 40.85714285714286)","(3.2, 4.7, 4.475)","(11.0, 22.0, 15.7)"
06-01-2023 16:40:44.451823,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:45.562508,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:46.663093,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:47.760888,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:48.890419,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:50.056161,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:51.250325,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:52.351699,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.714285714285715)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.475)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:53.441162,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:54.458905,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:55.479717,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:56.479629,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:57.560826,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:58.632515,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:40:59.658930,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:00.653434,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:01.644007,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:02.677847,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:03.747415,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:04.811056,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:05.845944,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:06.841591,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.266666666666667)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:07.877605,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.25)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:08.921708,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.25)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:09.940278,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 3.89)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:11.045263,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 3.89)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:12.122931,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 3.8843750000000004)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:13.305992,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 4.125)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:14.414078,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:15.483507,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 19.7)"
06-01-2023 16:41:16.548209,"(2.7, 4.3, 4.012)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.375)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:17.672807,"(2.7, 4.3, 3.9499999999999997)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 4.8100000000000005)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:18.822794,"(2.7, 4.3, 3.9499999999999997)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.5166666666666675)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:20.217376,"(2.7, 4.3, 3.9499999999999997)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.5166666666666675)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:21.378240,"(2.7, 4.3, 3.7319999999999998)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:22.526487,"(2.7, 4.3, 3.7319999999999998)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:23.546411,"(2.7, 4.3, 3.7319999999999998)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:24.677415,"(2.7, 4.3, 3.7319999999999998)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:25.842975,"(2.7, 4.3, 3.7319999999999998)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:27.027261,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.125)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:28.270025,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.125)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:29.446099,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.125)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:30.578172,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:31.742282,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:32.847271,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:33.916983,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:35.033419,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:36.156481,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:37.291792,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:38.430703,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:39.587613,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:40.802041,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 49.77272727272727)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:41.932011,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:43.000734,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.77)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:44.061135,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 36.42857142857143)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 4.016666666666667)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:45.125635,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.4, 3.71)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:46.416613,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.6, 4.491666666666666)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:47.494778,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.6, 4.183333333333334)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:48.595778,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 50.0)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.6, 3.89)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:49.962155,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 3.89)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:51.168097,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 51.66666666666667)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 3.89)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:52.370548,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 3.89)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:53.502777,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 48.54166666666667)","(3.2, 4.7, 3.89)","(11.0, 22.0, 18.5)"
06-01-2023 16:41:54.636496,"(2.7, 4.3, 3.61)","(12.0, 23.0, 19.333333333333332)","(3.6, 6.4, 5.075)","(20.0, 75.0, 35.35714285714286)","(13.0, 29.0, 21.5)","(18.0, 70.0, 46.23076923076923)","(3.2, 4.7, 3.9125)","(11.0, 22.0, 20.25)"
06-01-2023 16:41:55.685963,"(2.7, 4.3, 3.6866666666666665)","(12.0, 23.0, 20.8)","(3.6, 6.4, 4.45)","(20.0, 75.0, 47.25)","(13.0, 29.0, 21.0)","(18.0, 70.0, 30.769230769230766)","(3.2, 4.7, 3.9125)","(11.0, 22.0, 20.25)"
