,Fish Tog Giblet,Extravagant,Trapped,Perfect Treasure,Ertugrul Bey,Mad Brax,Locke Bale,Hannele Bale
06-01-2023 16:44:33.664842,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 28.857142857142858)","(13.0, 28.0, 27.52777777777778)","(18.0, 28.0, 23.875)","(3.2, 3.8, 3.5999999999999996)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:34.908199,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 28.857142857142858)","(13.0, 28.0, 27.52777777777778)","(18.0, 28.0, 23.875)","(3.2, 3.8, 3.55)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:36.154893,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 28.857142857142858)","(13.0, 28.0, 27.52777777777778)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.55)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:37.317446,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 28.857142857142858)","(13.0, 28.0, 27.52777777777778)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.55)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:38.525399,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 28.857142857142858)","(13.0, 28.0, 27.52777777777778)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.55)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:39.795338,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 28.0, 27.52777777777778)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.55)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:41.270376,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 28.0, 27.52777777777778)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.55)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:42.788268,"(2.7, 4.3, 4.0375)","(12.0, 17.0, 16.6875)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 28.0, 28.0)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:44.091425,"(2.7, 3.85, 3.79)","(12.0, 17.0, 15.0)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.0)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:45.487021,"(2.7, 3.85, 3.4136363636363636)","(12.0, 16.5, 15.75)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.0)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:46.785146,"(2.7, 4.2, 3.5090909090909093)","(12.0, 16.0, 15.75)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.0)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:48.042240,"(2.7, 4.2, 3.5090909090909093)","(12.0, 16.0, 15.75)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.425)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:49.198902,"(2.7, 4.2, 3.5090909090909093)","(12.0, 16.0, 15.666666666666666)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 30.0, 28.425)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:50.344852,"(2.7, 4.2, 3.7681818181818185)","(12.0, 16.0, 15.666666666666666)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 30.0, 27.613636363636363)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:51.557384,"(2.7, 4.2, 3.35)","(12.0, 16.0, 15.666666666666666)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.64)","(18.0, 28.0, 23.875)","(3.2, 3.7, 3.4272727272727272)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:52.790108,"(2.7, 4.1, 3.7307692307692304)","(12.0, 16.0, 15.5)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 30.0, 23.333333333333332)","(18.0, 28.0, 23.875)","(3.2, 3.65, 3.4357142857142855)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:54.086343,"(2.7, 4.1, 3.7307692307692304)","(12.0, 16.0, 15.5)","(3.6, 5.0, 4.65)","(20.0, 34.0, 29.333333333333332)","(13.0, 30.0, 22.727272727272727)","(18.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:55.326440,"(2.7, 4.1, 3.6568181818181817)","(12.0, 16.0, 15.5)","(3.7, 5.0, 4.65)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 23.75)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:56.526735,"(2.7, 4.1, 3.4499999999999997)","(12.0, 16.0, 15.5)","(3.7, 5.0, 4.4399999999999995)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.875)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:57.743804,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.0, 15.5)","(3.7, 5.0, 4.4399999999999995)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.875)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:44:58.994300,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.0, 15.5)","(3.7, 5.0, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.875)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:00.121015,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.0, 15.666666666666666)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.875)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:01.202567,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 24.375)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:02.348511,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 24.375)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:03.559501,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 24.375)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:04.707655,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 24.375)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:05.724969,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 24.375)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:06.820329,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 24.375)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:08.048690,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.357142857142858)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.65, 3.4416666666666664)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:09.195023,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.6, 3.4125)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:10.372067,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.6, 3.4125)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:11.468532,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.6, 3.4125)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:12.606369,"(2.7, 4.1, 3.5428571428571427)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.6, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:13.681064,"(2.7, 4.1, 3.585714285714286)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:14.712902,"(2.7, 4.1, 3.585714285714286)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:15.816221,"(2.7, 4.1, 3.585714285714286)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:16.926214,"(2.7, 4.1, 3.585714285714286)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:18.086112,"(2.7, 4.1, 3.585714285714286)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 23.875)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:19.145262,"(2.7, 4.1, 3.585714285714286)","(12.0, 16.5, 14.934782608695652)","(3.7, 4.9, 4.530769230769231)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 26.785714285714285)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.5166666666666666)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:20.180597,"(2.7, 4.1, 3.585714285714286)","(12.0, 16.5, 13.657894736842104)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 30.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.6, 3.425)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:21.262437,"(2.7, 4.1, 3.7727272727272725)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:22.380559,"(2.7, 4.1, 3.6285714285714286)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:23.512325,"(2.7, 4.1, 3.6285714285714286)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.407142857142857)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:24.636908,"(2.7, 4.1, 3.6285714285714286)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.2954545454545454)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:25.728964,"(2.7, 4.1, 3.6285714285714286)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.375)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:26.802795,"(2.7, 4.1, 3.6285714285714286)","(12.0, 16.5, 14.543478260869565)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.5, 3.29375)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:27.891369,"(2.7, 4.1, 3.6285714285714286)","(12.0, 16.0, 15.777777777777779)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.45, 3.29375)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:28.936579,"(2.7, 4.1, 3.6285714285714286)","(12.0, 16.5, 14.76923076923077)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.272727272727273)","(19.0, 28.0, 24.7)","(3.2, 3.45, 3.4083333333333337)","(11.0, 17.5, 15.722222222222221)"
06-01-2023 16:45:29.939806,"(2.7, 3.55, 3.523076923076923)","(12.0, 16.5, 14.605263157894736)","(3.7, 4.9, 4.754545454545455)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.45, 3.29375)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:31.086560,"(2.7, 4.0, 3.9285714285714284)","(12.0, 16.5, 14.76923076923077)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.45, 3.271428571428572)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:32.231797,"(2.7, 4.0, 3.9583333333333335)","(12.0, 16.5, 14.76923076923077)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.45, 3.271428571428572)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:33.333508,"(2.7, 4.0, 3.9583333333333335)","(12.0, 16.5, 14.76923076923077)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.45, 3.3000000000000003)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:34.399352,"(2.7, 4.0, 3.9583333333333335)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.6)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.2875)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:35.435246,"(2.7, 4.0, 3.9583333333333335)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.2875)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:36.573089,"(2.7, 4.0, 3.9583333333333335)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.2875)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:37.719102,"(2.7, 4.0, 3.9705882352941178)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.2875)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:38.798213,"(2.7, 4.0, 3.9705882352941178)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.2875)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:39.839023,"(2.7, 4.0, 3.98)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.2875)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:40.913060,"(2.7, 4.0, 3.99)","(12.0, 16.5, 14.152173913043478)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.55, 3.29)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:41.978601,"(2.7, 4.0, 3.775)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 24.7)","(3.2, 3.5, 3.29)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:43.008154,"(2.7, 4.0, 3.775)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.5, 3.29)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:44.091649,"(2.7, 4.0, 3.959090909090909)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.5, 3.29)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:45.165889,"(2.7, 4.0, 3.8)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.5, 3.2666666666666666)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:46.324212,"(2.7, 4.1, 3.6714285714285713)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.5, 3.3666666666666667)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:47.480921,"(2.7, 4.1, 3.8962962962962964)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.45, 3.3200000000000003)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:48.551884,"(2.7, 4.1, 3.6875)","(12.0, 16.5, 14.152173913043478)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.5, 3.3333333333333335)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:49.548393,"(2.7, 4.2, 3.76)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.4, 3.3333333333333335)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:50.632359,"(2.7, 4.2, 3.8666666666666667)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.4, 3.3333333333333335)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:51.771181,"(2.7, 4.2, 4.116666666666667)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.4, 3.3333333333333335)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:52.905956,"(2.7, 4.2, 3.9)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(13.0, 29.0, 28.2)","(19.0, 28.0, 23.875)","(3.2, 3.4, 3.3333333333333335)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:53.925323,"(2.7, 4.3, 3.933333333333333)","(12.0, 16.5, 15.326086956521738)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.3333333333333335)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:55.030051,"(2.7, 4.3, 4.2)","(12.0, 16.5, 14.34)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.242857142857143)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:56.143825,"(2.7, 4.3, 4.1875)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.35, 3.2666666666666666)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:57.303102,"(2.7, 4.4, 4.044117647058823)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.3, 3.2666666666666666)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:58.434765,"(2.7, 4.4, 4.044117647058823)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.3, 3.2666666666666666)","(11.0, 17.5, 15.75)"
06-01-2023 16:45:59.571032,"(2.7, 4.4, 4.044117647058823)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.3, 3.2666666666666666)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:00.722563,"(2.7, 4.4, 4.125)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.3, 3.2666666666666666)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:01.892280,"(2.7, 4.4, 4.265555555555556)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.3, 3.25)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:03.041680,"(2.7, 4.4, 3.9416666666666664)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.25)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:04.112041,"(2.7, 4.4, 4.110526315789474)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 28.2)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.25)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:05.265450,"(2.7, 4.4, 4.108823529411765)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 29.0, 29.1)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.25)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:06.464428,"(2.7, 4.4, 4.1525)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 30.0, 29.1)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.25)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:07.638061,"(2.7, 4.4, 4.1525)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.61764705882353)","(21.0, 34.0, 29.333333333333332)","(14.0, 30.0, 29.1)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.25)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:08.865384,"(2.7, 4.4, 4.1525)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.557142857142857)","(21.0, 34.0, 29.333333333333332)","(14.0, 30.0, 29.1)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.3333333333333335)","(11.0, 17.5, 15.75)"
06-01-2023 16:46:10.016797,"(2.7, 4.4, 4.1525)","(12.0, 16.5, 16.108695652173914)","(3.7, 4.9, 4.557142857142857)","(21.0, 34.0, 29.333333333333332)","(14.0, 30.0, 29.1)","(20.0, 28.0, 23.875)","(3.1, 3.4, 3.2666666666666666)","(11.0, 17.5, 15.75)"
