,Rubys And Pearls,Latrell Bar Cool,Identity Thief,Cosmic Tom Tom,Maywyns Nifty,Sirius Kyle,Sirius Keith,Magic Madness
16-12-2022 14:52:55.729840,"(3.3, 3.85, 3.805555555555556)","(3.2, 3.55, 3.5428571428571427)","(4.8, 5.8, 5.657894736842105)","(11.0, 17.0, 16.90625)","(7.0, 9.2, 8.92)","(15.0, 26.0, 22.571428571428573)","(12.0, 22.0, 18.8)","(51.0, 95.0, 90.55555555555556)"
16-12-2022 14:52:56.942628,"(3.3, 3.85, 3.805555555555556)","(3.2, 3.55, 3.548)","(4.8, 5.8, 5.657894736842105)","(11.0, 17.0, 16.9375)","(7.0, 9.0, 8.813333333333333)","(15.0, 26.0, 22.571428571428573)","(12.0, 22.0, 18.8)","(51.0, 95.0, 91.66666666666667)"
16-12-2022 14:52:58.167720,"(3.3, 3.9, 3.8857142857142857)","(3.2, 3.6, 3.540909090909091)","(4.8, 5.8, 5.636363636363637)","(11.0, 17.0, 16.9375)","(7.0, 9.0, 8.813333333333333)","(15.0, 26.0, 22.571428571428573)","(12.0, 22.0, 19.066666666666666)","(51.0, 95.0, 91.66666666666667)"
16-12-2022 14:52:59.528373,"(3.3, 3.9, 3.8499999999999996)","(3.2, 3.6, 3.578846153846154)","(4.8, 5.8, 5.636363636363637)","(11.0, 17.0, 16.9375)","(7.0, 9.0, 8.714285714285715)","(15.0, 26.0, 22.571428571428573)","(12.0, 22.0, 19.066666666666666)","(51.0, 95.0, 91.66666666666667)"
16-12-2022 14:53:00.804966,"(3.3, 3.9, 3.8857142857142857)","(3.2, 3.6, 3.583076923076923)","(4.8, 5.8, 5.68)","(11.0, 17.0, 16.952380952380953)","(7.0, 8.8, 8.654545454545454)","(15.0, 26.0, 22.333333333333332)","(12.0, 22.0, 18.8)","(51.0, 95.0, 91.66666666666667)"
16-12-2022 14:53:02.094216,"(3.3, 3.95, 3.905263157894737)","(3.2, 3.6, 3.526086956521739)","(4.8, 5.7, 5.578260869565217)","(11.0, 17.0, 16.952380952380953)","(7.0, 8.8, 8.521739130434783)","(15.0, 24.0, 22.2)","(12.0, 20.0, 18.45)","(51.0, 95.0, 91.66666666666667)"
16-12-2022 14:53:03.580408,"(3.3, 3.95, 3.86304347826087)","(3.2, 3.65, 3.6233333333333335)","(4.8, 5.7, 5.5962962962962965)","(11.0, 17.0, 16.952380952380953)","(7.0, 8.8, 8.575)","(15.0, 24.0, 22.2)","(12.0, 19.5, 18.45)","(51.0, 95.0, 91.66666666666667)"
16-12-2022 14:53:04.984801,"(3.3, 3.95, 3.86304347826087)","(3.1, 3.65, 3.6)","(4.8, 5.7, 5.65)","(11.0, 17.0, 16.966666666666665)","(7.0, 8.6, 8.600000000000001)","(15.0, 24.0, 22.0)","(12.0, 19.5, 18.9375)","(51.0, 95.0, 91.66666666666667)"
16-12-2022 14:53:06.230923,"(3.3, 3.9, 3.814285714285714)","(3.1, 3.6, 3.5903846153846155)","(4.8, 5.7, 5.691891891891892)","(11.0, 17.0, 17.38235294117647)","(7.0, 8.8, 8.595121951219513)","(15.0, 23.0, 21.181818181818183)","(12.0, 19.5, 18.9375)","(51.0, 95.0, 93.0952380952381)"
16-12-2022 14:53:07.319733,"(3.3, 3.85, 3.835)","(3.1, 3.65, 3.6043478260869564)","(4.8, 5.8, 5.691891891891892)","(11.0, 17.5, 17.38235294117647)","(7.0, 8.8, 8.431578947368422)","(15.0, 23.0, 21.5)","(12.0, 19.5, 18.545454545454547)","(51.0, 95.0, 93.0952380952381)"
16-12-2022 14:53:08.446010,"(3.3, 3.8, 3.769230769230769)","(3.1, 3.6, 3.5925000000000002)","(4.8, 5.8, 5.664)","(11.0, 19.5, 18.166666666666668)","(7.0, 9.0, 8.933333333333334)","(15.0, 23.0, 21.5)","(12.0, 19.5, 18.9)","(51.0, 95.0, 96.08695652173913)"
16-12-2022 14:53:09.609041,"(3.3, 3.8, 3.7115384615384617)","(3.1, 3.6, 3.5833333333333335)","(4.8, 5.8, 5.655172413793103)","(11.0, 19.5, 18.923076923076923)","(7.0, 9.0, 8.944)","(15.0, 23.0, 21.5)","(12.0, 19.0, 18.8)","(51.0, 100.0, 96.08695652173913)"
16-12-2022 14:53:10.788240,"(3.3, 3.8, 3.7323529411764707)","(3.1, 3.6, 3.56875)","(4.8, 5.8, 5.655172413793103)","(11.0, 19.0, 19.625)","(7.0, 9.2, 8.907692307692308)","(15.0, 23.0, 21.181818181818183)","(12.0, 19.0, 19.214285714285715)","(51.0, 100.0, 96.08695652173913)"
16-12-2022 14:53:11.972297,"(3.3, 3.8, 3.7323529411764707)","(3.1, 3.6, 3.56875)","(4.8, 5.8, 5.655172413793103)","(11.0, 20.0, 15.633333333333333)","(7.0, 9.2, 8.846153846153847)","(15.0, 23.0, 23.25)","(12.0, 19.5, 19.8)","(51.0, 100.0, 103.10344827586206)"
16-12-2022 14:53:13.197615,"(3.3, 3.7, 3.685416666666667)","(3.1, 3.6, 3.55)","(4.8, 6.2, 6.050000000000001)","(11.0, 16.0, 14.725)","(7.0, 9.0, 8.76842105263158)","(15.0, 25.0, 23.8125)","(12.0, 21.0, 20.428571428571427)","(51.0, 110.0, 103.10344827586206)"
16-12-2022 14:53:14.351845,"(3.3, 3.7, 3.6714285714285713)","(3.1, 3.6, 3.5707317073170732)","(4.8, 6.2, 6.050000000000001)","(11.0, 15.0, 14.44)","(7.0, 9.0, 8.76842105263158)","(15.0, 24.0, 23.545454545454547)","(12.0, 21.0, 20.571428571428573)","(51.0, 110.0, 102.0)"
16-12-2022 14:53:15.501999,"(3.3, 3.75, 3.665819209039548)","(3.1, 3.55, 3.5233333333333334)","(4.8, 6.2, 6.064285714285715)","(11.0, 15.0, 14.44)","(7.0, 9.0, 8.76842105263158)","(15.0, 25.0, 22.88888888888889)","(12.0, 21.0, 20.6)","(51.0, 110.0, 102.0)"
16-12-2022 14:53:16.682147,"(3.3, 3.75, 3.665819209039548)","(3.1, 3.55, 3.519148936170213)","(4.8, 6.2, 6.04375)","(11.0, 15.0, 14.45)","(7.0, 9.0, 8.76842105263158)","(15.0, 24.0, 24.4)","(12.0, 21.0, 20.6)","(51.0, 110.0, 102.5925925925926)"
16-12-2022 14:53:17.738816,"(3.3, 3.75, 3.6648148148148145)","(3.1, 3.55, 3.519148936170213)","(4.8, 6.2, 6.1056603773584905)","(11.0, 14.5, 14.45)","(7.0, 9.0, 8.848275862068965)","(15.0, 25.0, 24.307692307692307)","(12.0, 21.0, 21.473684210526315)","(51.0, 110.0, 92.22222222222223)"
16-12-2022 14:53:18.833830,"(3.3, 3.7, 3.6716216216216218)","(3.1, 3.55, 3.520408163265306)","(4.8, 6.2, 6.124444444444444)","(11.0, 14.5, 14.264705882352942)","(7.0, 9.0, 8.848275862068965)","(15.0, 25.0, 24.652173913043477)","(13.0, 22.0, 21.25)","(51.0, 110.0, 92.22222222222223)"
16-12-2022 14:53:19.936638,"(3.3, 3.7, 3.658888888888889)","(3.1, 3.55, 3.520408163265306)","(4.8, 6.2, 6.114285714285715)","(11.0, 14.5, 14.264705882352942)","(7.0, 9.0, 8.848275862068965)","(15.0, 25.0, 24.652173913043477)","(13.0, 22.0, 21.25)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:21.010408,"(3.3, 3.7, 3.6557894736842105)","(3.1, 3.55, 3.520408163265306)","(4.8, 6.2, 6.015384615384615)","(11.0, 14.5, 14.264705882352942)","(7.0, 9.0, 8.848275862068965)","(15.0, 25.0, 24.652173913043477)","(13.0, 22.0, 21.25)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:22.088171,"(3.3, 3.7, 3.6557894736842105)","(3.1, 3.55, 3.5227272727272725)","(4.8, 6.2, 6.046808510638298)","(11.0, 14.5, 14.264705882352942)","(7.0, 9.0, 8.923076923076923)","(15.0, 25.0, 24.5)","(13.0, 22.0, 21.25)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:23.199281,"(3.3, 3.65, 3.646938775510204)","(3.1, 3.55, 3.5227272727272725)","(4.8, 6.2, 6.050000000000001)","(11.0, 14.5, 14.264705882352942)","(7.0, 9.0, 8.907692307692308)","(15.0, 25.0, 26.1)","(13.0, 22.0, 21.25)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:24.364368,"(3.3, 3.65, 3.5922535211267603)","(3.1, 3.55, 3.5227272727272725)","(4.8, 6.2, 6.104166666666667)","(11.0, 14.5, 14.264705882352942)","(7.0, 9.2, 8.907692307692308)","(15.0, 27.0, 26.142857142857142)","(13.0, 22.0, 21.25)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:25.404847,"(3.3, 3.65, 3.5844827586206893)","(3.1, 3.55, 3.5227272727272725)","(4.8, 6.2, 6.125)","(11.0, 14.5, 14.257575757575758)","(7.0, 9.2, 8.907692307692308)","(15.0, 27.0, 26.142857142857142)","(13.0, 22.0, 21.25)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:26.448486,"(3.3, 3.65, 3.581578947368421)","(3.1, 3.55, 3.521276595744681)","(4.8, 6.4, 6.3812500000000005)","(11.0, 14.5, 14.078947368421053)","(7.0, 9.2, 8.91851851851852)","(15.0, 27.0, 26.1)","(13.0, 22.0, 21.357142857142858)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:27.473235,"(3.3, 3.6, 3.564423076923077)","(3.1, 3.55, 3.5424242424242425)","(4.8, 6.6, 6.366666666666666)","(11.0, 14.5, 13.988888888888889)","(7.0, 9.2, 8.91851851851852)","(15.0, 27.0, 26.1)","(13.0, 22.0, 21.357142857142858)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:28.516162,"(3.3, 3.6, 3.5310810810810813)","(3.1, 3.6, 3.5729166666666665)","(4.8, 6.6, 6.3621621621621625)","(11.0, 14.5, 13.939024390243903)","(7.0, 9.2, 9.195348837209302)","(16.0, 27.0, 26.2)","(13.0, 22.0, 21.379310344827587)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:29.510031,"(3.3, 3.55, 3.5274193548387096)","(3.1, 3.6, 3.5644444444444443)","(4.8, 6.6, 6.377215189873418)","(11.0, 14.0, 13.775862068965518)","(7.0, 9.2, 9.195348837209302)","(16.0, 27.0, 26.583333333333332)","(13.0, 22.0, 21.333333333333332)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:30.583148,"(3.3, 3.55, 3.520833333333333)","(3.1, 3.6, 3.5644444444444443)","(4.8, 6.6, 6.377215189873418)","(11.0, 14.0, 13.25)","(7.0, 9.2, 9.3044776119403)","(16.0, 27.0, 26.583333333333332)","(13.0, 22.0, 21.333333333333332)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:31.614826,"(3.2, 3.5, 3.4926829268292683)","(3.1, 3.6, 3.5636363636363635)","(5.0, 6.6, 6.375796178343949)","(11.0, 13.5, 13.25)","(7.0, 9.4, 9.24)","(16.0, 27.0, 26.583333333333332)","(13.0, 22.0, 21.379310344827587)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:32.664437,"(3.2, 3.5, 3.496153846153846)","(3.1, 3.6, 3.559090909090909)","(5.0, 6.6, 6.404819277108434)","(11.0, 13.5, 13.321428571428571)","(7.0, 9.4, 9.336585365853658)","(16.0, 27.0, 26.6875)","(13.0, 22.0, 21.4)","(51.0, 110.0, 98.57142857142857)"
16-12-2022 14:53:33.728841,"(3.2, 3.5, 3.4851063829787234)","(3.1, 3.6, 3.546268656716418)","(5.0, 6.6, 6.435051546391753)","(11.0, 13.5, 13.36111111111111)","(7.0, 9.6, 9.585365853658537)","(16.0, 27.0, 29.272727272727273)","(13.0, 22.0, 21.8)","(51.0, 110.0, 103.33333333333333)"
16-12-2022 14:53:34.773967,"(3.2, 3.55, 3.539655172413793)","(3.1, 3.4, 3.3588652482269503)","(5.0, 6.6, 5.977868852459016)","(11.0, 19.0, 18.817073170731707)","(7.0, 9.6, 9.585365853658537)","(16.0, 30.0, 29.272727272727273)","(13.0, 23.0, 22.36842105263158)","(51.0, 110.0, 108.75)"
16-12-2022 14:53:35.748536,"(3.2, 3.6, 3.5666666666666664)","(3.1, 3.4, 3.3076779026217227)","(5.0, 5.8, 5.7785714285714285)","(11.0, 18.5, 17.944444444444443)","(7.0, 9.8, 9.67878787878788)","(16.0, 30.0, 28.71875)","(13.0, 23.0, 22.61904761904762)","(51.0, 120.0, 103.57142857142857)"
16-12-2022 14:53:36.742115,"(3.2, 3.6, 3.561111111111111)","(3.1, 3.4, 3.307156308851224)","(5.0, 5.8, 5.7290322580645165)","(11.0, 18.5, 18.0)","(7.0, 9.8, 9.683333333333334)","(16.0, 32.0, 29.714285714285715)","(13.0, 23.0, 22.789473684210527)","(51.0, 110.0, 105.9090909090909)"
16-12-2022 14:53:37.699453,"(3.2, 3.6, 3.575438596491228)","(3.1, 3.35, 3.3238095238095235)","(5.0, 5.7, 5.683333333333334)","(11.0, 18.5, 18.1)","(7.0, 9.8, 9.683333333333334)","(16.0, 32.0, 30.0)","(13.0, 23.0, 22.75)","(51.0, 110.0, 105.9090909090909)"
16-12-2022 14:53:38.668764,"(3.2, 3.6, 3.5774193548387094)","(3.1, 3.35, 3.333720930232558)","(5.0, 5.6, 5.585714285714285)","(11.0, 18.5, 18.1)","(7.0, 9.8, 9.683333333333334)","(16.0, 32.0, 30.65)","(13.0, 23.0, 23.9)","(51.0, 110.0, 105.9090909090909)"
16-12-2022 14:53:39.696430,"(3.2, 3.6, 3.5541666666666667)","(3.1, 3.4, 3.3055555555555554)","(5.0, 5.6, 5.510526315789473)","(11.0, 18.5, 17.7)","(7.0, 10.0, 9.957142857142857)","(16.0, 32.0, 30.65)","(13.0, 24.0, 23.9)","(51.0, 110.0, 105.9090909090909)"
16-12-2022 14:53:40.686765,"(3.2, 3.6, 3.573170731707317)","(3.0, 3.35, 3.3223076923076924)","(5.0, 5.6, 5.5)","(12.0, 18.5, 17.7)","(7.0, 10.0, 9.957142857142857)","(16.0, 32.0, 30.5)","(13.0, 24.0, 23.9)","(51.0, 110.0, 105.9090909090909)"
16-12-2022 14:53:41.655803,"(3.2, 3.6, 3.573170731707317)","(3.0, 3.35, 3.3208955223880596)","(5.0, 5.6, 5.483333333333333)","(12.0, 18.5, 18.214285714285715)","(7.0, 10.0, 9.957142857142857)","(16.0, 32.0, 31.272727272727273)","(13.0, 24.0, 23.97674418604651)","(51.0, 110.0, 108.0)"
16-12-2022 14:53:42.613822,"(3.2, 3.65, 3.5660714285714286)","(3.0, 3.35, 3.2928571428571427)","(5.0, 5.6, 5.483333333333333)","(12.0, 18.5, 18.40909090909091)","(7.0, 10.0, 9.987804878048781)","(16.0, 32.0, 31.272727272727273)","(13.0, 25.0, 24.043478260869566)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:43.585780,"(3.2, 3.6, 3.585897435897436)","(3.0, 3.35, 3.2841666666666667)","(5.0, 5.6, 5.485106382978723)","(12.0, 18.5, 18.366666666666667)","(7.0, 10.5, 10.071428571428571)","(16.0, 32.0, 31.272727272727273)","(13.0, 25.0, 24.043478260869566)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:44.600134,"(3.2, 3.6, 3.5877777777777777)","(3.0, 3.35, 3.2868098159509205)","(5.0, 5.6, 5.48)","(12.0, 18.5, 18.366666666666667)","(7.0, 10.5, 10.06046511627907)","(16.0, 32.0, 31.272727272727273)","(13.0, 25.0, 24.214285714285715)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:45.646782,"(3.2, 3.6, 3.5877777777777777)","(3.0, 3.35, 3.290540540540541)","(5.0, 5.6, 5.4941176470588236)","(12.0, 18.5, 18.366666666666667)","(7.0, 10.5, 10.06046511627907)","(16.0, 32.0, 31.272727272727273)","(13.0, 25.0, 24.083333333333332)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:46.729678,"(3.2, 3.6, 3.5804347826086955)","(3.0, 3.35, 3.3464285714285715)","(5.0, 5.4, 5.329411764705882)","(12.0, 18.5, 18.366666666666667)","(7.0, 10.5, 10.114285714285714)","(17.0, 32.0, 31.2)","(14.0, 25.0, 24.083333333333332)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:47.761155,"(3.2, 3.6, 3.5717391304347825)","(3.0, 3.35, 3.345918367346939)","(5.0, 5.4, 5.321739130434783)","(12.0, 18.5, 18.366666666666667)","(7.0, 10.5, 10.136538461538462)","(17.0, 32.0, 31.25)","(14.0, 25.0, 24.214285714285715)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:48.797436,"(3.2, 3.6, 3.569047619047619)","(3.0, 3.4, 3.3555555555555556)","(5.0, 5.4, 5.324390243902439)","(12.0, 18.5, 18.366666666666667)","(7.0, 10.5, 10.136538461538462)","(17.0, 32.0, 33.81818181818182)","(14.0, 25.0, 24.42105263157895)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:49.840878,"(3.2, 3.6, 3.565384615384615)","(3.0, 3.4, 3.346875)","(4.8, 5.4, 5.319230769230769)","(12.0, 18.5, 18.357142857142858)","(7.0, 10.5, 10.136538461538462)","(17.0, 34.0, 33.81818181818182)","(14.0, 25.0, 24.6)","(51.0, 110.0, 107.0)"
16-12-2022 14:53:50.854405,"(3.2, 3.55, 3.5322916666666666)","(3.0, 3.4, 3.346875)","(4.8, 5.4, 5.32127659574468)","(12.0, 18.5, 18.6)","(7.0, 10.5, 10.1625)","(17.0, 34.0, 34.666666666666664)","(14.0, 25.0, 24.6)","(51.0, 110.0, 115.0)"
16-12-2022 14:53:51.852457,"(3.2, 3.6, 3.561184210526316)","(3.0, 3.4, 3.339285714285714)","(4.8, 5.4, 5.319230769230769)","(12.0, 19.0, 18.6)","(7.0, 10.5, 10.229166666666666)","(17.0, 36.0, 35.07692307692308)","(14.0, 25.0, 24.632653061224488)","(51.0, 120.0, 104.47368421052632)"
16-12-2022 14:53:52.878281,"(3.2, 3.55, 3.5285714285714285)","(3.0, 3.4, 3.3445652173913043)","(4.8, 5.4, 5.243076923076924)","(12.0, 19.0, 18.2)","(7.0, 10.5, 10.232558139534884)","(18.0, 36.0, 33.935483870967744)","(14.0, 25.0, 24.5)","(51.0, 110.0, 104.47368421052632)"
16-12-2022 14:53:53.912470,"(3.2, 3.55, 3.5241379310344825)","(3.0, 3.45, 3.3722222222222222)","(4.8, 5.4, 5.220289855072464)","(12.0, 18.5, 18.2)","(7.0, 10.5, 10.23611111111111)","(18.0, 36.0, 33.793103448275865)","(14.0, 25.0, 24.06451612903226)","(51.0, 110.0, 104.47368421052632)"
16-12-2022 14:53:54.980617,"(3.2, 3.5, 3.455045871559633)","(3.0, 3.45, 3.3873626373626373)","(4.8, 5.4, 5.234666666666667)","(12.0, 18.5, 18.25)","(7.0, 10.5, 10.23611111111111)","(18.0, 36.0, 33.793103448275865)","(14.0, 25.0, 24.181818181818183)","(51.0, 110.0, 105.625)"
16-12-2022 14:53:56.071730,"(3.2, 3.5, 3.4533333333333336)","(3.0, 3.45, 3.3935643564356437)","(4.8, 5.4, 5.25)","(12.0, 18.5, 18.466666666666665)","(7.0, 10.5, 10.2625)","(18.0, 36.0, 33.793103448275865)","(14.0, 25.0, 24.27027027027027)","(51.0, 110.0, 105.625)"
16-12-2022 14:53:57.157832,"(3.2, 3.45, 3.427777777777778)","(3.0, 3.45, 3.4080357142857145)","(4.8, 5.3, 5.25)","(12.0, 18.5, 18.47222222222222)","(7.0, 10.5, 10.3125)","(18.0, 36.0, 33.925925925925924)","(14.0, 25.0, 24.256410256410255)","(51.0, 110.0, 105.625)"
16-12-2022 14:53:58.219002,"(3.2, 3.45, 3.416412213740458)","(3.0, 3.45, 3.4076576576576576)","(4.8, 5.3, 5.25)","(12.0, 18.5, 18.47222222222222)","(7.0, 10.5, 10.3125)","(18.0, 36.0, 33.925925925925924)","(14.0, 25.0, 24.236842105263158)","(51.0, 110.0, 105.625)"
16-12-2022 14:53:59.232158,"(3.2, 3.45, 3.415909090909091)","(3.0, 3.5, 3.4270833333333335)","(4.8, 5.3, 5.25)","(12.0, 18.5, 18.466666666666665)","(7.0, 10.5, 10.28888888888889)","(18.0, 36.0, 33.26315789473684)","(14.0, 25.0, 24.236842105263158)","(51.0, 110.0, 99.47368421052632)"
16-12-2022 14:54:00.274707,"(3.2, 3.45, 3.3884615384615384)","(3.0, 3.5, 3.4240963855421684)","(4.8, 5.3, 5.256521739130434)","(12.0, 18.5, 18.458333333333332)","(7.0, 10.5, 10.307692307692308)","(18.0, 36.0, 33.64705882352941)","(14.0, 25.0, 24.216216216216218)","(51.0, 100.0, 99.47368421052632)"
16-12-2022 14:54:01.274442,"(3.2, 3.45, 3.397783251231527)","(3.0, 3.5, 3.43015873015873)","(4.8, 5.3, 5.2387096774193544)","(12.0, 18.5, 18.458333333333332)","(7.0, 10.5, 10.307692307692308)","(18.0, 36.0, 33.64705882352941)","(14.0, 25.0, 24.216216216216218)","(51.0, 100.0, 99.47368421052632)"
16-12-2022 14:54:02.287458,"(3.2, 3.45, 3.4018324607329844)","(3.0, 3.45, 3.4482758620689657)","(4.8, 5.3, 5.223076923076923)","(12.0, 18.5, 18.458333333333332)","(7.0, 10.5, 10.244186046511627)","(18.0, 36.0, 33.904761904761905)","(14.0, 25.0, 24.22222222222222)","(51.0, 100.0, 99.47368421052632)"
16-12-2022 14:54:03.309072,"(3.2, 3.45, 3.4017857142857144)","(3.0, 3.45, 3.448)","(4.8, 5.3, 5.216981132075472)","(12.0, 21.0, 20.15686274509804)","(7.0, 10.5, 10.394736842105264)","(18.0, 36.0, 32.72)","(14.0, 25.0, 23.625)","(51.0, 100.0, 99.47368421052632)"
16-12-2022 14:54:04.403807,"(3.2, 3.45, 3.405494505494506)","(3.0, 3.45, 3.4324324324324325)","(4.8, 5.3, 5.2237288135593225)","(12.0, 21.0, 20.625)","(7.0, 10.5, 10.435483870967742)","(18.0, 34.0, 32.74074074074074)","(14.0, 24.0, 23.916666666666668)","(51.0, 100.0, 99.47368421052632)"
16-12-2022 14:54:05.435523,"(3.1, 3.45, 3.3891959798994975)","(3.0, 3.45, 3.4324324324324325)","(4.8, 5.3, 5.2237288135593225)","(12.0, 21.0, 20.625)","(7.0, 10.5, 10.45)","(18.0, 34.0, 32.74074074074074)","(14.0, 24.0, 23.916666666666668)","(51.0, 100.0, 99.47368421052632)"
16-12-2022 14:54:06.492513,"(3.1, 3.4, 3.393076923076923)","(3.0, 3.45, 3.4358695652173914)","(4.8, 5.3, 5.2215384615384615)","(12.0, 21.0, 20.264705882352942)","(7.0, 10.5, 10.46376811594203)","(18.0, 34.0, 32.76923076923077)","(14.0, 24.0, 23.625)","(51.0, 100.0, 99.72222222222223)"
16-12-2022 14:54:07.562665,"(3.1, 3.4, 3.3726315789473684)","(3.0, 3.45, 3.4258620689655173)","(4.8, 5.3, 5.221212121212122)","(12.0, 21.0, 20.342105263157894)","(7.0, 11.0, 10.330097087378642)","(18.0, 34.0, 32.76923076923077)","(14.0, 25.0, 23.653061224489797)","(51.0, 100.0, 115.83333333333333)"
16-12-2022 14:54:08.546200,"(3.1, 3.4, 3.376068376068376)","(3.0, 3.45, 3.4102272727272727)","(4.8, 5.3, 5.221212121212122)","(12.0, 21.0, 20.342105263157894)","(7.0, 11.0, 10.330097087378642)","(18.0, 34.0, 32.76923076923077)","(14.0, 25.0, 23.653061224489797)","(51.0, 120.0, 115.83333333333333)"
16-12-2022 14:54:09.522458,"(3.1, 3.45, 3.3909395973154366)","(3.0, 3.45, 3.3925)","(4.8, 5.3, 5.211267605633803)","(12.0, 21.0, 20.358974358974358)","(7.0, 11.0, 10.330097087378642)","(18.0, 34.0, 32.76923076923077)","(14.0, 25.0, 22.1875)","(51.0, 120.0, 117.05882352941177)"
16-12-2022 14:54:10.559080,"(3.1, 3.45, 3.3916666666666666)","(3.0, 3.45, 3.405882352941177)","(4.8, 5.3, 5.2075471698113205)","(12.0, 21.0, 20.48936170212766)","(7.0, 11.0, 10.4)","(18.0, 34.0, 32.89655172413793)","(14.0, 23.0, 22.434782608695652)","(51.0, 120.0, 117.22222222222223)"
16-12-2022 14:54:11.598892,"(3.1, 3.45, 3.3994444444444447)","(3.0, 3.45, 3.4105263157894736)","(4.6, 5.3, 5.220967741935484)","(13.0, 21.0, 20.48936170212766)","(7.5, 11.0, 10.418181818181818)","(20.0, 34.0, 32.89655172413793)","(15.0, 23.0, 22.352941176470587)","(51.0, 120.0, 117.22222222222223)"
16-12-2022 14:54:12.661306,"(3.1, 3.45, 3.3994444444444447)","(3.0, 3.55, 3.5287383177570093)","(4.6, 5.3, 5.220967741935484)","(13.0, 21.0, 20.441860465116278)","(7.5, 11.0, 10.418181818181818)","(20.0, 34.0, 32.857142857142854)","(15.0, 23.0, 22.181818181818183)","(51.0, 120.0, 117.22222222222223)"
16-12-2022 14:54:13.682939,"(3.1, 3.45, 3.393627450980392)","(3.0, 3.5, 3.4425)","(4.6, 5.3, 5.218333333333334)","(13.0, 21.0, 20.41304347826087)","(7.5, 11.0, 10.418181818181818)","(20.0, 34.0, 32.857142857142854)","(15.0, 23.0, 21.733333333333334)","(51.0, 120.0, 117.22222222222223)"
16-12-2022 14:54:14.735365,"(3.1, 3.45, 3.392780748663102)","(3.0, 3.5, 3.4454545454545453)","(4.6, 5.3, 5.222413793103448)","(13.0, 21.0, 20.181818181818183)","(7.5, 11.0, 10.418181818181818)","(20.0, 34.0, 32.857142857142854)","(15.0, 22.0, 21.733333333333334)","(51.0, 120.0, 117.72727272727273)"
16-12-2022 14:54:15.727357,"(3.1, 3.45, 3.393010752688172)","(3.0, 3.5, 3.4454545454545453)","(4.6, 5.3, 5.230769230769231)","(13.0, 21.0, 19.640625)","(7.5, 11.0, 10.412844036697248)","(20.0, 34.0, 32.857142857142854)","(15.0, 22.0, 22.0)","(51.0, 120.0, 108.63636363636364)"
16-12-2022 14:54:16.741242,"(3.1, 3.45, 3.393010752688172)","(3.0, 3.5, 3.4454545454545453)","(4.6, 5.3, 5.234814814814815)","(13.0, 21.0, 19.757142857142856)","(7.5, 11.0, 10.412844036697248)","(20.0, 34.0, 32.72727272727273)","(15.0, 23.0, 21.846153846153847)","(51.0, 110.0, 108.63636363636364)"
16-12-2022 14:54:17.777916,"(3.1, 3.45, 3.393010752688172)","(3.0, 3.5, 3.464)","(4.6, 5.3, 5.2298507462686565)","(13.0, 21.0, 19.757142857142856)","(7.5, 11.0, 10.412844036697248)","(20.0, 34.0, 32.72727272727273)","(15.0, 23.0, 21.70967741935484)","(51.0, 110.0, 108.63636363636364)"
16-12-2022 14:54:18.861128,"(3.1, 3.45, 3.3932432432432433)","(3.0, 3.5, 3.469491525423729)","(4.6, 5.3, 5.221666666666667)","(13.0, 21.0, 19.9125)","(7.5, 11.0, 10.412844036697248)","(20.0, 34.0, 32.72727272727273)","(15.0, 23.0, 21.70967741935484)","(51.0, 110.0, 108.63636363636364)"
16-12-2022 14:54:19.955932,"(3.1, 3.45, 3.3932432432432433)","(3.0, 3.5, 3.4625000000000004)","(4.6, 5.3, 5.212)","(13.0, 21.0, 19.958333333333332)","(7.5, 11.0, 10.407407407407407)","(20.0, 34.0, 32.76470588235294)","(15.0, 23.0, 21.51851851851852)","(51.0, 110.0, 107.5)"
16-12-2022 14:54:21.027760,"(3.0, 3.45, 3.3970588235294117)","(2.9, 3.5, 3.4625000000000004)","(4.6, 5.3, 5.226666666666667)","(13.0, 20.0, 21.80392156862745)","(7.5, 11.0, 10.224137931034482)","(20.0, 34.0, 32.76470588235294)","(15.0, 23.0, 22.19047619047619)","(61.0, 110.0, 107.5)"
