,Special Ella,Big Time Yonkers,Homebush Red,Homebush Allison,Goldstar Jericho,Wild Thyme,Homebush Ari,Know Vibes
09-01-2023 11:50:30.195673,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:31.296437,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:32.489874,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:33.556206,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:34.620592,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:35.646905,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:36.656082,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:37.710035,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:38.722492,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:39.779711,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:41.159232,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:42.186210,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:43.258006,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:44.389197,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:45.690083,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:46.906217,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:48.046737,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:49.152257,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:50.362178,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:51.572769,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:52.628377,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 34.94615384615385)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:53.730720,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:54.788499,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:55.963164,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:57.220822,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:58.294718,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:50:59.469414,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:00.707735,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:01.900017,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:03.079629,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:04.264061,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:05.387528,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:06.582255,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:07.679199,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:08.816788,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:09.926580,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:10.990428,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:12.081882,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 42.0, 30.75)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:13.177373,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 42.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:14.229167,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:15.220503,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:16.215560,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:17.231206,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:18.286540,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:19.367952,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:20.484415,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:21.614779,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:22.765731,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:23.916892,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:25.025145,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:26.170176,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:27.282808,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:28.406599,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:29.556498,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:30.686720,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:31.794702,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:32.911487,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:34.011138,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:35.114563,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:36.166401,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:37.165336,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:38.134814,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:39.125007,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:40.219232,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:41.330208,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:42.444534,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:43.557469,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:44.639265,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:45.760383,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:46.918376,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:48.101294,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:49.260466,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:50.464828,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:51.672571,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:52.887527,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:54.089091,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:55.263656,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:56.453105,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:57.629524,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:58.758865,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:51:59.880593,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:52:01.039048,"(1.45, 2.32, 2.1686486486486487)","(10.0, 32.0, 30.23076923076923)","(10.0, 36.0, 31.5)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 20.5)","(12.0, 44.0, 32.035714285714285)","(19.0, 230.0, 124.5)","(9.0, 19.0, 18.200000000000003)"
