,Apache Don,Bokarm Pete,Sudden Comfort,Wisdom,Kingsbrae Wilma,Double Happiness,Kingsbrae Kota
12-01-2023 11:41:41.211154,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:42.273110,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:43.333514,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:44.304773,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:45.178155,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:46.148204,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:47.089803,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:48.092996,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:49.098435,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:50.133553,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:51.120544,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:52.076124,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:52.972672,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:53.909281,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:54.859457,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:55.825649,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:56.818880,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:57.807057,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 450.0, 318.3333333333333)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:58.815700,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 450.0, 318.3333333333333)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:41:59.784707,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.169090909090909)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 450.0, 318.3333333333333)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:00.736717,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.38)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 450.0, 318.3333333333333)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:01.685350,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 450.0, 318.3333333333333)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:02.684998,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 530.0, 371.6666666666667)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:03.641214,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:04.617166,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:05.577808,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:06.567992,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:07.510993,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:08.467621,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:09.445640,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:10.467753,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:11.587612,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:12.688533,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:13.686924,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:14.658616,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:15.580664,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:16.514701,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:17.485650,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:18.521697,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:19.563141,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:20.590707,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:21.635259,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:22.664786,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:23.714608,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:24.725472,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:25.691648,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:26.600765,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:27.601337,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:28.553354,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:29.515616,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 393.1818181818182)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:30.474139,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.1981818181818182)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 520.0, 335.0)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:31.462061,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4028571428571426)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 510.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:32.433988,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.227272727272727)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:33.456067,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:34.402637,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:35.388197,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:36.408977,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:37.412701,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:38.379795,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:39.315918,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:40.237741,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:41.164855,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:42.133557,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:43.094639,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:44.093737,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:45.133795,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:46.214136,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:47.241129,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:48.239276,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:49.274808,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:50.246086,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:51.240827,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:52.157897,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:53.090933,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:54.079464,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:55.046094,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:56.015285,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:56.984821,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:57.926219,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:58.900208,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:42:59.946444,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:00.956215,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:02.026762,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.2563636363636363)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:03.056415,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:04.126718,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.6439999999999997)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:05.109803,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.6439999999999997)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:06.099450,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.6439999999999997)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:07.008358,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.6439999999999997)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:07.942431,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.6439999999999997)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:08.923593,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:09.939512,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:10.959397,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:11.975716,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
