,Apache Don,Bokarm Pete,Sudden Comfort,Wisdom,Kingsbrae Wilma,Double Happiness,Kingsbrae Kota
12-01-2023 12:05:35.398009,"(1.9, 2.1, 1.9000000000000001)","(2.45, 4.1, 3.275)","(5.5, 10.0, 7.75)","(31.0, 130.0, 60.18181818181818)","(51.0, 400.0, 132.85714285714286)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:36.413614,"(1.9, 2.1, 1.8843750000000001)","(2.45, 4.1, 3.253846153846154)","(5.5, 10.0, 7.8478260869565215)","(31.0, 130.0, 60.18181818181818)","(51.0, 400.0, 132.85714285714286)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:37.350856,"(1.9, 2.1, 1.8843750000000001)","(2.45, 4.1, 3.253846153846154)","(5.5, 10.0, 7.8478260869565215)","(31.0, 130.0, 60.18181818181818)","(51.0, 400.0, 132.85714285714286)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:38.304540,"(1.9, 2.1, 2.0870242214532873)","(2.45, 4.1, 3.253846153846154)","(5.5, 10.0, 8.543243243243243)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:39.256647,"(1.9, 2.1, 2.0870242214532873)","(2.45, 4.1, 3.253846153846154)","(5.5, 10.0, 6.276923076923077)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:40.237126,"(1.9, 2.1, 2.0870242214532873)","(2.45, 4.1, 3.253846153846154)","(5.5, 10.0, 6.76875)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:41.232386,"(1.9, 2.1, 2.086607142857143)","(2.45, 4.1, 3.253846153846154)","(5.5, 10.0, 6.626666666666667)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:42.276424,"(1.9, 2.04, 2.0344322344322343)","(2.45, 4.1, 3.3535714285714286)","(5.5, 10.0, 6.626666666666667)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:43.296800,"(1.9, 2.04, 2.0344322344322343)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.626666666666667)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:44.316989,"(1.9, 2.04, 2.0344322344322343)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.626666666666667)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:45.286451,"(1.9, 2.04, 2.0344322344322343)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.542857142857143)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:46.208442,"(1.9, 2.04, 2.0344322344322343)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.542857142857143)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:47.125020,"(1.9, 2.04, 2.0344322344322343)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.464285714285714)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:48.134550,"(1.9, 2.04, 2.0344322344322343)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.626666666666667)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:49.135816,"(1.9, 2.04, 2.0338709677419353)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.90625)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:50.157878,"(1.9, 2.04, 2.0338709677419353)","(2.45, 4.0, 3.433333333333333)","(5.5, 10.0, 6.542857142857143)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:51.171515,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.4166666666666665)","(5.5, 10.0, 6.90625)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:52.127188,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.45)","(5.5, 10.0, 8.6525)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:53.035927,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.45)","(5.5, 10.0, 5.938461538461539)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:53.987763,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.327777777777778)","(5.5, 10.0, 7.066666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:54.932458,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.4833333333333334)","(5.5, 10.0, 7.8)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:55.960414,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.4833333333333334)","(5.5, 10.0, 7.8)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 85.77777777777777)"
12-01-2023 12:05:56.973934,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.4833333333333334)","(5.5, 10.0, 7.8)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:57.966120,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.95, 3.4833333333333334)","(5.5, 10.0, 7.8)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:58.888218,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.9, 3.5595238095238093)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:05:59.836648,"(1.9, 2.04, 2.0338709677419353)","(2.45, 3.9, 3.5595238095238093)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 92.0)"
12-01-2023 12:06:00.784962,"(1.9, 2.04, 2.026744186046512)","(2.45, 3.9, 3.5595238095238093)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:01.763477,"(1.9, 2.04, 2.026744186046512)","(2.45, 3.9, 3.5027777777777778)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:02.760309,"(1.9, 2.04, 2.026744186046512)","(2.45, 3.9, 3.5027777777777778)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:03.721601,"(1.9, 2.04, 2.026744186046512)","(2.45, 3.9, 3.5027777777777778)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:04.704306,"(1.9, 2.04, 2.026744186046512)","(2.45, 3.9, 3.5027777777777778)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:05.683902,"(1.9, 2.04, 2.026744186046512)","(2.45, 3.9, 3.5027777777777778)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:06.592341,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 7.691666666666666)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:07.551406,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.5)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:08.523901,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.5)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:09.552036,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.573333333333334)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 142.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:10.588494,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.573333333333334)","(31.0, 130.0, 60.18181818181818)","(51.0, 390.0, 147.27272727272725)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:11.633921,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 7.252631578947369)","(31.0, 130.0, 60.18181818181818)","(51.0, 380.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:12.554282,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 7.495238095238095)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:13.478920,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 7.111111111111112)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:14.462801,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.573333333333334)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:15.473279,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.573333333333334)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:16.517779,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.573333333333334)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:17.523658,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.573333333333334)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:18.521673,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.918181818181818)","(5.5, 9.8, 6.5)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:19.453889,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.4, 3.4426470588235296)","(5.5, 9.8, 6.5)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:20.487690,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:21.391858,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 84.22222222222223)"
12-01-2023 12:06:22.439326,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 94.94736842105263)"
12-01-2023 12:06:23.410037,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 94.94736842105263)"
12-01-2023 12:06:24.432731,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 94.94736842105263)"
12-01-2023 12:06:25.566035,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 94.94736842105263)"
12-01-2023 12:06:26.609167,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 94.94736842105263)"
12-01-2023 12:06:27.583135,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 50.93333333333334)"
12-01-2023 12:06:28.531929,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 50.93333333333334)"
12-01-2023 12:06:29.442133,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 50.93333333333334)"
12-01-2023 12:06:30.411496,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 50.93333333333334)"
12-01-2023 12:06:31.483544,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 88.88888888888889)"
12-01-2023 12:06:32.487950,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 88.88888888888889)"
12-01-2023 12:06:33.521801,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:34.564919,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:35.545071,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:36.516040,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:37.521966,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:38.435771,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:39.478684,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:40.479952,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:41.560287,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:42.580984,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:43.523952,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.98)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:44.417138,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:45.368711,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:46.338466,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:47.371800,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:48.426923,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.6090909090909093)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:49.449572,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 137.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:50.526841,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 370.0, 172.5)","(13.0, 29.0, 26.1)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:51.526163,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 360.0, 156.66666666666666)","(13.0, 29.0, 26.2)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:52.494615,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.2)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:53.433643,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.2)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:54.394327,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.2)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:55.334446,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:56.317712,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 113.33333333333333)"
12-01-2023 12:06:57.263560,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:06:58.257040,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:06:59.177841,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:07:00.185905,"(1.9, 2.04, 2.026744186046512)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:07:01.205790,"(1.9, 2.02, 2.0172131147540986)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:07:02.174495,"(1.9, 2.02, 2.0172131147540986)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:07:03.177157,"(1.9, 2.02, 2.0172131147540986)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:07:04.160182,"(1.9, 2.02, 2.0172131147540986)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:07:05.184752,"(1.9, 2.02, 2.0172131147540986)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
12-01-2023 12:07:06.199611,"(1.9, 2.02, 2.0172131147540986)","(2.45, 4.3, 3.7399999999999998)","(5.5, 9.8, 7.65)","(31.0, 130.0, 60.18181818181818)","(51.0, 350.0, 156.66666666666666)","(13.0, 29.0, 26.3)","(26.0, 260.0, 56.53333333333333)"
