,Hearts And Minds,Kazio,Demando,Coastal Town,Rich Memories,Playing It Safe,Laureus,Longtimedreaming,Mahrez,Golwen
08-12-2022 14:27:24.005614,"(12.0, 15.5, 15.046511627906977)","(8.0, 9.2, 9.130232558139534)","(4.6, 4.9, 4.816612377850163)","(7.5, 10.5, 9.913513513513514)","(21.0, 28.0, 27.486486486486488)","(6.5, 7.0, 6.8277777777777775)","(7.5, 10.0, 9.85578231292517)","(15.0, 16.5, 16.10810810810811)","(4.6, 5.7, 5.648692810457516)","(101.0, 660.0, 524.0)"
08-12-2022 14:27:25.579170,"(12.0, 15.5, 14.950704225352112)","(8.0, 9.2, 9.130232558139534)","(4.6, 4.9, 4.829545454545454)","(7.5, 10.5, 9.865333333333334)","(21.0, 28.0, 27.296296296296298)","(6.5, 7.0, 6.841025641025641)","(8.0, 10.0, 9.85771812080537)","(15.0, 17.0, 16.514285714285712)","(4.6, 5.7, 5.6472131147540985)","(101.0, 660.0, 567.5)"
08-12-2022 14:27:27.172426,"(12.0, 15.5, 15.228070175438596)","(8.0, 9.2, 9.037974683544304)","(4.6, 4.9, 4.778865979381443)","(7.5, 10.5, 9.965168539325843)","(21.0, 28.0, 27.296296296296298)","(6.5, 7.0, 6.818978102189781)","(8.0, 10.0, 9.830400000000001)","(15.0, 17.0, 16.944444444444443)","(4.6, 5.7, 5.6472131147540985)","(101.0, 590.0, 567.5)"
08-12-2022 14:27:28.701140,"(12.0, 15.5, 15.228070175438596)","(8.0, 9.2, 9.037974683544304)","(4.4, 4.8, 4.731803278688524)","(7.5, 10.5, 10.085365853658537)","(21.0, 28.0, 27.296296296296298)","(6.5, 7.0, 6.872289156626506)","(8.0, 10.0, 9.830400000000001)","(14.0, 17.0, 16.670212765957448)","(4.6, 5.7, 5.680295566502463)","(101.0, 590.0, 575.0)"
08-12-2022 14:27:30.338758,"(12.0, 15.5, 15.209677419354838)","(8.0, 9.2, 9.008955223880596)","(4.4, 4.8, 4.704629629629629)","(7.5, 10.5, 10.085365853658537)","(21.0, 28.0, 27.333333333333332)","(6.5, 7.0, 6.832051282051282)","(8.0, 10.0, 9.830400000000001)","(14.0, 17.5, 16.53846153846154)","(4.6, 5.7, 5.6761904761904765)","(101.0, 650.0, 521.4285714285714)"
08-12-2022 14:27:31.891957,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.2, 9.008955223880596)","(4.4, 4.8, 4.711111111111111)","(7.5, 10.5, 10.08974358974359)","(21.0, 28.0, 27.433333333333334)","(6.5, 7.0, 6.834965034965035)","(8.0, 10.0, 9.830400000000001)","(15.0, 17.0, 16.875)","(4.6, 5.7, 5.664)","(101.0, 650.0, 521.4285714285714)"
08-12-2022 14:27:33.524511,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.2, 9.11898734177215)","(4.4, 4.8, 4.713513513513513)","(7.5, 10.5, 10.08974358974359)","(21.0, 28.0, 27.40625)","(6.5, 7.0, 6.834965034965035)","(8.0, 10.0, 9.830400000000001)","(15.0, 17.0, 16.875)","(4.6, 5.7, 5.662105263157895)","(101.0, 650.0, 575.0)"
08-12-2022 14:27:35.042939,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.2, 9.11898734177215)","(4.4, 4.8, 4.714018691588786)","(7.5, 10.5, 10.08974358974359)","(21.0, 28.0, 27.40625)","(6.5, 7.0, 6.823880597014925)","(8.0, 10.0, 9.830400000000001)","(14.0, 17.0, 16.954545454545453)","(4.6, 5.7, 5.662105263157895)","(101.0, 650.0, 575.0)"
08-12-2022 14:27:36.662987,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.2, 9.107246376811593)","(4.4, 4.8, 4.7225)","(7.5, 10.5, 10.055140186915889)","(21.0, 28.0, 29.06896551724138)","(6.5, 7.0, 6.766)","(8.0, 10.0, 9.831746031746032)","(14.0, 17.0, 16.954545454545453)","(4.6, 5.7, 5.654502369668246)","(101.0, 650.0, 518.125)"
08-12-2022 14:27:38.245863,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.2, 8.96734693877551)","(4.4, 4.8, 4.711428571428572)","(7.5, 10.5, 10.046666666666667)","(21.0, 30.0, 28.285714285714285)","(6.5, 6.8, 6.766)","(8.0, 10.0, 10.15)","(14.0, 17.0, 16.954545454545453)","(4.6, 5.7, 5.63469387755102)","(101.0, 640.0, 570.0)"
08-12-2022 14:27:39.832683,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.0, 8.921739130434784)","(4.4, 4.8, 4.757142857142857)","(7.5, 10.5, 10.097560975609756)","(21.0, 30.0, 28.285714285714285)","(6.5, 6.8, 6.767676767676767)","(8.0, 10.5, 10.168831168831169)","(14.0, 17.0, 16.545454545454547)","(4.6, 5.7, 5.6474452554744525)","(101.0, 630.0, 541.0)"
08-12-2022 14:27:41.307286,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.0, 8.921739130434784)","(4.4, 4.9, 4.7558823529411764)","(8.0, 10.5, 10.074324324324325)","(21.0, 30.0, 28.285714285714285)","(6.5, 6.8, 6.766315789473684)","(8.0, 10.5, 10.145833333333334)","(14.0, 17.0, 16.626666666666665)","(4.6, 5.7, 5.638983050847457)","(101.0, 660.0, 536.6666666666666)"
08-12-2022 14:27:42.889364,"(12.0, 15.5, 15.21311475409836)","(8.0, 9.0, 8.907692307692308)","(4.4, 4.9, 4.7558823529411764)","(8.0, 10.5, 10.074324324324325)","(21.0, 30.0, 28.285714285714285)","(6.5, 6.8, 6.775555555555555)","(8.0, 10.5, 10.145833333333334)","(14.0, 17.0, 16.821656050955415)","(4.6, 5.7, 5.6424)","(101.0, 620.0, 536.6666666666666)"
08-12-2022 14:27:44.436745,"(12.0, 15.0, 14.918604651162791)","(8.0, 9.0, 8.907692307692308)","(4.4, 4.9, 4.830379746835443)","(8.0, 10.5, 10.11111111111111)","(21.0, 30.0, 28.642857142857142)","(6.0, 6.8, 6.780392156862745)","(8.0, 10.5, 10.112903225806452)","(14.0, 17.0, 16.821656050955415)","(4.6, 5.7, 5.6424)","(101.0, 620.0, 585.0)"
08-12-2022 14:27:46.066714,"(12.0, 15.0, 14.984848484848484)","(8.0, 9.0, 8.907692307692308)","(4.4, 4.9, 4.8436781609195405)","(8.0, 10.5, 9.980487804878049)","(21.0, 29.0, 28.285714285714285)","(6.0, 6.8, 6.705263157894737)","(8.0, 10.5, 10.112903225806452)","(14.0, 17.0, 16.641025641025642)","(4.6, 5.7, 5.634545454545455)","(101.0, 650.0, 538.5714285714286)"
08-12-2022 14:27:47.659194,"(12.0, 15.5, 14.984848484848484)","(8.0, 9.0, 8.907692307692308)","(4.4, 4.9, 4.845555555555555)","(8.0, 10.0, 9.985)","(21.0, 30.0, 28.285714285714285)","(6.0, 6.8, 6.6961538461538455)","(8.0, 10.5, 10.112903225806452)","(14.0, 17.0, 16.641025641025642)","(4.6, 5.7, 5.658620689655172)","(101.0, 650.0, 540.0)"
08-12-2022 14:27:49.218447,"(12.0, 15.5, 14.984848484848484)","(8.0, 9.0, 8.907692307692308)","(4.4, 4.9, 4.845555555555555)","(8.0, 10.0, 9.982857142857142)","(21.0, 30.0, 28.285714285714285)","(6.0, 6.8, 6.6961538461538455)","(8.0, 10.5, 10.112903225806452)","(14.0, 17.0, 16.69736842105263)","(4.6, 5.7, 5.658620689655172)","(101.0, 630.0, 575.0)"
08-12-2022 14:27:50.711541,"(12.0, 15.5, 14.921052631578947)","(8.0, 9.0, 8.766666666666667)","(4.4, 4.9, 4.8959183673469395)","(8.0, 10.0, 10.098765432098766)","(21.0, 30.0, 28.285714285714285)","(6.0, 6.8, 6.547297297297297)","(8.0, 10.5, 10.231818181818182)","(14.0, 17.0, 16.69736842105263)","(4.6, 5.7, 5.671830985915493)","(101.0, 630.0, 536.6666666666666)"
08-12-2022 14:27:52.313834,"(12.0, 15.0, 14.970588235294118)","(8.0, 8.8, 8.832258064516129)","(4.4, 4.9, 4.869208211143695)","(8.0, 10.5, 10.056962025316455)","(21.0, 30.0, 28.285714285714285)","(6.0, 6.6, 6.54264705882353)","(8.0, 10.5, 10.215596330275229)","(14.0, 17.0, 16.69736842105263)","(4.6, 5.7, 5.6626436781609195)","(101.0, 620.0, 536.6666666666666)"
08-12-2022 14:27:53.869324,"(12.0, 15.5, 14.96376811594203)","(8.0, 9.0, 8.826666666666668)","(4.4, 5.0, 4.873520249221183)","(8.0, 10.5, 10.051948051948052)","(21.0, 30.0, 28.285714285714285)","(6.0, 6.6, 6.524271844660194)","(8.0, 10.5, 10.209090909090909)","(14.0, 17.0, 16.481884057971016)","(4.6, 5.7, 5.6626436781609195)","(101.0, 620.0, 541.6666666666666)"
08-12-2022 14:27:55.458147,"(12.0, 15.5, 14.96376811594203)","(8.0, 9.0, 8.826666666666668)","(4.4, 5.0, 4.866889632107023)","(8.0, 10.5, 10.04)","(21.0, 30.0, 29.161290322580644)","(6.0, 6.6, 6.524271844660194)","(8.0, 10.5, 10.209090909090909)","(14.0, 16.5, 16.481884057971016)","(4.6, 5.7, 5.673154362416107)","(101.0, 650.0, 580.0)"
08-12-2022 14:27:57.004893,"(12.0, 15.5, 14.921875)","(8.0, 9.0, 8.826666666666668)","(4.4, 5.0, 4.869032258064516)","(8.0, 10.5, 10.077685950413224)","(21.0, 30.0, 30.62962962962963)","(6.0, 6.6, 6.519626168224299)","(8.0, 10.5, 10.19811320754717)","(14.0, 16.5, 16.481884057971016)","(4.6, 5.7, 5.673154362416107)","(101.0, 630.0, 567.1428571428571)"
08-12-2022 14:27:58.563514,"(12.0, 15.5, 14.921875)","(8.0, 9.0, 8.832258064516129)","(4.4, 5.0, 4.905923344947735)","(8.0, 10.5, 10.166666666666666)","(21.0, 32.0, 31.988372093023255)","(6.0, 6.6, 6.519626168224299)","(8.0, 10.5, 10.240384615384615)","(14.0, 16.5, 16.53494623655914)","(4.6, 5.7, 5.478947368421053)","(101.0, 630.0, 562.8571428571429)"
08-12-2022 14:28:00.171835,"(12.0, 15.5, 14.972222222222221)","(8.0, 9.0, 8.688888888888888)","(4.4, 5.0, 4.929078014184397)","(8.0, 10.5, 10.219101123595506)","(21.0, 32.0, 32.36363636363637)","(6.0, 6.6, 6.45625)","(8.0, 10.5, 10.240384615384615)","(14.0, 17.0, 16.304123711340207)","(4.6, 5.6, 5.432911392405064)","(101.0, 620.0, 562.8571428571429)"
08-12-2022 14:28:01.780713,"(12.0, 15.5, 14.972222222222221)","(8.0, 8.8, 8.64931506849315)","(4.4, 5.0, 4.93956043956044)","(8.0, 10.5, 10.219101123595506)","(21.0, 34.0, 32.36363636363637)","(6.0, 6.6, 6.48641975308642)","(8.0, 10.5, 10.240384615384615)","(14.0, 16.5, 16.304123711340207)","(4.6, 5.5, 5.432911392405064)","(101.0, 620.0, 562.8571428571429)"
08-12-2022 14:28:03.310796,"(12.0, 15.5, 15.342857142857143)","(8.0, 8.8, 8.715942028985507)","(4.4, 5.0, 5.018367346938775)","(8.0, 10.5, 10.533333333333333)","(21.0, 34.0, 32.7)","(6.0, 6.6, 6.6177777777777775)","(8.0, 10.5, 10.528301886792454)","(14.0, 16.5, 16.34254143646409)","(4.6, 5.5, 5.144759206798867)","(101.0, 620.0, 570.0)"
08-12-2022 14:28:04.867774,"(12.0, 15.5, 15.342857142857143)","(8.0, 9.0, 8.715942028985507)","(4.4, 5.1, 5.050568181818182)","(8.0, 11.0, 10.477011494252874)","(21.0, 34.0, 32.42553191489362)","(6.0, 6.8, 6.580327868852459)","(8.0, 11.0, 10.607142857142858)","(14.0, 16.5, 16.322916666666668)","(4.6, 5.2, 5.136929460580912)","(101.0, 620.0, 532.5)"
08-12-2022 14:28:06.535283,"(12.0, 16.0, 15.228571428571428)","(8.0, 9.0, 8.840677966101696)","(4.4, 5.1, 5.050568181818182)","(8.0, 10.5, 10.481132075471699)","(21.0, 34.0, 32.42553191489362)","(6.0, 6.6, 6.517525773195876)","(8.0, 11.0, 10.62295081967213)","(14.0, 16.5, 15.910714285714286)","(4.6, 5.2, 5.136929460580912)","(101.0, 620.0, 534.0909090909091)"
08-12-2022 14:28:08.266930,"(12.0, 15.5, 15.263157894736842)","(8.0, 9.2, 8.840677966101696)","(4.4, 5.1, 5.0773006134969325)","(8.0, 10.5, 10.343137254901961)","(21.0, 34.0, 32.42553191489362)","(6.0, 6.8, 6.639766081871345)","(8.0, 11.0, 10.629032258064516)","(14.0, 16.0, 15.915254237288135)","(4.4, 5.2, 5.17007874015748)","(101.0, 620.0, 546.0)"
08-12-2022 14:28:09.906190,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.0, 8.857142857142858)","(4.4, 5.1, 5.0773006134969325)","(8.0, 10.5, 10.343137254901961)","(21.0, 34.0, 32.42553191489362)","(6.0, 6.8, 6.640718562874251)","(8.0, 11.0, 10.603174603174603)","(14.0, 16.0, 15.915254237288135)","(4.4, 5.2, 5.1709923664122135)","(101.0, 610.0, 538.0)"
08-12-2022 14:28:11.524343,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.0, 8.857142857142858)","(4.4, 5.1, 5.0773006134969325)","(8.0, 10.5, 10.343137254901961)","(21.0, 34.0, 32.42553191489362)","(6.0, 6.8, 6.640718562874251)","(8.0, 11.0, 10.603174603174603)","(14.0, 16.0, 15.915254237288135)","(4.4, 5.2, 5.1709923664122135)","(101.0, 610.0, 538.0)"
08-12-2022 14:28:13.095303,"(12.0, 15.5, 15.17741935483871)","(8.0, 9.0, 8.871428571428572)","(4.4, 5.1, 5.054347826086956)","(8.0, 10.5, 10.538167938931299)","(21.0, 34.0, 32.42553191489362)","(6.0, 6.8, 6.658119658119658)","(8.0, 11.0, 10.601449275362318)","(14.0, 16.0, 15.825)","(4.4, 5.2, 5.173529411764706)","(101.0, 610.0, 480.0)"
08-12-2022 14:28:14.672213,"(12.0, 15.5, 15.17741935483871)","(8.0, 9.0, 8.890243902439025)","(4.4, 5.1, 5.054347826086956)","(8.0, 11.0, 10.55050505050505)","(21.0, 34.0, 32.57692307692308)","(6.0, 6.8, 6.658119658119658)","(8.0, 11.0, 10.477011494252874)","(14.0, 16.0, 15.8125)","(4.4, 5.2, 5.183536585365854)","(101.0, 600.0, 480.0)"
08-12-2022 14:28:16.256366,"(12.0, 15.5, 15.17741935483871)","(8.0, 9.0, 8.890243902439025)","(4.4, 5.1, 5.054347826086956)","(8.0, 11.0, 10.570754716981131)","(21.0, 34.0, 32.57692307692308)","(6.0, 6.8, 6.658119658119658)","(8.0, 10.5, 10.475903614457831)","(14.0, 16.0, 15.8125)","(4.4, 5.2, 5.183536585365854)","(101.0, 600.0, 486.6666666666667)"
08-12-2022 14:28:17.821577,"(12.0, 15.5, 15.17741935483871)","(8.0, 9.0, 8.890243902439025)","(4.4, 5.1, 5.054347826086956)","(8.0, 11.0, 10.570754716981131)","(21.0, 34.0, 34.370370370370374)","(6.0, 6.8, 6.658119658119658)","(8.0, 10.5, 10.414772727272727)","(14.0, 16.0, 15.8125)","(4.4, 5.2, 5.1724867724867725)","(101.0, 600.0, 486.6666666666667)"
08-12-2022 14:28:19.362035,"(12.0, 15.5, 15.133333333333333)","(8.0, 9.0, 8.890243902439025)","(4.4, 5.1, 5.089565217391304)","(8.0, 11.0, 10.549504950495049)","(21.0, 36.0, 34.370370370370374)","(6.0, 6.8, 6.637362637362637)","(8.0, 10.5, 10.579365079365079)","(14.0, 16.0, 15.805555555555555)","(4.4, 5.2, 5.1724867724867725)","(101.0, 600.0, 458.3333333333333)"
08-12-2022 14:28:20.929449,"(12.0, 15.5, 15.133333333333333)","(8.0, 9.0, 8.890243902439025)","(4.4, 5.1, 5.251898734177215)","(8.0, 11.0, 10.549504950495049)","(21.0, 36.0, 34.4)","(6.0, 6.8, 6.637362637362637)","(8.0, 11.0, 10.336633663366337)","(14.0, 16.0, 15.802752293577981)","(4.4, 5.2, 5.0512605042016805)","(101.0, 600.0, 515.0)"
08-12-2022 14:28:22.513665,"(12.0, 15.5, 15.133333333333333)","(8.0, 9.0, 8.912121212121212)","(4.4, 5.3, 5.251898734177215)","(8.0, 11.0, 10.549504950495049)","(21.0, 36.0, 34.370370370370374)","(6.0, 6.8, 6.637362637362637)","(8.0, 10.5, 10.336633663366337)","(14.0, 16.0, 15.964788732394366)","(4.4, 5.1, 5.042156862745098)","(101.0, 590.0, 534.0)"
08-12-2022 14:28:24.092934,"(12.0, 15.5, 15.095238095238095)","(8.0, 9.0, 8.906451612903226)","(4.4, 5.3, 5.244927536231884)","(8.0, 11.0, 10.549504950495049)","(21.0, 36.0, 34.298507462686565)","(6.0, 6.8, 6.637362637362637)","(8.0, 10.5, 10.336633663366337)","(14.0, 16.0, 16.069444444444443)","(4.4, 5.1, 5.042156862745098)","(101.0, 590.0, 503.3333333333333)"
08-12-2022 14:28:25.629234,"(12.0, 15.5, 15.085365853658537)","(8.0, 9.0, 8.907936507936508)","(4.4, 5.3, 5.2457142857142856)","(8.0, 11.0, 10.553921568627452)","(21.0, 36.0, 33.310344827586206)","(6.0, 6.8, 6.618604651162791)","(8.0, 10.5, 10.338235294117647)","(14.0, 16.5, 16.08041958041958)","(4.4, 5.1, 5.043269230769231)","(101.0, 590.0, 503.3333333333333)"
08-12-2022 14:28:27.187757,"(12.0, 15.5, 15.083333333333334)","(8.0, 9.0, 8.907936507936508)","(4.4, 5.3, 5.115306122448979)","(8.5, 11.0, 10.553921568627452)","(21.0, 34.0, 33.310344827586206)","(6.0, 6.8, 6.639130434782609)","(8.0, 10.5, 10.338235294117647)","(14.0, 16.5, 16.09163346613546)","(4.4, 5.1, 5.043269230769231)","(101.0, 590.0, 503.3333333333333)"
08-12-2022 14:28:28.713339,"(12.0, 15.5, 15.1)","(8.0, 9.0, 8.936363636363636)","(4.4, 5.2, 5.117857142857143)","(8.5, 11.0, 10.66504854368932)","(21.0, 34.0, 33.407407407407405)","(6.0, 6.8, 6.647368421052631)","(8.0, 10.5, 10.253086419753087)","(14.0, 16.5, 16.095435684647303)","(4.4, 5.1, 5.115929203539823)","(101.0, 590.0, 525.0)"
08-12-2022 14:28:30.262808,"(12.0, 15.5, 15.1)","(8.0, 9.0, 8.744303797468355)","(4.4, 5.2, 5.117857142857143)","(8.5, 11.0, 10.709876543209877)","(21.0, 34.0, 33.407407407407405)","(6.0, 6.8, 6.686206896551724)","(8.0, 10.5, 10.106382978723405)","(14.0, 16.5, 16.064732142857142)","(4.4, 5.2, 5.035714285714286)","(101.0, 590.0, 570.0)"
08-12-2022 14:28:31.967873,"(12.0, 15.5, 15.72463768115942)","(8.0, 8.8, 8.770149253731343)","(4.4, 5.2, 5.129878048780488)","(8.5, 11.0, 10.758928571428571)","(21.0, 34.0, 33.542857142857144)","(6.0, 6.8, 6.687179487179487)","(8.0, 10.5, 9.8925)","(14.0, 16.5, 16.098684210526315)","(4.4, 5.1, 5.100892857142857)","(101.0, 590.0, 555.0)"
08-12-2022 14:28:33.799295,"(12.0, 16.0, 15.722627737226277)","(8.0, 9.0, 8.845454545454546)","(4.4, 5.2, 5.132748538011696)","(8.5, 11.0, 10.801470588235293)","(21.0, 34.0, 33.542857142857144)","(6.0, 6.8, 6.567142857142857)","(8.0, 10.0, 9.77142857142857)","(14.0, 16.5, 16.10135135135135)","(4.4, 5.2, 5.15625)","(101.0, 590.0, 572.5)"
08-12-2022 14:28:35.507153,"(12.0, 16.0, 15.703333333333333)","(8.0, 9.0, 8.845454545454546)","(4.4, 5.2, 5.132748538011696)","(8.5, 11.0, 10.813793103448276)","(21.0, 34.0, 33.542857142857144)","(6.0, 6.6, 6.567832167832168)","(8.0, 10.0, 9.748314606741573)","(14.0, 16.5, 16.08450704225352)","(4.4, 5.2, 5.15625)","(101.0, 620.0, 577.1428571428571)"
08-12-2022 14:28:37.250505,"(12.0, 16.0, 15.767543859649123)","(8.0, 9.0, 8.845454545454546)","(4.4, 5.2, 5.132748538011696)","(8.5, 11.0, 10.813793103448276)","(21.0, 34.0, 33.542857142857144)","(6.0, 6.6, 6.567832167832168)","(8.0, 10.0, 9.736082474226803)","(14.0, 16.5, 16.08644859813084)","(4.4, 5.2, 5.158944281524927)","(101.0, 620.0, 532.5)"
08-12-2022 14:28:38.867211,"(12.0, 16.0, 15.767543859649123)","(8.0, 9.0, 8.845454545454546)","(4.4, 5.2, 5.132748538011696)","(8.5, 11.0, 10.813793103448276)","(21.0, 34.0, 32.642857142857146)","(6.0, 6.6, 6.6405797101449275)","(8.0, 10.0, 9.845454545454546)","(14.0, 16.5, 15.760330578512397)","(4.4, 5.2, 5.080124223602485)","(101.0, 600.0, 530.0)"
08-12-2022 14:28:40.354270,"(12.0, 15.0, 14.882352941176471)","(8.0, 9.2, 8.900970873786408)","(4.4, 5.2, 5.141624365482233)","(8.5, 11.5, 11.099056603773585)","(21.0, 36.0, 34.33802816901409)","(6.0, 6.8, 6.6405797101449275)","(8.0, 10.0, 9.837974683544305)","(14.0, 16.0, 15.747826086956522)","(4.4, 5.1, 5.089583333333333)","(101.0, 550.0, 525.0)"
08-12-2022 14:28:41.884783,"(12.0, 15.0, 14.863636363636363)","(8.0, 9.2, 8.898113207547171)","(4.4, 5.2, 5.141624365482233)","(8.5, 11.5, 11.077669902912621)","(21.0, 36.0, 34.33802816901409)","(6.0, 6.8, 6.626771653543306)","(8.0, 10.0, 9.808955223880597)","(14.0, 16.0, 15.729787234042552)","(4.4, 5.1, 5.1433333333333335)","(101.0, 540.0, 526.6666666666666)"
08-12-2022 14:28:43.460107,"(12.0, 15.0, 14.790322580645162)","(8.0, 9.2, 8.968953068592057)","(4.4, 5.2, 5.141624365482233)","(8.5, 11.5, 11.108108108108109)","(21.0, 36.0, 34.33802816901409)","(6.0, 6.8, 6.626771653543306)","(8.0, 10.0, 9.808955223880597)","(14.0, 16.0, 15.722222222222221)","(4.4, 5.2, 5.182758620689655)","(101.0, 610.0, 550.0)"
08-12-2022 14:28:45.030892,"(12.0, 15.0, 14.790322580645162)","(8.0, 9.2, 8.975645756457565)","(4.4, 5.2, 5.084090909090909)","(8.5, 11.5, 11.108108108108109)","(21.0, 36.0, 34.35820895522388)","(6.0, 6.8, 6.638235294117647)","(8.0, 10.0, 9.808955223880597)","(14.0, 16.0, 15.720408163265306)","(4.4, 5.2, 4.998543689320388)","(101.0, 590.0, 550.0)"
08-12-2022 14:28:46.583074,"(12.0, 15.5, 15.176300578034683)","(8.0, 9.2, 9.020118343195266)","(4.4, 5.1, 5.057251908396946)","(8.5, 11.5, 11.27570093457944)","(26.0, 36.0, 34.35820895522388)","(6.0, 6.8, 6.672499999999999)","(8.0, 10.0, 9.854545454545455)","(14.0, 16.0, 15.72)","(4.4, 5.0, 5.131746031746031)","(101.0, 590.0, 543.3333333333334)"
08-12-2022 14:28:48.101945,"(12.0, 15.5, 15.176300578034683)","(8.0, 9.2, 9.033333333333333)","(4.4, 5.1, 5.051091703056769)","(8.5, 11.5, 11.265765765765765)","(26.0, 36.0, 34.35820895522388)","(6.0, 6.8, 6.671698113207547)","(8.0, 10.0, 9.849411764705883)","(14.0, 16.0, 15.666666666666666)","(4.4, 5.2, 5.14040404040404)","(101.0, 560.0, 520.0)"
08-12-2022 14:28:49.672049,"(12.0, 15.5, 15.186746987951807)","(8.0, 9.2, 9.033333333333333)","(4.4, 5.1, 5.051091703056769)","(8.5, 11.5, 11.265765765765765)","(26.0, 36.0, 34.35820895522388)","(6.0, 6.8, 6.672151898734177)","(8.0, 10.0, 9.851851851851853)","(14.0, 16.0, 15.597112860892388)","(4.4, 5.2, 5.14040404040404)","(101.0, 560.0, 524.2857142857143)"
08-12-2022 14:28:51.288732,"(12.0, 15.5, 15.238461538461538)","(8.0, 9.2, 9.07037037037037)","(4.4, 5.1, 5.0)","(8.5, 11.5, 11.545454545454545)","(26.0, 36.0, 34.225806451612904)","(6.0, 6.8, 6.672151898734177)","(8.0, 10.0, 9.861764705882354)","(14.0, 16.0, 15.367088607594937)","(4.4, 5.2, 5.141580041580041)","(101.0, 560.0, 526.6666666666666)"
08-12-2022 14:28:52.870494,"(12.0, 15.5, 15.25968992248062)","(8.0, 9.2, 9.124444444444444)","(4.4, 5.0, 5.003030303030303)","(8.5, 12.0, 11.795180722891565)","(26.0, 36.0, 34.42857142857143)","(6.0, 6.8, 6.71055900621118)","(8.0, 10.0, 9.935353535353535)","(14.0, 15.5, 15.315217391304348)","(4.4, 5.2, 4.96528735632184)","(101.0, 560.0, 472.0)"
08-12-2022 14:28:54.430102,"(12.0, 15.5, 15.30503144654088)","(8.0, 9.2, 9.129756097560975)","(4.4, 5.1, 5.046759259259259)","(8.5, 12.0, 11.88495575221239)","(26.0, 36.0, 34.65853658536585)","(6.0, 6.8, 6.736563876651982)","(8.0, 10.0, 10.090277777777779)","(14.0, 15.5, 15.351851851851851)","(4.4, 5.0, 4.9743648960739035)","(101.0, 560.0, 535.0)"
08-12-2022 14:28:55.980049,"(12.0, 15.5, 15.30503144654088)","(8.0, 9.2, 9.129756097560975)","(4.4, 5.1, 5.045497630331753)","(8.5, 12.0, 11.87962962962963)","(26.0, 36.0, 34.80434782608695)","(6.0, 6.8, 6.736563876651982)","(8.0, 10.5, 10.181818181818182)","(14.0, 15.5, 15.351851851851851)","(4.4, 5.0, 4.996987951807229)","(101.0, 610.0, 535.0)"
08-12-2022 14:28:57.899932,"(12.0, 15.5, 15.281976744186046)","(8.0, 9.2, 9.129756097560975)","(4.4, 5.1, 5.045497630331753)","(8.5, 12.0, 11.87962962962963)","(26.0, 36.0, 34.92156862745098)","(6.0, 6.8, 6.7602040816326525)","(8.0, 10.5, 10.154320987654321)","(14.0, 15.5, 15.34472049689441)","(4.4, 5.0, 4.9875)","(101.0, 610.0, 528.0)"
08-12-2022 14:28:59.829611,"(12.0, 15.5, 15.274096385542169)","(8.0, 9.2, 9.112048192771084)","(4.4, 5.1, 4.979646017699115)","(8.5, 12.0, 11.366197183098592)","(26.0, 36.0, 35.02173913043478)","(6.0, 6.8, 6.93125)","(8.0, 10.5, 10.12704918032787)","(14.0, 15.5, 15.227027027027027)","(4.4, 5.1, 5.0370424597364565)","(101.0, 590.0, 530.0)"
08-12-2022 14:29:01.605909,"(12.0, 15.5, 15.274096385542169)","(8.0, 9.2, 9.147286821705427)","(4.4, 5.0, 4.975135135135135)","(8.5, 11.5, 11.433333333333334)","(26.0, 36.0, 35.02173913043478)","(6.0, 7.0, 6.8939130434782605)","(8.0, 10.5, 10.12396694214876)","(14.0, 15.5, 15.208092485549132)","(4.4, 5.1, 5.0876165113182426)","(101.0, 620.0, 532.0)"
08-12-2022 14:29:03.261581,"(12.0, 15.5, 15.276785714285714)","(8.0, 9.2, 9.155172413793103)","(4.4, 5.0, 4.995945945945946)","(8.5, 11.5, 11.224409448818898)","(26.0, 36.0, 35.010989010989015)","(6.0, 7.0, 6.891176470588235)","(8.0, 10.5, 9.986259541984733)","(14.0, 15.5, 15.251091703056769)","(4.4, 5.2, 5.058305084745762)","(101.0, 620.0, 555.0)"
08-12-2022 14:29:04.845104,"(12.0, 15.5, 15.276785714285714)","(8.0, 9.2, 9.17142857142857)","(4.4, 5.0, 4.9705)","(8.5, 11.5, 11.209558823529411)","(26.0, 36.0, 35.010989010989015)","(6.0, 7.0, 7.010731707317073)","(8.0, 10.0, 9.85109489051095)","(14.0, 15.5, 15.251091703056769)","(4.4, 5.1, 5.1190556492411465)","(101.0, 600.0, 523.3333333333334)"
08-12-2022 14:29:06.430324,"(12.0, 15.5, 15.306701030927835)","(8.0, 9.2, 9.12027972027972)","(4.4, 5.0, 4.959243697478992)","(8.5, 11.5, 11.28763440860215)","(26.0, 36.0, 35.09090909090909)","(6.0, 7.2, 6.992753623188406)","(8.0, 10.0, 9.85217391304348)","(14.0, 15.5, 15.259493670886076)","(4.4, 5.2, 5.118781725888325)","(101.0, 580.0, 527.5)"
