,Jezzali,Footluce Dreamer,Woodside Devil,Miss Free Reign,Emerley Wiggum,Bassos Girl,Yasmin Belle,Mrs Butterbean
144,"[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 31, 255807), 21.0, 180.0]"
145,"[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 32, 410145), 21.0, 180.0]"
146,"[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 33, 586537), 21.0, 180.0]"
147,"[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 34, 759132), 21.0, 180.0]"
148,"[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 35, 920669), 21.0, 180.0]"
149,"[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 37, 76695), 21.0, 180.0]"
150,"[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 38, 229250), 21.0, 180.0]"
151,"[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 39, 392221), 21.0, 180.0]"
152,"[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 40, 560302), 21.0, 180.0]"
153,"[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 41, 761435), 21.0, 180.0]"
154,"[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 42, 940051), 21.0, 180.0]"
155,"[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 44, 97745), 21.0, 180.0]"
156,"[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 45, 240787), 21.0, 180.0]"
157,"[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 46, 375666), 21.0, 180.0]"
158,"[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 47, 508043), 21.0, 180.0]"
159,"[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 48, 636712), 21.0, 180.0]"
160,"[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 49, 773776), 21.0, 180.0]"
161,"[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 50, 901691), 21.0, 180.0]"
162,"[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 52, 36635), 21.0, 180.0]"
163,"[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 53, 169208), 21.0, 180.0]"
164,"[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 54, 319884), 21.0, 180.0]"
165,"[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 55, 470692), 21.0, 180.0]"
166,"[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 56, 606125), 21.0, 180.0]"
167,"[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 57, 741893), 21.0, 180.0]"
168,"[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 17, 58, 878252), 21.0, 180.0]"
169,"[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 0, 35617), 21.0, 180.0]"
170,"[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 1, 188330), 21.0, 180.0]"
171,"[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 2, 342992), 21.0, 180.0]"
172,"[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 3, 525232), 21.0, 180.0]"
173,"[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 4, 667538), 21.0, 180.0]"
174,"[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 5, 836913), 21.0, 180.0]"
175,"[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 6, 972095), 21.0, 180.0]"
176,"[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 8, 113847), 21.0, 180.0]"
177,"[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 9, 244816), 21.0, 180.0]"
178,"[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 10, 381083), 21.0, 180.0]"
179,"[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 11, 510213), 21.0, 180.0]"
180,"[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 12, 658094), 21.0, 180.0]"
181,"[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 13, 802159), 21.0, 180.0]"
182,"[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 14, 936503), 21.0, 180.0]"
183,"[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 2.9, 4.3]","[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 18, 16, 170619), 21.0, 180.0]"
