,Headbanger,Sonnys Amazing,Holzhauer,Our Holla Star,Allthewaytoroyalty,Cc Jones Nz
10-01-2023 19:07:10.762034,"(4.2, 5.2, 4.964285714285714)","(5.5, 7.4, 7.386363636363637)","(2.25, 2.5, 2.455)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.289655172413793)","(8.0, 99999, 99990)"
10-01-2023 19:07:11.624572,"(4.2, 5.2, 4.9750000000000005)","(5.5, 7.4, 7.386363636363637)","(2.25, 2.5, 2.455)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.289655172413793)","(8.0, 99999, 99990)"
10-01-2023 19:07:12.554896,"(4.2, 5.3, 5.154545454545454)","(5.5, 7.4, 7.386363636363637)","(2.25, 2.5, 2.455)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.289655172413793)","(8.0, 99999, 99990)"
10-01-2023 19:07:13.542246,"(4.2, 5.3, 5.154545454545454)","(5.5, 7.4, 7.386363636363637)","(2.25, 2.5, 2.455)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.289655172413793)","(8.0, 99999, 99990)"
10-01-2023 19:07:14.479412,"(4.2, 5.3, 5.193333333333333)","(5.5, 7.4, 7.3431578947368426)","(2.25, 2.5, 2.4765217391304346)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.289655172413793)","(8.0, 99999, 99990)"
10-01-2023 19:07:15.415498,"(4.2, 5.3, 5.193333333333333)","(5.5, 7.4, 7.3393258426966295)","(2.25, 2.5, 2.4754545454545456)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.356756756756756)","(8.0, 99999, 99990)"
10-01-2023 19:07:16.360315,"(4.2, 5.3, 5.193333333333333)","(5.5, 7.4, 7.311475409836066)","(2.25, 2.5, 2.4771428571428573)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.356756756756756)","(8.0, 99999, 99990)"
10-01-2023 19:07:17.260645,"(4.2, 5.3, 5.193333333333333)","(5.5, 7.4, 7.328813559322034)","(2.25, 2.5, 2.4771428571428573)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.356756756756756)","(8.0, 99999, 99990)"
10-01-2023 19:07:18.137061,"(4.2, 5.3, 5.193333333333333)","(5.5, 7.4, 7.328813559322034)","(2.25, 2.5, 2.4771428571428573)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.356756756756756)","(8.0, 99999, 99990)"
10-01-2023 19:07:18.982302,"(4.2, 5.3, 5.193333333333333)","(5.5, 7.4, 7.328813559322034)","(2.25, 2.5, 2.4214285714285713)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.356756756756756)","(8.0, 99999, 99990)"
10-01-2023 19:07:19.894139,"(4.2, 5.3, 5.211111111111111)","(5.5, 7.4, 7.272727272727273)","(2.25, 2.5, 2.4214285714285713)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.335294117647058)","(8.0, 99999, 99990)"
10-01-2023 19:07:20.844565,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.4, 7.088888888888889)","(2.25, 2.5, 2.4166666666666665)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.335294117647058)","(8.0, 99999, 99990)"
10-01-2023 19:07:21.778832,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.4, 7.228571428571429)","(2.25, 2.5, 2.4166666666666665)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.335294117647058)","(8.0, 99999, 99990)"
10-01-2023 19:07:22.671080,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.6, 7.15)","(2.25, 2.5, 2.4166666666666665)","(13.0, 16.5, 15.7)","(5.5, 8.6, 8.335294117647058)","(8.0, 99999, 99990)"
10-01-2023 19:07:23.538553,"(4.2, 5.3, 5.185714285714286)","(5.5, 7.6, 7.126315789473684)","(2.15, 2.5, 2.4166666666666665)","(12.0, 16.5, 15.7)","(6.0, 8.6, 8.335294117647058)","(9.0, 99999, 99990)"
10-01-2023 19:07:24.420772,"(4.2, 5.3, 5.22)","(5.5, 7.6, 7.126315789473684)","(2.15, 2.5, 2.4166666666666665)","(12.0, 16.5, 15.7)","(6.0, 8.6, 8.447457627118643)","(9.0, 99999, 99990)"
10-01-2023 19:07:25.338636,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.6, 7.126315789473684)","(2.15, 2.5, 2.453846153846154)","(12.0, 16.5, 15.7)","(6.0, 8.6, 8.335294117647058)","(9.0, 99999, 99990)"
10-01-2023 19:07:26.206831,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.6, 7.3)","(2.15, 2.48, 2.46)","(12.0, 16.5, 15.7)","(6.0, 8.6, 8.335294117647058)","(9.0, 99999, 99990)"
10-01-2023 19:07:27.183819,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.6, 7.3)","(2.15, 2.48, 2.407142857142857)","(12.0, 16.5, 15.7)","(6.0, 8.6, 8.375)","(9.0, 99999, 99990)"
10-01-2023 19:07:28.134319,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.6, 7.3)","(2.15, 2.48, 2.407142857142857)","(12.0, 16.5, 15.7)","(6.0, 8.6, 8.375)","(9.0, 99999, 99990)"
10-01-2023 19:07:29.149403,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.6, 7.3)","(2.15, 2.48, 2.407142857142857)","(12.0, 16.5, 15.833333333333334)","(6.0, 8.6, 8.375)","(9.0, 99999, 99990)"
10-01-2023 19:07:30.102023,"(4.2, 5.3, 5.233333333333333)","(5.5, 7.6, 7.3)","(2.15, 2.48, 2.407142857142857)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.375)","(9.0, 99999, 99990)"
10-01-2023 19:07:31.009273,"(4.2, 5.3, 5.166666666666667)","(5.5, 7.6, 7.3)","(2.15, 2.48, 2.407142857142857)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.428571428571429)","(9.0, 99999, 99990)"
10-01-2023 19:07:31.868245,"(4.2, 5.3, 5.166666666666667)","(5.5, 7.6, 7.3)","(2.15, 2.44, 2.4299999999999997)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.428571428571429)","(9.0, 99999, 99990)"
10-01-2023 19:07:32.746862,"(4.2, 5.3, 5.068421052631579)","(5.5, 7.6, 7.3352941176470585)","(2.15, 2.44, 2.41)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.428571428571429)","(9.0, 99999, 99990)"
10-01-2023 19:07:33.670300,"(4.2, 5.5, 5.483333333333333)","(5.5, 7.6, 7.3352941176470585)","(2.15, 2.44, 2.3677777777777775)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.428571428571429)","(9.0, 99999, 99990)"
10-01-2023 19:07:34.587991,"(4.2, 5.7, 5.6069767441860465)","(5.5, 7.6, 7.375)","(2.15, 2.42, 2.353333333333333)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.428571428571429)","(9.0, 99999, 99990)"
10-01-2023 19:07:35.477328,"(4.2, 5.7, 5.6069767441860465)","(5.5, 7.6, 7.268965517241379)","(2.15, 2.42, 2.3387499999999997)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.428571428571429)","(9.0, 99999, 99990)"
10-01-2023 19:07:36.395345,"(4.2, 5.7, 5.512903225806451)","(5.5, 7.6, 7.268965517241379)","(2.15, 2.42, 2.3387499999999997)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.28)","(9.0, 99999, 99990)"
10-01-2023 19:07:37.309015,"(4.2, 5.7, 5.526666666666666)","(5.5, 7.6, 7.182608695652174)","(2.15, 2.4, 2.36)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.28)","(9.0, 99999, 99990)"
10-01-2023 19:07:38.185682,"(4.2, 5.6, 5.591428571428571)","(5.5, 7.6, 7.182608695652174)","(2.15, 2.4, 2.3521739130434782)","(12.0, 16.5, 15.666666666666666)","(6.0, 8.6, 8.28)","(9.0, 99999, 99990)"
10-01-2023 19:07:39.047441,"(4.4, 5.6, 5.591428571428571)","(5.5, 7.4, 7.3500000000000005)","(2.1, 2.4, 2.3521739130434782)","(12.0, 17.0, 15.578947368421053)","(6.0, 8.6, 8.28)","(9.0, 99999, 99990)"
10-01-2023 19:07:39.909064,"(4.4, 5.6, 5.531818181818181)","(5.5, 7.4, 7.3500000000000005)","(2.1, 2.4, 2.3521739130434782)","(12.0, 17.0, 15.578947368421053)","(6.0, 8.6, 8.28)","(9.0, 99999, 99990)"
10-01-2023 19:07:40.905709,"(4.4, 5.6, 5.531818181818181)","(5.5, 7.4, 7.366666666666667)","(2.1, 2.4, 2.3499999999999996)","(12.0, 17.0, 15.6)","(6.0, 8.6, 8.428571428571429)","(9.0, 99999, 99990)"
10-01-2023 19:07:41.876528,"(4.4, 5.6, 5.531818181818181)","(5.5, 7.4, 7.366666666666667)","(2.15, 2.4, 2.3407407407407406)","(12.0, 17.0, 15.568181818181818)","(6.0, 8.6, 8.485714285714286)","(9.0, 99999, 99990)"
10-01-2023 19:07:42.822381,"(4.4, 5.6, 5.536170212765957)","(5.5, 7.4, 7.363636363636364)","(2.15, 2.3, 2.2828571428571425)","(12.0, 17.0, 15.568181818181818)","(6.0, 8.6, 8.36)","(9.0, 99999, 99990)"
10-01-2023 19:07:43.745253,"(4.4, 5.6, 5.541304347826086)","(5.5, 7.4, 7.222222222222222)","(2.15, 2.38, 2.3034482758620687)","(12.0, 17.0, 15.571428571428571)","(6.0, 8.6, 8.575)","(9.0, 99999, 99990)"
10-01-2023 19:07:44.582017,"(4.4, 5.7, 5.535)","(5.5, 7.4, 7.033333333333333)","(2.15, 2.36, 2.332340425531915)","(12.0, 17.0, 15.571428571428571)","(6.0, 8.8, 8.575)","(9.0, 99999, 99990)"
10-01-2023 19:07:45.483248,"(4.4, 5.7, 5.622480620155039)","(5.5, 7.4, 7.033333333333333)","(2.15, 2.36, 2.332340425531915)","(12.0, 17.0, 15.571428571428571)","(6.0, 8.8, 8.575)","(9.0, 99999, 99990)"
10-01-2023 19:07:46.362527,"(4.4, 5.7, 5.631623931623932)","(5.5, 7.4, 7.033333333333333)","(2.15, 2.36, 2.332340425531915)","(12.0, 17.0, 15.571428571428571)","(6.0, 8.8, 8.575)","(9.0, 99999, 99990)"
10-01-2023 19:07:47.203959,"(4.4, 5.7, 5.59873417721519)","(5.5, 7.4, 7.033333333333333)","(2.15, 2.36, 2.332340425531915)","(12.0, 17.0, 15.583333333333334)","(6.0, 8.8, 8.575)","(9.0, 99999, 99990)"
10-01-2023 19:07:48.176671,"(4.4, 5.7, 5.59873417721519)","(5.5, 7.4, 7.023529411764706)","(2.15, 2.36, 2.332340425531915)","(12.0, 17.0, 15.583333333333334)","(6.0, 8.8, 8.575)","(9.0, 99999, 99990)"
10-01-2023 19:07:49.134715,"(4.4, 5.7, 5.602439024390244)","(5.5, 7.4, 7.023529411764706)","(2.15, 2.36, 2.332340425531915)","(12.0, 17.0, 15.583333333333334)","(6.0, 8.8, 8.575)","(9.0, 99999, 99990)"
10-01-2023 19:07:50.107355,"(4.4, 5.7, 5.602439024390244)","(5.5, 7.4, 7.023529411764706)","(2.15, 2.36, 2.3359259259259257)","(12.0, 17.0, 15.583333333333334)","(6.0, 8.8, 8.745454545454546)","(9.0, 99999, 99990)"
10-01-2023 19:07:51.018718,"(4.4, 5.7, 5.591764705882353)","(5.5, 7.4, 7.036363636363636)","(2.1, 2.36, 2.2857142857142856)","(12.0, 17.0, 15.583333333333334)","(6.5, 8.8, 8.745454545454546)","(10.0, 99999, 99990)"
10-01-2023 19:07:51.863181,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.8, 7.36)","(2.1, 2.34, 2.309655172413793)","(12.0, 17.0, 15.657894736842104)","(6.5, 9.0, 8.85)","(10.0, 99999, 99990)"
10-01-2023 19:07:52.714561,"(4.4, 5.9, 5.851111111111112)","(5.5, 7.6, 7.428571428571428)","(2.1, 2.34, 2.29)","(12.0, 17.0, 15.75)","(6.5, 9.0, 8.727272727272727)","(10.0, 99999, 99990)"
10-01-2023 19:07:53.638263,"(4.4, 5.9, 5.851111111111112)","(5.5, 7.6, 7.4079999999999995)","(2.1, 2.34, 2.2871698113207546)","(12.0, 17.0, 15.785714285714286)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:07:54.595783,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.6, 7.4079999999999995)","(2.1, 2.34, 2.2871698113207546)","(12.0, 17.0, 15.785714285714286)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:07:55.488659,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.4, 7.242857142857143)","(2.1, 2.34, 2.2871698113207546)","(12.0, 17.0, 15.785714285714286)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:07:56.486061,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.4, 7.242857142857143)","(2.1, 2.34, 2.278461538461538)","(12.0, 17.0, 15.81578947368421)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:07:57.414121,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.4, 7.237037037037037)","(2.05, 2.34, 2.278461538461538)","(12.0, 17.0, 15.81578947368421)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:07:58.365538,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.4, 7.18)","(2.05, 2.34, 2.278461538461538)","(12.0, 17.0, 15.772727272727273)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:07:59.330164,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.4, 7.18)","(2.05, 2.34, 2.278461538461538)","(12.0, 17.0, 15.772727272727273)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:08:00.215909,"(4.4, 5.9, 5.865853658536586)","(5.5, 7.4, 7.156521739130435)","(2.05, 2.34, 2.278461538461538)","(12.0, 17.0, 15.772727272727273)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:08:01.087160,"(4.4, 5.9, 5.883783783783784)","(5.5, 7.4, 7.156521739130435)","(2.05, 2.32, 2.29)","(12.0, 17.0, 15.772727272727273)","(6.5, 9.0, 8.914285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:08:01.975013,"(4.4, 5.7, 5.692)","(5.5, 7.2, 7.121428571428572)","(2.05, 2.32, 2.288101265822785)","(12.0, 17.0, 16.25)","(6.5, 9.0, 8.589473684210526)","(10.0, 99999, 99990)"
10-01-2023 19:08:02.850917,"(4.4, 5.6, 5.55)","(5.5, 7.2, 7.121428571428572)","(2.05, 2.32, 2.283478260869565)","(12.0, 17.0, 16.7)","(6.5, 9.0, 8.556521739130435)","(10.0, 99999, 99990)"
10-01-2023 19:08:03.776692,"(4.4, 5.5, 5.439130434782609)","(5.5, 7.2, 7.121428571428572)","(2.05, 2.32, 2.283478260869565)","(12.0, 17.0, 16.5)","(6.5, 9.2, 8.98181818181818)","(10.0, 99999, 99990)"
10-01-2023 19:08:04.647409,"(4.4, 5.5, 5.447368421052632)","(5.5, 7.4, 7.174358974358975)","(2.05, 2.32, 2.294285714285714)","(12.0, 17.0, 16.7)","(6.5, 9.2, 8.98181818181818)","(10.0, 99999, 99990)"
10-01-2023 19:08:05.542577,"(4.4, 5.5, 5.447368421052632)","(5.5, 7.4, 7.1684210526315795)","(2.05, 2.32, 2.283076923076923)","(12.0, 17.0, 16.7)","(6.5, 9.2, 8.98181818181818)","(10.0, 99999, 99990)"
10-01-2023 19:08:06.495416,"(4.4, 5.5, 5.427272727272728)","(5.5, 7.4, 7.1684210526315795)","(2.05, 2.3, 2.282)","(12.0, 17.0, 16.7)","(6.5, 9.2, 8.9)","(10.0, 99999, 99990)"
10-01-2023 19:08:07.418092,"(4.4, 5.5, 5.420454545454546)","(5.5, 7.4, 7.1684210526315795)","(2.05, 2.3, 2.281875)","(12.0, 17.0, 16.7)","(6.5, 9.2, 9.066666666666666)","(10.0, 99999, 99990)"
10-01-2023 19:08:08.296959,"(4.4, 5.4, 5.394117647058824)","(5.5, 7.4, 7.1684210526315795)","(2.05, 2.3, 2.2963636363636364)","(12.0, 17.0, 16.76923076923077)","(6.5, 9.2, 9.066666666666666)","(10.0, 99999, 99990)"
10-01-2023 19:08:09.133512,"(4.4, 5.4, 5.394117647058824)","(5.5, 7.4, 7.1684210526315795)","(2.05, 2.3, 2.2963636363636364)","(12.0, 17.0, 16.842105263157894)","(6.5, 9.2, 9.107692307692307)","(10.0, 99999, 99990)"
10-01-2023 19:08:10.069491,"(4.4, 5.4, 5.394117647058824)","(5.5, 7.4, 7.1684210526315795)","(2.05, 2.3, 2.2963636363636364)","(12.0, 17.5, 17.166666666666668)","(6.5, 9.2, 9.107692307692307)","(10.0, 99999, 99990)"
10-01-2023 19:08:10.932858,"(4.4, 5.4, 5.309090909090909)","(5.5, 7.4, 7.227450980392157)","(2.05, 2.36, 2.3415384615384616)","(12.0, 17.5, 17.25)","(6.5, 9.2, 9.107692307692307)","(10.0, 99999, 99990)"
10-01-2023 19:08:11.790830,"(4.4, 5.3, 5.208333333333334)","(5.5, 7.4, 7.220408163265306)","(2.05, 2.38, 2.3514285714285714)","(12.0, 17.5, 17.25)","(6.5, 9.2, 9.107692307692307)","(10.0, 99999, 99990)"
10-01-2023 19:08:12.722530,"(4.4, 5.3, 5.17037037037037)","(5.5, 7.4, 7.036363636363636)","(2.05, 2.36, 2.3236363636363633)","(12.0, 17.5, 17.346153846153847)","(6.5, 9.2, 9.0)","(10.0, 99999, 99990)"
10-01-2023 19:08:13.693134,"(4.4, 5.3, 5.162745098039215)","(5.5, 7.4, 7.034782608695652)","(2.05, 2.36, 2.32)","(12.0, 17.5, 16.90740740740741)","(6.5, 9.2, 9.0)","(10.0, 99999, 99990)"
10-01-2023 19:08:14.662795,"(4.4, 5.3, 5.164)","(5.5, 7.4, 7.034782608695652)","(2.05, 2.36, 2.32)","(12.0, 17.5, 16.558823529411764)","(6.5, 9.2, 9.0)","(10.0, 99999, 99990)"
10-01-2023 19:08:15.551929,"(4.4, 5.3, 5.164)","(5.5, 7.4, 7.034782608695652)","(2.05, 2.36, 2.32)","(12.0, 17.5, 16.558823529411764)","(6.5, 9.2, 9.0)","(10.0, 99999, 99990)"
10-01-2023 19:08:16.444258,"(4.4, 5.2, 5.161538461538462)","(5.5, 7.0, 6.99)","(2.05, 2.36, 2.335652173913043)","(13.0, 17.5, 16.583333333333332)","(6.5, 9.2, 9.389473684210525)","(10.0, 99999, 99990)"
10-01-2023 19:08:17.369032,"(4.4, 5.2, 5.161538461538462)","(5.5, 7.2, 7.118181818181818)","(2.05, 2.36, 2.354285714285714)","(13.0, 17.5, 16.583333333333332)","(6.5, 9.6, 9.094117647058823)","(10.0, 99999, 99990)"
10-01-2023 19:08:18.304273,"(4.4, 5.2, 5.078260869565217)","(5.5, 7.2, 7.091666666666667)","(2.05, 2.36, 2.3257142857142856)","(13.0, 17.5, 16.583333333333332)","(6.5, 9.4, 9.028571428571428)","(10.0, 99999, 99990)"
10-01-2023 19:08:19.184627,"(4.4, 5.2, 5.076595744680851)","(5.5, 7.2, 7.091666666666667)","(2.05, 2.36, 2.3266666666666667)","(13.0, 17.5, 16.583333333333332)","(6.5, 9.4, 9.028571428571428)","(10.0, 99999, 99990)"
10-01-2023 19:08:20.066279,"(4.4, 5.2, 5.076595744680851)","(5.5, 7.2, 7.091666666666667)","(2.05, 2.36, 2.3257142857142856)","(13.0, 17.0, 15.909090909090908)","(6.5, 9.4, 9.14)","(10.0, 99999, 99990)"
10-01-2023 19:08:21.015507,"(4.4, 5.2, 5.076595744680851)","(5.5, 7.2, 7.091666666666667)","(2.05, 2.36, 2.3236363636363633)","(13.0, 17.0, 16.142857142857142)","(6.5, 9.4, 9.27)","(10.0, 99999, 99990)"
10-01-2023 19:08:22.170151,"(4.4, 5.2, 5.035714285714286)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.38, 2.3451162790697673)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 9.214285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:08:23.125795,"(4.4, 5.1, 5.005263157894737)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.38, 2.3451162790697673)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 9.214285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:08:24.022478,"(4.4, 5.1, 4.9714285714285715)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.38, 2.3451162790697673)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 9.214285714285715)","(10.0, 99999, 99990)"
10-01-2023 19:08:24.949496,"(4.4, 5.1, 4.9714285714285715)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.38, 2.335)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.2, 9.075000000000001)","(10.0, 99999, 99990)"
10-01-2023 19:08:25.808976,"(4.4, 5.1, 4.9714285714285715)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.4, 2.391363636363636)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 9.075000000000001)","(10.0, 99999, 99990)"
10-01-2023 19:08:26.651349,"(4.4, 5.0, 4.91)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.4, 2.3986046511627905)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 8.96923076923077)","(10.0, 99999, 99990)"
10-01-2023 19:08:27.517467,"(4.4, 5.0, 4.906896551724138)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.4, 2.3986046511627905)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 8.942857142857143)","(10.0, 99999, 99990)"
10-01-2023 19:08:28.367039,"(4.4, 5.0, 4.906896551724138)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.44, 2.4179411764705883)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 8.989189189189188)","(10.0, 99999, 99990)"
10-01-2023 19:08:29.441780,"(4.4, 4.9, 4.870833333333334)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.44, 2.405)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 9.285714285714286)","(10.0, 99999, 99990)"
10-01-2023 19:08:30.392394,"(4.4, 4.9, 4.866666666666667)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.42, 2.405)","(13.0, 17.0, 15.891304347826086)","(6.5, 9.4, 9.273684210526316)","(10.0, 99999, 99990)"
10-01-2023 19:08:31.373245,"(4.4, 4.9, 4.866666666666667)","(5.5, 7.2, 7.066666666666666)","(2.05, 2.42, 2.405)","(13.0, 17.0, 16.1)","(6.5, 9.4, 9.311111111111112)","(10.0, 99999, 99990)"
10-01-2023 19:08:32.527303,"(4.4, 4.9, 4.866666666666667)","(5.5, 7.2, 7.059459459459459)","(2.05, 2.42, 2.4073684210526314)","(13.0, 17.0, 15.631578947368421)","(6.5, 9.4, 9.32)","(10.0, 99999, 99990)"
10-01-2023 19:08:33.488351,"(4.4, 4.9, 4.8342857142857145)","(5.5, 7.2, 7.055555555555555)","(2.05, 2.42, 2.4073684210526314)","(13.0, 17.0, 15.631578947368421)","(6.5, 9.4, 9.317241379310346)","(10.0, 99999, 99990)"
10-01-2023 19:08:34.463625,"(4.4, 4.9, 4.83030303030303)","(5.5, 7.4, 7.218181818181819)","(2.05, 2.42, 2.4073684210526314)","(13.0, 17.0, 15.631578947368421)","(6.5, 9.4, 9.317241379310346)","(10.0, 99999, 99990)"
10-01-2023 19:08:35.366828,"(4.4, 4.9, 4.806666666666667)","(5.5, 7.4, 7.218181818181819)","(2.05, 2.42, 2.4171428571428573)","(13.0, 17.0, 15.631578947368421)","(6.5, 9.4, 9.317241379310346)","(10.0, 99999, 99990)"
10-01-2023 19:08:36.276245,"(4.4, 4.9, 4.804166666666666)","(5.5, 7.4, 7.085333333333334)","(2.05, 2.42, 2.4171428571428573)","(13.0, 17.0, 15.7)","(6.5, 9.4, 9.317241379310346)","(10.0, 99999, 99990)"
10-01-2023 19:08:37.148549,"(4.4, 4.8, 4.788888888888889)","(5.5, 7.4, 7.095522388059702)","(2.05, 2.42, 2.4171428571428573)","(13.0, 17.0, 15.7)","(6.5, 9.4, 9.317241379310346)","(10.0, 99999, 99990)"
10-01-2023 19:08:38.204713,"(4.4, 4.9, 4.817857142857143)","(5.5, 7.4, 7.095522388059702)","(2.05, 2.42, 2.4171428571428573)","(13.0, 17.0, 15.7)","(6.5, 9.4, 9.317241379310346)","(10.0, 99999, 99990)"
10-01-2023 19:08:39.255525,"(4.4, 4.9, 4.817857142857143)","(5.5, 7.4, 7.090909090909091)","(2.05, 2.42, 2.4171428571428573)","(13.0, 17.0, 15.772727272727273)","(6.5, 9.4, 9.19)","(10.0, 99999, 99990)"
10-01-2023 19:08:40.363319,"(4.4, 5.1, 5.006451612903226)","(5.5, 7.2, 7.133333333333334)","(2.05, 2.44, 2.355652173913043)","(13.0, 17.0, 16.36842105263158)","(6.5, 9.2, 9.545454545454545)","(10.0, 99999, 99990)"
10-01-2023 19:08:41.274065,"(4.4, 5.0, 4.907692307692308)","(5.5, 7.4, 7.133333333333334)","(2.05, 2.4, 2.355652173913043)","(13.0, 17.0, 16.36842105263158)","(6.5, 9.6, 9.545454545454545)","(10.0, 99999, 99990)"
10-01-2023 19:08:42.168947,"(4.4, 5.0, 4.907692307692308)","(5.5, 7.4, 7.133333333333334)","(2.05, 2.4, 2.353333333333333)","(13.0, 17.0, 16.36842105263158)","(6.5, 9.6, 9.442857142857143)","(10.0, 99999, 99990)"
10-01-2023 19:08:43.056629,"(4.4, 5.0, 4.914285714285715)","(5.5, 7.4, 7.133333333333334)","(2.05, 2.38, 2.350566037735849)","(13.0, 17.0, 16.4)","(6.5, 9.6, 9.442857142857143)","(10.0, 99999, 99990)"
10-01-2023 19:08:43.944611,"(4.4, 5.1, 5.025)","(5.5, 7.4, 7.101694915254237)","(2.05, 2.38, 2.3532142857142855)","(13.0, 17.0, 16.4)","(6.5, 9.6, 9.442857142857143)","(10.0, 99999, 99990)"
10-01-2023 19:08:44.801063,"(4.4, 5.1, 5.025)","(5.5, 7.4, 7.149333333333334)","(2.05, 2.38, 2.3520689655172413)","(13.0, 17.0, 16.4)","(6.5, 9.6, 9.442857142857143)","(10.0, 99999, 99990)"
10-01-2023 19:08:45.654735,"(4.4, 5.1, 5.025)","(5.5, 7.4, 7.149333333333334)","(2.05, 2.38, 2.35)","(13.0, 17.0, 16.47826086956522)","(6.5, 9.4, 9.317948717948719)","(10.0, 99999, 99990)"
10-01-2023 19:08:46.527420,"(4.4, 5.1, 5.029411764705882)","(5.5, 7.4, 7.149333333333334)","(2.05, 2.38, 2.3484210526315787)","(13.0, 17.0, 16.47826086956522)","(6.5, 9.4, 9.317948717948719)","(10.0, 99999, 99990)"
10-01-2023 19:08:47.415155,"(4.4, 5.1, 5.041666666666666)","(5.5, 7.4, 7.149333333333334)","(2.05, 2.38, 2.3466666666666667)","(13.0, 17.0, 16.428571428571427)","(6.5, 9.4, 9.387500000000001)","(10.0, 99999, 99990)"
10-01-2023 19:08:48.271766,"(4.4, 5.1, 5.041666666666666)","(5.5, 7.4, 7.155555555555556)","(2.05, 2.38, 2.344705882352941)","(13.0, 17.0, 16.428571428571427)","(6.5, 9.4, 9.387500000000001)","(10.0, 99999, 99990)"
10-01-2023 19:08:49.214776,"(4.4, 5.1, 5.041666666666666)","(5.5, 7.4, 7.18)","(2.05, 2.38, 2.344)","(13.0, 17.0, 16.428571428571427)","(6.5, 9.2, 9.122222222222222)","(10.0, 99999, 99990)"
