,Stone,Amarillo Slim,Pattys Regret,Barefoot Di,Starlight Belle,Malis Whitey,Blackpool Coco,Midnight Image
16-12-2022 13:46:37.180753,"(5.5, 8.8, 8.635897435897437)","(20.0, 28.0, 25.0)","(9.0, 16.5, 15.884615384615385)","(3.0, 3.45, 3.4136363636363636)","(5.0, 5.9, 5.781481481481482)","(18.0, 30.0, 29.8125)","(17.0, 20.0, 19.0)","(3.7, 4.4, 4.316666666666666)"
16-12-2022 13:46:38.493447,"(5.5, 8.8, 8.635897435897437)","(20.0, 28.0, 25.0)","(9.0, 16.5, 16.166666666666668)","(3.0, 3.45, 3.4094594594594594)","(5.0, 5.9, 5.766666666666667)","(18.0, 30.0, 29.846153846153847)","(17.0, 19.5, 20.642857142857142)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:39.689473,"(5.5, 8.8, 8.64)","(20.0, 28.0, 25.428571428571427)","(9.0, 17.5, 17.227272727272727)","(3.0, 3.45, 3.4094594594594594)","(5.0, 5.8, 5.692307692307692)","(18.0, 30.0, 31.575757575757574)","(17.0, 21.0, 19.666666666666668)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:40.813058,"(5.5, 8.6, 8.489655172413793)","(20.0, 28.0, 25.57142857142857)","(9.0, 17.5, 17.25)","(3.0, 3.45, 3.4105263157894736)","(5.0, 5.8, 5.68)","(18.0, 34.0, 31.575757575757574)","(17.0, 21.0, 19.666666666666668)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:42.110594,"(5.5, 8.6, 8.464)","(20.0, 28.0, 25.57142857142857)","(9.0, 17.5, 16.423076923076923)","(3.0, 3.45, 3.3777777777777778)","(5.0, 5.8, 5.76)","(18.0, 34.0, 31.575757575757574)","(17.0, 21.0, 19.666666666666668)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:43.347800,"(5.5, 8.6, 8.192)","(20.0, 28.0, 25.57142857142857)","(9.0, 16.5, 16.423076923076923)","(3.0, 3.4, 3.3555555555555556)","(5.0, 6.0, 5.92)","(18.0, 34.0, 31.575757575757574)","(17.0, 21.0, 21.741935483870968)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:44.582797,"(5.5, 8.6, 8.075)","(20.0, 28.0, 25.57142857142857)","(9.0, 16.5, 16.423076923076923)","(3.0, 3.4, 3.3714285714285714)","(5.0, 6.0, 5.929411764705883)","(18.0, 34.0, 31.83783783783784)","(17.0, 24.0, 21.8)","(3.7, 4.4, 4.305555555555555)"
16-12-2022 13:46:45.863460,"(5.5, 8.4, 7.914285714285715)","(20.0, 28.0, 25.8125)","(9.0, 16.5, 16.423076923076923)","(3.0, 3.4, 3.3846153846153846)","(5.0, 6.0, 5.9625)","(18.0, 34.0, 31.83783783783784)","(17.0, 24.0, 21.8)","(3.7, 4.4, 4.3062499999999995)"
16-12-2022 13:46:47.163028,"(5.5, 8.4, 8.314285714285715)","(20.0, 28.0, 25.8125)","(9.0, 16.5, 16.423076923076923)","(3.0, 3.4, 3.4045454545454548)","(5.0, 6.0, 6.006451612903226)","(18.0, 34.0, 31.785714285714285)","(17.0, 22.0, 20.857142857142858)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:48.643878,"(5.5, 8.2, 8.142857142857142)","(20.0, 28.0, 25.57142857142857)","(9.0, 16.5, 16.38235294117647)","(3.0, 3.45, 3.415)","(5.0, 6.2, 5.977777777777778)","(18.0, 32.0, 31.363636363636363)","(17.0, 21.0, 20.714285714285715)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:50.081207,"(5.5, 8.2, 8.142857142857142)","(20.0, 28.0, 25.5)","(9.0, 16.5, 16.38235294117647)","(3.0, 3.45, 3.4189655172413795)","(5.0, 6.2, 6.1421052631578945)","(18.0, 32.0, 31.25)","(17.0, 21.0, 19.5)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:51.416250,"(5.5, 8.2, 7.909090909090909)","(20.0, 28.0, 25.692307692307693)","(9.0, 16.5, 16.38235294117647)","(3.0, 3.45, 3.416666666666667)","(5.0, 6.2, 5.942857142857143)","(18.0, 32.0, 31.25)","(17.0, 21.0, 19.5)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:52.741324,"(5.5, 8.2, 8.049999999999999)","(20.0, 28.0, 25.5)","(9.0, 16.5, 16.38235294117647)","(3.0, 3.45, 3.396153846153846)","(5.0, 6.2, 5.9)","(18.0, 32.0, 31.333333333333332)","(17.0, 21.0, 19.433333333333334)","(3.7, 4.4, 4.3062499999999995)"
16-12-2022 13:46:54.023924,"(5.5, 8.0, 7.925)","(20.0, 28.0, 25.5)","(9.0, 16.5, 16.38235294117647)","(3.0, 3.5, 3.4775)","(5.0, 6.0, 5.868)","(18.0, 32.0, 31.333333333333332)","(17.0, 22.0, 18.0)","(3.7, 4.4, 4.3062499999999995)"
16-12-2022 13:46:55.284377,"(5.5, 8.0, 7.748387096774193)","(20.0, 28.0, 26.782608695652172)","(9.0, 16.5, 16.433333333333334)","(3.0, 3.5, 3.418181818181818)","(5.0, 6.0, 6.015384615384615)","(18.0, 32.0, 31.333333333333332)","(17.0, 21.0, 18.77777777777778)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:56.541906,"(5.5, 8.0, 7.726315789473684)","(20.0, 28.0, 25.555555555555557)","(9.0, 16.5, 16.433333333333334)","(3.0, 3.5, 3.488888888888889)","(5.0, 6.2, 6.015384615384615)","(18.0, 32.0, 31.333333333333332)","(17.0, 19.0, 18.666666666666668)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:57.830723,"(5.5, 8.0, 7.726315789473684)","(20.0, 28.0, 25.555555555555557)","(9.0, 16.5, 16.433333333333334)","(3.0, 3.5, 3.489655172413793)","(5.0, 6.2, 5.968181818181819)","(18.0, 32.0, 31.333333333333332)","(17.0, 19.0, 18.22222222222222)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:46:59.104923,"(5.5, 8.0, 7.7043478260869565)","(20.0, 28.0, 25.555555555555557)","(9.0, 16.5, 16.955882352941178)","(3.0, 3.5, 3.507142857142857)","(5.0, 6.2, 5.888888888888888)","(18.0, 32.0, 31.333333333333332)","(17.0, 19.0, 18.517241379310345)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:47:00.447252,"(5.5, 8.0, 7.692307692307692)","(20.0, 28.0, 25.41176470588235)","(9.0, 17.0, 16.9)","(3.0, 3.55, 3.485)","(5.0, 6.2, 5.888888888888888)","(18.0, 32.0, 31.333333333333332)","(17.0, 19.0, 18.517241379310345)","(3.7, 4.4, 4.331818181818182)"
16-12-2022 13:47:01.799080,"(5.5, 8.0, 7.685714285714285)","(20.0, 28.0, 25.41176470588235)","(9.0, 17.0, 16.894736842105264)","(3.0, 3.5, 3.47)","(5.0, 6.2, 5.870588235294117)","(18.0, 32.0, 31.1)","(17.0, 19.0, 21.0)","(3.7, 4.4, 4.3062499999999995)"
16-12-2022 13:47:03.297644,"(5.5, 8.0, 7.5285714285714285)","(20.0, 28.0, 25.41176470588235)","(10.0, 17.0, 16.894736842105264)","(2.9, 3.5, 3.4870967741935486)","(5.0, 6.0, 5.858823529411764)","(19.0, 32.0, 31.423076923076923)","(16.0, 23.0, 21.529411764705884)","(3.6, 4.4, 4.3062499999999995)"
16-12-2022 13:47:04.718973,"(5.5, 8.0, 7.5285714285714285)","(20.0, 28.0, 25.555555555555557)","(10.0, 17.0, 16.91304347826087)","(2.9, 3.5, 3.444642857142857)","(5.0, 6.0, 5.883333333333334)","(19.0, 32.0, 31.423076923076923)","(16.0, 23.0, 20.857142857142858)","(3.6, 4.4, 4.329166666666667)"
16-12-2022 13:47:06.059966,"(5.5, 8.0, 7.703703703703703)","(20.0, 28.0, 25.555555555555557)","(10.0, 17.0, 17.442307692307693)","(2.9, 3.45, 3.440909090909091)","(5.0, 5.9, 5.871428571428572)","(19.0, 32.0, 31.423076923076923)","(16.0, 23.0, 20.857142857142858)","(3.6, 4.4, 4.331818181818182)"
16-12-2022 13:47:07.374496,"(5.5, 8.0, 7.703703703703703)","(20.0, 28.0, 25.555555555555557)","(10.0, 17.5, 17.442307692307693)","(2.9, 3.45, 3.441891891891892)","(5.0, 5.9, 5.875)","(19.0, 32.0, 31.423076923076923)","(16.0, 23.0, 20.857142857142858)","(3.6, 4.4, 4.331818181818182)"
16-12-2022 13:47:08.635013,"(5.5, 8.0, 7.544827586206897)","(20.0, 28.0, 25.555555555555557)","(10.0, 17.5, 17.46)","(2.9, 3.45, 3.435)","(5.0, 5.9, 5.828571428571428)","(19.0, 32.0, 31.423076923076923)","(16.0, 23.0, 20.954545454545453)","(3.6, 4.4, 4.358333333333333)"
16-12-2022 13:47:09.909989,"(5.5, 7.8, 7.425000000000001)","(20.0, 28.0, 25.41176470588235)","(10.0, 17.5, 17.46)","(2.9, 3.45, 3.441891891891892)","(5.0, 6.2, 5.938461538461539)","(19.0, 32.0, 31.285714285714285)","(16.0, 23.0, 20.954545454545453)","(3.6, 4.4, 4.307142857142857)"
16-12-2022 13:47:11.322662,"(5.5, 7.8, 7.325)","(20.0, 28.0, 25.41176470588235)","(10.0, 17.5, 17.416666666666668)","(2.9, 3.45, 3.441666666666667)","(5.0, 6.2, 5.931578947368421)","(19.0, 32.0, 31.62962962962963)","(16.0, 23.0, 21.55357142857143)","(3.6, 4.4, 4.305555555555555)"
16-12-2022 13:47:12.798979,"(5.5, 7.4, 6.896)","(20.0, 28.0, 25.555555555555557)","(10.0, 17.5, 17.38888888888889)","(2.9, 3.45, 3.468421052631579)","(5.0, 6.2, 5.923076923076923)","(19.0, 32.0, 31.62962962962963)","(16.0, 23.0, 20.5)","(3.6, 4.4, 4.34)"
16-12-2022 13:47:14.098108,"(5.5, 7.4, 7.076923076923077)","(20.0, 28.0, 25.555555555555557)","(10.0, 17.5, 17.38888888888889)","(2.9, 3.5, 3.4727272727272727)","(5.0, 6.0, 5.9)","(19.0, 32.0, 31.62962962962963)","(16.0, 21.0, 20.857142857142858)","(3.6, 4.4, 4.34)"
16-12-2022 13:47:15.441489,"(5.5, 7.4, 7.066666666666666)","(20.0, 28.0, 25.555555555555557)","(10.0, 17.5, 17.8)","(2.9, 3.5, 3.4529411764705884)","(5.0, 6.0, 5.847619047619047)","(19.0, 32.0, 31.62962962962963)","(16.0, 21.0, 20.857142857142858)","(3.6, 4.4, 4.34)"
16-12-2022 13:47:16.718004,"(5.5, 7.4, 7.066666666666666)","(20.0, 28.0, 25.555555555555557)","(10.0, 18.0, 17.846153846153847)","(2.9, 3.5, 3.4692307692307693)","(5.0, 6.0, 5.858823529411764)","(19.0, 32.0, 31.62962962962963)","(16.0, 21.0, 21.26086956521739)","(3.6, 4.4, 4.34)"
16-12-2022 13:47:17.894681,"(5.5, 7.2, 7.015625)","(20.0, 28.0, 25.555555555555557)","(10.0, 18.0, 17.846153846153847)","(2.9, 3.5, 3.4902439024390244)","(5.0, 6.0, 5.8625)","(19.0, 32.0, 31.62962962962963)","(16.0, 23.0, 21.736842105263158)","(3.6, 4.4, 4.321052631578947)"
16-12-2022 13:47:19.096654,"(5.5, 7.2, 6.852941176470588)","(20.0, 28.0, 26.0)","(10.0, 18.0, 17.166666666666668)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.0, 5.886956521739131)","(19.0, 32.0, 31.6875)","(16.0, 23.0, 21.736842105263158)","(3.6, 4.4, 4.3062499999999995)"
16-12-2022 13:47:20.351144,"(5.5, 7.2, 6.81311475409836)","(20.0, 28.0, 24.0)","(10.0, 17.5, 17.433333333333334)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 6.050000000000001)","(19.0, 32.0, 31.696969696969695)","(16.0, 23.0, 21.764705882352942)","(3.6, 4.4, 4.305555555555555)"
16-12-2022 13:47:21.607366,"(5.5, 7.2, 6.812307692307692)","(20.0, 24.0, 23.8)","(10.0, 17.5, 17.44736842105263)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 6.035)","(19.0, 32.0, 31.696969696969695)","(16.0, 23.0, 20.428571428571427)","(3.6, 4.4, 4.342307692307692)"
16-12-2022 13:47:22.927608,"(5.5, 7.2, 7.014705882352941)","(20.0, 24.0, 23.8)","(10.0, 17.5, 17.214285714285715)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 5.99375)","(19.0, 32.0, 31.696969696969695)","(16.0, 23.0, 20.428571428571427)","(3.6, 4.4, 4.342307692307692)"
16-12-2022 13:47:24.219885,"(5.5, 7.2, 6.8062499999999995)","(20.0, 24.0, 23.8)","(10.0, 17.5, 17.333333333333332)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 6.0680000000000005)","(19.0, 32.0, 31.696969696969695)","(16.0, 23.0, 20.428571428571427)","(3.6, 4.4, 4.342307692307692)"
16-12-2022 13:47:25.455200,"(5.5, 7.2, 6.8062499999999995)","(20.0, 24.0, 23.8)","(10.0, 17.5, 17.2)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 6.0680000000000005)","(19.0, 32.0, 31.696969696969695)","(16.0, 23.0, 20.428571428571427)","(3.6, 4.4, 4.342307692307692)"
16-12-2022 13:47:26.898911,"(5.5, 7.2, 6.8062499999999995)","(20.0, 24.0, 23.842105263157894)","(10.0, 17.5, 16.833333333333332)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 6.04)","(19.0, 32.0, 31.696969696969695)","(16.0, 23.0, 20.428571428571427)","(3.6, 4.4, 4.334782608695652)"
16-12-2022 13:47:28.108723,"(5.5, 7.2, 6.836538461538462)","(20.0, 24.0, 23.842105263157894)","(10.0, 17.0, 16.785714285714285)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 6.0181818181818185)","(19.0, 32.0, 31.696969696969695)","(16.0, 23.0, 21.91304347826087)","(3.6, 4.4, 4.334782608695652)"
16-12-2022 13:47:29.398132,"(5.5, 7.2, 7.0137931034482754)","(20.0, 24.0, 23.571428571428573)","(10.0, 17.5, 17.0)","(2.9, 3.5, 3.48974358974359)","(5.0, 6.2, 6.033333333333333)","(19.0, 32.0, 31.696969696969695)","(16.0, 22.0, 22.275862068965516)","(3.6, 4.4, 4.3464285714285715)"
16-12-2022 13:47:30.601527,"(5.5, 7.2, 7.0137931034482754)","(20.0, 24.0, 23.571428571428573)","(10.0, 17.5, 17.055555555555557)","(2.9, 3.5, 3.540322580645161)","(5.0, 6.2, 6.050000000000001)","(19.0, 32.0, 35.111111111111114)","(16.0, 23.0, 21.25)","(3.6, 4.4, 4.352380952380953)"
16-12-2022 13:47:31.759524,"(5.5, 7.0, 6.921428571428572)","(20.0, 27.0, 25.5)","(10.0, 17.5, 16.9375)","(2.9, 3.55, 3.565625)","(5.0, 6.2, 5.928571428571429)","(19.0, 36.0, 34.72727272727273)","(16.0, 23.0, 21.25)","(3.6, 4.4, 4.345945945945946)"
16-12-2022 13:47:32.895407,"(5.5, 7.0, 6.95)","(20.0, 27.0, 25.0)","(10.0, 17.0, 14.0)","(2.9, 3.6, 3.4642857142857144)","(5.0, 6.0, 6.140000000000001)","(19.0, 36.0, 34.22222222222222)","(16.0, 23.0, 22.0)","(3.6, 4.4, 4.428)"
16-12-2022 13:47:34.057800,"(5.5, 7.2, 7.032432432432432)","(20.0, 27.0, 25.666666666666668)","(10.0, 14.5, 13.642857142857142)","(2.9, 3.5, 3.46)","(5.0, 6.2, 6.22608695652174)","(19.0, 36.0, 34.06896551724138)","(16.0, 23.0, 22.0)","(3.6, 4.5, 4.413793103448276)"
16-12-2022 13:47:35.199065,"(5.5, 7.2, 7.048484848484849)","(20.0, 27.0, 26.142857142857142)","(10.0, 14.0, 13.642857142857142)","(2.9, 3.5, 3.46)","(5.0, 6.4, 6.2250000000000005)","(19.0, 36.0, 34.06896551724138)","(16.0, 23.0, 22.0)","(3.6, 4.5, 4.365116279069768)"
16-12-2022 13:47:36.298406,"(5.5, 7.2, 7.048484848484849)","(20.0, 27.0, 26.7)","(10.0, 14.0, 13.4)","(2.9, 3.5, 3.4545454545454546)","(5.0, 6.4, 6.129411764705883)","(19.0, 36.0, 34.06896551724138)","(16.0, 23.0, 22.0)","(3.6, 4.5, 4.470833333333333)"
16-12-2022 13:47:37.476163,"(5.5, 7.2, 7.042105263157895)","(20.0, 27.0, 26.57142857142857)","(10.0, 13.5, 13.4)","(2.9, 3.5, 3.4545454545454546)","(5.0, 6.2, 6.129411764705883)","(19.0, 36.0, 34.06896551724138)","(16.0, 23.0, 22.0)","(3.6, 4.5, 4.470833333333333)"
16-12-2022 13:47:38.728393,"(5.5, 7.4, 7.266666666666667)","(20.0, 27.0, 26.75)","(10.0, 13.5, 13.4)","(2.9, 3.45, 3.4359375)","(5.0, 6.2, 6.078260869565217)","(19.0, 36.0, 34.06896551724138)","(16.0, 23.0, 22.57142857142857)","(3.6, 4.6, 4.5456521739130435)"
16-12-2022 13:47:39.904506,"(5.5, 7.6, 7.426666666666667)","(20.0, 27.0, 26.75)","(10.0, 13.5, 13.222222222222221)","(2.9, 3.45, 3.421875)","(5.0, 6.2, 6.078260869565217)","(19.0, 36.0, 34.06896551724138)","(16.0, 23.0, 21.8)","(3.6, 4.6, 4.5456521739130435)"
16-12-2022 13:47:41.043232,"(5.5, 7.6, 7.41)","(20.0, 27.0, 26.75)","(10.0, 13.5, 13.40909090909091)","(2.9, 3.45, 3.421875)","(5.0, 6.2, 6.078260869565217)","(19.0, 36.0, 34.06896551724138)","(16.0, 22.0, 21.8)","(3.6, 4.6, 4.5456521739130435)"
16-12-2022 13:47:42.199337,"(5.5, 7.6, 7.427027027027027)","(20.0, 27.0, 26.75)","(10.0, 13.5, 13.40909090909091)","(2.9, 3.45, 3.398936170212766)","(5.0, 6.2, 6.375257731958763)","(19.0, 36.0, 34.06896551724138)","(16.0, 22.0, 21.6)","(3.6, 4.6, 4.548979591836734)"
16-12-2022 13:47:43.308003,"(5.5, 7.6, 7.425000000000001)","(20.0, 27.0, 26.357142857142858)","(10.0, 13.5, 12.954545454545455)","(2.9, 3.45, 3.3825)","(5.0, 6.4, 6.461224489795918)","(21.0, 36.0, 34.06896551724138)","(16.0, 22.0, 21.6)","(3.6, 4.6, 4.5390243902439025)"
16-12-2022 13:47:44.473318,"(5.5, 7.6, 7.463636363636364)","(20.0, 27.0, 26.75)","(10.0, 13.5, 13.0)","(2.9, 3.4, 3.3825)","(5.0, 6.6, 6.4762589928057555)","(21.0, 36.0, 34.06896551724138)","(16.0, 22.0, 21.8)","(3.6, 4.6, 4.534210526315789)"
16-12-2022 13:47:45.680128,"(5.5, 7.6, 7.410909090909091)","(20.0, 27.0, 26.625)","(10.0, 13.5, 13.0)","(2.9, 3.4, 3.3825)","(5.0, 6.6, 6.468531468531468)","(21.0, 36.0, 33.76)","(16.0, 22.0, 21.423076923076923)","(3.6, 4.6, 4.675925925925926)"
16-12-2022 13:47:46.948814,"(5.5, 7.6, 7.4)","(20.0, 27.0, 26.625)","(10.0, 13.5, 12.833333333333334)","(2.9, 3.4, 3.3685714285714288)","(5.0, 6.6, 6.468531468531468)","(21.0, 36.0, 32.18181818181818)","(16.0, 22.0, 19.875)","(3.6, 4.7, 4.671052631578948)"
16-12-2022 13:47:48.098024,"(5.5, 7.6, 7.407407407407407)","(20.0, 27.0, 26.625)","(10.0, 13.5, 12.833333333333334)","(2.9, 3.4, 3.3685714285714288)","(5.0, 6.6, 6.4762589928057555)","(21.0, 36.0, 32.6)","(16.0, 21.0, 20.0)","(3.6, 4.7, 4.671052631578948)"
16-12-2022 13:47:49.138148,"(5.5, 7.6, 7.407407407407407)","(20.0, 27.0, 26.57142857142857)","(10.0, 13.5, 12.833333333333334)","(2.9, 3.4, 3.3685714285714288)","(5.0, 6.6, 6.4762589928057555)","(21.0, 36.0, 32.6)","(16.0, 21.0, 19.75)","(3.8, 4.7, 4.671052631578948)"
16-12-2022 13:47:50.239585,"(5.5, 7.6, 7.407407407407407)","(20.0, 27.0, 26.8)","(10.0, 13.5, 12.833333333333334)","(2.9, 3.4, 3.3765625)","(5.0, 6.6, 6.4762589928057555)","(21.0, 36.0, 32.6)","(16.0, 21.0, 19.666666666666668)","(3.8, 4.7, 4.671052631578948)"
16-12-2022 13:47:51.385916,"(5.5, 7.4, 7.271428571428571)","(20.0, 27.0, 26.81818181818182)","(10.0, 13.5, 12.833333333333334)","(2.9, 3.4, 3.3793103448275863)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 21.0, 19.6875)","(3.8, 4.7, 4.671052631578948)"
16-12-2022 13:47:52.508843,"(5.5, 7.4, 7.275)","(20.0, 27.0, 26.666666666666668)","(10.0, 13.5, 12.87037037037037)","(2.9, 3.4, 3.3925531914893616)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 21.0, 19.75)","(3.8, 4.7, 4.679591836734694)"
16-12-2022 13:47:53.659399,"(5.5, 7.4, 7.270588235294118)","(20.0, 27.0, 26.833333333333332)","(10.0, 13.5, 12.69047619047619)","(2.9, 3.45, 3.3826923076923077)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 21.0, 21.5)","(3.8, 4.7, 4.680952380952381)"
16-12-2022 13:47:54.801827,"(5.5, 7.6, 7.324137931034483)","(20.0, 27.0, 26.666666666666668)","(10.0, 13.5, 12.892857142857142)","(2.9, 3.4, 3.3783333333333334)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 22.0, 20.636363636363637)","(3.8, 4.7, 4.673333333333334)"
16-12-2022 13:47:55.824726,"(5.5, 7.6, 7.324137931034483)","(20.0, 27.0, 26.81818181818182)","(10.0, 13.5, 12.892857142857142)","(2.9, 3.4, 3.3783333333333334)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 22.0, 20.571428571428573)","(3.8, 4.7, 4.669620253164557)"
16-12-2022 13:47:56.841561,"(5.5, 7.6, 7.324137931034483)","(20.0, 27.0, 26.666666666666668)","(10.0, 13.5, 13.023809523809524)","(2.9, 3.4, 3.369767441860465)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 21.0, 20.625)","(3.8, 4.7, 4.672727272727273)"
16-12-2022 13:47:57.970999,"(5.5, 7.6, 7.3538461538461535)","(20.0, 27.0, 26.666666666666668)","(10.0, 13.5, 13.023809523809524)","(2.9, 3.4, 3.369767441860465)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 21.0, 20.625)","(3.8, 4.7, 4.672727272727273)"
16-12-2022 13:47:59.091280,"(5.5, 7.6, 7.3538461538461535)","(20.0, 27.0, 26.81818181818182)","(10.0, 13.5, 13.023809523809524)","(2.9, 3.4, 3.37125)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 21.0, 20.785714285714285)","(3.8, 4.7, 4.671084337349398)"
16-12-2022 13:48:00.120975,"(5.5, 7.4, 7.311111111111112)","(20.0, 27.0, 26.666666666666668)","(10.0, 13.5, 13.023809523809524)","(2.9, 3.4, 3.3765625)","(5.0, 6.6, 6.472340425531915)","(21.0, 36.0, 32.6)","(16.0, 21.0, 20.833333333333332)","(3.8, 4.7, 4.6692307692307695)"
16-12-2022 13:48:01.258923,"(5.5, 7.4, 7.137142857142857)","(20.0, 27.0, 26.8)","(10.0, 13.5, 13.166666666666666)","(2.9, 3.4, 3.373214285714286)","(5.0, 6.6, 6.463291139240506)","(21.0, 36.0, 33.05882352941177)","(16.0, 21.0, 20.833333333333332)","(3.8, 4.7, 4.673333333333334)"
16-12-2022 13:48:02.348006,"(5.5, 7.2, 7.165517241379311)","(20.0, 27.0, 26.866666666666667)","(10.0, 13.5, 13.551724137931034)","(2.9, 3.4, 3.3848484848484848)","(5.0, 6.6, 6.16056338028169)","(21.0, 34.0, 32.476190476190474)","(16.0, 21.0, 20.625)","(3.8, 4.7, 4.715625)"
16-12-2022 13:48:03.484995,"(5.5, 7.4, 7.279166666666667)","(20.0, 27.0, 26.9)","(10.0, 14.0, 14.142857142857142)","(2.9, 3.4, 3.3848484848484848)","(5.0, 6.2, 6.133333333333334)","(21.0, 34.0, 31.79310344827586)","(16.0, 21.0, 20.027027027027028)","(3.8, 4.8, 4.714705882352941)"
16-12-2022 13:48:04.580315,"(5.5, 7.4, 7.279166666666667)","(20.0, 27.0, 26.9)","(10.0, 14.5, 14.342105263157894)","(2.9, 3.4, 3.3814814814814813)","(5.0, 6.2, 6.121621621621622)","(21.0, 34.0, 32.0)","(16.0, 21.0, 19.896551724137932)","(3.8, 4.8, 4.73763440860215)"
16-12-2022 13:48:05.733495,"(5.5, 7.4, 7.279166666666667)","(20.0, 27.0, 26.9)","(10.0, 14.5, 15.392857142857142)","(2.9, 3.4, 3.3772727272727274)","(5.0, 6.2, 6.1084337349397595)","(21.0, 34.0, 32.0)","(16.0, 21.0, 19.8)","(3.8, 4.8, 4.666666666666667)"
16-12-2022 13:48:06.950731,"(5.5, 7.4, 7.254545454545455)","(20.0, 27.0, 26.9)","(10.0, 15.5, 15.296296296296296)","(2.9, 3.4, 3.4171641791044776)","(5.0, 6.2, 6.115151515151515)","(21.0, 34.0, 31.857142857142858)","(16.0, 20.0, 19.115384615384617)","(3.8, 4.7, 4.592957746478873)"
16-12-2022 13:48:08.011879,"(5.5, 7.4, 7.224390243902439)","(20.0, 27.0, 26.9)","(10.0, 15.5, 15.092592592592592)","(2.9, 3.45, 3.4171641791044776)","(5.0, 6.2, 6.115151515151515)","(21.0, 34.0, 31.677419354838708)","(16.0, 19.5, 19.080645161290324)","(3.8, 4.6, 4.622448979591836)"
16-12-2022 13:48:09.058501,"(5.5, 7.4, 7.257142857142857)","(20.0, 27.0, 26.9)","(10.0, 15.5, 15.107142857142858)","(2.9, 3.45, 3.4166666666666665)","(5.0, 6.2, 6.115151515151515)","(21.0, 34.0, 31.79310344827586)","(16.0, 19.5, 17.928571428571427)","(3.8, 4.7, 4.626315789473685)"
16-12-2022 13:48:10.181499,"(5.5, 7.4, 7.32)","(20.0, 27.0, 26.9)","(10.0, 15.5, 15.208333333333334)","(2.9, 3.45, 3.44375)","(5.0, 6.2, 6.132558139534884)","(21.0, 34.0, 31.79310344827586)","(16.0, 18.0, 17.10843373493976)","(3.8, 4.7, 4.6292682926829265)"
16-12-2022 13:48:11.306157,"(5.5, 7.4, 7.3463414634146345)","(20.0, 27.0, 26.9)","(10.0, 15.5, 15.320512820512821)","(2.9, 3.45, 3.446875)","(5.0, 6.2, 6.148780487804878)","(21.0, 34.0, 31.733333333333334)","(16.0, 18.0, 17.296296296296298)","(3.8, 4.7, 4.6292682926829265)"
16-12-2022 13:48:12.431481,"(5.5, 7.4, 7.316666666666667)","(20.0, 27.0, 26.9)","(10.0, 15.5, 14.961538461538462)","(2.9, 3.5, 3.446875)","(5.0, 6.2, 6.148780487804878)","(21.0, 34.0, 31.733333333333334)","(16.0, 17.5, 17.15625)","(3.8, 4.7, 4.6292682926829265)"
16-12-2022 13:48:13.602307,"(5.5, 7.4, 7.316666666666667)","(20.0, 27.0, 26.9)","(10.0, 15.5, 15.23076923076923)","(2.9, 3.5, 3.446875)","(5.0, 6.2, 6.120879120879121)","(21.0, 34.0, 31.79310344827586)","(14.0, 17.5, 16.545454545454547)","(3.8, 4.7, 4.639583333333333)"
16-12-2022 13:48:14.726879,"(5.5, 7.4, 7.316666666666667)","(20.0, 27.0, 26.9)","(10.0, 15.5, 15.475)","(2.9, 3.5, 3.4707692307692306)","(5.0, 6.2, 6.120879120879121)","(21.0, 34.0, 31.529411764705884)","(14.0, 17.0, 16.282608695652172)","(3.8, 4.7, 4.645283018867924)"
