,Tuta Yankee,Alvey,Terrys Toil,Roulette,Specified,Fogelberg,Chase A Lot,Ringbark Road
89,"[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 40, 161158), 1.6, 2.24]"
90,"[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 41, 292571), 1.6, 2.24]"
91,"[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 42, 428593), 1.6, 2.24]"
92,"[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 43, 568799), 1.6, 2.24]"
93,"[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 44, 712046), 1.6, 2.24]"
94,"[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 45, 834436), 1.6, 2.24]"
95,"[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 46, 962425), 1.6, 2.24]"
96,"[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 48, 87723), 1.6, 2.24]"
97,"[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 49, 220856), 1.6, 2.24]"
98,"[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 50, 353477), 1.6, 2.24]"
99,"[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 51, 496678), 1.6, 2.24]"
100,"[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 52, 637517), 1.6, 2.24]"
101,"[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 53, 781708), 1.6, 2.24]"
102,"[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 54, 935377), 1.6, 2.24]"
103,"[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 56, 76006), 1.6, 2.24]"
104,"[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 57, 214391), 1.6, 2.22]"
105,"[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 58, 355656), 1.6, 2.2]"
106,"[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 37, 59, 486606), 1.6, 2.2]"
107,"[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 0, 623460), 1.6, 2.2]"
108,"[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 1, 765539), 1.6, 2.2]"
109,"[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 2, 904163), 1.6, 2.2]"
110,"[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 4, 101705), 1.6, 2.2]"
111,"[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 5, 317917), 1.6, 2.18]"
112,"[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 6, 481607), 1.6, 2.18]"
113,"[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 7, 646106), 1.6, 2.18]"
114,"[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 8, 777051), 1.6, 2.18]"
115,"[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 8.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 9, 920195), 1.6, 2.18]"
116,"[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 11, 65104), 1.6, 2.18]"
117,"[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 12, 203386), 1.6, 2.18]"
118,"[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 13, 329496), 1.6, 2.18]"
119,"[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 14, 465688), 1.6, 2.18]"
120,"[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 15, 592292), 1.6, 2.18]"
121,"[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 16, 722974), 1.6, 2.18]"
122,"[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 17, 852474), 1.6, 2.18]"
123,"[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 18, 979939), 1.6, 2.18]"
124,"[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 20, 110540), 1.6, 2.18]"
125,"[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 21, 237806), 1.6, 2.18]"
126,"[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 22, 367292), 1.6, 2.18]"
127,"[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 23, 493140), 1.6, 2.18]"
128,"[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 24, 622846), 1.6, 2.18]"
129,"[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 26.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 38, 25, 742715), 1.6, 2.18]"
