,Aston Autumn,Aussie Bullseye,Fly Slip,Twister Giblet,Creditor,Jamilla Bale,Ranger Ricksen,Why Not Emily
10-01-2023 13:44:54.441053,"(2.7, 3.6, 3.52)","(14.0, 34.0, 27.833333333333336)","(4.8, 8.0, 6.7)","(31.0, 130.0, 42.72727272727273)","(2.6, 4.5, 3.6666666666666665)","(26.0, 90.0, 39.6)","(4.8, 6.4, 6.277777777777779)","(51.0, 290.0, 80.85714285714286)"
10-01-2023 13:44:55.780955,"(2.7, 3.6, 3.52)","(14.0, 34.0, 27.833333333333336)","(4.8, 8.0, 6.7)","(31.0, 130.0, 42.72727272727273)","(2.6, 4.5, 3.6666666666666665)","(26.0, 90.0, 39.6)","(4.8, 6.4, 6.277777777777779)","(51.0, 290.0, 76.5)"
10-01-2023 13:44:57.153477,"(2.7, 3.6, 3.52)","(14.0, 34.0, 27.833333333333336)","(4.8, 8.0, 6.7)","(31.0, 130.0, 42.72727272727273)","(2.6, 4.5, 3.6666666666666665)","(26.0, 90.0, 39.6)","(4.8, 6.4, 6.277777777777779)","(51.0, 290.0, 76.5)"
10-01-2023 13:44:58.519197,"(2.7, 3.6, 3.52)","(14.0, 34.0, 27.833333333333336)","(4.8, 8.0, 6.7)","(31.0, 130.0, 42.72727272727273)","(2.6, 4.5, 3.6666666666666665)","(26.0, 90.0, 39.6)","(4.8, 6.4, 6.277777777777779)","(51.0, 290.0, 76.5)"
10-01-2023 13:44:59.920698,"(2.7, 3.6, 3.52)","(14.0, 34.0, 27.833333333333336)","(4.8, 8.0, 6.7)","(31.0, 130.0, 48.33333333333333)","(2.6, 4.5, 4.236111111111111)","(26.0, 90.0, 39.6)","(4.8, 6.4, 6.277777777777779)","(51.0, 290.0, 76.5)"
10-01-2023 13:45:01.218127,"(2.7, 3.6, 3.52)","(14.0, 34.0, 27.833333333333336)","(4.8, 8.0, 6.7)","(31.0, 130.0, 48.33333333333333)","(2.6, 4.5, 4.341666666666667)","(26.0, 90.0, 39.6)","(4.8, 6.4, 6.2625)","(51.0, 290.0, 76.5)"
10-01-2023 13:45:02.387009,"(2.7, 3.6, 3.52)","(14.0, 34.0, 27.833333333333336)","(4.8, 8.0, 6.7)","(31.0, 130.0, 67.2)","(2.6, 4.5, 4.416666666666667)","(26.0, 90.0, 56.5)","(4.8, 6.4, 6.2625)","(51.0, 290.0, 222.0)"
10-01-2023 13:45:03.661207,"(2.7, 3.6, 3.52)","(14.0, 32.0, 19.9)","(4.8, 8.0, 6.7)","(31.0, 120.0, 67.2)","(2.6, 4.5, 4.416666666666667)","(26.0, 85.0, 61.09090909090909)","(4.8, 6.4, 6.2625)","(51.0, 280.0, 246.8571428571429)"
10-01-2023 13:45:04.917667,"(2.7, 3.6, 3.52)","(14.0, 32.0, 19.9)","(4.8, 8.0, 6.7)","(31.0, 120.0, 67.2)","(2.6, 4.5, 4.416666666666667)","(26.0, 80.0, 61.09090909090909)","(4.8, 6.4, 6.2625)","(51.0, 280.0, 228.44444444444446)"
10-01-2023 13:45:06.074613,"(2.7, 3.6, 3.52)","(14.0, 32.0, 19.9)","(4.8, 8.0, 6.7)","(31.0, 120.0, 67.2)","(2.6, 4.5, 4.416666666666667)","(26.0, 80.0, 63.45454545454545)","(4.8, 6.4, 6.2625)","(51.0, 280.0, 246.8571428571429)"
10-01-2023 13:45:07.225263,"(2.7, 3.6, 3.294117647058824)","(14.0, 32.0, 18.369565217391305)","(4.8, 8.0, 6.7)","(31.0, 120.0, 67.2)","(2.6, 4.5, 4.358333333333333)","(26.0, 80.0, 63.45454545454545)","(4.8, 6.4, 6.2625)","(51.0, 280.0, 262.1538461538462)"
10-01-2023 13:45:08.470808,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 18.369565217391305)","(4.8, 8.0, 7.479166666666667)","(31.0, 120.0, 67.2)","(2.6, 4.5, 4.358333333333333)","(26.0, 80.0, 58.652173913043484)","(4.8, 6.4, 5.8133333333333335)","(51.0, 280.0, 262.1538461538462)"
10-01-2023 13:45:09.796612,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 18.369565217391305)","(4.8, 8.0, 7.4523809523809526)","(31.0, 120.0, 42.4)","(2.6, 4.5, 4.419811320754717)","(26.0, 75.0, 54.111111111111114)","(4.8, 6.4, 5.825)","(51.0, 280.0, 262.1538461538462)"
10-01-2023 13:45:11.047147,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 18.782608695652172)","(4.8, 8.0, 7.5)","(31.0, 110.0, 42.4)","(2.6, 4.5, 4.318181818181818)","(26.0, 75.0, 54.111111111111114)","(4.8, 6.2, 5.825)","(51.0, 280.0, 262.1538461538462)"
10-01-2023 13:45:12.330334,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 18.782608695652172)","(4.8, 8.0, 8.326086956521738)","(31.0, 110.0, 42.4)","(2.6, 4.5, 4.318181818181818)","(26.0, 75.0, 54.111111111111114)","(4.8, 6.2, 5.825)","(51.0, 280.0, 262.1538461538462)"
10-01-2023 13:45:13.617221,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 18.782608695652172)","(4.8, 9.0, 8.326086956521738)","(31.0, 110.0, 54.666666666666664)","(2.6, 4.5, 4.406976744186046)","(26.0, 75.0, 58.83333333333333)","(4.8, 6.2, 5.825)","(51.0, 280.0, 262.1538461538462)"
10-01-2023 13:45:14.913114,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 18.782608695652172)","(4.8, 8.8, 8.258333333333333)","(31.0, 100.0, 51.333333333333336)","(2.6, 4.5, 4.321428571428571)","(26.0, 65.0, 50.2)","(4.8, 6.2, 5.825)","(51.0, 280.0, 262.1538461538462)"
10-01-2023 13:45:16.264581,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 90.0, 42.875)","(2.6, 4.5, 4.408536585365853)","(26.0, 65.0, 50.2)","(4.8, 6.2, 5.825)","(51.0, 280.0, 252.9230769230769)"
10-01-2023 13:45:17.566656,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 90.0, 44.42857142857143)","(2.6, 4.5, 3.9166666666666665)","(26.0, 65.0, 50.2)","(4.8, 6.2, 5.825)","(51.0, 270.0, 252.9230769230769)"
10-01-2023 13:45:18.914016,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 90.0, 49.4)","(2.6, 4.5, 4.266666666666667)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.825)","(51.0, 270.0, 233.05882352941177)"
10-01-2023 13:45:20.385280,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 90.0, 45.25)","(2.6, 4.5, 4.354166666666667)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.825)","(51.0, 290.0, 155.0)"
10-01-2023 13:45:21.725525,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.354166666666667)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.825)","(51.0, 260.0, 155.0)"
10-01-2023 13:45:23.179146,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.416666666666667)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.825)","(51.0, 260.0, 230.71428571428572)"
10-01-2023 13:45:24.488822,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.416666666666667)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.825)","(51.0, 260.0, 160.0)"
10-01-2023 13:45:25.723524,"(2.7, 3.6, 3.2533333333333334)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.085714285714286)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.319444444444445)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.670588235294118)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:26.980393,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 6.966666666666667)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.269230769230769)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.670588235294118)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:28.228893,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 6.966666666666667)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.3)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.670588235294118)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:29.547415,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 6.966666666666667)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.3)","(26.0, 65.0, 50.769230769230774)","(4.8, 6.2, 5.545)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:30.871100,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 6.966666666666667)","(31.0, 85.0, 45.25)","(2.6, 4.5, 4.3)","(26.0, 65.0, 49.925925925925924)","(4.8, 6.0, 5.627272727272727)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:32.181091,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 6.966666666666667)","(31.0, 85.0, 44.230769230769226)","(2.6, 4.5, 4.041666666666667)","(26.0, 65.0, 49.14285714285714)","(4.8, 5.9, 5.6)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:33.511753,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 6.966666666666667)","(31.0, 85.0, 44.230769230769226)","(2.6, 4.5, 4.041666666666667)","(26.0, 65.0, 49.14285714285714)","(4.8, 5.9, 5.6)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:34.832436,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 6.966666666666667)","(31.0, 85.0, 57.8)","(2.6, 4.5, 4.2)","(26.0, 65.0, 52.15789473684211)","(4.8, 5.9, 5.409090909090909)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:36.185977,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.066666666666666)","(31.0, 75.0, 50.42857142857143)","(2.6, 4.5, 4.2)","(26.0, 55.0, 52.15789473684211)","(4.8, 5.9, 5.409090909090909)","(51.0, 260.0, 220.0)"
10-01-2023 13:45:37.441844,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.066666666666666)","(31.0, 75.0, 50.42857142857143)","(2.6, 4.5, 4.2)","(26.0, 55.0, 37.666666666666664)","(4.8, 5.9, 5.409090909090909)","(51.0, 260.0, 165.0)"
10-01-2023 13:45:38.736487,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 40.55555555555556)","(4.8, 5.9, 5.409090909090909)","(51.0, 270.0, 212.0)"
10-01-2023 13:45:40.075572,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 41.8421052631579)","(4.8, 5.9, 5.409090909090909)","(51.0, 250.0, 212.0)"
10-01-2023 13:45:41.319846,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.409090909090909)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:42.506984,"(2.7, 3.55, 3.2875)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.409090909090909)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:43.745696,"(2.7, 3.55, 3.4545454545454546)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.409090909090909)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:44.996754,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.409090909090909)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:46.339475,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.409090909090909)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:47.601978,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.402857142857143)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:48.865336,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.55)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.2)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.402857142857143)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:50.149798,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 18.782608695652172)","(4.8, 8.8, 8.387500000000001)","(31.0, 75.0, 41.214285714285715)","(2.6, 4.5, 4.134375)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.394736842105263)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:51.480066,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.387500000000001)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.134375)","(26.0, 55.0, 45.0)","(4.8, 5.9, 5.5181818181818185)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:52.700989,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.387500000000001)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.134375)","(26.0, 55.0, 45.0)","(4.8, 5.7, 5.46)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:53.956020,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 8.39591836734694)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.134375)","(26.0, 55.0, 45.0)","(4.8, 5.7, 5.46)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:55.181493,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 18.782608695652172)","(4.8, 8.8, 7.981818181818182)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.134375)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:56.432797,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 19.36842105263158)","(4.8, 8.8, 7.981818181818182)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.134375)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 250.0, 223.57142857142856)"
10-01-2023 13:45:57.979700,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 18.666666666666668)","(4.8, 8.8, 8.38139534883721)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.155882352941177)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 250.0, 206.0)"
10-01-2023 13:45:59.419293,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 17.0)","(4.8, 8.8, 8.38139534883721)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.155882352941177)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 240.0, 206.0)"
10-01-2023 13:46:00.766725,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 17.0)","(4.8, 8.8, 7.969230769230769)","(31.0, 75.0, 43.72727272727273)","(2.6, 4.5, 4.155882352941177)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 240.0, 206.0)"
10-01-2023 13:46:02.233808,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 17.0)","(4.8, 8.8, 8.08)","(31.0, 75.0, 40.6)","(2.6, 4.5, 4.266)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 240.0, 206.0)"
10-01-2023 13:46:03.533130,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 17.0)","(4.8, 8.8, 8.536585365853659)","(31.0, 75.0, 40.6)","(2.6, 4.5, 4.155882352941177)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 240.0, 206.0)"
10-01-2023 13:46:04.915527,"(2.7, 3.6, 3.5764705882352943)","(14.0, 32.0, 17.0)","(4.8, 8.8, 8.536585365853659)","(31.0, 75.0, 40.6)","(2.6, 4.5, 4.155882352941177)","(26.0, 55.0, 45.38461538461539)","(4.8, 5.7, 5.375)","(51.0, 240.0, 206.0)"
10-01-2023 13:46:06.260855,"(2.7, 3.6, 3.425)","(14.0, 32.0, 16.941176470588236)","(4.8, 8.8, 7.4)","(31.0, 75.0, 40.6)","(2.6, 4.5, 4.025)","(26.0, 55.0, 34.09090909090909)","(4.8, 5.7, 5.375)","(51.0, 240.0, 211.66666666666666)"
10-01-2023 13:46:07.592467,"(2.7, 3.55, 3.31578947368421)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.840000000000001)","(31.0, 75.0, 40.6)","(2.6, 4.2, 3.88)","(26.0, 55.0, 34.09090909090909)","(4.8, 5.7, 5.3)","(51.0, 240.0, 211.66666666666666)"
10-01-2023 13:46:09.124556,"(2.7, 3.6, 3.3107142857142855)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.840000000000001)","(31.0, 75.0, 39.81818181818182)","(2.6, 4.3, 3.88)","(26.0, 55.0, 34.09090909090909)","(4.8, 5.6, 5.233333333333333)","(51.0, 240.0, 211.66666666666666)"
10-01-2023 13:46:10.368535,"(2.7, 3.6, 3.3107142857142855)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.840000000000001)","(31.0, 75.0, 44.666666666666664)","(2.6, 4.3, 3.88)","(26.0, 55.0, 40.11764705882353)","(4.8, 5.5, 5.28)","(51.0, 240.0, 157.5)"
10-01-2023 13:46:11.766903,"(2.7, 3.55, 3.425)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.840000000000001)","(31.0, 70.0, 43.0)","(2.6, 4.3, 3.92)","(26.0, 55.0, 42.45454545454545)","(4.8, 5.4, 5.268965517241379)","(51.0, 240.0, 185.0)"
10-01-2023 13:46:13.099841,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 8.061538461538461)","(31.0, 65.0, 43.0)","(2.6, 4.2, 3.875)","(26.0, 55.0, 42.45454545454545)","(4.8, 5.3, 5.268965517241379)","(51.0, 240.0, 185.0)"
10-01-2023 13:46:14.414319,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.840000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.2, 3.88125)","(26.0, 55.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 240.0, 155.0)"
10-01-2023 13:46:15.671206,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.840000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.8692307692307693)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 230.0, 155.0)"
10-01-2023 13:46:16.920658,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.840000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.8692307692307693)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 230.0, 155.0)"
10-01-2023 13:46:18.234063,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 8.061538461538461)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.8777777777777778)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 230.0, 150.0)"
10-01-2023 13:46:19.519906,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 8.061538461538461)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.8777777777777778)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 150.0)"
10-01-2023 13:46:20.808795,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.866666666666667)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 150.0)"
10-01-2023 13:46:22.135687,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.0, 3.8777777777777778)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 150.0)"
10-01-2023 13:46:23.493419,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.8666666666666667)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 150.0)"
10-01-2023 13:46:24.776349,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.0, 3.88)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 150.0)"
10-01-2023 13:46:26.043688,"(2.7, 3.5, 3.4)","(14.0, 32.0, 16.88888888888889)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.0, 3.88)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 150.0)"
10-01-2023 13:46:27.342701,"(2.7, 3.5, 3.4)","(14.0, 32.0, 18.333333333333332)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.0, 3.88)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 150.0)"
10-01-2023 13:46:28.648626,"(2.7, 3.5, 3.4)","(14.0, 30.0, 17.076923076923077)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.0, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 147.5)"
10-01-2023 13:46:29.964428,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.933333333333334)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 147.5)"
10-01-2023 13:46:31.182790,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.933333333333334)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 147.5)"
10-01-2023 13:46:32.433878,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 147.5)"
10-01-2023 13:46:33.693762,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 220.0, 142.5)"
10-01-2023 13:46:35.026995,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 210.0, 142.5)"
10-01-2023 13:46:36.298865,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 210.0, 142.5)"
10-01-2023 13:46:37.519581,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 7.960000000000001)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 210.0, 142.5)"
10-01-2023 13:46:38.746643,"(2.7, 3.5, 3.4)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 8.4)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 210.0, 142.5)"
10-01-2023 13:46:40.015688,"(2.7, 3.5, 3.333333333333333)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 8.613333333333333)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 210.0, 142.5)"
10-01-2023 13:46:41.238741,"(2.7, 3.5, 3.32)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 8.613333333333333)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 210.0, 142.5)"
10-01-2023 13:46:42.512737,"(2.7, 3.5, 3.333333333333333)","(14.0, 30.0, 16.608695652173914)","(4.8, 8.8, 8.613333333333333)","(31.0, 65.0, 39.333333333333336)","(2.6, 4.1, 3.88125)","(26.0, 50.0, 47.0)","(4.8, 5.3, 5.2441176470588236)","(51.0, 210.0, 145.0)"
