,Savvy Valentino,Hint Of Stars,Commander Harry,Prospectus,Beaufort Park,Golwen,The Yachtsman
08-01-2023 15:39:50.690390,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.021739130434783)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.1008130081300815)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:51.585997,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:52.498534,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:53.431876,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:54.417205,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:55.360345,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:56.380561,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:57.396072,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:58.336920,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:39:59.309213,"(31.0, 95.0, 90.0)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:00.336607,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 128.1818181818182)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:01.297733,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:02.273648,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:03.225754,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:04.134755,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.3, 4.1625)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.3, 5.13157894736842)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:05.076771,"(31.0, 95.0, 91.66666666666667)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.4, 4.285714285714286)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.2, 5.0625)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:06.015828,"(31.0, 95.0, 91.66666666666667)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.5, 4.421052631578948)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.1, 5.025)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:06.949490,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.5, 4.421052631578948)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.1, 5.01)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:07.917816,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.5, 4.426666666666667)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.1, 5.01)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:08.918799,"(31.0, 95.0, 91.25)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.5, 4.426666666666667)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.1, 5.01)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:09.898896,"(31.0, 95.0, 90.0)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.5, 4.426666666666667)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.1, 4.91578947368421)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:10.859081,"(31.0, 95.0, 90.0)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.5, 4.44)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.0, 4.91578947368421)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:11.859588,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.424242424242425)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.0, 4.91578947368421)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:12.845521,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.424242424242425)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.0, 4.91578947368421)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:13.815741,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.424242424242425)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.0, 4.91578947368421)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:14.785573,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.0929899856938485)","(3.7, 5.0, 4.91578947368421)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:15.747513,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1034965034965034)","(3.7, 5.0, 4.856410256410256)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:16.705452,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1034965034965034)","(3.7, 5.0, 4.842307692307692)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:17.611436,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1034965034965034)","(3.7, 5.0, 4.842307692307692)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:18.529064,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1034965034965034)","(3.7, 5.0, 4.8545454545454545)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:19.477176,"(31.0, 95.0, 77.5)","(7.0, 14.5, 14.131578947368421)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1034965034965034)","(3.7, 4.9, 4.8)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:20.445033,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.523809523809524)","(2.0, 2.12, 2.1030849220103986)","(3.7, 4.8, 4.75)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:21.388019,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.5625)","(2.0, 2.12, 2.1030849220103986)","(3.7, 4.8, 4.75)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:22.380381,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.5625)","(2.0, 2.12, 2.1030849220103986)","(3.7, 4.9, 4.810344827586207)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:23.389958,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.810344827586207)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:24.372418,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.810344827586207)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:25.341540,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.810344827586207)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:26.355150,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.810344827586207)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:27.332971,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.833333333333334)","(81.0, 140.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:28.312383,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.833333333333334)","(81.0, 140.0, 117.5)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:29.263086,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.833333333333334)","(81.0, 130.0, 117.5)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:30.204197,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.055555555555555)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.833333333333334)","(81.0, 130.0, 117.5)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:31.200285,"(31.0, 95.0, 86.66666666666667)","(7.0, 14.5, 14.055555555555555)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.833333333333334)","(81.0, 130.0, 117.5)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:32.157358,"(31.0, 95.0, 88.75)","(7.0, 14.5, 14.055555555555555)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.833333333333334)","(81.0, 130.0, 117.5)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:33.100678,"(31.0, 95.0, 88.75)","(7.0, 14.5, 14.055555555555555)","(3.7, 4.6, 4.496969696969697)","(2.0, 2.12, 2.1037333333333335)","(3.7, 4.9, 4.833333333333334)","(81.0, 130.0, 117.5)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:34.053612,"(31.0, 100.0, 87.5)","(7.0, 14.5, 14.083333333333334)","(3.7, 4.3, 4.290566037735849)","(2.0, 2.12, 2.1041821247892076)","(3.7, 5.0, 4.85)","(81.0, 130.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:35.040015,"(31.0, 110.0, 90.0)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.464102564102564)","(2.0, 2.12, 2.1043579766536964)","(3.7, 4.9, 4.85)","(81.0, 130.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:35.982489,"(31.0, 110.0, 94.0)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.45483870967742)","(2.0, 2.12, 2.1043579766536964)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 100.0)","(71.0, 180.0, 123.33333333333333)"
08-01-2023 15:40:36.896142,"(31.0, 110.0, 94.0)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.446153846153846)","(2.0, 2.12, 2.1043579766536964)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 100.0)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:37.841345,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.446153846153846)","(2.0, 2.12, 2.1043579766536964)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 100.0)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:38.835803,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.446153846153846)","(2.0, 2.12, 2.1043579766536964)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:39.801302,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.446153846153846)","(2.0, 2.12, 2.1043579766536964)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:40.721924,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.446153846153846)","(2.0, 2.12, 2.0942779291553135)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:41.708630,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.446153846153846)","(2.0, 2.12, 2.0942779291553135)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 100.0)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:42.688586,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.458823529411765)","(2.0, 2.12, 2.0942779291553135)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 100.0)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:43.664689,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.333333333333334)","(3.7, 4.5, 4.458823529411765)","(2.0, 2.12, 2.0942779291553135)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 100.0)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:44.716661,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.5, 4.458823529411765)","(2.0, 2.12, 2.0929899856938485)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 100.0)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:45.630186,"(31.0, 110.0, 103.33333333333334)","(7.0, 14.5, 14.214285714285714)","(3.7, 4.5, 4.458823529411765)","(2.0, 2.12, 2.0929899856938485)","(3.7, 4.9, 4.839130434782609)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 146.0)"
08-01-2023 15:40:46.588878,"(31.0, 110.0, 86.66666666666667)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1009128630705396)","(3.7, 4.9, 4.8882352941176475)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 151.66666666666666)"
08-01-2023 15:40:47.574490,"(31.0, 110.0, 86.66666666666667)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1009128630705396)","(3.7, 4.9, 4.8882352941176475)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 151.66666666666666)"
08-01-2023 15:40:48.488905,"(31.0, 110.0, 86.66666666666667)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1009128630705396)","(3.7, 4.9, 4.8882352941176475)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 137.5)"
08-01-2023 15:40:49.436370,"(31.0, 110.0, 86.66666666666667)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.44)","(2.0, 2.12, 2.1009128630705396)","(3.7, 4.9, 4.8882352941176475)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 137.5)"
08-01-2023 15:40:50.448649,"(31.0, 110.0, 86.66666666666667)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.466666666666667)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.8882352941176475)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 137.5)"
08-01-2023 15:40:51.589393,"(31.0, 110.0, 86.66666666666667)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.466666666666667)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.8882352941176475)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 137.5)"
08-01-2023 15:40:52.542590,"(31.0, 110.0, 86.66666666666667)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.466666666666667)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.845454545454546)","(81.0, 130.0, 100.0)","(71.0, 180.0, 126.66666666666667)"
08-01-2023 15:40:53.533807,"(31.0, 110.0, 96.0)","(7.0, 14.5, 13.642857142857142)","(3.7, 4.6, 4.4799999999999995)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.845454545454546)","(81.0, 130.0, 100.0)","(71.0, 180.0, 126.66666666666667)"
08-01-2023 15:40:54.464549,"(31.0, 110.0, 96.0)","(7.0, 14.5, 13.166666666666666)","(3.7, 4.6, 4.4799999999999995)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.845454545454546)","(81.0, 130.0, 100.0)","(71.0, 180.0, 126.66666666666667)"
08-01-2023 15:40:55.453421,"(31.0, 110.0, 96.0)","(7.0, 14.5, 13.166666666666666)","(3.7, 4.6, 4.4799999999999995)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.845454545454546)","(81.0, 130.0, 100.0)","(71.0, 180.0, 126.66666666666667)"
08-01-2023 15:40:56.413086,"(31.0, 110.0, 96.0)","(7.0, 14.5, 13.166666666666666)","(3.7, 4.6, 4.4799999999999995)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.845454545454546)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 126.66666666666667)"
08-01-2023 15:40:57.384676,"(31.0, 110.0, 96.0)","(7.0, 14.5, 13.033333333333333)","(3.7, 4.6, 4.4799999999999995)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.845454545454546)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 126.66666666666667)"
08-01-2023 15:40:58.368292,"(31.0, 110.0, 96.0)","(7.0, 14.5, 13.033333333333333)","(3.7, 4.6, 4.4799999999999995)","(2.0, 2.12, 2.101782178217822)","(3.7, 4.9, 4.845454545454546)","(81.0, 130.0, 103.33333333333333)","(71.0, 180.0, 126.66666666666667)"
08-01-2023 15:40:59.426817,"(31.0, 110.0, 101.25)","(7.0, 14.5, 13.115384615384615)","(3.7, 4.5, 4.455)","(2.0, 2.12, 2.1018329938900204)","(3.7, 5.0, 4.85)","(81.0, 170.0, 130.0)","(71.0, 180.0, 140.0)"
08-01-2023 15:41:00.342178,"(31.0, 110.0, 101.25)","(7.0, 14.5, 13.375)","(3.7, 4.5, 4.3875)","(2.0, 2.12, 2.1021377672209027)","(3.7, 4.9, 4.800000000000001)","(81.0, 170.0, 130.0)","(71.0, 180.0, 140.0)"
08-01-2023 15:41:01.274676,"(31.0, 110.0, 101.25)","(7.0, 14.5, 13.375)","(3.7, 4.5, 4.3875)","(2.0, 2.12, 2.1021377672209027)","(3.7, 4.9, 4.800000000000001)","(81.0, 170.0, 130.0)","(71.0, 180.0, 140.0)"
08-01-2023 15:41:02.239294,"(31.0, 110.0, 107.66666666666667)","(7.0, 14.5, 13.461538461538462)","(3.7, 4.5, 4.3875)","(2.0, 2.12, 2.1018255578093306)","(3.7, 4.9, 4.800000000000001)","(81.0, 170.0, 130.0)","(71.0, 180.0, 140.0)"
08-01-2023 15:41:03.236178,"(31.0, 110.0, 106.5)","(7.0, 14.5, 13.461538461538462)","(3.7, 4.5, 4.336363636363636)","(2.0, 2.12, 2.101449275362319)","(3.7, 4.9, 4.800000000000001)","(81.0, 170.0, 132.5)","(71.0, 180.0, 140.0)"
08-01-2023 15:41:04.151604,"(31.0, 110.0, 106.5)","(7.0, 14.5, 13.75)","(3.7, 4.5, 4.336363636363636)","(2.0, 2.12, 2.101449275362319)","(3.7, 4.9, 4.800000000000001)","(81.0, 170.0, 132.5)","(71.0, 180.0, 140.0)"
08-01-2023 15:41:05.172618,"(31.0, 110.0, 106.5)","(7.0, 14.5, 13.75)","(3.7, 4.5, 4.336363636363636)","(2.0, 2.12, 2.1048790322580646)","(3.7, 4.9, 4.708163265306123)","(81.0, 170.0, 126.25)","(71.0, 180.0, 140.0)"
08-01-2023 15:41:06.113319,"(31.0, 110.0, 106.5)","(7.0, 14.0, 13.454545454545455)","(3.7, 4.5, 4.447058823529412)","(2.0, 2.12, 2.1048790322580646)","(3.7, 4.8, 4.708163265306123)","(81.0, 220.0, 133.33333333333334)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:07.104087,"(31.0, 110.0, 106.5)","(7.0, 14.0, 13.454545454545455)","(3.7, 4.5, 4.447058823529412)","(2.0, 2.12, 2.1048790322580646)","(3.7, 4.8, 4.708163265306123)","(81.0, 210.0, 133.33333333333334)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:08.029998,"(31.0, 110.0, 106.5)","(7.0, 14.0, 13.454545454545455)","(3.7, 4.5, 4.447058823529412)","(2.0, 2.12, 2.1048790322580646)","(3.7, 4.8, 4.708163265306123)","(81.0, 210.0, 133.33333333333334)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:09.068748,"(31.0, 110.0, 106.5)","(7.0, 14.0, 12.8)","(3.7, 4.5, 4.490909090909091)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 210.0, 133.33333333333334)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:10.126959,"(31.0, 110.0, 106.5)","(7.0, 14.0, 12.285714285714286)","(3.7, 4.6, 4.545454545454545)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 210.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:11.100066,"(31.0, 110.0, 105.71428571428572)","(7.0, 14.0, 13.538461538461538)","(3.7, 4.6, 4.545454545454545)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:12.009210,"(31.0, 110.0, 105.71428571428572)","(7.0, 14.0, 13.423728813559322)","(3.7, 4.6, 4.4625)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:13.012670,"(31.0, 110.0, 105.71428571428572)","(7.0, 14.0, 13.555555555555555)","(3.7, 4.6, 4.4625)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:14.028072,"(31.0, 110.0, 104.16666666666666)","(7.0, 14.0, 13.4)","(3.7, 4.6, 4.4625)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:14.968325,"(31.0, 110.0, 105.71428571428572)","(7.0, 14.0, 13.4)","(3.7, 4.6, 4.4625)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:15.957571,"(31.0, 110.0, 105.71428571428572)","(7.0, 14.0, 13.4)","(3.7, 4.6, 4.4625)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:16.967778,"(31.0, 110.0, 105.71428571428572)","(7.0, 14.0, 13.40983606557377)","(3.7, 4.6, 4.5434782608695645)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:17.965976,"(31.0, 110.0, 105.71428571428572)","(7.0, 14.0, 13.40983606557377)","(3.7, 4.6, 4.5434782608695645)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
08-01-2023 15:41:18.882009,"(31.0, 110.0, 95.0)","(7.0, 14.0, 13.40983606557377)","(3.7, 4.6, 4.5434782608695645)","(2.0, 2.12, 2.1038735177865613)","(3.7, 4.8, 4.661904761904761)","(81.0, 200.0, 150.0)","(71.0, 180.0, 160.0)"
