,Bettys Star,Yarramundi Garth,Finniss Spice,Blaze Victorem,Silk Sonic
11-01-2023 13:26:16.541514,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 105.38461538461539)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:17.593368,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 105.38461538461539)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:18.636311,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 105.38461538461539)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:19.680737,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 105.38461538461539)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:20.682468,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 102.74074074074075)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:21.697260,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 102.74074074074075)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:22.729934,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 102.74074074074075)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:23.737176,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 150.0, 119.33333333333333)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:24.760681,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 130.0, 110.8)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:25.729915,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 130.0, 103.81818181818181)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:26.737201,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 130.0, 103.81818181818181)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:27.792081,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 130.0, 103.81818181818181)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:28.826086,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 130.0, 103.81818181818181)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:29.868307,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.428571428571429)","(26.0, 130.0, 99.52380952380952)","(2.6, 3.6, 3.375)"
11-01-2023 13:26:30.895652,"(1.9, 2.18, 2.084)","(12.0, 23.0, 16.035714285714285)","(4.8, 8.6, 8.12)","(26.0, 120.0, 99.52380952380952)","(2.6, 3.6, 3.5124999999999997)"
11-01-2023 13:26:32.015576,"(1.9, 2.18, 2.084)","(12.0, 22.0, 15.825)","(4.8, 8.6, 8.483333333333333)","(26.0, 120.0, 89.27272727272728)","(2.6, 3.55, 3.5124999999999997)"
11-01-2023 13:26:33.116609,"(1.9, 2.18, 2.084)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 110.0, 89.27272727272728)","(2.6, 3.55, 3.5124999999999997)"
11-01-2023 13:26:34.296820,"(1.9, 2.18, 2.084)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 110.0, 89.27272727272728)","(2.6, 3.55, 3.5124999999999997)"
11-01-2023 13:26:35.333588,"(1.9, 2.18, 2.084)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 110.0, 82.8)","(2.6, 3.55, 3.5124999999999997)"
11-01-2023 13:26:36.432752,"(1.9, 2.18, 2.084)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 95.0, 82.8)","(2.6, 3.55, 3.356666666666667)"
11-01-2023 13:26:37.497137,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 95.0, 79.08695652173913)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:38.487591,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 95.0, 79.08695652173913)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:39.555180,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 95.0, 79.08695652173913)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:40.649381,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 95.0, 79.63157894736841)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:41.730355,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.483333333333333)","(26.0, 85.0, 75.28571428571428)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:42.810722,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.6, 8.27027027027027)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:43.852032,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.4, 8.282926829268293)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:44.954526,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.4, 8.282926829268293)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.356666666666667)"
11-01-2023 13:26:45.982359,"(1.9, 2.18, 2.150909090909091)","(12.0, 22.0, 15.80952380952381)","(4.8, 8.4, 8.125)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:26:47.047814,"(1.9, 2.18, 2.1553846153846155)","(12.0, 21.0, 16.875)","(4.8, 8.4, 8.106666666666667)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:26:48.073811,"(1.9, 2.18, 2.1553846153846155)","(12.0, 21.0, 15.923076923076923)","(4.8, 8.4, 8.106666666666667)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:26:49.236228,"(1.9, 2.18, 2.1553846153846155)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:26:50.314635,"(1.9, 2.18, 2.1553846153846155)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:26:51.484049,"(1.9, 2.18, 2.1553846153846155)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:26:52.648192,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.1)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:26:53.850918,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.1)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:26:54.951626,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.1)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:26:56.043122,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.1)","(26.0, 85.0, 71.69565217391305)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:26:57.075521,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.1)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:26:58.167803,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 85.0, 70.125)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:26:59.277739,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 85.0, 68.0)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:27:00.348016,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.1)","(26.0, 80.0, 72.72222222222223)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:27:01.380238,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.1)","(26.0, 75.0, 65.68181818181819)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:27:02.388346,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:27:03.440422,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.45, 3.2357142857142858)"
11-01-2023 13:27:04.429933,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.4, 8.075675675675676)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:27:05.446005,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.2, 7.994117647058823)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.45, 3.283333333333333)"
11-01-2023 13:27:06.491844,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.2, 7.910526315789474)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.45, 3.261111111111111)"
11-01-2023 13:27:07.564093,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.2, 7.9799999999999995)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.4, 3.261111111111111)"
11-01-2023 13:27:08.685036,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.2, 7.9799999999999995)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.4, 3.261111111111111)"
11-01-2023 13:27:09.704237,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.2, 7.9799999999999995)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.4, 3.261111111111111)"
11-01-2023 13:27:10.722537,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.2, 7.9799999999999995)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.4, 3.261111111111111)"
11-01-2023 13:27:11.792085,"(1.9, 2.18, 2.142352941176471)","(12.0, 21.0, 15.72)","(4.8, 8.2, 7.9799999999999995)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.4, 3.3)"
11-01-2023 13:27:12.796939,"(1.9, 2.18, 2.1404)","(12.0, 21.0, 15.72)","(4.8, 8.2, 8.044444444444444)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.375)"
11-01-2023 13:27:13.873694,"(1.9, 2.1, 1.9761290322580647)","(12.0, 21.0, 15.72)","(4.8, 8.2, 8.059999999999999)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.375)"
11-01-2023 13:27:14.895526,"(1.9, 2.1, 2.045846153846154)","(12.0, 21.0, 15.72)","(4.8, 8.2, 8.059999999999999)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.375)"
11-01-2023 13:27:15.911968,"(1.9, 2.1, 2.0743333333333336)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.725000000000001)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:17.045233,"(1.9, 2.1, 2.013529411764706)","(12.0, 21.0, 15.72)","(4.8, 8.8, 7.96)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:18.138972,"(1.9, 2.1, 2.075438596491228)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.153846153846153)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:19.312819,"(1.9, 2.1, 2.075438596491228)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.153846153846153)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:20.409206,"(1.9, 2.1, 2.075438596491228)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:21.577664,"(1.9, 2.1, 2.021764705882353)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:22.859012,"(1.9, 2.1, 2.075769230769231)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:24.011939,"(1.9, 2.1, 2.075769230769231)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:25.119062,"(1.9, 2.1, 2.0770909090909093)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:26.391119,"(1.9, 2.1, 2.066)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:27.693457,"(1.9, 2.1, 2.0729032258064515)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:28.864922,"(1.9, 2.1, 2.0729032258064515)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:29.986774,"(1.9, 2.1, 2.0832)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:31.053310,"(1.9, 2.1, 2.076)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:32.183447,"(1.9, 2.1, 2.078823529411765)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:33.269141,"(1.9, 2.1, 2.078823529411765)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:34.416879,"(1.9, 2.1, 2.078823529411765)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:35.509675,"(1.9, 2.1, 2.078823529411765)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:36.551851,"(1.9, 2.08, 2.05741935483871)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:37.670246,"(1.9, 2.08, 2.05741935483871)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:38.733007,"(1.9, 2.08, 2.05741935483871)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:39.886266,"(1.9, 2.08, 2.05741935483871)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:40.960309,"(1.9, 2.08, 2.0723076923076924)","(12.0, 21.0, 15.72)","(4.8, 8.8, 8.63448275862069)","(26.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.2884615384615383)"
11-01-2023 13:27:42.020170,"(1.9, 2.08, 2.0723076923076924)","(12.0, 21.0, 15.72)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.3267857142857142)"
11-01-2023 13:27:43.121945,"(1.9, 2.08, 2.0723076923076924)","(12.0, 21.0, 15.72)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.6, 3.4088235294117646)"
11-01-2023 13:27:44.212721,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 16.4)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:45.260300,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 16.0)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:46.231090,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:47.266766,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:48.308177,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.714285714285714)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:49.336178,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:50.370471,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:51.373770,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:52.407501,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 61.879999999999995)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:53.468913,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.714285714285714)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:54.554847,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.714285714285714)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:55.581543,"(1.9, 2.08, 2.071818181818182)","(12.0, 20.0, 15.714285714285714)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:56.600680,"(1.9, 2.08, 2.065)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:57.659526,"(1.9, 2.08, 2.065)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:58.694839,"(1.9, 2.08, 2.065)","(12.0, 20.0, 15.68)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:27:59.743823,"(1.9, 2.08, 2.065)","(12.0, 19.5, 16.0)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:28:00.756195,"(1.9, 2.08, 2.068)","(12.0, 19.5, 16.0)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:28:01.654922,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.5, 15.666666666666666)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.4088235294117646)"
11-01-2023 13:28:02.709789,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.5, 15.666666666666666)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:03.768303,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.5, 15.666666666666666)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:04.854456,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.5, 15.666666666666666)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:05.892844,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.5, 15.666666666666666)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:06.978884,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.5, 15.66)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:08.062828,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.0, 17.615384615384617)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:09.278055,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.0, 14.6)","(5.0, 8.8, 8.606451612903227)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:10.335687,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.0, 14.6)","(5.0, 8.8, 8.675862068965518)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.31)"
11-01-2023 13:28:11.484332,"(1.9, 2.08, 2.070588235294118)","(12.0, 19.0, 13.75)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 63.041666666666664)","(2.6, 3.55, 3.273076923076923)"
11-01-2023 13:28:12.557092,"(1.9, 2.16, 2.099047619047619)","(12.0, 19.0, 15.0)","(5.0, 8.8, 8.545454545454547)","(31.0, 75.0, 68.0)","(2.6, 3.55, 3.2954545454545454)"
11-01-2023 13:28:13.573208,"(1.9, 2.16, 2.09875)","(12.0, 18.0, 15.0)","(5.0, 8.8, 8.670588235294117)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.55, 3.2954545454545454)"
11-01-2023 13:28:14.520605,"(1.9, 2.16, 2.111)","(12.0, 18.0, 13.695652173913043)","(5.0, 9.0, 8.670588235294117)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.55, 3.238888888888889)"
11-01-2023 13:28:15.518595,"(1.9, 2.16, 2.09875)","(12.0, 18.0, 13.695652173913043)","(5.0, 9.0, 8.533333333333333)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.55, 3.238888888888889)"
11-01-2023 13:28:16.622113,"(1.9, 2.16, 2.09875)","(12.0, 18.0, 13.695652173913043)","(5.0, 9.0, 8.533333333333333)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.55, 3.238888888888889)"
11-01-2023 13:28:17.667368,"(1.9, 2.16, 2.09875)","(12.0, 18.0, 13.695652173913043)","(5.0, 9.0, 8.533333333333333)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.55, 3.238888888888889)"
11-01-2023 13:28:18.680496,"(1.9, 2.16, 2.09875)","(12.0, 18.0, 13.695652173913043)","(5.0, 9.0, 8.533333333333333)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.55, 3.238888888888889)"
11-01-2023 13:28:19.652618,"(1.9, 2.16, 2.09875)","(12.0, 18.0, 13.695652173913043)","(5.0, 9.0, 8.533333333333333)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.55, 3.35)"
11-01-2023 13:28:20.727391,"(1.9, 2.16, 2.1)","(12.0, 17.5, 13.75)","(5.0, 9.0, 8.321739130434782)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.45, 3.25)"
11-01-2023 13:28:21.743063,"(1.9, 2.16, 2.1075)","(12.0, 17.5, 15.25)","(5.0, 9.0, 8.321739130434782)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.5, 3.1888888888888887)"
11-01-2023 13:28:22.775318,"(1.9, 2.16, 2.1075)","(12.0, 17.5, 14.865853658536585)","(5.0, 9.0, 8.61)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.5, 3.1888888888888887)"
11-01-2023 13:28:23.809808,"(1.9, 2.16, 2.1075)","(12.0, 17.5, 14.894736842105264)","(5.0, 9.0, 8.61)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.5, 3.1888888888888887)"
11-01-2023 13:28:24.769918,"(1.9, 2.16, 2.1075)","(12.0, 17.0, 16.0625)","(5.0, 9.0, 8.61)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.5, 3.1888888888888887)"
11-01-2023 13:28:25.835813,"(1.9, 2.16, 2.1075)","(12.0, 17.0, 15.166666666666666)","(5.0, 9.0, 8.61)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.5, 3.1888888888888887)"
11-01-2023 13:28:26.873120,"(1.9, 2.16, 2.1075)","(12.0, 17.0, 14.962962962962964)","(5.0, 9.0, 8.61)","(31.0, 70.0, 58.480000000000004)","(2.6, 3.5, 3.208333333333333)"
