,Jimmyjoe,Rock Fisherman,True Confessions,Boom Nz,Whats Your Secret Nz,Cassius Deck,Yesnomaybeso,Glenavril King,Louis Litt Nz,Lochiel Nz
07-01-2023 18:42:52.720264,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 119.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 58.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:42:54.061501,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 119.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 58.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:42:55.285957,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 119.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 58.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:42:56.565352,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 119.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 58.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:42:57.839695,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 119.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 58.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:42:59.066982,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 119.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 58.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:00.373158,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 119.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 45.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:01.603746,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 140.0, 132.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 78.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:02.807313,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 110.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:04.050131,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:05.335800,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:06.509350,"(8.5, 10.0, 8.971428571428572)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:07.781209,"(8.5, 10.0, 9.0)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:09.027534,"(8.5, 10.0, 9.0)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:10.268092,"(8.5, 10.0, 9.0)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:11.459139,"(8.5, 10.0, 9.0)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 82.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:12.699911,"(8.5, 10.0, 9.0)","(6.5, 6.8, 6.3)","(26.0, 180.0, 108.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 80.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:13.989905,"(8.5, 11.0, 9.533333333333333)","(6.5, 6.8, 6.3)","(26.0, 180.0, 103.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 80.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:15.207747,"(8.5, 10.5, 9.65)","(6.5, 6.8, 6.3)","(26.0, 170.0, 103.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 80.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:16.438870,"(8.5, 11.5, 9.25)","(6.5, 6.8, 6.3)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 100.0, 88.33333333333333)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:17.630238,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.3)","(26.0, 150.0, 93.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 95.0, 74.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:18.888614,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.3)","(26.0, 150.0, 93.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 170.0, 140.83333333333331)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:20.134596,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.3)","(26.0, 150.0, 93.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 180.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:21.406338,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.3)","(26.0, 130.0, 98.66666666666666)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:22.598667,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.3)","(26.0, 130.0, 98.66666666666666)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:23.772748,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.5)","(26.0, 120.0, 103.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.656)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:24.918666,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.5)","(26.0, 160.0, 118.66666666666667)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:26.154130,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.5)","(26.0, 150.0, 112.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:27.376648,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.5)","(26.0, 150.0, 135.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:28.517427,"(8.5, 11.5, 9.700000000000001)","(6.5, 6.8, 6.5)","(26.0, 160.0, 135.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:29.659901,"(8.5, 11.5, 10.342857142857143)","(6.5, 6.8, 6.5)","(26.0, 160.0, 135.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:30.876378,"(8.5, 11.5, 10.342857142857143)","(6.5, 6.8, 6.5)","(26.0, 160.0, 118.66666666666667)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 72.57142857142857)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:32.208369,"(8.5, 11.5, 10.15)","(6.5, 6.8, 6.5)","(26.0, 170.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 72.57142857142857)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:33.610420,"(8.5, 11.5, 10.272727272727273)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 72.57142857142857)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:34.987635,"(8.5, 11.5, 10.875)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 72.57142857142857)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:36.425721,"(8.5, 11.5, 10.875)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 72.57142857142857)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:37.743706,"(8.5, 11.5, 10.875)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 193.33333333333334)","(26.0, 90.0, 72.57142857142857)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:39.042290,"(8.5, 11.5, 11.205882352941178)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 220.0, 185.55555555555554)","(26.0, 90.0, 69.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:40.234043,"(8.5, 11.0, 10.764705882352942)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 210.0, 177.77777777777777)","(26.0, 85.0, 67.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:41.431364,"(8.5, 11.0, 10.64)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 80.0, 67.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:42.757964,"(8.5, 11.0, 9.533333333333333)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 80.0, 67.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:44.003722,"(8.5, 11.0, 9.533333333333333)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 80.0, 67.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:45.234415,"(8.5, 11.0, 10.0)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 80.0, 67.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:46.491648,"(8.5, 11.0, 10.0)","(6.5, 6.8, 6.5)","(26.0, 160.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 80.0, 62.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:48.069350,"(8.5, 11.0, 10.428571428571429)","(6.5, 6.8, 6.5)","(26.0, 150.0, 99.19999999999999)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 80.0, 67.83333333333334)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:49.401364,"(8.5, 11.0, 10.428571428571429)","(6.5, 6.8, 6.5)","(26.0, 140.0, 72.5)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 75.0, 52.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:50.798353,"(8.5, 11.0, 10.428571428571429)","(6.5, 6.8, 6.5)","(26.0, 130.0, 71.42857142857143)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 52.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:52.027361,"(8.5, 11.0, 10.428571428571429)","(6.5, 6.8, 6.5)","(26.0, 150.0, 71.42857142857143)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 52.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:53.288464,"(8.5, 11.0, 10.428571428571429)","(6.5, 6.8, 6.5)","(26.0, 110.0, 75.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 52.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:54.698388,"(8.5, 11.0, 10.672727272727272)","(6.5, 6.8, 6.5)","(26.0, 110.0, 75.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.657534246575342)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 52.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:55.986385,"(8.5, 11.0, 10.672727272727272)","(6.5, 6.8, 6.5)","(26.0, 110.0, 75.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.655555555555555)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 55.6)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:57.233847,"(8.5, 11.0, 10.672727272727272)","(6.5, 6.8, 6.5)","(26.0, 110.0, 75.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.655555555555555)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 55.6)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:58.393015,"(8.5, 11.0, 10.36)","(6.5, 6.8, 6.5)","(26.0, 110.0, 93.55555555555554)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.655555555555555)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 61.55555555555556)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:43:59.598301,"(8.5, 11.0, 10.36)","(6.5, 6.8, 6.5)","(26.0, 110.0, 93.55555555555554)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.655555555555555)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 61.55555555555556)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:00.722432,"(8.5, 11.0, 10.36)","(6.5, 6.8, 6.5)","(26.0, 110.0, 93.55555555555554)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.655555555555555)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 61.55555555555556)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:01.830047,"(8.5, 11.0, 10.36)","(6.5, 7.0, 6.78)","(26.0, 150.0, 117.42857142857142)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.642424242424243)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 51.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:02.973031,"(8.5, 11.0, 10.36)","(6.5, 7.0, 6.877777777777778)","(26.0, 130.0, 83.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.642424242424243)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 51.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:04.108194,"(8.5, 11.0, 10.36)","(6.5, 7.0, 6.877777777777778)","(26.0, 130.0, 83.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.642424242424243)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 51.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:05.325635,"(8.5, 11.0, 10.36)","(6.5, 7.0, 6.877777777777778)","(26.0, 130.0, 83.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.642424242424243)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 51.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:06.547032,"(8.5, 11.0, 10.36)","(6.5, 7.0, 6.877777777777778)","(26.0, 130.0, 83.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.642424242424243)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 51.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:08.048155,"(8.5, 11.0, 10.36)","(6.5, 7.0, 6.4799999999999995)","(26.0, 120.0, 88.85714285714286)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.620689655172413)","(71.0, 200.0, 177.77777777777777)","(26.0, 70.0, 63.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:09.363920,"(8.5, 11.0, 10.533333333333333)","(6.5, 6.8, 6.622222222222222)","(26.0, 110.0, 88.85714285714286)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.620689655172413)","(71.0, 200.0, 177.77777777777777)","(26.0, 95.0, 63.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:10.583120,"(8.5, 11.0, 10.533333333333333)","(6.5, 6.8, 6.622222222222222)","(26.0, 110.0, 88.85714285714286)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.620689655172413)","(71.0, 200.0, 177.77777777777777)","(26.0, 95.0, 63.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:11.919928,"(8.5, 11.0, 10.533333333333333)","(6.5, 6.8, 6.622222222222222)","(26.0, 110.0, 88.85714285714286)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.620689655172413)","(71.0, 200.0, 177.77777777777777)","(26.0, 95.0, 81.44444444444444)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:13.408055,"(8.5, 11.0, 10.333333333333334)","(6.5, 6.8, 6.622222222222222)","(26.0, 110.0, 88.85714285714286)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.620689655172413)","(71.0, 200.0, 177.77777777777777)","(26.0, 95.0, 81.44444444444444)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:14.694962,"(8.5, 11.0, 10.333333333333334)","(6.5, 6.8, 6.622222222222222)","(26.0, 110.0, 74.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.620689655172413)","(71.0, 200.0, 177.77777777777777)","(26.0, 95.0, 65.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:16.099835,"(8.5, 11.0, 10.2)","(6.5, 6.8, 6.622222222222222)","(26.0, 110.0, 69.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.610909090909091)","(71.0, 200.0, 177.77777777777777)","(26.0, 95.0, 83.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:17.362819,"(8.5, 11.0, 10.2)","(6.5, 6.8, 6.622222222222222)","(26.0, 100.0, 53.333333333333336)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.8, 8.266666666666666)","(71.0, 200.0, 177.77777777777777)","(26.0, 90.0, 48.333333333333336)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:18.625777,"(8.5, 11.0, 10.2)","(6.5, 6.8, 6.622222222222222)","(26.0, 130.0, 88.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.4, 8.142857142857142)","(71.0, 200.0, 177.77777777777777)","(26.0, 110.0, 75.2)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:19.852502,"(8.5, 11.0, 10.533333333333333)","(6.5, 6.8, 6.622222222222222)","(26.0, 120.0, 88.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 8.2, 7.771428571428571)","(71.0, 200.0, 177.77777777777777)","(26.0, 100.0, 57.33333333333333)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:21.119499,"(8.5, 11.0, 10.533333333333333)","(6.5, 6.8, 6.622222222222222)","(26.0, 120.0, 65.33333333333333)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 7.533333333333333)","(71.0, 200.0, 177.77777777777777)","(26.0, 100.0, 69.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:22.494513,"(8.5, 11.0, 10.533333333333333)","(6.5, 6.8, 6.622222222222222)","(26.0, 120.0, 80.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 7.68)","(71.0, 200.0, 177.77777777777777)","(26.0, 100.0, 69.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:23.811335,"(8.5, 11.0, 10.533333333333333)","(6.5, 6.8, 6.622222222222222)","(26.0, 120.0, 80.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 7.68)","(71.0, 200.0, 177.77777777777777)","(26.0, 100.0, 69.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:25.325414,"(8.5, 11.0, 10.0)","(6.5, 6.8, 6.6909090909090905)","(26.0, 120.0, 97.14285714285714)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 7.68)","(71.0, 200.0, 177.77777777777777)","(26.0, 100.0, 84.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:26.662382,"(8.5, 11.0, 10.1)","(6.5, 6.8, 6.6909090909090905)","(26.0, 120.0, 97.14285714285714)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 7.68)","(71.0, 200.0, 177.77777777777777)","(26.0, 100.0, 69.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:28.051891,"(8.5, 11.0, 10.1)","(6.5, 6.8, 7.057142857142857)","(26.0, 120.0, 85.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 7.68)","(71.0, 200.0, 170.0)","(26.0, 100.0, 82.28571428571428)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
