,Hot Asia,Kouta Marjen,Soda Helen,Cintas Gift,Alberts Magic,Reality Road,Soda Felix,Magnetic Man
315,"[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 34, 739688), 41.0, 260.0]"
316,"[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 35, 891272), 41.0, 260.0]"
317,"[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 37, 16468), 41.0, 260.0]"
318,"[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 38, 154855), 41.0, 260.0]"
319,"[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 39, 302098), 41.0, 260.0]"
320,"[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 40, 445544), 41.0, 260.0]"
321,"[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 41, 569580), 41.0, 260.0]"
322,"[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 42, 714337), 41.0, 260.0]"
323,"[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 43, 866844), 41.0, 260.0]"
324,"[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 45, 23729), 41.0, 260.0]"
325,"[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 46, 176034), 41.0, 260.0]"
326,"[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 47, 316978), 41.0, 260.0]"
327,"[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 48, 464604), 41.0, 260.0]"
328,"[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 49, 601374), 41.0, 260.0]"
329,"[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 50, 764865), 41.0, 260.0]"
330,"[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 51, 905691), 41.0, 260.0]"
331,"[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 53, 67567), 41.0, 260.0]"
332,"[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 54, 234523), 41.0, 260.0]"
333,"[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 55, 399409), 41.0, 260.0]"
334,"[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 56, 577423), 41.0, 260.0]"
335,"[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 57, 789482), 41.0, 260.0]"
336,"[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 4, 59, 54482), 41.0, 260.0]"
337,"[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 0, 205953), 41.0, 260.0]"
338,"[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 1, 366449), 41.0, 260.0]"
339,"[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 2, 539488), 41.0, 260.0]"
340,"[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 3, 779417), 41.0, 260.0]"
341,"[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 5, 38917), 41.0, 260.0]"
342,"[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 6, 284684), 41.0, 260.0]"
343,"[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 7, 461954), 41.0, 260.0]"
344,"[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 8, 629736), 41.0, 260.0]"
345,"[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 9, 882663), 41.0, 260.0]"
346,"[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 11, 97333), 41.0, 260.0]"
347,"[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 12, 269628), 41.0, 260.0]"
348,"[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 13, 415835), 41.0, 260.0]"
349,"[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 14, 553059), 41.0, 260.0]"
350,"[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 15, 686581), 41.0, 260.0]"
351,"[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 16, 844197), 41.0, 260.0]"
352,"[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 17, 974836), 41.0, 260.0]"
353,"[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 19, 113748), 41.0, 260.0]"
354,"[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 3.3, 4.6]","[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 15.0, 110.0]","[datetime.datetime(2022, 11, 28, 16, 5, 20, 244029), 41.0, 260.0]"
