,Balts Obsession,Free At Night,Aston Rupiah,Flash Fever,Midnight Image,Cry Wolf,Paw Baby,Ruthless Runner
10-01-2023 21:21:14.416897,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.5)","(17.0, 55.0, 33.888888888888886)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:15.727963,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.5)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:16.971142,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.5)","(17.0, 55.0, 31.5625)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:18.301419,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 15.6)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:19.600849,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 15.4)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:20.703456,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:21.941744,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:23.104129,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:24.296567,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:25.453366,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:26.552840,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 17.0)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:27.712352,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:29.008713,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:30.299818,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:31.625045,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:32.929062,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:33.935805,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:35.091344,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:36.300172,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:37.463817,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:38.641438,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:39.869337,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:41.113595,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:42.369615,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:43.544387,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:44.904594,"(5.0, 10.0, 6.107692307692308)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:46.400646,"(5.0, 10.0, 6.464285714285714)","(9.0, 22.0, 15.4)","(17.0, 55.0, 34.16666666666667)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 13.0)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:47.777015,"(5.0, 10.0, 6.773333333333333)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 16.5)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.466666666666667)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:49.155927,"(5.0, 10.0, 6.773333333333333)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 19.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.466666666666667)","(6.0, 11.0, 8.36)"
10-01-2023 21:21:50.483214,"(5.0, 10.0, 6.621428571428572)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 19.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.466666666666667)","(6.0, 11.0, 8.8)"
10-01-2023 21:21:51.771379,"(5.0, 10.0, 6.621428571428572)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 19.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.466666666666667)","(6.0, 11.0, 8.8)"
10-01-2023 21:21:53.077462,"(5.0, 10.0, 6.1499999999999995)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 19.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.8)"
10-01-2023 21:21:54.299022,"(5.0, 10.0, 6.1499999999999995)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 19.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.8)"
10-01-2023 21:21:55.527367,"(5.0, 10.0, 6.1499999999999995)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 19.9)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 9.2)"
10-01-2023 21:21:56.723393,"(5.0, 10.0, 7.023529411764706)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 19.9)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 9.0)"
10-01-2023 21:21:57.907425,"(5.0, 10.0, 7.023529411764706)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 9.0)"
10-01-2023 21:21:59.046998,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.15)"
10-01-2023 21:22:00.347973,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.15)"
10-01-2023 21:22:01.620628,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 9.2)"
10-01-2023 21:22:02.757459,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 9.575)"
10-01-2023 21:22:03.925288,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:05.070177,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:06.218930,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:07.292472,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:08.401102,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:09.513979,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:10.699346,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:11.945228,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:13.205057,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:14.414125,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:15.684120,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.833333333333334)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:17.040280,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.5)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:18.178953,"(5.0, 10.0, 5.875)","(9.0, 22.0, 11.5)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 20.25)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:19.509008,"(5.0, 10.0, 6.276923076923077)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:20.668963,"(5.0, 10.0, 6.1923076923076925)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:21.994058,"(5.0, 10.0, 6.621428571428572)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:23.181539,"(5.0, 10.0, 6.621428571428572)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:24.473357,"(5.0, 10.0, 6.621428571428572)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:25.719456,"(5.0, 10.0, 6.92)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:26.938011,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:28.318793,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:29.672972,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:30.852230,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:32.003731,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:33.193898,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:34.517345,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:35.803783,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:37.028542,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:38.188891,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:39.399580,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9608333333333332)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:40.657361,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 28.57142857142857)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:41.793387,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 35.0)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 10.05)"
10-01-2023 21:22:42.897526,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 35.0)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:44.104733,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 82.6086956521739)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:45.223493,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:46.275409,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:47.319537,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:48.347550,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:49.571260,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:50.751353,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:51.905455,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:53.197688,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:54.562623,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
10-01-2023 21:22:55.979169,"(5.0, 10.0, 6.241666666666667)","(9.0, 22.0, 11.666666666666666)","(17.0, 55.0, 31.875)","(11.0, 22.0, 17.0)","(21.0, 100.0, 34.166666666666664)","(1.95, 2.3, 1.9460869565217391)","(7.5, 18.0, 11.6)","(6.0, 11.0, 8.3)"
