,Jewel Bee,Alpha Humbug,Buckeye Bullet,Hello Warren,Got No Torque,Replication,High Sun
190,"[datetime.datetime(2022, 11, 28, 19, 26, 24, 724100), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 24, 724100), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 24, 724100), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 24, 724100), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 24, 724100), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 24, 724100), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 24, 724100), 19.0, 50.0]"
191,"[datetime.datetime(2022, 11, 28, 19, 26, 25, 840702), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 25, 840702), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 25, 840702), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 25, 840702), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 25, 840702), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 25, 840702), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 25, 840702), 19.0, 50.0]"
192,"[datetime.datetime(2022, 11, 28, 19, 26, 26, 971067), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 26, 971067), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 26, 971067), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 26, 971067), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 26, 971067), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 26, 971067), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 26, 971067), 19.0, 50.0]"
193,"[datetime.datetime(2022, 11, 28, 19, 26, 28, 86722), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 28, 86722), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 28, 86722), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 28, 86722), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 28, 86722), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 28, 86722), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 28, 86722), 19.0, 50.0]"
194,"[datetime.datetime(2022, 11, 28, 19, 26, 29, 199484), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 29, 199484), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 29, 199484), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 29, 199484), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 29, 199484), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 29, 199484), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 29, 199484), 19.0, 50.0]"
195,"[datetime.datetime(2022, 11, 28, 19, 26, 30, 315092), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 30, 315092), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 30, 315092), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 30, 315092), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 30, 315092), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 30, 315092), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 30, 315092), 19.0, 50.0]"
196,"[datetime.datetime(2022, 11, 28, 19, 26, 31, 427817), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 31, 427817), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 31, 427817), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 31, 427817), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 31, 427817), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 31, 427817), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 31, 427817), 19.0, 50.0]"
197,"[datetime.datetime(2022, 11, 28, 19, 26, 32, 545057), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 32, 545057), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 32, 545057), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 32, 545057), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 32, 545057), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 32, 545057), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 32, 545057), 19.0, 50.0]"
198,"[datetime.datetime(2022, 11, 28, 19, 26, 33, 654029), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 33, 654029), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 33, 654029), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 33, 654029), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 33, 654029), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 33, 654029), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 33, 654029), 19.0, 50.0]"
199,"[datetime.datetime(2022, 11, 28, 19, 26, 34, 773492), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 34, 773492), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 34, 773492), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 34, 773492), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 34, 773492), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 34, 773492), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 34, 773492), 19.0, 50.0]"
200,"[datetime.datetime(2022, 11, 28, 19, 26, 35, 894586), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 35, 894586), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 35, 894586), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 35, 894586), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 35, 894586), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 35, 894586), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 35, 894586), 19.0, 50.0]"
201,"[datetime.datetime(2022, 11, 28, 19, 26, 37, 42721), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 37, 42721), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 37, 42721), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 37, 42721), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 37, 42721), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 37, 42721), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 37, 42721), 19.0, 50.0]"
202,"[datetime.datetime(2022, 11, 28, 19, 26, 38, 181538), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 38, 181538), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 38, 181538), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 38, 181538), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 38, 181538), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 38, 181538), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 38, 181538), 19.0, 50.0]"
203,"[datetime.datetime(2022, 11, 28, 19, 26, 39, 300760), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 39, 300760), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 39, 300760), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 39, 300760), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 39, 300760), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 39, 300760), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 39, 300760), 19.0, 50.0]"
204,"[datetime.datetime(2022, 11, 28, 19, 26, 40, 412044), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 40, 412044), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 40, 412044), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 40, 412044), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 40, 412044), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 40, 412044), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 40, 412044), 19.0, 50.0]"
205,"[datetime.datetime(2022, 11, 28, 19, 26, 41, 533927), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 41, 533927), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 41, 533927), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 41, 533927), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 41, 533927), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 26, 41, 533927), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 41, 533927), 19.0, 50.0]"
206,"[datetime.datetime(2022, 11, 28, 19, 26, 42, 652417), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 42, 652417), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 42, 652417), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 42, 652417), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 42, 652417), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 42, 652417), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 42, 652417), 19.0, 50.0]"
207,"[datetime.datetime(2022, 11, 28, 19, 26, 43, 772236), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 43, 772236), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 43, 772236), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 43, 772236), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 43, 772236), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 43, 772236), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 43, 772236), 19.0, 50.0]"
208,"[datetime.datetime(2022, 11, 28, 19, 26, 44, 893299), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 44, 893299), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 44, 893299), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 44, 893299), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 44, 893299), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 44, 893299), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 44, 893299), 19.0, 50.0]"
209,"[datetime.datetime(2022, 11, 28, 19, 26, 46, 29570), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 46, 29570), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 46, 29570), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 46, 29570), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 46, 29570), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 46, 29570), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 46, 29570), 19.0, 50.0]"
210,"[datetime.datetime(2022, 11, 28, 19, 26, 47, 206568), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 47, 206568), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 47, 206568), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 47, 206568), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 47, 206568), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 47, 206568), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 47, 206568), 19.0, 50.0]"
211,"[datetime.datetime(2022, 11, 28, 19, 26, 48, 498117), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 48, 498117), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 48, 498117), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 48, 498117), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 48, 498117), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 48, 498117), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 48, 498117), 19.0, 50.0]"
212,"[datetime.datetime(2022, 11, 28, 19, 26, 49, 643327), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 49, 643327), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 49, 643327), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 49, 643327), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 49, 643327), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 49, 643327), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 49, 643327), 19.0, 50.0]"
213,"[datetime.datetime(2022, 11, 28, 19, 26, 50, 769786), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 50, 769786), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 50, 769786), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 50, 769786), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 50, 769786), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 50, 769786), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 50, 769786), 19.0, 50.0]"
214,"[datetime.datetime(2022, 11, 28, 19, 26, 51, 918758), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 51, 918758), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 51, 918758), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 51, 918758), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 51, 918758), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 51, 918758), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 51, 918758), 19.0, 50.0]"
215,"[datetime.datetime(2022, 11, 28, 19, 26, 53, 53200), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 53, 53200), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 53, 53200), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 53, 53200), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 53, 53200), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 53, 53200), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 53, 53200), 19.0, 50.0]"
216,"[datetime.datetime(2022, 11, 28, 19, 26, 54, 206146), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 54, 206146), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 54, 206146), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 54, 206146), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 54, 206146), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 54, 206146), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 54, 206146), 19.0, 50.0]"
217,"[datetime.datetime(2022, 11, 28, 19, 26, 55, 354384), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 55, 354384), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 55, 354384), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 55, 354384), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 55, 354384), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 55, 354384), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 55, 354384), 19.0, 50.0]"
218,"[datetime.datetime(2022, 11, 28, 19, 26, 56, 477788), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 56, 477788), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 56, 477788), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 56, 477788), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 56, 477788), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 56, 477788), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 56, 477788), 19.0, 50.0]"
219,"[datetime.datetime(2022, 11, 28, 19, 26, 57, 598999), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 57, 598999), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 57, 598999), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 57, 598999), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 57, 598999), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 57, 598999), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 57, 598999), 19.0, 50.0]"
220,"[datetime.datetime(2022, 11, 28, 19, 26, 58, 736560), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 58, 736560), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 58, 736560), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 58, 736560), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 58, 736560), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 58, 736560), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 58, 736560), 19.0, 50.0]"
221,"[datetime.datetime(2022, 11, 28, 19, 26, 59, 858239), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 26, 59, 858239), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 26, 59, 858239), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 26, 59, 858239), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 26, 59, 858239), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 26, 59, 858239), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 26, 59, 858239), 19.0, 50.0]"
222,"[datetime.datetime(2022, 11, 28, 19, 27, 0, 996334), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 0, 996334), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 0, 996334), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 0, 996334), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 0, 996334), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 0, 996334), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 0, 996334), 19.0, 50.0]"
223,"[datetime.datetime(2022, 11, 28, 19, 27, 2, 112306), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 2, 112306), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 2, 112306), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 2, 112306), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 2, 112306), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 2, 112306), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 2, 112306), 19.0, 50.0]"
224,"[datetime.datetime(2022, 11, 28, 19, 27, 3, 227683), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 3, 227683), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 3, 227683), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 3, 227683), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 3, 227683), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 3, 227683), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 3, 227683), 19.0, 50.0]"
225,"[datetime.datetime(2022, 11, 28, 19, 27, 4, 356183), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 4, 356183), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 4, 356183), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 4, 356183), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 4, 356183), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 4, 356183), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 4, 356183), 19.0, 50.0]"
226,"[datetime.datetime(2022, 11, 28, 19, 27, 5, 475423), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 5, 475423), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 5, 475423), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 5, 475423), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 5, 475423), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 5, 475423), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 5, 475423), 19.0, 50.0]"
227,"[datetime.datetime(2022, 11, 28, 19, 27, 6, 594671), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 6, 594671), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 6, 594671), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 6, 594671), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 6, 594671), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 6, 594671), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 6, 594671), 19.0, 50.0]"
228,"[datetime.datetime(2022, 11, 28, 19, 27, 7, 717461), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 7, 717461), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 7, 717461), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 7, 717461), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 7, 717461), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 7, 717461), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 7, 717461), 19.0, 50.0]"
229,"[datetime.datetime(2022, 11, 28, 19, 27, 8, 836670), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 8, 836670), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 8, 836670), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 8, 836670), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 8, 836670), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 8, 836670), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 8, 836670), 19.0, 50.0]"
230,"[datetime.datetime(2022, 11, 28, 19, 27, 9, 959691), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 9, 959691), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 9, 959691), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 9, 959691), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 9, 959691), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 9, 959691), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 9, 959691), 19.0, 50.0]"
231,"[datetime.datetime(2022, 11, 28, 19, 27, 11, 91613), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 11, 91613), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 11, 91613), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 11, 91613), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 11, 91613), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 11, 91613), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 11, 91613), 19.0, 50.0]"
232,"[datetime.datetime(2022, 11, 28, 19, 27, 12, 224302), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 12, 224302), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 12, 224302), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 12, 224302), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 12, 224302), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 12, 224302), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 12, 224302), 19.0, 50.0]"
233,"[datetime.datetime(2022, 11, 28, 19, 27, 13, 346802), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 13, 346802), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 13, 346802), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 13, 346802), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 13, 346802), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 13, 346802), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 13, 346802), 19.0, 50.0]"
234,"[datetime.datetime(2022, 11, 28, 19, 27, 14, 462919), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 14, 462919), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 14, 462919), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 14, 462919), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 14, 462919), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 14, 462919), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 14, 462919), 19.0, 50.0]"
235,"[datetime.datetime(2022, 11, 28, 19, 27, 15, 586845), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 27, 15, 586845), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 27, 15, 586845), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 27, 15, 586845), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 27, 15, 586845), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 27, 15, 586845), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 27, 15, 586845), 19.0, 50.0]"
