,Autumn Leaf,Canada Bay,Clovelly,Fearless Thinking,Impacting,Matronymic,Prior Thoughts,So Rosie,Amberina,Fooled Again,Cashmere Inn
08-01-2023 16:15:47.640229,"(51.0, 75.0, 72.38095238095238)","(4.2, 4.9, 4.862500000000001)","(2.25, 2.52, 2.5084615384615385)","(21.0, 27.0, 25.526315789473685)","(71.0, 120.0, 105.71428571428571)","(12.0, 15.5, 15.0)","(21.0, 29.0, 28.970588235294116)","(16.0, 19.5, 18.958333333333332)","(4.4, 6.0, 5.988740740740741)","(61.0, 120.0, 102.85714285714286)","(91.0, 240.0, 222.5)"
08-01-2023 16:15:48.971893,"(51.0, 75.0, 72.38095238095238)","(4.2, 4.9, 4.861818181818182)","(2.25, 2.62, 2.5988636363636366)","(21.0, 27.0, 25.526315789473685)","(81.0, 120.0, 105.71428571428571)","(12.0, 15.5, 14.973684210526315)","(21.0, 29.0, 28.970588235294116)","(16.0, 19.0, 18.833333333333332)","(4.6, 6.0, 5.988740740740741)","(61.0, 110.0, 102.85714285714286)","(101.0, 230.0, 200.0)"
08-01-2023 16:15:50.353078,"(51.0, 75.0, 72.38095238095238)","(4.2, 4.9, 4.8580000000000005)","(2.25, 2.6, 2.5975308641975308)","(21.0, 27.0, 25.6875)","(81.0, 120.0, 106.0)","(12.0, 15.5, 14.973684210526315)","(21.0, 29.0, 28.559322033898304)","(16.0, 19.0, 18.15625)","(4.6, 6.0, 5.9885542168674695)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:15:51.744276,"(51.0, 75.0, 72.38095238095238)","(4.2, 4.9, 4.8580000000000005)","(2.25, 2.6, 2.592164179104478)","(21.0, 27.0, 25.2)","(81.0, 120.0, 106.0)","(12.0, 15.5, 14.934782608695652)","(21.0, 29.0, 28.40909090909091)","(16.0, 18.5, 18.15625)","(4.6, 6.0, 5.9886904761904765)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:15:53.074045,"(51.0, 75.0, 72.38095238095238)","(4.2, 4.9, 4.930097087378641)","(2.25, 2.6, 2.5921200750469042)","(21.0, 26.0, 25.2)","(81.0, 120.0, 106.0)","(12.0, 15.5, 14.934782608695652)","(21.0, 29.0, 28.40909090909091)","(16.0, 18.5, 17.7972972972973)","(4.6, 6.0, 5.9886904761904765)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:15:54.443735,"(51.0, 75.0, 72.38095238095238)","(4.2, 5.0, 4.930097087378641)","(2.25, 2.6, 2.5921200750469042)","(21.0, 26.0, 25.2)","(81.0, 120.0, 106.0)","(12.0, 15.5, 13.944444444444445)","(21.0, 29.0, 28.67088607594937)","(16.0, 18.0, 17.926829268292682)","(4.6, 6.0, 6.1030303030303035)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:15:55.826692,"(51.0, 75.0, 72.38095238095238)","(4.0, 5.0, 4.930097087378641)","(2.3, 2.6, 2.5903225806451613)","(21.0, 26.0, 25.2)","(81.0, 120.0, 106.0)","(12.0, 14.0, 14.190298507462687)","(21.0, 29.0, 28.790697674418606)","(16.0, 18.0, 17.879518072289155)","(4.6, 6.2, 6.036641221374046)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:15:57.212126,"(51.0, 75.0, 72.4390243902439)","(4.0, 5.0, 4.9393939393939394)","(2.3, 2.6, 2.575115207373272)","(21.0, 26.0, 25.09090909090909)","(81.0, 120.0, 106.66666666666667)","(12.0, 15.5, 14.2)","(21.0, 29.0, 28.790697674418606)","(16.0, 18.0, 17.879518072289155)","(4.6, 6.2, 6.062820512820513)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:15:58.565769,"(51.0, 75.0, 72.4390243902439)","(4.2, 5.0, 4.9393939393939394)","(2.3, 2.6, 2.5728643216080402)","(21.0, 26.0, 25.09090909090909)","(81.0, 120.0, 106.66666666666667)","(12.0, 15.5, 14.516806722689076)","(21.0, 29.0, 28.8)","(16.0, 18.0, 17.545454545454547)","(4.6, 6.2, 5.996694214876033)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:15:59.909333,"(51.0, 75.0, 72.4390243902439)","(4.2, 5.0, 4.9393939393939394)","(2.3, 2.6, 2.5728643216080402)","(21.0, 26.0, 25.09090909090909)","(81.0, 120.0, 106.66666666666667)","(12.0, 15.5, 14.583333333333334)","(21.0, 29.0, 28.8)","(16.0, 18.0, 17.72222222222222)","(4.6, 6.2, 6.05679012345679)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:16:01.208253,"(51.0, 75.0, 72.4390243902439)","(4.2, 5.0, 4.925925925925926)","(2.3, 2.6, 2.563758389261745)","(21.0, 26.0, 25.09090909090909)","(81.0, 120.0, 106.66666666666667)","(12.0, 15.0, 14.583333333333334)","(21.0, 29.0, 28.8)","(16.0, 18.0, 17.583333333333332)","(4.6, 6.2, 6.020618556701031)","(61.0, 110.0, 101.66666666666667)","(101.0, 230.0, 190.0)"
08-01-2023 16:16:02.502133,"(51.0, 75.0, 72.3076923076923)","(4.2, 5.0, 4.916666666666667)","(2.3, 2.6, 2.546666666666667)","(21.0, 26.0, 24.928571428571427)","(81.0, 120.0, 109.33333333333333)","(12.0, 14.5, 14.204545454545455)","(21.0, 29.0, 28.804597701149426)","(16.0, 18.0, 17.424242424242426)","(4.6, 6.2, 6.071111111111112)","(61.0, 110.0, 104.0)","(101.0, 230.0, 174.44444444444446)"
08-01-2023 16:16:03.841170,"(51.0, 75.0, 72.41379310344827)","(4.2, 5.1, 4.864864864864865)","(2.3, 2.54, 2.5324242424242422)","(21.0, 25.0, 26.67924528301887)","(81.0, 120.0, 111.66666666666667)","(12.0, 15.0, 14.956521739130435)","(21.0, 30.0, 28.11046511627907)","(16.0, 18.5, 17.583333333333332)","(4.6, 6.2, 6.092592592592593)","(61.0, 110.0, 107.85714285714286)","(101.0, 190.0, 177.82608695652175)"
08-01-2023 16:16:05.147682,"(51.0, 75.0, 72.72727272727273)","(4.2, 5.1, 4.947826086956522)","(2.3, 2.54, 2.5278048780487805)","(21.0, 27.0, 25.11111111111111)","(81.0, 120.0, 111.66666666666667)","(12.0, 15.0, 14.956521739130435)","(21.0, 30.0, 28.11046511627907)","(16.0, 18.0, 17.166666666666668)","(4.6, 6.2, 6.075757575757576)","(61.0, 110.0, 115.71428571428572)","(101.0, 190.0, 179.62962962962962)"
08-01-2023 16:16:06.484358,"(51.0, 75.0, 72.72727272727273)","(4.2, 5.0, 4.947826086956522)","(2.3, 2.54, 2.5278048780487805)","(21.0, 27.0, 25.11111111111111)","(81.0, 120.0, 111.66666666666667)","(12.0, 15.0, 14.627659574468085)","(21.0, 30.0, 28.11046511627907)","(16.0, 18.0, 17.23076923076923)","(4.6, 6.2, 6.078518518518519)","(61.0, 120.0, 115.71428571428572)","(101.0, 190.0, 179.62962962962962)"
08-01-2023 16:16:07.783214,"(51.0, 75.0, 72.72727272727273)","(4.2, 5.0, 4.942857142857143)","(2.3, 2.52, 2.5195555555555558)","(21.0, 27.0, 25.35483870967742)","(81.0, 120.0, 111.66666666666667)","(12.0, 15.0, 14.627659574468085)","(21.0, 30.0, 28.059701492537314)","(16.0, 18.0, 17.23076923076923)","(4.6, 6.2, 6.070866141732283)","(61.0, 120.0, 113.33333333333333)","(101.0, 190.0, 179.62962962962962)"
08-01-2023 16:16:09.113035,"(51.0, 75.0, 72.72727272727273)","(4.2, 5.0, 4.836363636363636)","(2.3, 2.52, 2.5195652173913046)","(21.0, 27.0, 25.81818181818182)","(81.0, 120.0, 111.66666666666667)","(12.0, 15.0, 14.627659574468085)","(21.0, 30.0, 28.07312252964427)","(16.0, 18.0, 17.444444444444443)","(4.6, 6.2, 6.088461538461538)","(61.0, 120.0, 113.33333333333333)","(101.0, 190.0, 179.62962962962962)"
08-01-2023 16:16:10.500972,"(51.0, 75.0, 72.72727272727273)","(4.2, 4.9, 4.845882352941176)","(2.3, 2.52, 2.497843137254902)","(21.0, 26.0, 25.81818181818182)","(81.0, 120.0, 111.66666666666667)","(12.0, 15.0, 14.645833333333334)","(21.0, 30.0, 28.07312252964427)","(16.0, 18.0, 17.444444444444443)","(4.6, 6.2, 6.093457943925234)","(61.0, 120.0, 114.54545454545455)","(101.0, 190.0, 180.0)"
08-01-2023 16:16:11.834291,"(51.0, 75.0, 72.97297297297297)","(4.2, 4.9, 4.841935483870968)","(2.25, 2.5, 2.5221935483870968)","(21.0, 26.0, 25.88888888888889)","(81.0, 120.0, 111.11111111111111)","(12.0, 15.0, 14.645833333333334)","(21.0, 30.0, 28.08823529411765)","(16.0, 18.0, 17.772727272727273)","(4.8, 6.2, 6.114285714285715)","(71.0, 120.0, 105.9090909090909)","(101.0, 190.0, 180.37037037037038)"
08-01-2023 16:16:13.141895,"(51.0, 75.0, 72.9245283018868)","(4.2, 4.9, 4.859398496240602)","(2.25, 2.54, 2.5221935483870968)","(21.0, 26.0, 25.88888888888889)","(81.0, 120.0, 111.11111111111111)","(12.0, 15.0, 14.527777777777779)","(21.0, 30.0, 28.08823529411765)","(16.0, 18.0, 17.772727272727273)","(4.8, 6.2, 6.114285714285715)","(71.0, 110.0, 105.9090909090909)","(101.0, 190.0, 180.0)"
08-01-2023 16:16:14.442754,"(61.0, 75.0, 72.75510204081633)","(4.2, 4.9, 4.861585365853658)","(2.25, 2.54, 2.5155414012738855)","(21.0, 26.0, 25.82758620689655)","(81.0, 120.0, 112.0)","(13.0, 15.0, 14.592105263157896)","(21.0, 30.0, 27.125)","(16.0, 18.0, 17.934426229508198)","(4.8, 6.2, 6.036065573770492)","(71.0, 110.0, 113.75)","(101.0, 190.0, 180.83333333333334)"
08-01-2023 16:16:15.719258,"(61.0, 75.0, 72.75510204081633)","(4.2, 4.9, 4.861585365853658)","(2.25, 2.52, 2.5155414012738855)","(21.0, 27.0, 25.82758620689655)","(81.0, 120.0, 112.0)","(13.0, 15.0, 14.66304347826087)","(21.0, 29.0, 27.6)","(16.0, 18.0, 17.9375)","(4.8, 6.2, 6.07578947368421)","(71.0, 120.0, 98.21428571428571)","(101.0, 190.0, 181.2)"
08-01-2023 16:16:17.039948,"(61.0, 75.0, 73.0)","(4.2, 4.9, 4.8597222222222225)","(2.25, 2.5, 2.4808333333333334)","(21.0, 27.0, 26.413793103448278)","(81.0, 120.0, 112.72727272727273)","(13.0, 15.0, 14.696078431372548)","(21.0, 29.0, 27.833333333333332)","(16.0, 18.0, 17.666666666666668)","(4.8, 6.2, 6.114705882352942)","(71.0, 100.0, 98.33333333333333)","(101.0, 190.0, 181.85185185185185)"
08-01-2023 16:16:18.393150,"(61.0, 75.0, 74.0909090909091)","(4.2, 4.9, 4.848520710059172)","(2.25, 2.5, 2.4808333333333334)","(21.0, 27.0, 26.366666666666667)","(81.0, 120.0, 112.72727272727273)","(13.0, 15.0, 14.570093457943925)","(21.0, 29.0, 27.8)","(16.0, 18.0, 17.466666666666665)","(4.8, 6.2, 6.115151515151515)","(71.0, 100.0, 98.6842105263158)","(101.0, 190.0, 185.55555555555554)"
08-01-2023 16:16:19.875888,"(61.0, 75.0, 74.13043478260869)","(4.2, 4.9, 4.851149425287357)","(2.25, 2.5, 2.48)","(21.0, 27.0, 26.58823529411765)","(81.0, 120.0, 116.11111111111111)","(13.0, 15.0, 14.442528735632184)","(21.0, 28.0, 27.941176470588236)","(16.0, 18.0, 18.214285714285715)","(4.8, 6.2, 6.28)","(71.0, 100.0, 99.44444444444444)","(101.0, 190.0, 186.2962962962963)"
08-01-2023 16:16:21.313699,"(61.0, 75.0, 74.14285714285714)","(4.2, 4.9, 4.761797752808989)","(2.25, 2.48, 2.4822163588390502)","(21.0, 27.0, 25.962962962962962)","(81.0, 120.0, 116.81818181818181)","(13.0, 14.5, 14.415584415584416)","(21.0, 28.0, 28.038229376257544)","(16.0, 18.5, 18.147058823529413)","(4.8, 6.4, 6.230769230769231)","(61.0, 100.0, 99.44444444444444)","(101.0, 190.0, 186.2962962962963)"
08-01-2023 16:16:22.653455,"(61.0, 75.0, 74.14285714285714)","(4.2, 4.8, 4.761797752808989)","(2.25, 2.5, 2.4822163588390502)","(21.0, 27.0, 25.962962962962962)","(81.0, 120.0, 118.0)","(13.0, 14.5, 14.198717948717949)","(21.0, 30.0, 28.026530612244898)","(16.0, 18.5, 18.625)","(4.8, 6.4, 6.316981132075472)","(61.0, 100.0, 116.42857142857143)","(101.0, 190.0, 187.03703703703704)"
08-01-2023 16:16:23.966081,"(61.0, 75.0, 74.57142857142857)","(4.2, 5.3, 5.202702702702703)","(2.25, 2.5, 2.49046357615894)","(21.0, 27.0, 26.529411764705884)","(81.0, 120.0, 117.89473684210526)","(13.0, 14.5, 14.015463917525773)","(21.0, 30.0, 27.099)","(15.0, 19.0, 18.612903225806452)","(4.8, 6.4, 6.125)","(61.0, 120.0, 107.95454545454545)","(101.0, 190.0, 186.52173913043478)"
08-01-2023 16:16:25.213136,"(61.0, 75.0, 74.46428571428571)","(4.2, 5.7, 5.596551724137932)","(2.25, 2.5, 2.482)","(21.0, 27.0, 26.529411764705884)","(81.0, 120.0, 117.6470588235294)","(13.0, 14.5, 13.980519480519481)","(21.0, 30.0, 27.761904761904763)","(15.0, 19.0, 18.2)","(4.8, 6.4, 6.389)","(61.0, 110.0, 98.86363636363636)","(101.0, 190.0, 186.36363636363637)"
08-01-2023 16:16:26.624075,"(61.0, 75.0, 74.46428571428571)","(4.2, 6.4, 5.975342465753425)","(2.25, 2.5, 2.42)","(21.0, 27.0, 26.2)","(81.0, 120.0, 117.22222222222223)","(13.0, 14.5, 13.960526315789474)","(21.0, 28.0, 27.705882352941178)","(15.0, 18.5, 17.8)","(4.8, 6.4, 6.389)","(61.0, 100.0, 98.86363636363636)","(101.0, 190.0, 186.36363636363637)"
08-01-2023 16:16:28.001040,"(61.0, 75.0, 74.46428571428571)","(4.2, 6.2, 5.8133333333333335)","(2.2, 2.42, 2.5145525291828794)","(21.0, 27.0, 23.833333333333332)","(81.0, 120.0, 117.22222222222223)","(12.0, 14.5, 13.948275862068966)","(21.0, 28.0, 27.545454545454547)","(15.0, 18.0, 17.333333333333332)","(4.8, 6.4, 6.381569965870307)","(61.0, 100.0, 98.61111111111111)","(101.0, 190.0, 185.2941176470588)"
08-01-2023 16:16:29.429796,"(61.0, 75.0, 74.31818181818181)","(4.2, 6.2, 5.733333333333333)","(2.2, 2.52, 2.459837398373984)","(21.0, 26.0, 24.32258064516129)","(81.0, 120.0, 117.22222222222223)","(12.0, 14.5, 13.53225806451613)","(21.0, 28.0, 27.375)","(15.0, 17.5, 17.291666666666668)","(4.8, 6.4, 6.1000000000000005)","(61.0, 100.0, 98.42105263157895)","(101.0, 190.0, 185.2941176470588)"
08-01-2023 16:16:30.808782,"(61.0, 75.0, 74.31818181818181)","(4.2, 6.0, 5.712280701754386)","(2.2, 2.46, 2.4415384615384617)","(21.0, 26.0, 24.18181818181818)","(81.0, 120.0, 117.22222222222223)","(12.0, 14.0, 13.636363636363637)","(21.0, 28.0, 27.433962264150942)","(15.0, 17.5, 17.291666666666668)","(4.8, 6.4, 6.381012658227848)","(61.0, 100.0, 103.33333333333333)","(101.0, 190.0, 185.55555555555554)"
08-01-2023 16:16:32.211072,"(61.0, 75.0, 74.31818181818181)","(4.2, 6.0, 5.5807692307692305)","(2.2, 2.5, 2.4619999999999997)","(21.0, 26.0, 24.18181818181818)","(81.0, 120.0, 117.22222222222223)","(12.0, 14.0, 13.778846153846153)","(21.0, 28.0, 26.771428571428572)","(15.0, 17.5, 17.32608695652174)","(4.8, 6.4, 6.28)","(61.0, 120.0, 102.5)","(101.0, 190.0, 185.78947368421052)"
08-01-2023 16:16:33.503559,"(61.0, 75.0, 74.31818181818181)","(4.2, 5.6, 5.5807692307692305)","(2.2, 2.5, 2.42)","(21.0, 26.0, 24.125)","(81.0, 120.0, 117.22222222222223)","(12.0, 14.0, 13.7125)","(21.0, 27.0, 27.444444444444443)","(15.0, 17.5, 16.75)","(4.8, 6.4, 6.307692307692308)","(61.0, 110.0, 101.42857142857143)","(101.0, 190.0, 185.78947368421052)"
08-01-2023 16:16:34.896495,"(61.0, 75.0, 74.31818181818181)","(4.2, 5.9, 5.86)","(2.2, 2.42, 2.4199358974358973)","(21.0, 26.0, 23.63157894736842)","(81.0, 120.0, 117.22222222222223)","(12.0, 14.0, 14.155405405405405)","(21.0, 28.0, 27.444444444444443)","(15.0, 17.0, 16.76595744680851)","(4.8, 6.4, 6.25)","(61.0, 110.0, 101.42857142857143)","(101.0, 190.0, 185.78947368421052)"
08-01-2023 16:16:36.262694,"(61.0, 75.0, 74.11764705882354)","(4.2, 5.9, 5.812)","(2.2, 2.42, 2.4197610921501704)","(21.0, 26.0, 24.76923076923077)","(81.0, 120.0, 117.5)","(12.0, 14.5, 14.276315789473685)","(21.0, 28.0, 27.565217391304348)","(15.0, 17.0, 16.78)","(4.8, 6.4, 6.347826086956522)","(61.0, 110.0, 104.0)","(101.0, 190.0, 186.0)"
08-01-2023 16:16:37.607088,"(61.0, 75.0, 74.28571428571429)","(4.2, 5.9, 5.812)","(2.2, 2.48, 2.4704761904761905)","(21.0, 26.0, 24.42105263157895)","(81.0, 120.0, 117.14285714285714)","(12.0, 14.5, 14.225806451612904)","(21.0, 28.0, 26.80952380952381)","(15.0, 17.0, 16.78)","(4.8, 6.4, 6.232)","(61.0, 110.0, 95.83333333333333)","(101.0, 190.0, 186.92307692307693)"
08-01-2023 16:16:38.934727,"(61.0, 75.0, 74.4)","(4.2, 5.9, 5.722222222222222)","(2.2, 2.48, 2.4657142857142857)","(21.0, 26.0, 24.536585365853657)","(81.0, 120.0, 117.14285714285714)","(12.0, 14.5, 13.833333333333334)","(21.0, 27.0, 26.80952380952381)","(15.0, 17.0, 16.45098039215686)","(4.8, 6.4, 6.221818181818182)","(61.0, 100.0, 92.85714285714286)","(101.0, 190.0, 187.03703703703704)"
08-01-2023 16:16:40.297256,"(61.0, 75.0, 74.4)","(4.2, 5.8, 5.708695652173913)","(2.2, 2.48, 2.4657142857142857)","(21.0, 26.0, 24.536585365853657)","(81.0, 120.0, 117.05882352941177)","(12.0, 14.0, 13.75)","(21.0, 27.0, 26.741935483870968)","(15.0, 16.5, 16.4468085106383)","(4.8, 6.6, 6.281081081081081)","(61.0, 100.0, 92.85714285714286)","(101.0, 190.0, 186.92307692307693)"
08-01-2023 16:16:41.676615,"(61.0, 75.0, 73.92857142857143)","(4.2, 5.8, 5.659016393442623)","(2.2, 2.48, 2.419144215530903)","(21.0, 26.0, 24.09090909090909)","(81.0, 120.0, 118.125)","(12.0, 14.0, 13.676470588235293)","(21.0, 27.0, 27.25)","(15.0, 16.5, 17.548387096774192)","(4.8, 6.6, 5.913432835820895)","(61.0, 100.0, 97.5)","(101.0, 190.0, 187.93103448275863)"
08-01-2023 16:16:43.126746,"(61.0, 80.0, 77.6)","(4.2, 5.8, 5.719626168224298)","(2.2, 2.42, 2.419035714285714)","(21.0, 26.0, 25.363636363636363)","(81.0, 120.0, 118.42105263157895)","(12.0, 14.0, 13.85897435897436)","(21.0, 28.0, 27.526315789473685)","(15.0, 18.0, 17.708333333333332)","(4.8, 6.0, 5.927586206896552)","(61.0, 100.0, 92.91666666666667)","(101.0, 190.0, 188.06451612903226)"
08-01-2023 16:16:44.632188,"(61.0, 80.0, 78.06451612903226)","(4.2, 5.8, 5.677777777777778)","(2.2, 2.42, 2.4190109890109888)","(21.0, 26.0, 25.363636363636363)","(81.0, 120.0, 118.42105263157895)","(12.0, 14.0, 13.616071428571429)","(21.0, 28.0, 27.571428571428573)","(15.0, 18.0, 17.72)","(4.8, 6.0, 5.93978494623656)","(61.0, 95.0, 92.22222222222223)","(101.0, 190.0, 188.1818181818182)"
08-01-2023 16:16:46.065631,"(61.0, 80.0, 77.3913043478261)","(4.2, 5.7, 5.65)","(2.2, 2.42, 2.4185753424657532)","(21.0, 26.0, 25.363636363636363)","(81.0, 120.0, 117.27272727272727)","(12.0, 14.0, 13.641304347826088)","(21.0, 28.0, 25.895833333333332)","(15.0, 18.0, 17.63157894736842)","(4.8, 6.0, 5.93978494623656)","(61.0, 95.0, 92.22222222222223)","(101.0, 190.0, 188.06451612903226)"
08-01-2023 16:16:47.459188,"(61.0, 80.0, 77.3913043478261)","(4.2, 5.7, 5.617857142857143)","(2.2, 2.42, 2.4402409638554214)","(21.0, 26.0, 25.363636363636363)","(81.0, 120.0, 115.38461538461539)","(12.0, 14.0, 13.484615384615385)","(21.0, 26.0, 27.866666666666667)","(15.0, 18.0, 17.63157894736842)","(4.8, 6.0, 5.929559748427673)","(61.0, 95.0, 90.0)","(101.0, 190.0, 188.06451612903226)"
08-01-2023 16:16:48.824025,"(61.0, 80.0, 76.17647058823529)","(4.2, 5.7, 5.617857142857143)","(2.2, 2.5, 2.4402409638554214)","(21.0, 26.0, 25.363636363636363)","(81.0, 120.0, 116.66666666666667)","(12.0, 13.5, 13.637931034482758)","(21.0, 28.0, 27.862068965517242)","(15.0, 18.0, 17.63157894736842)","(4.8, 6.0, 5.908860759493671)","(61.0, 95.0, 89.44444444444444)","(101.0, 190.0, 188.06451612903226)"
08-01-2023 16:16:50.228160,"(61.0, 80.0, 76.17647058823529)","(4.2, 5.7, 5.673584905660378)","(2.2, 2.5, 2.4271489361702128)","(21.0, 26.0, 25.48148148148148)","(81.0, 120.0, 116.66666666666667)","(12.0, 14.5, 14.3)","(21.0, 28.0, 27.87878787878788)","(15.0, 18.0, 17.61111111111111)","(4.8, 6.0, 5.8970178926441355)","(61.0, 95.0, 85.33333333333333)","(101.0, 190.0, 179.67741935483872)"
08-01-2023 16:16:51.666840,"(61.0, 80.0, 76.17647058823529)","(4.2, 5.7, 5.6684210526315795)","(2.2, 2.5, 2.4288442211055274)","(21.0, 26.0, 25.48148148148148)","(81.0, 120.0, 112.85714285714286)","(12.0, 14.5, 13.8125)","(21.0, 28.0, 27.789473684210527)","(15.0, 18.0, 17.61111111111111)","(4.8, 5.9, 5.897600000000001)","(61.0, 90.0, 85.625)","(101.0, 180.0, 179.67741935483872)"
08-01-2023 16:16:52.973104,"(61.0, 80.0, 76.17647058823529)","(4.2, 5.7, 5.660747663551402)","(2.2, 2.5, 2.423459459459459)","(21.0, 26.0, 25.5625)","(81.0, 120.0, 114.44444444444444)","(12.0, 14.0, 13.804347826086957)","(21.0, 28.0, 27.692307692307693)","(15.0, 18.0, 17.58823529411765)","(4.8, 5.9, 5.897029702970297)","(61.0, 90.0, 85.625)","(101.0, 180.0, 179.6969696969697)"
08-01-2023 16:16:54.329059,"(61.0, 80.0, 76.28571428571429)","(4.2, 5.7, 5.660747663551402)","(2.2, 2.5, 2.4568098159509204)","(21.0, 26.0, 25.5625)","(81.0, 120.0, 114.0)","(12.0, 14.0, 13.804347826086957)","(21.0, 28.0, 27.692307692307693)","(15.0, 18.0, 17.5625)","(4.8, 5.9, 6.08)","(61.0, 90.0, 85.625)","(101.0, 180.0, 179.67741935483872)"
08-01-2023 16:16:55.723784,"(61.0, 80.0, 76.66666666666667)","(4.2, 5.7, 5.663302752293578)","(2.2, 2.5, 2.441818181818182)","(21.0, 26.0, 25.5625)","(81.0, 120.0, 115.0)","(12.0, 14.0, 13.777777777777779)","(21.0, 28.0, 27.81818181818182)","(15.0, 18.0, 17.766666666666666)","(4.8, 6.4, 6.057142857142857)","(61.0, 90.0, 84.0)","(101.0, 180.0, 179.6969696969697)"
08-01-2023 16:16:57.137032,"(61.0, 80.0, 76.66666666666667)","(4.2, 5.7, 5.643283582089552)","(2.2, 2.5, 2.4395780590717298)","(21.0, 26.0, 25.5625)","(81.0, 120.0, 115.0)","(12.0, 14.0, 13.785714285714286)","(21.0, 28.0, 27.764705882352942)","(15.0, 18.0, 17.884615384615383)","(4.8, 6.4, 6.303225806451613)","(61.0, 85.0, 84.0)","(101.0, 180.0, 179.7058823529412)"
08-01-2023 16:16:58.582386,"(61.0, 80.0, 76.66666666666667)","(4.2, 5.7, 5.499579831932773)","(2.2, 2.5, 2.448592057761733)","(21.0, 26.0, 25.870967741935484)","(81.0, 120.0, 115.38461538461539)","(12.0, 14.0, 13.765625)","(21.0, 28.0, 27.52)","(15.0, 18.5, 18.029411764705884)","(4.8, 6.4, 6.353846153846154)","(61.0, 85.0, 84.0625)","(101.0, 180.0, 179.71428571428572)"
08-01-2023 16:16:59.987324,"(61.0, 80.0, 76.75)","(4.2, 5.5, 5.499579831932773)","(2.2, 2.5, 2.448592057761733)","(21.0, 26.0, 25.870967741935484)","(81.0, 120.0, 115.38461538461539)","(12.0, 14.0, 13.965116279069768)","(21.0, 28.0, 27.80952380952381)","(15.0, 18.5, 17.88888888888889)","(4.8, 6.4, 6.365517241379311)","(61.0, 85.0, 84.64285714285714)","(101.0, 180.0, 179.71428571428572)"
08-01-2023 16:17:01.357062,"(61.0, 80.0, 76.75)","(4.2, 5.5, 5.654464285714286)","(2.2, 2.5, 2.4541573033707866)","(21.0, 26.0, 25.32)","(81.0, 120.0, 115.38461538461539)","(12.0, 14.5, 13.833333333333334)","(21.0, 28.0, 27.714285714285715)","(15.0, 18.0, 17.88888888888889)","(4.8, 6.4, 6.2141843971631205)","(61.0, 85.0, 84.64285714285714)","(101.0, 180.0, 179.71428571428572)"
08-01-2023 16:17:02.732648,"(61.0, 80.0, 76.9047619047619)","(4.2, 5.7, 5.6184)","(2.2, 2.5, 2.4541573033707866)","(21.0, 26.0, 25.32)","(81.0, 120.0, 115.0)","(12.0, 14.0, 13.498031496062993)","(21.0, 28.0, 27.714285714285715)","(15.0, 18.0, 17.9609375)","(4.8, 6.6, 6.2141843971631205)","(61.0, 85.0, 84.64285714285714)","(101.0, 180.0, 188.28571428571428)"
08-01-2023 16:17:04.106443,"(61.0, 80.0, 76.9047619047619)","(4.2, 5.7, 5.514545454545455)","(2.2, 2.5, 2.4241545893719807)","(21.0, 26.0, 25.244444444444444)","(81.0, 120.0, 115.45454545454545)","(12.0, 13.5, 13.492217898832685)","(21.0, 28.0, 27.714285714285715)","(15.0, 18.0, 17.886363636363637)","(4.8, 6.6, 6.338461538461539)","(61.0, 85.0, 89.28571428571429)","(101.0, 190.0, 188.53658536585365)"
08-01-2023 16:17:05.466288,"(61.0, 80.0, 76.9047619047619)","(4.2, 5.7, 5.491764705882353)","(2.2, 2.44, 2.3746840148698882)","(21.0, 26.0, 25.19047619047619)","(81.0, 120.0, 117.05882352941177)","(12.0, 13.5, 13.642857142857142)","(21.0, 28.0, 27.866666666666667)","(15.0, 18.0, 17.94047619047619)","(4.8, 6.4, 6.280851063829787)","(61.0, 90.0, 89.41176470588235)","(101.0, 190.0, 188.57142857142856)"
08-01-2023 16:17:06.830580,"(61.0, 80.0, 77.54716981132076)","(4.2, 5.7, 5.591752577319588)","(2.2, 2.38, 2.360287253141831)","(21.0, 26.0, 26.285714285714285)","(81.0, 120.0, 117.72727272727272)","(12.0, 14.0, 13.797297297297296)","(21.0, 28.0, 27.6)","(15.0, 18.0, 17.96212121212121)","(4.8, 6.6, 6.383870967741935)","(61.0, 90.0, 89.65517241379311)","(101.0, 190.0, 188.63636363636363)"
