,Know Knuckles,Ohoka Coco,Homebush Lauren,Homebush Gracen,Champagne,Homebush Reta,Opawa Cody,Rowdys Message
288,"[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 24, 58, 76522), 6.0, 18.5]"
289,"[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 24, 59, 219298), 6.0, 18.5]"
290,"[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 0, 430183), 6.0, 18.5]"
291,"[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 1, 587109), 6.0, 18.5]"
292,"[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 2, 730848), 6.0, 18.5]"
293,"[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 3, 865678), 6.0, 18.5]"
294,"[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 5, 24992), 6.0, 18.5]"
295,"[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 6, 153283), 6.0, 18.5]"
296,"[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 7, 285615), 6.0, 18.5]"
297,"[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 8, 412191), 6.0, 18.5]"
298,"[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 9, 550158), 6.0, 18.5]"
299,"[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 10, 682947), 6.0, 18.5]"
300,"[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 11, 838144), 6.0, 18.5]"
301,"[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 12, 975313), 6.0, 18.5]"
302,"[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 14, 113027), 6.0, 18.5]"
303,"[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 15, 257206), 6.0, 18.5]"
304,"[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 16, 402827), 6.0, 18.5]"
305,"[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 17, 533156), 6.0, 18.5]"
306,"[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 18, 669964), 6.0, 18.5]"
307,"[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 19, 793301), 6.0, 18.5]"
308,"[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 20, 929940), 6.0, 18.5]"
309,"[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 22, 51033), 6.0, 18.5]"
310,"[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 23, 183546), 6.0, 18.5]"
311,"[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 24, 314879), 6.0, 18.5]"
312,"[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 25, 451738), 6.0, 18.5]"
313,"[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 26, 596742), 6.0, 18.5]"
314,"[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 27, 721074), 6.0, 18.5]"
315,"[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 28, 851673), 6.0, 18.5]"
316,"[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 29, 995088), 6.0, 18.5]"
317,"[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 31, 150778), 6.0, 18.5]"
318,"[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 32, 285030), 6.0, 18.5]"
319,"[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 33, 422301), 6.0, 18.5]"
320,"[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 34, 550997), 6.0, 18.5]"
321,"[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 35, 683398), 6.0, 18.5]"
322,"[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 36, 817868), 6.0, 18.5]"
323,"[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 37, 952952), 6.0, 18.5]"
324,"[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 39, 88145), 6.0, 18.5]"
325,"[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 40, 233202), 6.0, 18.5]"
326,"[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 41, 376936), 6.0, 18.5]"
327,"[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 26.0, 200.0]","[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 2.45, 3.85]","[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 4.4, 16.0]","[datetime.datetime(2022, 11, 28, 11, 25, 42, 514053), 6.0, 18.5]"
