,Brutal Viking,Can She Hurdle,Sweet City Angel,Almost Famous,Cartel Master,Ultimate Hit
09-01-2023 14:20:07.070435,"(12.0, 44.0, 31.0)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.954545454545453)","(6.0, 10.5, 9.38888888888889)","(8.5, 14.0, 12.571428571428571)"
09-01-2023 14:20:08.150650,"(12.0, 44.0, 31.0)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.954545454545453)","(6.0, 11.0, 10.15)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:09.272251,"(12.0, 44.0, 31.0)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.954545454545453)","(6.0, 11.0, 10.15)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:10.388685,"(12.0, 44.0, 27.0)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.954545454545453)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:11.583639,"(12.0, 44.0, 30.363636363636367)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.954545454545453)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:12.714921,"(12.0, 44.0, 30.363636363636367)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.954545454545453)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:13.812192,"(12.0, 44.0, 30.363636363636367)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 28.5625)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:14.931970,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:16.074808,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:17.247121,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:18.331311,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:19.377369,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:20.423618,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:21.587995,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:22.741942,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:23.918505,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.666666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:25.020346,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:26.078161,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:27.088977,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:28.249623,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:29.436036,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.488888888888889)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:30.567236,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.153846153846153)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:31.631875,"(12.0, 44.0, 31.5)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 26.75)","(6.0, 11.0, 9.588235294117647)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:32.698804,"(12.0, 44.0, 30.909090909090907)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 25.25)","(6.0, 11.0, 9.588235294117647)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:33.728175,"(12.0, 44.0, 30.909090909090907)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 27.5)","(6.0, 11.0, 9.588235294117647)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:34.837652,"(12.0, 44.0, 30.909090909090907)","(6.5, 13.5, 12.041666666666666)","(1.55, 1.55, 1.547777777777778)","(8.5, 34.0, 27.5)","(6.0, 11.0, 9.588235294117647)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:35.944727,"(12.0, 44.0, 32.0)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 34.0, 34.125)","(6.0, 11.0, 9.928571428571429)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:37.184470,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:38.347475,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:39.488810,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 14.0, 12.125)"
09-01-2023 14:20:40.562839,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 14.0, 12.5)"
09-01-2023 14:20:42.030864,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 14.0, 12.9375)"
09-01-2023 14:20:43.348655,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 13.5, 12.9375)"
09-01-2023 14:20:44.562373,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 13.5, 12.9375)"
09-01-2023 14:20:45.768531,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 10.4)","(8.5, 13.5, 12.9375)"
09-01-2023 14:20:46.970949,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5473913043478262)","(8.5, 42.0, 34.125)","(6.0, 11.0, 12.588235294117647)","(8.5, 13.5, 12.75)"
09-01-2023 14:20:48.160775,"(12.0, 42.0, 38.85714285714286)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5366666666666666)","(8.5, 42.0, 25.6)","(6.0, 14.5, 10.57857142857143)","(8.5, 13.5, 12.066666666666666)"
09-01-2023 14:20:49.304300,"(12.0, 42.0, 28.0)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5366666666666666)","(8.5, 40.0, 26.0)","(6.0, 14.5, 12.707692307692309)","(8.5, 13.5, 10.428571428571429)"
09-01-2023 14:20:50.654485,"(12.0, 40.0, 27.333333333333332)","(6.5, 13.5, 11.75)","(1.55, 1.55, 1.5366666666666666)","(8.5, 38.0, 24.666666666666668)","(6.0, 14.0, 11.694117647058825)","(8.5, 13.5, 10.428571428571429)"
09-01-2023 14:20:51.954790,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.5, 12.25)","(1.55, 1.55, 1.5366666666666666)","(8.5, 38.0, 24.666666666666668)","(6.0, 14.0, 11.694117647058825)","(8.5, 13.5, 10.428571428571429)"
09-01-2023 14:20:53.027017,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.5, 12.25)","(1.55, 1.55, 1.5366666666666666)","(8.5, 38.0, 25.5)","(6.0, 14.0, 11.694117647058825)","(8.5, 13.5, 10.428571428571429)"
09-01-2023 14:20:54.078368,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.0, 11.545454545454545)","(1.55, 1.55, 1.5366666666666666)","(8.5, 36.0, 23.75)","(6.0, 14.0, 11.694117647058825)","(8.5, 13.5, 11.1)"
09-01-2023 14:20:55.237978,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.0, 11.545454545454545)","(1.55, 1.55, 1.5366666666666666)","(8.5, 36.0, 23.75)","(6.0, 14.0, 11.694117647058825)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:20:56.418541,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.0, 11.545454545454545)","(1.55, 1.55, 1.5366666666666666)","(8.5, 36.0, 23.75)","(6.0, 14.0, 10.2)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:20:57.614929,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.0, 11.545454545454545)","(1.55, 1.55, 1.5366666666666666)","(8.5, 36.0, 23.75)","(6.0, 12.0, 10.2)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:20:58.784727,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.0, 11.545454545454545)","(1.55, 1.55, 1.5366666666666666)","(8.5, 36.0, 23.75)","(6.0, 12.0, 9.120000000000001)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:20:59.940138,"(12.0, 44.0, 23.875)","(6.5, 13.0, 11.461538461538462)","(1.55, 1.55, 1.5473913043478262)","(8.5, 36.0, 23.75)","(6.0, 12.0, 10.304347826086957)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:21:01.145685,"(12.0, 44.0, 22.916666666666668)","(6.5, 13.0, 11.461538461538462)","(1.55, 1.55, 1.5473913043478262)","(8.5, 36.0, 23.75)","(6.0, 12.0, 10.4)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:21:02.255093,"(12.0, 44.0, 22.916666666666668)","(6.5, 13.0, 11.461538461538462)","(1.55, 1.55, 1.5473913043478262)","(8.5, 36.0, 23.75)","(6.0, 13.0, 10.4)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:21:03.269911,"(12.0, 42.0, 28.0)","(6.5, 13.0, 11.461538461538462)","(1.55, 1.58, 1.579349593495935)","(8.5, 36.0, 23.75)","(6.0, 12.5, 11.936363636363637)","(8.5, 13.0, 10.149999999999999)"
09-01-2023 14:21:04.389824,"(12.0, 42.0, 24.5)","(6.5, 13.0, 10.076923076923077)","(1.55, 1.58, 1.545)","(8.5, 36.0, 23.75)","(6.0, 12.5, 11.26)","(8.5, 13.0, 10.581818181818182)"
09-01-2023 14:21:05.564423,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.0, 10.384615384615385)","(1.55, 1.58, 1.545)","(8.5, 36.0, 23.75)","(6.0, 12.5, 11.26)","(8.5, 13.0, 11.066666666666666)"
09-01-2023 14:21:06.740990,"(12.0, 40.0, 24.166666666666668)","(6.5, 13.0, 11.222222222222223)","(1.55, 1.58, 1.545)","(8.5, 36.0, 23.75)","(6.0, 12.5, 10.014285714285714)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:07.794655,"(12.0, 40.0, 27.142857142857142)","(6.5, 13.0, 11.476190476190476)","(1.55, 1.58, 1.545)","(8.5, 36.0, 23.75)","(6.0, 12.5, 10.014285714285714)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:08.777274,"(12.0, 40.0, 27.142857142857142)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 23.0)","(6.0, 12.5, 11.027272727272727)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:09.908529,"(12.0, 44.0, 28.285714285714285)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.833333333333332)","(6.0, 12.5, 12.192307692307692)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:11.045793,"(12.0, 42.0, 27.714285714285715)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.833333333333332)","(6.0, 16.0, 13.3125)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:12.213135,"(12.0, 42.0, 32.0)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.833333333333332)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:13.331923,"(12.0, 42.0, 32.0)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.833333333333332)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:14.480298,"(12.0, 42.0, 32.0)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.833333333333332)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:15.634883,"(12.0, 42.0, 32.0)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.833333333333332)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:16.788085,"(12.0, 42.0, 32.0)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.833333333333332)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.799999999999999)"
09-01-2023 14:21:17.861780,"(12.0, 42.0, 32.0)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 17.333333333333332)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.32)"
09-01-2023 14:21:19.176222,"(12.0, 42.0, 32.0)","(6.5, 13.0, 11.545454545454547)","(1.55, 1.58, 1.545)","(8.5, 32.0, 19.821428571428573)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.32)"
09-01-2023 14:21:20.391537,"(12.0, 42.0, 32.0)","(6.5, 13.0, 10.272727272727273)","(1.55, 1.58, 1.545)","(8.5, 32.0, 19.821428571428573)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 10.32)"
09-01-2023 14:21:21.630835,"(12.0, 42.0, 32.0)","(6.5, 13.0, 10.272727272727273)","(1.55, 1.58, 1.545)","(8.5, 32.0, 19.821428571428573)","(6.0, 15.5, 13.3125)","(8.5, 12.0, 12.066666666666666)"
09-01-2023 14:21:22.715041,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.3125)","(1.55, 1.58, 1.545)","(8.5, 32.0, 19.821428571428573)","(6.0, 15.5, 13.3125)","(8.5, 13.5, 12.783333333333333)"
09-01-2023 14:21:23.825513,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.52777777777778)","(6.0, 15.5, 13.441176470588236)","(8.5, 13.5, 12.783333333333333)"
09-01-2023 14:21:24.984316,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.52777777777778)","(6.0, 15.5, 13.625)","(8.5, 13.5, 13.044444444444444)"
09-01-2023 14:21:26.100264,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.52777777777778)","(6.0, 15.5, 13.625)","(8.5, 13.5, 12.2)"
09-01-2023 14:21:27.153793,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.52777777777778)","(6.0, 15.5, 13.625)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:28.237673,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 22.52777777777778)","(6.0, 15.5, 13.625)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:29.312941,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 23.315789473684212)","(6.0, 15.5, 12.880952380952381)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:30.400745,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 24.058823529411764)","(6.0, 15.5, 12.880952380952381)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:31.530811,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.545)","(8.5, 32.0, 25.0)","(6.0, 15.5, 14.25)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:32.594027,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:33.703075,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:34.824422,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:35.862337,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:36.926334,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:38.099553,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:39.245696,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 12.719999999999999)"
09-01-2023 14:21:40.444269,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5361538461538462)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 13.5, 11.56)"
09-01-2023 14:21:41.376352,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5434615384615384)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.3125)","(8.5, 14.5, 13.120000000000001)"
09-01-2023 14:21:42.522704,"(12.0, 42.0, 32.0)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5434615384615384)","(8.5, 32.0, 25.0)","(6.0, 15.0, 14.25)","(8.5, 14.0, 13.120000000000001)"
09-01-2023 14:21:43.616511,"(12.0, 42.0, 32.90909090909091)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5434615384615384)","(8.5, 32.0, 24.192307692307693)","(6.0, 15.0, 14.25)","(8.5, 14.0, 13.120000000000001)"
09-01-2023 14:21:44.658560,"(12.0, 42.0, 32.90909090909091)","(6.5, 12.5, 10.208333333333334)","(1.55, 1.58, 1.5434615384615384)","(8.5, 32.0, 24.192307692307693)","(6.0, 15.0, 13.0)","(8.5, 14.0, 13.120000000000001)"
09-01-2023 14:21:45.666707,"(12.0, 42.0, 32.90909090909091)","(6.5, 12.0, 10.181818181818182)","(1.55, 1.58, 1.5434615384615384)","(8.5, 32.0, 26.029411764705884)","(6.0, 15.0, 13.5)","(8.5, 14.0, 13.120000000000001)"
09-01-2023 14:21:46.783360,"(12.0, 42.0, 32.90909090909091)","(6.5, 12.0, 10.533333333333333)","(1.55, 1.58, 1.5317021276595746)","(8.5, 32.0, 24.75)","(6.0, 15.0, 13.5)","(8.5, 14.0, 13.120000000000001)"
09-01-2023 14:21:47.896705,"(12.0, 42.0, 32.90909090909091)","(6.5, 12.0, 11.0)","(1.55, 1.57, 1.5563076923076924)","(8.5, 32.0, 25.0)","(6.0, 15.0, 13.5)","(8.5, 14.0, 13.120000000000001)"
09-01-2023 14:21:48.997761,"(12.0, 42.0, 32.90909090909091)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 32.0, 31.0)","(6.0, 15.0, 13.5)","(8.5, 14.0, 13.120000000000001)"
09-01-2023 14:21:50.081640,"(12.0, 42.0, 39.14285714285714)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 44.0, 22.846153846153847)","(6.0, 15.0, 13.5)","(8.5, 14.0, 12.114285714285714)"
09-01-2023 14:21:51.209356,"(12.0, 42.0, 39.14285714285714)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 32.0, 22.846153846153847)","(6.0, 15.0, 13.5)","(8.5, 14.0, 11.16)"
09-01-2023 14:21:52.341896,"(12.0, 42.0, 39.14285714285714)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 32.0, 22.846153846153847)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:21:53.448281,"(12.0, 42.0, 39.14285714285714)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 32.0, 30.384615384615383)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:21:54.499086,"(12.0, 42.0, 39.14285714285714)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 44.0, 28.266666666666666)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:21:55.562740,"(12.0, 42.0, 39.14285714285714)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 44.0, 35.888888888888886)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:21:56.709106,"(12.0, 42.0, 35.333333333333336)","(6.5, 12.0, 11.0)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 35.888888888888886)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:21:57.824375,"(12.0, 42.0, 35.333333333333336)","(6.5, 12.0, 11.6)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 35.888888888888886)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:21:58.903625,"(12.0, 42.0, 35.333333333333336)","(6.5, 12.0, 11.6)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 35.888888888888886)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:21:59.946779,"(12.0, 42.0, 35.333333333333336)","(6.5, 12.0, 11.6)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 35.888888888888886)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:01.029504,"(12.0, 42.0, 35.333333333333336)","(6.5, 12.0, 11.6)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 35.888888888888886)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:02.156593,"(12.0, 42.0, 35.333333333333336)","(6.5, 13.0, 11.428571428571429)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 35.888888888888886)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:03.230926,"(12.0, 42.0, 35.333333333333336)","(6.5, 12.5, 11.428571428571429)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 24.0)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:04.251250,"(12.0, 42.0, 30.6)","(6.5, 12.5, 11.428571428571429)","(1.55, 1.56, 1.5563076923076924)","(8.5, 42.0, 24.0)","(6.0, 15.0, 13.5)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:05.344772,"(12.0, 42.0, 27.75)","(6.5, 12.5, 11.428571428571429)","(1.55, 1.56, 1.5563076923076924)","(8.5, 40.0, 17.5)","(6.0, 15.0, 12.444444444444445)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:06.415451,"(12.0, 42.0, 27.75)","(6.5, 12.5, 11.428571428571429)","(1.55, 1.56, 1.5563076923076924)","(8.5, 40.0, 23.92857142857143)","(6.0, 14.0, 12.444444444444445)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:07.626721,"(12.0, 42.0, 27.75)","(6.5, 12.5, 11.428571428571429)","(1.55, 1.56, 1.5563076923076924)","(8.5, 40.0, 23.92857142857143)","(6.0, 14.0, 12.444444444444445)","(8.5, 13.5, 11.16)"
09-01-2023 14:22:08.866943,"(12.0, 42.0, 27.75)","(6.5, 12.5, 11.428571428571429)","(1.55, 1.55, 1.5365269461077844)","(8.5, 40.0, 26.363636363636367)","(6.0, 14.0, 12.444444444444445)","(8.5, 13.5, 11.16)"
