,Cosmic Bruce,Head Bin,Sugar Your Sweet,Moraine Chloe,Umbilical Man,Tiggys Em,Inga Sally,Rebels Spark
09-01-2023 14:19:55.957388,"(2.9, 3.5, 3.3363636363636364)","(16.0, 32.0, 21.09090909090909)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 55.5)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.581132075471698)"
09-01-2023 14:19:57.166918,"(2.9, 3.5, 3.3363636363636364)","(16.0, 32.0, 21.09090909090909)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.53421052631579)"
09-01-2023 14:19:58.638170,"(2.9, 3.5, 3.3363636363636364)","(16.0, 32.0, 21.09090909090909)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:19:59.946625,"(2.9, 3.5, 3.3363636363636364)","(16.0, 32.0, 21.09090909090909)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:01.269233,"(2.9, 3.5, 3.3363636363636364)","(16.0, 32.0, 19.5)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:02.537170,"(2.9, 3.5, 3.3363636363636364)","(16.0, 32.0, 19.5)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:03.895875,"(2.9, 3.5, 3.35)","(16.0, 32.0, 22.217391304347828)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:05.243686,"(2.9, 3.5, 3.369565217391304)","(16.0, 32.0, 22.217391304347828)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:06.510400,"(2.9, 3.5, 3.38)","(16.0, 32.0, 22.217391304347828)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:07.776604,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.217391304347828)","(31.0, 240.0, 115.55555555555556)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 59.05263157894737)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:09.051690,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.113636363636363)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:10.439685,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:11.980163,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.5, 12.5)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:13.307525,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 123.33333333333333)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.5, 12.692307692307692)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:14.713454,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.5, 12.692307692307692)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:16.082809,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.5, 14.0)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:17.477442,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.0, 12.208333333333334)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:18.745956,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 17.0, 14.25)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:20.018339,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 14.25)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:21.545992,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 14.25)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:22.895275,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 14.25)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:24.263108,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 14.25)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:25.549463,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:26.831699,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:28.195297,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:29.581699,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:30.882128,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:32.170040,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:33.428211,"(2.9, 3.5, 3.397727272727273)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.3703125000000003)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:34.715354,"(2.9, 3.5, 3.4379310344827587)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.373214285714286)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:36.022620,"(2.9, 3.45, 3.4)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.373214285714286)","(13.0, 60.0, 52.0)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:37.383887,"(2.9, 3.45, 3.4)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.373214285714286)","(13.0, 60.0, 46.888888888888886)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.2)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:38.779121,"(2.9, 3.45, 3.4)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.373214285714286)","(13.0, 70.0, 65.2)","(12.0, 16.5, 15.928571428571429)","(9.0, 15.0, 13.369565217391305)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:40.112328,"(2.9, 3.45, 3.4)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.373214285714286)","(13.0, 70.0, 65.86206896551724)","(12.0, 16.5, 14.125)","(9.0, 15.0, 12.794117647058824)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:41.763268,"(2.9, 3.45, 3.4)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.373214285714286)","(13.0, 70.0, 65.86206896551724)","(12.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.794117647058824)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:43.294655,"(2.9, 3.45, 3.4)","(16.0, 32.0, 22.9375)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.373214285714286)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.75)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:44.720957,"(2.9, 3.45, 3.4)","(16.0, 32.0, 23.25)","(31.0, 240.0, 120.0)","(3.0, 4.0, 3.65)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.75)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:46.194904,"(2.9, 3.45, 3.4111111111111114)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.9, 3.6142857142857143)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.75)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:47.645087,"(2.9, 3.45, 3.4111111111111114)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.9, 3.6142857142857143)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.75)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:49.036208,"(2.9, 3.45, 3.4111111111111114)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.9, 3.54)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:50.594381,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.9, 3.54)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:52.050512,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.9, 3.54)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:53.326062,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.9, 3.54)","(14.0, 70.0, 65.86206896551724)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:54.579558,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.9, 3.5954545454545457)","(14.0, 70.0, 53.91304347826087)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:55.856412,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.85, 3.5500000000000003)","(14.0, 95.0, 78.57142857142857)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:57.147348,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.85, 3.5500000000000003)","(14.0, 90.0, 77.22222222222223)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:58.497174,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.85, 3.5500000000000003)","(14.0, 80.0, 77.22222222222223)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:20:59.808616,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.85, 3.5500000000000003)","(14.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:01.224685,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.857142857142858)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:02.585666,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 128.57142857142858)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.894736842105264)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:03.869032,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 120.0)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 12.894736842105264)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:05.094779,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 143.33333333333331)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 13.333333333333334)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:06.280370,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 120.0)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 13.333333333333334)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:07.386803,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 120.0)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 13.333333333333334)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:08.578138,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 120.0)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 13.333333333333334)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:09.906530,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 120.0)","(3.0, 3.85, 3.5500000000000003)","(15.0, 80.0, 77.72727272727273)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 13.333333333333334)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:11.245835,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 23.25)","(31.0, 240.0, 120.0)","(3.0, 3.85, 3.544117647058824)","(15.0, 80.0, 77.82608695652173)","(11.0, 17.0, 14.173076923076923)","(9.0, 15.0, 13.333333333333334)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:12.597644,"(2.9, 3.45, 3.413793103448276)","(16.0, 32.0, 24.545454545454547)","(31.0, 240.0, 163.63636363636363)","(3.0, 3.85, 3.544117647058824)","(15.0, 80.0, 77.82608695652173)","(11.0, 17.0, 15.642857142857142)","(9.0, 15.0, 13.4)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:13.924128,"(2.9, 3.45, 3.413793103448276)","(16.0, 30.0, 26.25)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(15.0, 80.0, 86.95652173913044)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:15.299187,"(2.9, 3.45, 3.413793103448276)","(16.0, 29.0, 26.25)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(15.0, 90.0, 82.3913043478261)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:16.611040,"(2.9, 3.45, 3.413793103448276)","(16.0, 29.0, 26.25)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(15.0, 85.0, 86.95652173913044)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.90909090909091)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:17.932340,"(2.9, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(15.0, 90.0, 86.95652173913044)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:19.471741,"(2.9, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(15.0, 90.0, 86.95652173913044)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:20.937142,"(2.9, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(15.0, 90.0, 80.2)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.532)"
09-01-2023 14:21:22.410008,"(2.9, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(15.0, 85.0, 80.2)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:23.720945,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 85.0, 80.2)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:25.071842,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 85.0, 79.5)","(11.0, 16.5, 14.31081081081081)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:26.400788,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 83.26923076923077)","(11.0, 16.5, 14.185714285714285)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:27.709411,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 83.26923076923077)","(11.0, 16.5, 14.185714285714285)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:29.003898,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.64)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 83.26923076923077)","(11.0, 16.5, 14.185714285714285)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:30.285469,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 83.26923076923077)","(11.0, 16.5, 14.185714285714285)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:31.576531,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 83.26923076923077)","(11.0, 16.5, 13.706896551724139)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:32.793811,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 15.0, 13.666666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:34.063675,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 15.0, 16.428571428571427)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:35.369179,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 17.0, 15.333333333333334)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:36.684296,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 20.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.90909090909091)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:38.017556,"(2.8, 3.45, 3.413793103448276)","(16.0, 29.0, 22.285714285714285)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.166666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:39.389304,"(2.8, 3.45, 3.413793103448276)","(16.0, 28.0, 23.4)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.166666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:40.890310,"(2.8, 3.45, 3.413793103448276)","(16.0, 27.0, 20.347826086956523)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.166666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:42.152146,"(2.8, 3.45, 3.413793103448276)","(16.0, 27.0, 20.347826086956523)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.166666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:43.358990,"(2.8, 3.45, 3.413793103448276)","(16.0, 27.0, 20.347826086956523)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.166666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:44.580005,"(2.8, 3.45, 3.413793103448276)","(16.0, 27.0, 23.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.544117647058824)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.166666666666666)","(3.8, 4.7, 4.534782608695652)"
09-01-2023 14:21:45.762752,"(2.8, 3.45, 3.413793103448276)","(16.0, 26.0, 23.53846153846154)","(31.0, 240.0, 169.0909090909091)","(3.0, 3.85, 3.565625)","(17.0, 90.0, 65.0)","(11.0, 16.5, 13.706896551724139)","(9.0, 16.5, 14.2)","(3.8, 4.7, 4.534782608695652)"
