,Prota,Tringale,Confusion Baby Boy,Antipoison,Yabba Dabba Dude,Northern Ridge,Trustyourinstinct,Nick The Cardshark
15-12-2022 12:11:41.296789,"(7.0, 9.0, 8.89090909090909)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 31.0)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.75)","(8.5, 11.5, 11.346153846153847)","(2.6, 2.96, 2.8815384615384616)","(8.0, 10.5, 10.336363636363636)"
15-12-2022 12:11:42.339629,"(7.0, 9.0, 8.89090909090909)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 29.68)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.75)","(8.5, 11.5, 11.346153846153847)","(2.6, 2.96, 2.9106451612903226)","(8.0, 10.5, 10.336363636363636)"
15-12-2022 12:11:43.334690,"(7.0, 9.0, 8.89090909090909)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 29.166666666666668)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.75)","(8.5, 11.5, 11.346153846153847)","(2.6, 2.96, 2.8815384615384616)","(8.0, 10.5, 10.336363636363636)"
15-12-2022 12:11:44.360373,"(7.0, 9.0, 8.89090909090909)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 29.166666666666668)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.75)","(8.5, 11.5, 11.794117647058824)","(2.6, 2.96, 2.9106451612903226)","(8.0, 10.5, 9.94054054054054)"
15-12-2022 12:11:45.444828,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 27.333333333333332)","(12.0, 17.5, 16.428571428571427)","(19.0, 30.0, 29.0)","(8.5, 12.5, 11.794117647058824)","(2.6, 2.96, 2.8815384615384616)","(8.0, 11.0, 9.94054054054054)"
15-12-2022 12:11:46.458363,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 27.333333333333332)","(12.0, 17.5, 16.428571428571427)","(19.0, 30.0, 29.0)","(8.5, 12.5, 11.794117647058824)","(2.6, 2.96, 2.922222222222222)","(8.0, 11.0, 9.94054054054054)"
15-12-2022 12:11:47.452835,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 27.333333333333332)","(12.0, 17.5, 16.428571428571427)","(19.0, 30.0, 28.25)","(8.5, 12.5, 11.794117647058824)","(2.6, 2.94, 2.922222222222222)","(8.0, 11.0, 9.893023255813953)"
15-12-2022 12:11:48.567687,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 26.416666666666668)","(12.0, 17.5, 16.428571428571427)","(19.0, 30.0, 28.0)","(8.5, 12.5, 11.794117647058824)","(2.6, 2.94, 2.922222222222222)","(8.0, 11.0, 10.125)"
15-12-2022 12:11:49.575348,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.3, 4.133333333333333)","(20.0, 42.0, 26.416666666666668)","(12.0, 17.5, 16.428571428571427)","(19.0, 30.0, 28.0)","(8.5, 12.5, 11.794117647058824)","(2.6, 2.94, 2.922222222222222)","(8.0, 11.0, 9.4)"
15-12-2022 12:11:50.674446,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.16)","(20.0, 42.0, 26.416666666666668)","(12.0, 17.5, 16.5625)","(19.0, 30.0, 28.0)","(8.5, 12.5, 11.794117647058824)","(2.6, 2.94, 2.922222222222222)","(8.0, 11.0, 9.4)"
15-12-2022 12:11:51.783535,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.16)","(20.0, 42.0, 26.416666666666668)","(12.0, 17.5, 16.5625)","(19.0, 30.0, 27.666666666666668)","(8.5, 12.5, 11.346153846153847)","(2.6, 2.94, 2.922222222222222)","(8.0, 11.0, 9.5)"
15-12-2022 12:11:52.803423,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.16)","(20.0, 42.0, 26.416666666666668)","(12.0, 17.5, 16.5625)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.346153846153847)","(2.6, 2.94, 2.924)","(8.0, 11.0, 9.5)"
15-12-2022 12:11:53.841868,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.16)","(20.0, 42.0, 24.583333333333332)","(12.0, 17.5, 16.166666666666668)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.346153846153847)","(2.6, 2.94, 2.922222222222222)","(8.0, 11.0, 9.9)"
15-12-2022 12:11:54.964107,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.164285714285714)","(20.0, 42.0, 24.583333333333332)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.5)","(8.5, 11.5, 10.83673469387755)","(2.6, 2.94, 2.924)","(8.0, 10.5, 9.375)"
15-12-2022 12:11:56.023938,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.15625)","(20.0, 42.0, 24.583333333333332)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.5)","(8.5, 12.0, 10.83673469387755)","(2.6, 2.94, 2.924)","(8.0, 10.5, 9.375)"
15-12-2022 12:11:57.036702,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.152380952380952)","(20.0, 42.0, 27.586206896551722)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.5)","(8.5, 12.0, 10.875)","(2.6, 2.94, 2.922222222222222)","(8.0, 10.5, 9.705882352941176)"
15-12-2022 12:11:58.063099,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.15625)","(20.0, 42.0, 25.5)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.346153846153847)","(2.6, 2.94, 2.922222222222222)","(8.0, 10.5, 9.705882352941176)"
15-12-2022 12:11:59.075224,"(7.0, 9.0, 8.82857142857143)","(3.7, 4.4, 4.15625)","(20.0, 42.0, 25.5)","(12.0, 17.0, 16.5)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.346153846153847)","(2.6, 2.94, 2.935)","(8.0, 10.5, 9.6)"
15-12-2022 12:12:00.117012,"(7.0, 9.6, 9.5)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 25.5)","(12.0, 17.0, 16.85)","(19.0, 30.0, 28.5)","(8.5, 12.0, 10.875)","(2.6, 2.94, 2.9323076923076923)","(8.0, 10.5, 9.6875)"
15-12-2022 12:12:01.178417,"(7.0, 9.6, 9.51)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 25.5)","(12.0, 17.0, 16.75)","(19.0, 30.0, 28.5)","(8.5, 12.0, 10.766666666666667)","(2.6, 2.94, 2.9323076923076923)","(8.0, 10.5, 10.19047619047619)"
15-12-2022 12:12:02.214662,"(7.0, 9.6, 9.51)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 25.5)","(12.0, 17.0, 16.863636363636363)","(19.0, 30.0, 28.5)","(8.5, 12.0, 10.766666666666667)","(2.6, 2.94, 2.9323076923076923)","(8.0, 10.5, 10.19047619047619)"
15-12-2022 12:12:03.248864,"(7.0, 9.6, 9.51)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 17.0, 16.863636363636363)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.9015384615384616)","(8.0, 10.5, 10.19047619047619)"
15-12-2022 12:12:04.281833,"(7.0, 9.6, 9.51)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 17.0, 17.55263157894737)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.445945945945946)","(2.6, 3.0, 2.890731707317073)","(8.0, 10.5, 9.911111111111111)"
15-12-2022 12:12:05.327801,"(7.0, 9.4, 9.34871794871795)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.55263157894737)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 3.0, 2.890731707317073)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:06.345735,"(7.0, 9.4, 9.34871794871795)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.346153846153847)","(19.0, 30.0, 28.0)","(8.5, 11.5, 11.4375)","(2.6, 3.0, 2.9216326530612244)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:07.362123,"(7.0, 9.4, 9.34871794871795)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.346153846153847)","(19.0, 30.0, 28.0)","(8.5, 11.5, 11.4375)","(2.6, 3.0, 2.9216326530612244)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:08.385589,"(7.0, 9.4, 9.133333333333333)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.346153846153847)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 3.0, 2.9216326530612244)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:09.445209,"(7.0, 9.4, 9.133333333333333)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.346153846153847)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 3.0, 2.9216326530612244)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:10.452789,"(7.0, 9.4, 9.133333333333333)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.346153846153847)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 3.0, 2.8836363636363633)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:11.498878,"(7.0, 9.4, 9.133333333333333)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.0)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 3.0, 2.884)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:12.517364,"(7.0, 9.4, 9.133333333333333)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 26.416666666666668)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:13.529213,"(7.0, 9.4, 9.254545454545454)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 27.04)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:14.505892,"(7.0, 9.4, 9.254545454545454)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 27.04)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:15.508575,"(7.0, 9.4, 9.254545454545454)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 27.04)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.4375)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:16.565355,"(7.0, 9.4, 9.254545454545454)","(3.7, 4.3, 4.069230769230769)","(20.0, 42.0, 27.04)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.8)","(8.5, 11.5, 11.4375)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:17.585092,"(7.0, 9.4, 9.254545454545454)","(3.7, 4.3, 4.025714285714286)","(20.0, 42.0, 27.04)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.6)","(8.5, 11.5, 11.4375)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.911111111111111)"
15-12-2022 12:12:18.608189,"(7.0, 9.4, 9.254545454545454)","(3.7, 4.3, 4.025714285714286)","(20.0, 42.0, 27.04)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.82857142857143)"
15-12-2022 12:12:19.646496,"(7.0, 9.4, 9.254545454545454)","(3.7, 4.3, 4.025714285714286)","(20.0, 42.0, 27.04)","(12.0, 18.5, 17.25)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.98, 2.884)","(8.0, 10.0, 9.82857142857143)"
15-12-2022 12:12:20.741245,"(7.0, 9.6, 9.35)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.6)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.98, 2.889090909090909)","(8.0, 11.0, 9.971428571428572)"
15-12-2022 12:12:21.792192,"(7.0, 9.6, 9.35)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.6)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.98, 2.889090909090909)","(8.0, 11.0, 9.971428571428572)"
15-12-2022 12:12:22.947259,"(7.0, 9.6, 9.35)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.6)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.98, 2.88)","(8.0, 11.0, 10.314285714285715)"
15-12-2022 12:12:24.034371,"(7.0, 9.6, 9.4125)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.6)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.214285714285714)","(2.6, 2.98, 2.88)","(8.0, 11.0, 10.529411764705882)"
15-12-2022 12:12:25.148212,"(7.0, 9.6, 9.4125)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.6)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.214285714285714)","(2.6, 2.98, 2.882222222222222)","(8.0, 11.0, 10.529411764705882)"
15-12-2022 12:12:26.277002,"(7.0, 9.6, 9.4125)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.555555555555557)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.214285714285714)","(2.6, 2.96, 2.8635714285714284)","(8.0, 11.0, 10.529411764705882)"
15-12-2022 12:12:27.288962,"(7.0, 9.6, 9.4125)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.555555555555557)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.214285714285714)","(2.6, 2.96, 2.8635714285714284)","(8.0, 11.0, 10.529411764705882)"
15-12-2022 12:12:28.374895,"(7.0, 9.6, 9.4125)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.555555555555557)","(19.0, 30.0, 28.8)","(8.5, 12.0, 11.214285714285714)","(2.6, 2.96, 2.8635714285714284)","(8.0, 11.0, 10.529411764705882)"
15-12-2022 12:12:29.550360,"(7.0, 9.6, 9.4125)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 18.0, 17.555555555555557)","(19.0, 30.0, 28.6)","(8.5, 12.0, 11.445945945945946)","(2.6, 2.96, 2.8635714285714284)","(8.0, 11.0, 10.342857142857143)"
15-12-2022 12:12:30.667139,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 17.5, 17.323529411764707)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.8635714285714284)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:31.800373,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(20.0, 42.0, 27.04)","(12.0, 17.5, 17.285714285714285)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.8635714285714284)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:32.926271,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 17.285714285714285)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.8635714285714284)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:34.079689,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 17.285714285714285)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.8955223880597014)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:35.253602,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 17.285714285714285)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.8955223880597014)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:36.347832,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 17.285714285714285)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.8925)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:37.476180,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.94736842105263)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.9264516129032256)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:38.567106,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.692307692307693)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.94, 2.9094545454545453)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:39.680567,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.692307692307693)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.94, 2.9357142857142855)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:40.834107,"(7.0, 9.4, 9.293333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.692307692307693)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.94, 2.9357142857142855)","(8.0, 10.5, 10.342857142857143)"
15-12-2022 12:12:42.023761,"(7.0, 9.4, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.166666666666668)","(19.0, 30.0, 28.333333333333332)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.9391304347826086)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:43.102427,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.5)","(19.0, 30.0, 28.0)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.9391304347826086)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:44.194962,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.5)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.9266666666666667)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:45.319084,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.5)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.90125)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:46.389059,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 42.0, 27.04)","(12.0, 17.5, 16.5)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.96, 2.90125)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:47.405972,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.5, 16.5)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.96, 2.90125)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:48.496706,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.5, 15.357142857142858)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.96, 2.90125)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:49.575727,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.5, 15.357142857142858)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.96, 2.90125)","(8.0, 10.0, 9.914285714285715)"
15-12-2022 12:12:50.583347,"(7.0, 10.5, 9.834999999999999)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.5, 15.666666666666666)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.445945945945946)","(2.6, 2.96, 2.90125)","(8.0, 10.0, 10.1)"
15-12-2022 12:12:51.608292,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.913)","(8.0, 11.0, 10.55)"
15-12-2022 12:12:52.580883,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.913)","(8.0, 11.0, 10.55)"
15-12-2022 12:12:53.579230,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.8)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.913)","(8.0, 11.0, 10.55)"
15-12-2022 12:12:54.648252,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.0)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.96, 2.872298136645963)","(8.0, 11.0, 10.689655172413794)"
15-12-2022 12:12:55.746868,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.2, 4.046153846153846)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 16.2)","(19.0, 30.0, 28.6)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.88, 2.9390243902439024)","(8.0, 11.0, 10.689655172413794)"
15-12-2022 12:12:56.795740,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.3, 4.025)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.94, 2.932)","(8.0, 11.0, 10.689655172413794)"
15-12-2022 12:12:57.850963,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.3, 4.021951219512195)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.94, 2.932)","(8.0, 11.0, 10.689655172413794)"
15-12-2022 12:12:58.905980,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.3, 4.021951219512195)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.94, 2.932)","(8.0, 11.0, 10.689655172413794)"
15-12-2022 12:12:59.997344,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.3, 4.021951219512195)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.666666666666666)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.445945945945946)","(2.6, 2.94, 2.932)","(8.0, 11.0, 10.689655172413794)"
15-12-2022 12:13:01.247483,"(7.0, 10.0, 9.813333333333333)","(3.7, 4.3, 4.021951219512195)","(21.0, 38.0, 27.294117647058822)","(12.0, 17.0, 15.5)","(19.0, 30.0, 28.5)","(8.5, 11.5, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 11.0, 10.4)"
15-12-2022 12:13:02.484689,"(7.0, 9.8, 9.64)","(3.7, 4.3, 4.021951219512195)","(21.0, 38.0, 27.294117647058822)","(12.0, 16.5, 15.5)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 10.5, 10.4)"
15-12-2022 12:13:03.627609,"(7.0, 9.8, 9.64)","(3.7, 4.3, 4.021951219512195)","(21.0, 38.0, 27.294117647058822)","(12.0, 16.5, 15.9)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 10.5, 10.4)"
15-12-2022 12:13:04.739333,"(7.0, 9.8, 9.64)","(3.7, 4.3, 4.021951219512195)","(21.0, 38.0, 27.294117647058822)","(12.0, 16.5, 15.9)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 10.5, 10.4)"
15-12-2022 12:13:05.830368,"(7.0, 9.8, 9.64)","(3.7, 4.2, 4.024)","(20.0, 38.0, 27.294117647058822)","(12.0, 16.5, 15.9)","(19.0, 30.0, 28.0)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 10.5, 10.4)"
15-12-2022 12:13:06.960239,"(7.0, 9.8, 9.64)","(3.7, 4.2, 4.024)","(20.0, 38.0, 27.294117647058822)","(12.0, 16.5, 15.9)","(19.0, 30.0, 28.5)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 10.5, 10.4)"
15-12-2022 12:13:08.111649,"(7.0, 9.8, 9.64)","(3.7, 4.2, 4.016666666666667)","(20.0, 38.0, 27.294117647058822)","(12.0, 16.5, 15.9)","(19.0, 30.0, 28.8)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 10.5, 10.4)"
15-12-2022 12:13:09.173168,"(7.0, 9.8, 9.64)","(3.7, 4.2, 4.016666666666667)","(20.0, 38.0, 27.294117647058822)","(12.0, 16.5, 15.9)","(19.0, 30.0, 28.75)","(8.5, 12.0, 11.272058823529411)","(2.6, 2.94, 2.932)","(8.0, 10.5, 10.347058823529412)"
