,In Jubalation,Thunderinreadyrick,Bright Dawn,Spectaculo,Spirit Of Windsor,Siente El Amor,Executive Prize,Remys Gunsmoke
08-01-2023 10:11:42.199196,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.45)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.3, 4.800000000000001)"
08-01-2023 10:11:43.132939,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 6.49)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.4, 4.949999999999999)"
08-01-2023 10:11:44.080729,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.45)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.3, 4.949999999999999)"
08-01-2023 10:11:45.028592,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.45)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.3, 5.1)"
08-01-2023 10:11:45.971523,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.4)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:46.914899,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 6.6)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:47.856305,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 6.6)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:48.812923,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.425)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:49.759317,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.425)","(3.5, 4.8, 4.457142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:50.698080,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.425)","(3.5, 4.8, 4.685714285714285)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:51.639584,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.425)","(3.5, 4.8, 4.685714285714285)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:52.583186,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.425)","(3.5, 4.8, 4.685714285714285)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 193.58333333333331)","(18.0, 230.0, 186.8)","(4.2, 5.5, 5.1)"
08-01-2023 10:11:53.526473,"(9.0, 15.5, 12.128571428571428)","(3.8, 7.2, 5.425)","(3.5, 4.8, 4.685714285714285)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 198.92857142857144)","(18.0, 230.0, 186.8)","(4.2, 5.5, 4.98)"
08-01-2023 10:11:54.470745,"(9.0, 15.0, 11.625)","(3.8, 7.2, 5.425)","(3.5, 4.8, 4.685714285714285)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 198.92857142857144)","(18.0, 230.0, 186.8)","(4.2, 5.7, 5.175)"
08-01-2023 10:11:55.420813,"(9.0, 15.0, 11.625)","(3.8, 7.2, 5.425)","(3.5, 5.3, 4.7105263157894735)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 198.92857142857144)","(18.0, 230.0, 186.8)","(4.2, 5.6, 5.175)"
08-01-2023 10:11:56.357358,"(9.0, 15.0, 11.625)","(3.8, 7.2, 5.425)","(3.5, 5.3, 4.7105263157894735)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 198.92857142857144)","(18.0, 230.0, 186.8)","(4.2, 5.6, 5.175)"
08-01-2023 10:11:57.294896,"(9.0, 15.0, 11.625)","(3.6, 7.2, 5.425)","(3.6, 5.3, 4.7105263157894735)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 198.92857142857144)","(18.0, 230.0, 186.8)","(4.2, 5.6, 5.25)"
08-01-2023 10:11:58.252478,"(9.0, 15.0, 11.625)","(3.6, 7.2, 5.425)","(3.6, 5.2, 4.857142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 198.92857142857144)","(18.0, 230.0, 186.8)","(4.2, 5.7, 5.25)"
08-01-2023 10:11:59.181223,"(9.0, 15.0, 11.625)","(3.6, 5.2, 3.7411764705882353)","(3.6, 5.2, 4.857142857142857)","(14.0, 32.0, 20.857142857142858)","(5.5, 8.6, 7.88)","(18.0, 230.0, 198.92857142857144)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:00.122316,"(9.0, 15.0, 11.5)","(3.6, 5.2, 4.121739130434783)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:01.063592,"(9.0, 15.0, 11.5)","(3.6, 5.2, 4.166666666666667)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:02.020452,"(9.0, 15.0, 11.5)","(3.6, 5.2, 4.166666666666667)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:02.957034,"(9.0, 15.0, 11.5)","(3.6, 5.2, 3.835294117647059)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:03.913221,"(9.0, 15.0, 11.5)","(3.6, 5.2, 3.911111111111111)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:04.840066,"(9.0, 14.5, 12.46)","(3.6, 5.2, 3.88)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:05.780973,"(9.0, 14.5, 12.46)","(3.6, 5.2, 4.057142857142857)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:06.722358,"(9.0, 14.5, 12.46)","(3.6, 5.2, 4.057142857142857)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:07.669732,"(9.0, 14.5, 12.46)","(3.6, 5.2, 3.8823529411764706)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:08.612419,"(9.0, 14.5, 12.46)","(3.6, 5.2, 3.8823529411764706)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:09.562818,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:10.501525,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:11.450624,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:12.396855,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:13.353978,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 5.375)"
08-01-2023 10:12:14.288962,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.7, 4.6000000000000005)"
08-01-2023 10:12:15.233063,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.6, 5.225)"
08-01-2023 10:12:16.164927,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.8)","(18.0, 230.0, 175.75)","(18.0, 230.0, 176.125)","(4.2, 5.5, 5.225)"
08-01-2023 10:12:17.124473,"(9.0, 14.5, 12.46)","(3.6, 5.1, 4.233333333333333)","(3.6, 5.2, 4.742857142857143)","(14.0, 32.0, 24.2)","(5.5, 8.6, 7.0285714285714285)","(18.0, 230.0, 62.9375)","(18.0, 230.0, 176.125)","(4.2, 5.5, 4.526315789473685)"
08-01-2023 10:12:18.095206,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.233333333333333)","(3.7, 5.2, 4.742857142857143)","(14.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(18.0, 70.0, 62.9375)","(21.0, 230.0, 176.125)","(3.8, 5.2, 4.526315789473685)"
08-01-2023 10:12:19.027184,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.233333333333333)","(3.7, 5.2, 4.742857142857143)","(14.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(18.0, 70.0, 62.9375)","(21.0, 230.0, 176.125)","(3.8, 5.2, 4.526315789473685)"
08-01-2023 10:12:19.969740,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.233333333333333)","(3.7, 5.2, 4.742857142857143)","(14.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(18.0, 70.0, 62.9375)","(21.0, 230.0, 176.125)","(3.8, 5.2, 4.526315789473685)"
08-01-2023 10:12:20.922757,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.233333333333333)","(3.7, 5.2, 4.742857142857143)","(14.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(18.0, 70.0, 62.9375)","(21.0, 230.0, 176.125)","(3.8, 5.2, 4.526315789473685)"
08-01-2023 10:12:21.865108,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.233333333333333)","(3.7, 5.2, 4.742857142857143)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(18.0, 70.0, 62.9375)","(21.0, 230.0, 176.125)","(3.8, 5.2, 4.526315789473685)"
08-01-2023 10:12:22.800964,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.728571428571429)","(3.7, 5.2, 4.742857142857143)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(18.0, 70.0, 62.9375)","(21.0, 230.0, 176.125)","(3.8, 5.2, 4.526315789473685)"
08-01-2023 10:12:23.774185,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.921428571428571)","(3.7, 5.2, 4.742857142857143)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(18.0, 70.0, 62.9375)","(21.0, 230.0, 176.125)","(3.8, 5.2, 4.526315789473685)"
08-01-2023 10:12:24.704966,"(9.0, 19.0, 14.2)","(3.8, 5.1, 4.3)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 62.9375)","(19.0, 230.0, 176.125)","(4.0, 5.2, 4.542105263157895)"
08-01-2023 10:12:25.627542,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.3)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 62.9375)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:26.581551,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.666666666666666)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 62.9375)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.742857142857143)"
08-01-2023 10:12:27.525068,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 62.9375)","(19.0, 230.0, 176.125)","(4.0, 5.2, 4.742857142857143)"
08-01-2023 10:12:28.451474,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 25.625)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 62.9375)","(19.0, 230.0, 176.125)","(4.0, 5.2, 4.742857142857143)"
08-01-2023 10:12:29.399628,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.666666666666666)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 23.2)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:30.319881,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 23.2)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:31.256137,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 23.2)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:32.202773,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 23.2)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:33.156408,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:34.085893,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:35.034959,"(9.0, 20.0, 14.7)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.504347826086957)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:35.963054,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:36.911772,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:37.851618,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:38.802522,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:39.754322,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:40.699026,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:41.638355,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:42.603515,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:43.549989,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.742857142857143)"
08-01-2023 10:12:44.485108,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.2, 4.742857142857143)"
08-01-2023 10:12:45.425953,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.2, 4.542105263157895)"
08-01-2023 10:12:46.369477,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 56.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 4.542105263157895)"
08-01-2023 10:12:47.320154,"(9.0, 21.0, 15.2)","(3.8, 5.1, 4.266666666666667)","(3.8, 5.2, 4.742857142857143)","(15.0, 30.0, 23.4)","(5.5, 8.6, 7.0285714285714285)","(19.0, 70.0, 62.0)","(19.0, 230.0, 176.125)","(4.0, 5.3, 5.375)"
08-01-2023 10:12:48.264199,"(9.0, 40.0, 22.514285714285716)","(3.8, 14.0, 8.925)","(3.8, 5.2, 4.742857142857143)","(15.0, 95.0, 54.25)","(5.5, 26.0, 12.42)","(19.0, 110.0, 62.0)","(19.0, 230.0, 176.125)","(4.0, 5.7, 5.375)"
08-01-2023 10:12:49.226278,"(9.0, 40.0, 22.514285714285716)","(3.8, 14.0, 8.925)","(3.8, 16.0, 6.885714285714286)","(15.0, 95.0, 54.25)","(5.5, 26.0, 12.42)","(19.0, 110.0, 62.0)","(19.0, 230.0, 176.125)","(4.0, 5.7, 5.375)"
08-01-2023 10:12:50.155349,"(9.0, 40.0, 22.514285714285716)","(3.8, 14.0, 8.925)","(3.8, 16.0, 6.885714285714286)","(15.0, 95.0, 54.25)","(5.5, 26.0, 12.42)","(19.0, 110.0, 62.0)","(19.0, 230.0, 176.125)","(4.0, 5.7, 12.725)"
08-01-2023 10:12:51.096649,"(9.0, 40.0, 22.514285714285716)","(3.8, 14.0, 7.233333333333333)","(3.8, 230.0, 139.76)","(15.0, 95.0, 54.25)","(5.5, 26.0, 12.42)","(19.0, 110.0, 62.0)","(19.0, 230.0, 176.125)","(4.0, 15.5, 12.725)"
08-01-2023 10:12:52.035493,"(9.0, 40.0, 22.514285714285716)","(3.8, 14.0, 7.233333333333333)","(3.8, 230.0, 139.76)","(15.0, 95.0, 54.25)","(5.5, 26.0, 12.42)","(19.0, 110.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 15.5, 12.725)"
08-01-2023 10:12:53.002760,"(9.0, 220.0, 114.70000000000002)","(3.8, 14.0, 7.233333333333333)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 15.5, 38.6)"
08-01-2023 10:12:53.934351,"(9.0, 220.0, 114.70000000000002)","(3.8, 14.0, 6.766666666666667)","(3.8, 230.0, 173.6)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 50.0, 38.6)"
08-01-2023 10:12:54.871714,"(9.0, 220.0, 114.70000000000002)","(3.8, 14.0, 10.9)","(3.8, 230.0, 173.6)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 50.0, 38.6)"
08-01-2023 10:12:55.820986,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.5, 10.133333333333333)","(3.8, 18.0, 11.2)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 50.0, 38.6)"
08-01-2023 10:12:56.756606,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 8.225000000000001)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 50.0, 38.6)"
08-01-2023 10:12:57.692535,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 8.225000000000001)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 50.0, 32.2)"
08-01-2023 10:12:58.634583,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 8.225000000000001)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 60.0, 32.2)"
08-01-2023 10:12:59.588272,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 8.225000000000001)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 60.0, 42.35)"
08-01-2023 10:13:00.528225,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 11.08)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 55.0, 42.35)"
08-01-2023 10:13:01.472016,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 8.225000000000001)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 55.0, 42.35)"
08-01-2023 10:13:02.412310,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 8.225000000000001)","(3.8, 230.0, 139.76)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 55.0, 42.35)"
08-01-2023 10:13:03.374919,"(9.0, 220.0, 114.70000000000002)","(3.8, 13.0, 8.100000000000001)","(3.8, 230.0, 173.6)","(15.0, 220.0, 116.75)","(5.5, 220.0, 113.30000000000001)","(19.0, 220.0, 117.0)","(19.0, 230.0, 176.125)","(4.0, 55.0, 42.35)"
