,Dazzling Cruiser,Hot Sky,Victa Indi,Ragin Skywalker,Springvale Chip
09-01-2023 17:58:31.234391,"(5.0, 9.0, 8.7)","(2.2, 2.56, 2.3129411764705883)","(5.5, 10.5, 9.9)","(3.0, 3.2, 3.0646153846153847)","(13.0, 29.0, 25.235294117647058)"
09-01-2023 17:58:32.173769,"(5.0, 10.0, 9.766666666666666)","(2.2, 2.54, 2.32)","(5.5, 10.0, 9.95)","(3.0, 3.2, 3.0646153846153847)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:33.147915,"(5.0, 10.0, 9.766666666666666)","(2.2, 2.52, 2.4)","(5.5, 10.5, 9.95)","(3.0, 3.2, 3.082666666666667)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:34.084455,"(5.0, 10.0, 9.8)","(2.2, 2.52, 2.328)","(5.5, 10.5, 9.95)","(3.0, 3.2, 3.0655555555555556)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:34.946442,"(5.0, 10.0, 9.844444444444445)","(2.2, 2.52, 2.3052631578947365)","(5.5, 10.5, 9.95)","(3.0, 3.2, 3.0655555555555556)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:35.890550,"(5.0, 10.0, 9.844444444444445)","(2.25, 2.52, 2.304)","(5.5, 10.5, 9.95)","(2.9, 3.2, 3.0655555555555556)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:36.786771,"(5.0, 10.0, 9.844444444444445)","(2.25, 2.52, 2.304)","(5.5, 10.5, 9.95)","(2.9, 3.2, 3.0655555555555556)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:37.678473,"(5.0, 10.0, 9.844444444444445)","(2.25, 2.52, 2.304)","(5.5, 10.5, 9.95)","(2.9, 3.2, 3.0655555555555556)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:38.611833,"(5.0, 10.0, 9.833333333333334)","(2.25, 2.5, 2.3899999999999997)","(5.5, 10.5, 9.083333333333334)","(2.9, 3.2, 3.04875)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:39.484699,"(5.0, 10.0, 9.314285714285715)","(2.25, 2.48, 2.36)","(5.5, 10.5, 10.05)","(2.9, 3.2, 3.0625)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:40.389544,"(5.0, 10.0, 9.466666666666667)","(2.25, 2.48, 2.3466666666666667)","(5.5, 10.5, 10.1)","(2.9, 3.2, 3.104347826086957)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:41.334755,"(5.0, 9.8, 9.600000000000001)","(2.25, 2.48, 2.3010526315789472)","(5.5, 10.5, 10.1)","(2.9, 3.2, 3.232142857142857)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:42.225798,"(5.0, 9.8, 9.163636363636364)","(2.25, 2.48, 2.3010526315789472)","(5.5, 10.5, 10.1)","(2.9, 3.25, 3.232142857142857)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:43.068339,"(5.0, 9.8, 9.163636363636364)","(2.25, 2.48, 2.3010526315789472)","(5.5, 10.5, 10.1)","(2.9, 3.25, 3.232142857142857)","(13.0, 29.0, 23.90909090909091)"
09-01-2023 17:58:43.929746,"(5.0, 9.8, 9.5)","(2.25, 2.48, 2.2917647058823527)","(5.5, 10.5, 10.1)","(2.9, 3.25, 3.232142857142857)","(13.0, 29.0, 25.444444444444443)"
09-01-2023 17:58:44.883683,"(5.0, 9.8, 9.5)","(2.25, 2.48, 2.291111111111111)","(5.5, 10.5, 9.933333333333334)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:45.815660,"(5.0, 9.8, 9.5)","(2.25, 2.46, 2.3099999999999996)","(5.5, 10.0, 9.925)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:46.808444,"(5.0, 9.8, 9.5)","(2.25, 2.44, 2.36)","(5.5, 10.5, 9.9)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:47.734529,"(5.0, 9.8, 9.5)","(2.25, 2.44, 2.3)","(5.5, 10.0, 9.9)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:48.543555,"(5.0, 9.8, 9.5)","(2.25, 2.44, 2.2988235294117647)","(5.5, 11.0, 10.200000000000001)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:49.454350,"(5.0, 9.8, 9.5)","(2.25, 2.44, 2.2988235294117647)","(5.5, 11.0, 9.875)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:50.356913,"(5.0, 9.8, 9.200000000000001)","(2.25, 2.44, 2.2988235294117647)","(5.5, 11.0, 9.875)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:51.325263,"(5.0, 9.8, 9.575)","(2.25, 2.44, 2.295238095238095)","(5.5, 11.0, 9.875)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:52.215446,"(5.0, 9.8, 9.575)","(2.25, 2.44, 2.295238095238095)","(5.5, 11.0, 9.875)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:53.060896,"(5.0, 9.8, 9.575)","(2.25, 2.44, 2.295238095238095)","(5.5, 11.0, 10.115789473684211)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:53.942069,"(5.0, 9.8, 9.575)","(2.25, 2.4, 2.34)","(5.5, 11.0, 10.115789473684211)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:54.855367,"(5.0, 9.8, 9.575)","(2.25, 2.4, 2.314285714285714)","(5.5, 11.0, 10.115789473684211)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:55.785004,"(5.0, 9.8, 9.575)","(2.25, 2.4, 2.314285714285714)","(5.5, 11.0, 10.115789473684211)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:56.643026,"(5.0, 9.8, 9.575)","(2.25, 2.4, 2.314285714285714)","(5.5, 11.0, 10.115789473684211)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:57.503133,"(5.0, 9.6, 9.533333333333333)","(2.25, 2.4, 2.298461538461538)","(5.5, 11.0, 10.115789473684211)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:58.461138,"(5.0, 9.8, 9.575)","(2.25, 2.4, 2.297142857142857)","(5.5, 11.0, 10.115789473684211)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:58:59.439036,"(5.0, 9.8, 9.575)","(2.25, 2.4, 2.297142857142857)","(5.5, 11.0, 9.25)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:59:00.454005,"(5.0, 9.8, 9.575)","(2.25, 2.4, 2.23125)","(5.5, 11.0, 10.200000000000001)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:59:01.332777,"(5.0, 9.8, 9.575)","(2.25, 2.36, 2.2666666666666666)","(5.5, 11.0, 10.200000000000001)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:59:02.133905,"(5.0, 9.8, 9.575)","(2.25, 2.36, 2.2433333333333336)","(5.5, 11.0, 10.200000000000001)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.952380952380953)"
09-01-2023 17:59:03.029375,"(5.0, 9.8, 9.3875)","(2.25, 2.36, 2.2433333333333336)","(5.5, 11.0, 10.571428571428571)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.266666666666666)"
09-01-2023 17:59:03.914178,"(5.0, 9.8, 8.773333333333333)","(2.25, 2.36, 2.2433333333333336)","(5.5, 11.0, 10.571428571428571)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.266666666666666)"
09-01-2023 17:59:04.796265,"(5.0, 9.8, 9.35)","(2.25, 2.36, 2.231666666666667)","(5.5, 11.0, 10.571428571428571)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.266666666666666)"
09-01-2023 17:59:05.648762,"(5.0, 9.8, 9.35)","(2.25, 2.36, 2.231666666666667)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.25, 3.2272727272727275)","(13.0, 29.0, 25.266666666666666)"
09-01-2023 17:59:06.539384,"(5.0, 9.8, 9.3875)","(2.25, 2.36, 2.307906976744186)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.175)","(13.0, 29.0, 26.565217391304348)"
09-01-2023 17:59:07.432543,"(5.0, 9.8, 9.3875)","(2.25, 2.36, 2.307906976744186)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.35, 3.2785714285714285)","(13.0, 29.0, 24.636363636363637)"
09-01-2023 17:59:08.328119,"(5.0, 9.8, 9.3875)","(2.25, 2.34, 2.232)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.26)","(13.0, 29.0, 25.0)"
09-01-2023 17:59:09.300985,"(5.0, 9.8, 9.3875)","(2.25, 2.32, 2.236666666666667)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.26)","(13.0, 29.0, 26.75)"
09-01-2023 17:59:10.138889,"(5.0, 9.8, 9.3875)","(2.25, 2.32, 2.227692307692308)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.26)","(13.0, 29.0, 26.75)"
09-01-2023 17:59:11.092787,"(5.0, 9.8, 8.773333333333333)","(2.25, 2.32, 2.2271428571428573)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.2785714285714285)","(13.0, 29.0, 26.75)"
09-01-2023 17:59:12.075963,"(5.0, 9.6, 9.45)","(2.25, 2.32, 2.2271428571428573)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.26)","(13.0, 29.0, 26.75)"
09-01-2023 17:59:13.167673,"(5.0, 9.6, 8.933333333333334)","(2.25, 2.32, 2.2271428571428573)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.26)","(13.0, 29.0, 26.75)"
09-01-2023 17:59:14.111665,"(5.0, 9.6, 9.085714285714285)","(2.25, 2.32, 2.2271428571428573)","(5.5, 11.0, 10.166666666666666)","(2.9, 3.3, 3.4499999999999997)","(13.0, 29.0, 26.0)"
09-01-2023 17:59:15.070047,"(5.0, 9.6, 8.64)","(2.25, 2.26, 2.252)","(5.5, 11.0, 10.071428571428571)","(2.9, 3.55, 3.46)","(13.0, 29.0, 26.0)"
09-01-2023 17:59:16.136412,"(5.0, 9.4, 9.036363636363637)","(2.25, 2.26, 2.2649999999999997)","(5.5, 11.0, 10.2)","(2.9, 3.55, 3.44)","(13.0, 29.0, 26.0)"
09-01-2023 17:59:17.067788,"(5.0, 9.4, 8.963636363636363)","(2.25, 2.28, 2.2649999999999997)","(5.5, 11.0, 10.2)","(2.9, 3.6, 3.44)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:18.070942,"(5.0, 9.4, 8.95)","(2.25, 2.3, 2.276470588235294)","(5.5, 11.0, 10.68421052631579)","(2.9, 3.6, 3.48)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:18.959377,"(5.0, 9.4, 8.292307692307691)","(2.25, 2.3, 2.276470588235294)","(5.5, 11.0, 10.68421052631579)","(2.9, 3.6, 3.48)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:19.821967,"(5.0, 9.2, 8.45)","(2.25, 2.26, 2.1933333333333334)","(5.5, 11.0, 10.666666666666666)","(2.9, 3.7, 3.4916666666666667)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:20.715641,"(5.0, 9.2, 8.325)","(2.25, 2.26, 2.2199999999999998)","(5.5, 11.0, 10.666666666666666)","(2.9, 3.7, 3.5125)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:21.595710,"(5.0, 9.2, 8.094736842105263)","(2.25, 2.3, 2.2325)","(5.5, 11.0, 10.625)","(2.9, 3.7, 3.6)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:22.431882,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.3, 2.2199999999999998)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:23.302608,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.3, 2.254285714285714)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:24.146713,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.3, 2.254285714285714)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:25.034447,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.3, 2.254285714285714)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:25.988401,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:26.924283,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:27.809893,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 25.842105263157894)"
09-01-2023 17:59:28.663174,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 24.0)"
09-01-2023 17:59:29.541355,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 24.833333333333332)"
09-01-2023 17:59:30.475592,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 24.833333333333332)"
09-01-2023 17:59:31.435568,"(5.0, 9.2, 8.033333333333333)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:32.286978,"(5.0, 9.0, 8.16)","(2.25, 2.32, 2.204285714285714)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:33.105872,"(5.0, 9.0, 8.011764705882353)","(2.25, 2.28, 2.21)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:33.916926,"(5.0, 9.0, 8.011764705882353)","(2.25, 2.28, 2.193846153846154)","(5.5, 11.0, 10.625)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:34.792867,"(5.0, 9.0, 8.011764705882353)","(2.25, 2.28, 2.193846153846154)","(5.5, 11.0, 10.6)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:35.689552,"(5.0, 8.8, 8.4)","(2.25, 2.28, 2.184)","(5.5, 11.0, 10.6)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:36.487441,"(5.0, 8.8, 8.175)","(2.25, 2.28, 2.2)","(5.5, 11.0, 10.6)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:37.315839,"(5.0, 8.8, 8.175)","(2.25, 2.28, 2.1911111111111112)","(5.5, 11.0, 10.666666666666666)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:38.246294,"(5.0, 8.8, 8.175)","(2.25, 2.28, 2.184)","(5.5, 11.0, 10.777777777777779)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:39.111925,"(5.0, 8.8, 8.175)","(2.25, 2.28, 2.1942857142857144)","(5.5, 11.0, 10.777777777777779)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:40.014298,"(5.0, 8.8, 8.175)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.03448275862069)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:40.855811,"(5.0, 8.8, 8.175)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.636363636363637)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:41.634625,"(5.0, 8.8, 8.175)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.636363636363637)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:42.419892,"(5.0, 8.8, 8.71304347826087)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.636363636363637)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 17:59:43.273811,"(5.0, 8.8, 8.694736842105264)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.578947368421053)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:44.098738,"(5.0, 8.8, 8.572727272727274)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.578947368421053)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:44.890784,"(5.0, 8.8, 8.607692307692309)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.578947368421053)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:45.692853,"(5.0, 8.8, 8.607692307692309)","(2.25, 2.26, 2.21)","(5.5, 12.0, 11.578947368421053)","(2.9, 3.65, 3.5388888888888888)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:46.505476,"(5.0, 8.8, 8.4875)","(2.25, 2.16, 2.1500000000000004)","(5.5, 12.0, 11.578947368421053)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:47.352774,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.1666666666666665)","(5.5, 12.0, 11.578947368421053)","(2.9, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:48.239645,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.2199999999999998)","(5.5, 12.0, 11.578947368421053)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:49.085768,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.2199999999999998)","(5.5, 12.0, 11.578947368421053)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:49.911277,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.2199999999999998)","(5.5, 12.0, 11.578947368421053)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:50.688434,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.2199999999999998)","(5.5, 12.0, 11.578947368421053)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:51.466165,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.2199999999999998)","(5.5, 12.0, 11.578947368421053)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:52.283885,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.1666666666666665)","(5.5, 12.0, 11.578947368421053)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:53.141426,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.145925925925926)","(5.5, 12.0, 11.578947368421053)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:53.958744,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.26, 2.148)","(5.5, 12.0, 11.4)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:54.763523,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.22, 2.2)","(5.5, 12.0, 11.4)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:55.558165,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.22, 2.205714285714286)","(5.5, 12.0, 11.4)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:56.396914,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.22, 2.155294117647059)","(5.5, 12.0, 11.4)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:57.272481,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.22, 2.145)","(5.5, 12.0, 11.538461538461538)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:58.111919,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.22, 2.1336363636363638)","(5.5, 12.0, 11.538461538461538)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:58.964090,"(5.0, 8.8, 8.415384615384616)","(2.25, 2.2, 2.1500000000000004)","(5.5, 12.0, 11.538461538461538)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 17:59:59.744796,"(5.0, 8.8, 8.270588235294118)","(2.25, 2.2, 2.14)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 18:00:00.548837,"(5.0, 8.8, 8.35)","(2.25, 2.18, 2.156)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.22222222222222)"
09-01-2023 18:00:01.391228,"(5.0, 8.8, 8.35)","(2.25, 2.18, 2.156)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 18:00:02.212885,"(5.0, 8.8, 8.35)","(2.25, 2.18, 2.156)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 18:00:02.997818,"(5.0, 8.8, 8.35)","(2.25, 2.18, 2.156)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 18:00:03.771759,"(5.0, 8.8, 8.35)","(2.25, 2.18, 2.156)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 26.61904761904762)"
09-01-2023 18:00:04.587729,"(5.0, 8.8, 8.35)","(2.25, 2.18, 2.156)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.55625)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:05.412861,"(5.0, 8.8, 8.35)","(2.25, 2.18, 2.156)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:06.254760,"(5.0, 8.8, 8.35)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:07.117118,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:07.926396,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:08.746211,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:09.571894,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:10.428168,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:11.307489,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:12.097854,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.16, 2.1350000000000002)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:12.890264,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:13.753279,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:14.584324,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:15.491577,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:16.300294,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:17.107814,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:17.909780,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
09-01-2023 18:00:18.814208,"(5.0, 8.8, 8.39090909090909)","(2.25, 2.18, 2.1425)","(5.5, 12.0, 11.333333333333334)","(3.0, 3.65, 3.5666666666666664)","(13.0, 29.0, 27.92857142857143)"
