,Cuckoo Coconuts,Blazing Arizona,Aerobic Rouge,Starlight Nelly,Our Matriarch,Blazin Caza,Neon Alley,Cheers Vicki
14-12-2022 11:57:29.374461,"(9.0, 32.0, 22.666666666666668)","(81.0, 99998, 8593.428571428572)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 1000.0, 788.8461538461538)","(3.1, 4.3, 4.1274999999999995)"
14-12-2022 11:57:30.448725,"(9.0, 32.0, 22.666666666666668)","(81.0, 99998, 8593.428571428572)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.8946666666666667)","(71.0, 1000.0, 788.8461538461538)","(3.1, 4.4, 4.330555555555556)"
14-12-2022 11:57:31.527982,"(9.0, 32.0, 22.666666666666668)","(81.0, 99998, 8593.428571428572)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 1000.0, 788.8461538461538)","(3.1, 4.4, 4.1274999999999995)"
14-12-2022 11:57:32.583109,"(9.0, 32.0, 25.0)","(81.0, 99998, 8593.428571428572)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 1000.0, 525.909090909091)","(3.1, 4.3, 4.1274999999999995)"
14-12-2022 11:57:33.652630,"(9.0, 32.0, 26.4)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 4.1274999999999995)"
14-12-2022 11:57:34.734535,"(9.0, 32.0, 28.333333333333332)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 4.1274999999999995)"
14-12-2022 11:57:35.921061,"(9.0, 32.0, 28.333333333333332)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.8946666666666667)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 4.236111111111111)"
14-12-2022 11:57:37.004903,"(9.0, 32.0, 28.333333333333332)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9749999999999996)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 4.1274999999999995)"
14-12-2022 11:57:38.112934,"(9.0, 32.0, 28.333333333333332)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9749999999999996)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 4.1274999999999995)"
14-12-2022 11:57:39.189916,"(9.0, 32.0, 28.333333333333332)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9749999999999996)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 4.1274999999999995)"
14-12-2022 11:57:40.262125,"(9.0, 32.0, 29.642857142857142)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.875)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 4.2125)"
14-12-2022 11:57:41.411507,"(9.0, 32.0, 30.263157894736842)","(81.0, 610.0, 545.7142857142858)","(26.0, 90.0, 49.4)","(41.0, 330.0, 340.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.859090909090909)","(71.0, 570.0, 525.909090909091)","(3.1, 4.4, 4.2125)"
14-12-2022 11:57:42.527386,"(9.0, 32.0, 29.8)","(81.0, 610.0, 497.5)","(26.0, 90.0, 49.4)","(41.0, 360.0, 340.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 4.4, 4.0125)"
14-12-2022 11:57:43.548318,"(9.0, 32.0, 29.8)","(81.0, 610.0, 497.5)","(26.0, 90.0, 49.4)","(41.0, 360.0, 340.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 4.3, 3.964285714285714)"
14-12-2022 11:57:44.636197,"(9.0, 32.0, 29.8)","(81.0, 610.0, 497.5)","(26.0, 90.0, 49.4)","(41.0, 360.0, 340.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 4.1, 3.535483870967742)"
14-12-2022 11:57:45.703271,"(9.0, 32.0, 29.8)","(81.0, 610.0, 497.5)","(26.0, 90.0, 49.4)","(41.0, 360.0, 340.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.853125)","(71.0, 570.0, 525.909090909091)","(3.1, 4.0, 3.484375)"
14-12-2022 11:57:46.814562,"(9.0, 32.0, 29.8)","(81.0, 610.0, 497.5)","(26.0, 90.0, 49.4)","(41.0, 360.0, 299.33333333333337)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.853125)","(71.0, 570.0, 525.909090909091)","(3.1, 3.9, 3.512)"
14-12-2022 11:57:47.853117,"(9.0, 30.0, 28.066666666666666)","(81.0, 610.0, 497.5)","(26.0, 85.0, 51.875)","(41.0, 350.0, 299.33333333333337)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 3.8, 3.5972222222222223)"
14-12-2022 11:57:48.882909,"(9.0, 30.0, 28.066666666666666)","(81.0, 610.0, 497.5)","(26.0, 85.0, 54.714285714285715)","(41.0, 350.0, 299.33333333333337)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 3.75, 3.5384615384615383)"
14-12-2022 11:57:49.954892,"(9.0, 30.0, 28.066666666666666)","(81.0, 610.0, 497.5)","(26.0, 85.0, 54.714285714285715)","(41.0, 350.0, 299.33333333333337)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 3.75, 3.5384615384615383)"
14-12-2022 11:57:51.020053,"(10.0, 30.0, 28.066666666666666)","(91.0, 610.0, 497.5)","(26.0, 85.0, 54.714285714285715)","(41.0, 350.0, 299.33333333333337)","(2.8, 4.0, 3.7136363636363634)","(2.5, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 3.75, 3.5384615384615383)"
14-12-2022 11:57:52.065567,"(10.0, 30.0, 28.066666666666666)","(91.0, 610.0, 497.5)","(26.0, 85.0, 54.714285714285715)","(41.0, 350.0, 299.33333333333337)","(2.8, 4.0, 3.7136363636363634)","(2.5, 3.05, 2.9074999999999998)","(71.0, 570.0, 525.909090909091)","(3.1, 3.75, 3.5384615384615383)"
14-12-2022 11:57:53.235728,"(10.0, 29.0, 28.25)","(91.0, 610.0, 545.7142857142858)","(26.0, 85.0, 65.72727272727272)","(41.0, 320.0, 275.0)","(2.8, 4.0, 3.7136363636363634)","(2.5, 3.05, 2.9074999999999998)","(71.0, 570.0, 510.0)","(3.1, 3.5, 3.38)"
14-12-2022 11:57:54.352807,"(10.0, 29.0, 28.25)","(91.0, 610.0, 545.7142857142858)","(26.0, 85.0, 65.72727272727272)","(41.0, 320.0, 295.4545454545455)","(2.8, 4.0, 3.7136363636363634)","(2.5, 3.05, 2.9074999999999998)","(71.0, 570.0, 662.7272727272727)","(3.1, 3.5, 3.38)"
14-12-2022 11:57:55.466651,"(10.0, 29.0, 28.25)","(91.0, 99998, 8593.428571428572)","(26.0, 85.0, 65.72727272727272)","(41.0, 320.0, 295.4545454545455)","(2.8, 4.0, 3.7136363636363634)","(2.5, 3.05, 2.9074999999999998)","(71.0, 990.0, 725.2941176470588)","(3.1, 3.5, 3.38)"
14-12-2022 11:57:56.516664,"(10.0, 29.0, 26.4)","(91.0, 99998, 8593.428571428572)","(26.0, 85.0, 65.72727272727272)","(41.0, 320.0, 295.4545454545455)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 990.0, 725.2941176470588)","(3.1, 3.5, 3.38)"
14-12-2022 11:57:57.585183,"(10.0, 30.0, 27.923076923076923)","(91.0, 99998, 8593.428571428572)","(26.0, 80.0, 48.0)","(41.0, 320.0, 267.0)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.853125)","(71.0, 990.0, 753.1578947368422)","(3.1, 3.5, 3.38)"
14-12-2022 11:57:58.650491,"(10.0, 30.0, 27.923076923076923)","(91.0, 99998, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 286.875)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 990.0, 519.3333333333334)","(3.1, 3.5, 3.38)"
14-12-2022 11:57:59.792971,"(10.0, 30.0, 27.923076923076923)","(91.0, 610.0, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 286.875)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.38)"
14-12-2022 11:58:00.874771,"(10.0, 30.0, 26.625)","(91.0, 610.0, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 286.875)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.38)"
14-12-2022 11:58:01.938325,"(10.0, 30.0, 26.625)","(91.0, 610.0, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 286.875)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.853125)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.425)"
14-12-2022 11:58:02.977815,"(10.0, 30.0, 28.227272727272727)","(91.0, 610.0, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 286.875)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.425)"
14-12-2022 11:58:04.058321,"(10.0, 30.0, 28.913043478260867)","(91.0, 610.0, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 286.875)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.4571428571428573)"
14-12-2022 11:58:05.183920,"(10.0, 30.0, 29.107142857142858)","(91.0, 610.0, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 286.875)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.3384615384615386)"
14-12-2022 11:58:06.248311,"(10.0, 30.0, 27.0)","(91.0, 610.0, 545.7142857142858)","(26.0, 80.0, 52.57142857142857)","(41.0, 320.0, 299.6153846153846)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9187499999999997)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.3384615384615386)"
14-12-2022 11:58:07.288187,"(10.0, 30.0, 27.333333333333332)","(91.0, 610.0, 545.7142857142858)","(26.0, 70.0, 43.4)","(41.0, 320.0, 305.27777777777777)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9187499999999997)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.3384615384615386)"
14-12-2022 11:58:08.331566,"(10.0, 30.0, 27.333333333333332)","(91.0, 610.0, 545.7142857142858)","(26.0, 70.0, 43.4)","(41.0, 320.0, 305.27777777777777)","(2.8, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9187499999999997)","(71.0, 550.0, 519.3333333333334)","(3.1, 3.5, 3.3384615384615386)"
14-12-2022 11:58:09.371478,"(12.0, 30.0, 27.333333333333332)","(101.0, 610.0, 545.7142857142858)","(26.0, 70.0, 57.333333333333336)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.9074999999999998)","(71.0, 550.0, 519.3333333333334)","(2.9, 3.5, 3.3000000000000003)"
14-12-2022 11:58:10.408787,"(12.0, 30.0, 27.333333333333332)","(101.0, 610.0, 545.7142857142858)","(26.0, 70.0, 57.333333333333336)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.05, 2.8891666666666667)","(71.0, 550.0, 508.6363636363637)","(2.9, 3.5, 3.3000000000000003)"
14-12-2022 11:58:11.400498,"(12.0, 30.0, 28.5)","(101.0, 610.0, 545.7142857142858)","(26.0, 70.0, 57.333333333333336)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.848)","(71.0, 550.0, 500.0)","(2.9, 3.5, 3.3000000000000003)"
14-12-2022 11:58:12.399394,"(12.0, 30.0, 28.5)","(101.0, 610.0, 545.7142857142858)","(26.0, 70.0, 57.333333333333336)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.848)","(71.0, 550.0, 509.09090909090907)","(2.9, 3.5, 3.3000000000000003)"
14-12-2022 11:58:13.510938,"(12.0, 30.0, 28.857142857142854)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.8891666666666667)","(71.0, 550.0, 509.09090909090907)","(2.9, 3.5, 3.3000000000000003)"
14-12-2022 11:58:14.642773,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.884137931034483)","(71.0, 550.0, 509.09090909090907)","(2.9, 3.5, 3.3173913043478263)"
14-12-2022 11:58:15.673993,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.884137931034483)","(71.0, 550.0, 509.09090909090907)","(2.9, 3.5, 3.3173913043478263)"
14-12-2022 11:58:16.754037,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.884137931034483)","(71.0, 550.0, 509.09090909090907)","(2.9, 3.5, 3.3173913043478263)"
14-12-2022 11:58:17.803007,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.8805882352941174)","(71.0, 550.0, 521.875)","(2.9, 3.5, 3.309090909090909)"
14-12-2022 11:58:18.870338,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.8805882352941174)","(71.0, 550.0, 521.875)","(2.9, 3.5, 3.309090909090909)"
14-12-2022 11:58:19.907640,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 3.0, 2.845333333333333)","(71.0, 550.0, 578.2608695652175)","(2.9, 3.5, 3.325)"
14-12-2022 11:58:20.955289,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 2.98, 2.8899999999999997)","(71.0, 650.0, 578.2608695652175)","(2.9, 3.5, 3.3173913043478263)"
14-12-2022 11:58:22.064507,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 2.98, 2.84875)","(71.0, 650.0, 578.2608695652175)","(2.9, 3.5, 3.3947368421052633)"
14-12-2022 11:58:23.135206,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 2.98, 2.87)","(71.0, 650.0, 528.5714285714286)","(2.9, 3.5, 3.3823529411764706)"
14-12-2022 11:58:24.167565,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 2.96, 2.866086956521739)","(71.0, 550.0, 528.5714285714286)","(2.9, 3.5, 3.3181818181818183)"
14-12-2022 11:58:25.174637,"(12.0, 30.0, 29.076923076923077)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 2.96, 2.8955555555555557)","(71.0, 550.0, 522.5)","(2.9, 3.5, 3.3947368421052633)"
14-12-2022 11:58:26.232560,"(12.0, 30.0, 27.909090909090907)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 2.94, 2.8955555555555557)","(71.0, 550.0, 524.1176470588235)","(2.9, 3.5, 3.3823529411764706)"
14-12-2022 11:58:27.282095,"(12.0, 30.0, 27.25)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.45, 2.94, 2.8963636363636365)","(71.0, 550.0, 524.1176470588235)","(2.9, 3.5, 3.245)"
14-12-2022 11:58:28.331173,"(12.0, 30.0, 27.25)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 305.27777777777777)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.94, 2.8955555555555557)","(71.0, 550.0, 518.5714285714286)","(2.9, 3.25, 3.3173913043478263)"
14-12-2022 11:58:29.430500,"(12.0, 30.0, 29.200000000000003)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 302.33333333333337)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.94, 2.8955555555555557)","(71.0, 550.0, 518.5714285714286)","(2.9, 3.5, 3.3173913043478263)"
14-12-2022 11:58:30.589485,"(12.0, 30.0, 28.615384615384613)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 302.33333333333337)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.94, 2.8757142857142854)","(71.0, 550.0, 518.5714285714286)","(2.9, 3.5, 3.3000000000000003)"
14-12-2022 11:58:31.726226,"(12.0, 30.0, 28.714285714285715)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 255.0)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.94, 2.7422535211267607)","(71.0, 550.0, 447.5)","(2.9, 3.5, 3.3588235294117648)"
14-12-2022 11:58:32.859551,"(12.0, 30.0, 26.8)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 276.6666666666667)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.82, 2.7422535211267607)","(71.0, 550.0, 491.42857142857144)","(2.9, 3.5, 3.4)"
14-12-2022 11:58:33.907341,"(12.0, 30.0, 28.0)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 276.6666666666667)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.82, 2.772)","(71.0, 550.0, 491.42857142857144)","(2.9, 3.5, 3.388888888888889)"
14-12-2022 11:58:34.959583,"(12.0, 30.0, 28.0)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 276.6666666666667)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.78, 2.772)","(71.0, 550.0, 491.42857142857144)","(2.9, 3.5, 3.388888888888889)"
14-12-2022 11:58:36.038856,"(12.0, 30.0, 28.0)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 320.0, 144.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.78, 2.788)","(71.0, 550.0, 491.42857142857144)","(2.9, 3.5, 3.357142857142857)"
14-12-2022 11:58:37.167131,"(12.0, 32.0, 30.5)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 330.0, 144.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.8, 2.772)","(71.0, 550.0, 500.0)","(2.9, 3.5, 3.357142857142857)"
14-12-2022 11:58:38.249492,"(12.0, 32.0, 28.625)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 330.0, 144.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.78, 2.772)","(71.0, 550.0, 500.0)","(2.9, 3.5, 3.357142857142857)"
14-12-2022 11:58:39.276608,"(12.0, 32.0, 29.428571428571427)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 330.0, 144.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.78, 2.788)","(71.0, 550.0, 500.0)","(2.9, 3.5, 3.35)"
14-12-2022 11:58:40.319829,"(13.0, 32.0, 29.923076923076923)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 330.0, 144.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.8, 2.788)","(71.0, 550.0, 500.0)","(2.9, 3.5, 3.35)"
14-12-2022 11:58:41.405113,"(13.0, 32.0, 29.923076923076923)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 330.0, 144.375)","(2.9, 4.0, 3.7136363636363634)","(2.4, 2.8, 2.788)","(71.0, 550.0, 500.0)","(2.9, 3.5, 3.3333333333333335)"
14-12-2022 11:58:42.467778,"(13.0, 32.0, 29.923076923076923)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 330.0, 200.8695652173913)","(2.9, 4.0, 3.7666666666666666)","(2.4, 2.8, 2.75)","(71.0, 550.0, 500.0)","(2.9, 3.5, 3.3333333333333335)"
14-12-2022 11:58:43.473509,"(13.0, 32.0, 31.1)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 48.5)","(41.0, 330.0, 200.8695652173913)","(2.9, 3.8, 3.7666666666666666)","(2.4, 2.8, 2.7577777777777777)","(71.0, 550.0, 519.2307692307693)","(2.9, 3.5, 3.323529411764706)"
14-12-2022 11:58:44.562171,"(13.0, 32.0, 28.0)","(101.0, 610.0, 545.7142857142858)","(26.0, 65.0, 41.333333333333336)","(41.0, 330.0, 224.21052631578948)","(2.9, 3.8, 3.809375)","(2.4, 2.78, 2.75)","(71.0, 550.0, 519.2307692307693)","(2.9, 3.5, 3.323529411764706)"
14-12-2022 11:58:45.619741,"(13.0, 32.0, 29.0)","(101.0, 610.0, 545.7142857142858)","(26.0, 60.0, 41.333333333333336)","(41.0, 320.0, 167.58620689655172)","(2.9, 3.95, 3.66875)","(2.4, 2.78, 2.748421052631579)","(71.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.323529411764706)"
14-12-2022 11:58:46.712688,"(15.0, 32.0, 29.666666666666668)","(101.0, 610.0, 545.7142857142858)","(26.0, 60.0, 35.5)","(41.0, 310.0, 163.44827586206898)","(2.9, 3.95, 3.66875)","(2.35, 2.78, 2.748421052631579)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.323529411764706)"
14-12-2022 11:58:47.734869,"(15.0, 32.0, 31.0)","(101.0, 610.0, 545.7142857142858)","(26.0, 60.0, 35.5)","(41.0, 310.0, 163.44827586206898)","(2.9, 3.95, 3.66875)","(2.35, 2.78, 2.748421052631579)","(81.0, 550.0, 538.5714285714286)","(2.9, 3.5, 3.2954545454545454)"
14-12-2022 11:58:48.819564,"(15.0, 32.0, 30.6)","(101.0, 1000.0, 790.0)","(26.0, 60.0, 35.5)","(41.0, 300.0, 170.76923076923077)","(2.9, 3.95, 3.796153846153846)","(2.35, 2.78, 2.748421052631579)","(81.0, 630.0, 538.5714285714286)","(2.9, 3.5, 3.2954545454545454)"
14-12-2022 11:58:49.871546,"(15.0, 32.0, 30.6)","(101.0, 1000.0, 790.0)","(26.0, 60.0, 35.111111111111114)","(41.0, 300.0, 175.2)","(2.9, 3.95, 3.796153846153846)","(2.35, 2.78, 2.748421052631579)","(81.0, 630.0, 538.5714285714286)","(2.9, 3.5, 3.2954545454545454)"
14-12-2022 11:58:51.003974,"(15.0, 32.0, 30.6)","(101.0, 1000.0, 790.0)","(26.0, 60.0, 34.8)","(41.0, 290.0, 152.0)","(2.9, 3.95, 3.796153846153846)","(2.35, 2.78, 2.748421052631579)","(81.0, 630.0, 538.5714285714286)","(2.9, 3.5, 3.275)"
14-12-2022 11:58:52.138047,"(15.0, 32.0, 30.727272727272727)","(101.0, 1000.0, 545.7142857142858)","(26.0, 60.0, 34.8)","(41.0, 290.0, 141.1764705882353)","(2.9, 3.95, 3.7595238095238095)","(2.35, 2.78, 2.748421052631579)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.275)"
14-12-2022 11:58:53.232223,"(15.0, 32.0, 31.142857142857142)","(101.0, 610.0, 545.7142857142858)","(26.0, 60.0, 34.8)","(41.0, 290.0, 152.0)","(2.9, 3.95, 3.7595238095238095)","(2.35, 2.74, 2.717777777777778)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.3125)"
14-12-2022 11:58:54.371955,"(15.0, 32.0, 31.0)","(101.0, 610.0, 545.7142857142858)","(26.0, 50.0, 35.0)","(41.0, 290.0, 152.0)","(2.9, 3.95, 3.7595238095238095)","(2.35, 2.74, 2.7114285714285717)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.2954545454545454)"
14-12-2022 11:58:55.473453,"(15.0, 32.0, 31.285714285714285)","(101.0, 610.0, 545.7142857142858)","(26.0, 50.0, 33.2)","(41.0, 290.0, 144.0)","(2.9, 3.95, 3.7833333333333337)","(2.35, 2.74, 2.7114285714285717)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.2954545454545454)"
