,Belriah,Definitely Maybe,Overriding,Galactic Angel,Harmony Halo,Painite
07-01-2023 13:53:50.036996,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:51.066736,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:52.092881,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:53.031720,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:54.044098,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:55.055695,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:55.942280,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:56.948244,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:57.958025,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:59.000303,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:53:59.970180,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:54:00.923708,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:54:01.833716,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:54:02.874472,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.53846153846154)"
07-01-2023 13:54:03.871323,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 110.0, 45.5)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:04.851615,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.0625)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 50.0, 41.33333333333333)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:05.875091,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.375)","(1.5, 1.6, 1.5610526315789475)","(4.6, 7.4, 6.9750000000000005)","(20.0, 50.0, 41.33333333333333)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:06.942427,"(8.5, 15.0, 13.0)","(8.0, 17.5, 14.375)","(1.5, 1.6, 1.548030739673391)","(4.6, 7.4, 6.9750000000000005)","(20.0, 50.0, 41.33333333333333)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:07.978955,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.5)","(1.5, 1.55, 1.548030739673391)","(4.6, 7.4, 6.9750000000000005)","(20.0, 50.0, 41.33333333333333)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:08.929809,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.5)","(1.5, 1.55, 1.5471253534401508)","(4.6, 7.4, 6.9750000000000005)","(20.0, 50.0, 45.666666666666664)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:09.871400,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.5121333333333333)","(4.6, 7.4, 7.238095238095238)","(20.0, 50.0, 45.666666666666664)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:10.829101,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.5131818181818182)","(4.6, 7.4, 7.238095238095238)","(20.0, 50.0, 41.33333333333333)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:11.801007,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.512857142857143)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.33333333333333)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:12.824164,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.5123728813559323)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:13.842685,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.5121875)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:14.775846,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.5121875)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:15.759777,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.511891891891892)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:16.758627,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.7)","(1.5, 1.55, 1.5419886363636364)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:17.650861,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5419886363636364)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:18.682415,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5419886363636364)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:19.742816,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5419886363636364)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:20.634659,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5419886363636364)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:21.582247,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5419886363636364)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:22.510215,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5419886363636364)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:23.509747,"(8.5, 15.0, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.543987603305785)","(4.6, 7.4, 7.211111111111111)","(20.0, 50.0, 41.66666666666667)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:24.457039,"(8.5, 15.0, 13.4)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5435189309576838)","(4.6, 7.4, 6.333333333333333)","(20.0, 50.0, 38.0)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:25.409677,"(8.5, 14.5, 12.75)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5435189309576838)","(4.6, 7.4, 6.5)","(20.0, 50.0, 47.33333333333333)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:26.370869,"(8.5, 14.5, 13.0)","(8.0, 17.5, 16.911764705882355)","(1.5, 1.55, 1.5435189309576838)","(4.6, 7.4, 6.5)","(20.0, 50.0, 38.0)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:27.318709,"(8.5, 14.5, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5435189309576838)","(4.6, 7.4, 6.5)","(20.0, 50.0, 38.0)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:28.316539,"(8.5, 14.5, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5435189309576838)","(4.6, 7.4, 6.466666666666667)","(20.0, 50.0, 42.333333333333336)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:29.326249,"(8.5, 14.5, 13.0)","(8.0, 17.5, 16.071428571428573)","(1.5, 1.55, 1.5433863636363636)","(4.6, 7.6, 6.466666666666667)","(20.0, 50.0, 42.333333333333336)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:30.217853,"(8.5, 14.5, 13.0)","(8.0, 17.5, 16.071428571428573)","(1.5, 1.55, 1.5433863636363636)","(4.6, 7.6, 6.466666666666667)","(20.0, 50.0, 42.333333333333336)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:31.202463,"(8.5, 14.5, 13.0)","(8.0, 17.5, 16.911764705882355)","(1.5, 1.55, 1.5433863636363636)","(4.6, 7.6, 6.466666666666667)","(20.0, 50.0, 37.5)","(21.0, 30.0, 27.23076923076923)"
07-01-2023 13:54:32.197296,"(8.5, 14.5, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5433863636363636)","(4.6, 7.6, 6.7)","(20.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:33.174883,"(8.5, 14.5, 13.0)","(8.0, 17.5, 15.0)","(1.5, 1.55, 1.5433863636363636)","(4.6, 7.4, 6.7)","(20.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:34.209243,"(8.5, 14.5, 13.0)","(8.0, 17.5, 17.0)","(1.5, 1.55, 1.592020997375328)","(4.6, 7.4, 6.7)","(20.0, 50.0, 45.833333333333336)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:35.141478,"(8.5, 14.5, 13.0)","(8.0, 17.5, 16.071428571428573)","(1.5, 1.6, 1.592020997375328)","(4.6, 7.4, 6.7)","(20.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:36.116302,"(8.5, 14.5, 13.0)","(8.0, 17.5, 13.833333333333334)","(1.5, 1.6, 1.5920833333333335)","(4.6, 7.4, 6.7)","(20.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:37.023938,"(8.5, 14.5, 13.0)","(8.0, 17.5, 13.833333333333334)","(1.5, 1.6, 1.5920833333333335)","(4.6, 7.4, 6.7)","(20.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:38.119901,"(8.5, 14.5, 13.0)","(8.0, 17.5, 16.27777777777778)","(1.5, 1.6, 1.5362222222222222)","(4.6, 7.4, 7.3125)","(20.0, 50.0, 45.833333333333336)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:39.247452,"(8.5, 14.5, 13.0)","(8.0, 17.5, 16.27777777777778)","(1.5, 1.6, 1.5402083333333334)","(4.6, 7.4, 6.800000000000001)","(20.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:40.229622,"(8.5, 14.5, 12.485714285714286)","(8.0, 17.5, 13.833333333333334)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.800000000000001)","(21.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:41.251856,"(8.5, 13.5, 13.305555555555555)","(8.0, 17.5, 16.27777777777778)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.800000000000001)","(21.0, 50.0, 45.833333333333336)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:42.315429,"(8.5, 13.5, 13.365384615384615)","(8.0, 17.5, 16.27777777777778)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.800000000000001)","(21.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:43.181434,"(8.5, 13.5, 13.365384615384615)","(8.0, 17.5, 16.27777777777778)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.800000000000001)","(21.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:44.170014,"(8.5, 13.5, 13.333333333333332)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.92)","(21.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:45.165174,"(8.5, 13.5, 13.333333333333332)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.9)","(21.0, 50.0, 37.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:46.097435,"(8.5, 13.5, 12.625)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.9)","(21.0, 50.0, 40.0)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:47.123469,"(8.5, 13.5, 12.625)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 6.9)","(21.0, 85.0, 40.0)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:48.156829,"(8.5, 13.5, 12.625)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 85.0, 40.0)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:49.212902,"(8.5, 13.5, 12.625)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 85.0, 62.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:50.165092,"(8.5, 13.5, 12.625)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 85.0, 62.5)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:51.041523,"(8.5, 13.5, 12.75)","(8.0, 17.5, 16.583333333333332)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 85.0, 43.33333333333333)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:52.048754,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.166666666666668)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 80.0, 64.28571428571428)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:53.111059,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.166666666666668)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 80.0, 64.28571428571428)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:54.077129,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.166666666666668)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 80.0, 44.4)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:55.048785,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 75.0, 44.4)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:54:55.944707,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 70.0, 62.333333333333336)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:56.906091,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 70.0, 63.42857142857143)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:57.994196,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 70.0, 63.42857142857143)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:58.898582,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.335483870967742)","(21.0, 70.0, 63.42857142857143)","(21.0, 30.0, 26.727272727272727)"
07-01-2023 13:54:59.877360,"(8.5, 13.5, 12.75)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5402083333333334)","(4.8, 7.4, 7.328571428571429)","(21.0, 70.0, 63.42857142857143)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:55:00.887557,"(8.5, 13.0, 12.0)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5347727272727274)","(4.8, 7.4, 7.328571428571429)","(21.0, 70.0, 55.53846153846153)","(21.0, 30.0, 27.545454545454547)"
07-01-2023 13:55:01.973694,"(8.5, 13.0, 12.0)","(8.0, 17.0, 16.09090909090909)","(1.5, 1.6, 1.5453333333333334)","(4.8, 7.4, 7.317241379310345)","(21.0, 65.0, 57.0)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:02.867356,"(8.5, 13.0, 12.68421052631579)","(8.0, 17.0, 13.875)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 6.6000000000000005)","(21.0, 60.0, 57.0)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:03.838743,"(8.5, 13.0, 12.727272727272727)","(8.0, 16.5, 15.681818181818182)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.32)","(21.0, 60.0, 57.230769230769226)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:04.842511,"(8.5, 13.0, 11.8)","(8.0, 16.5, 15.681818181818182)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.333333333333334)","(21.0, 60.0, 51.0)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:05.812031,"(8.5, 13.0, 11.8)","(8.0, 16.0, 15.272727272727273)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.333333333333334)","(21.0, 60.0, 51.0)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:06.756596,"(8.5, 13.0, 12.727272727272727)","(8.0, 16.0, 15.272727272727273)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.333333333333334)","(21.0, 60.0, 50.57142857142857)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:07.830723,"(8.5, 13.0, 12.727272727272727)","(8.0, 16.0, 15.272727272727273)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 50.57142857142857)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:08.827341,"(8.5, 13.0, 11.8)","(8.0, 15.5, 14.863636363636363)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 50.57142857142857)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:09.752751,"(8.5, 13.0, 11.8)","(8.0, 15.5, 14.863636363636363)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 45.88235294117647)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:10.769407,"(8.5, 13.0, 11.8)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.54875)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 45.88235294117647)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:11.649772,"(8.5, 13.0, 10.75)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5440909090909092)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 45.88235294117647)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:12.589478,"(8.5, 13.0, 10.75)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 50.57142857142857)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:13.654716,"(8.5, 13.0, 10.409090909090908)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 50.57142857142857)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:14.580715,"(8.5, 12.5, 11.5)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 50.57142857142857)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:15.573359,"(8.5, 12.0, 11.2)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 50.57142857142857)","(21.0, 30.0, 26.666666666666668)"
07-01-2023 13:55:16.498375,"(8.5, 12.0, 11.2)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 40.0)","(21.0, 30.0, 26.666666666666668)"
07-01-2023 13:55:17.456035,"(8.5, 12.0, 11.2)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 40.0)","(21.0, 30.0, 26.666666666666668)"
07-01-2023 13:55:18.430915,"(8.5, 12.0, 11.2)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.333333333333334)","(21.0, 55.0, 40.0)","(21.0, 30.0, 26.666666666666668)"
07-01-2023 13:55:19.371405,"(8.5, 11.5, 10.833333333333334)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 6.9)","(21.0, 55.0, 47.5)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:20.358689,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 6.9)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:21.340672,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:22.382209,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:23.369705,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:24.284990,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:25.229543,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:26.229826,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:27.189154,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:28.117054,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:29.147389,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5544444444444445)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:30.123375,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5544444444444445)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:31.051152,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5544444444444445)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:32.045780,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5544444444444445)","(4.8, 7.4, 7.335483870967742)","(21.0, 55.0, 48.333333333333336)","(21.0, 30.0, 27.5)"
07-01-2023 13:55:33.079131,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(5.5, 7.4, 7.348717948717949)","(20.0, 55.0, 50.0)","(21.0, 30.0, 27.692307692307693)"
07-01-2023 13:55:34.055733,"(8.5, 11.5, 10.653846153846153)","(8.0, 15.5, 13.5)","(1.5, 1.6, 1.5572916666666667)","(5.5, 7.4, 7.348717948717949)","(20.0, 55.0, 34.04761904761905)","(21.0, 30.0, 28.75)"
