,Gary Said,Pennys Lad,Fade,Spanish Style,Pang,Seedless,Once You Go,Bravo One
08-01-2023 11:54:26.624348,"(2.7, 2.9, 2.7455172413793107)","(5.5, 9.0, 8.28)","(15.0, 48.0, 39.142857142857146)","(1.85, 2.26, 2.19)","(71.0, 480.0, 145.71428571428572)","(10.0, 28.0, 17.6)","(31.0, 95.0, 46.875)","(81.0, 610.0, 352.5)"
08-01-2023 11:54:27.632597,"(2.7, 2.9, 2.7455172413793107)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 480.0, 145.71428571428572)","(10.0, 28.0, 17.6)","(31.0, 95.0, 46.875)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:28.717937,"(2.7, 2.9, 2.7455172413793107)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 480.0, 280.0)","(10.0, 28.0, 17.6)","(31.0, 95.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:29.794093,"(2.7, 2.9, 2.75)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 470.0, 157.27272727272725)","(10.0, 28.0, 17.6)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:30.867167,"(2.7, 2.9, 2.75)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 460.0, 172.22222222222223)","(10.0, 28.0, 17.6)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:31.960754,"(2.7, 2.9, 2.75)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 460.0, 343.33333333333337)","(10.0, 28.0, 17.6)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:33.002261,"(2.7, 2.9, 2.75)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 17.6)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:34.097072,"(2.7, 2.9, 2.8225806451612905)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 17.6)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:35.233548,"(2.7, 2.9, 2.8225806451612905)","(5.5, 9.0, 8.28)","(15.0, 48.0, 32.75)","(1.85, 2.26, 2.19)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 16.8)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:36.352405,"(2.7, 2.98, 2.956)","(5.5, 9.0, 8.28)","(15.0, 48.0, 27.666666666666664)","(1.85, 2.26, 2.12)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 16.8)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:37.592549,"(2.7, 2.98, 2.956)","(5.5, 9.0, 8.28)","(15.0, 48.0, 27.666666666666664)","(1.85, 2.26, 2.12)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:38.891382,"(2.7, 2.98, 2.9794642857142857)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:40.048293,"(2.7, 2.98, 2.87)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:41.134004,"(2.7, 2.98, 2.88)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 180.83333333333331)"
08-01-2023 11:54:42.203200,"(2.7, 2.98, 2.88)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 410.0)"
08-01-2023 11:54:43.264586,"(2.7, 2.98, 2.9795762711864406)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 410.0)"
08-01-2023 11:54:44.305984,"(2.7, 2.98, 2.8899999999999997)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 410.0)"
08-01-2023 11:54:45.339019,"(2.7, 2.98, 2.8899999999999997)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 250.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 436.6666666666667)"
08-01-2023 11:54:46.402745,"(2.7, 2.98, 2.8899999999999997)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 490.0, 356.6666666666667)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 436.6666666666667)"
08-01-2023 11:54:47.481931,"(2.7, 2.98, 2.8899999999999997)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 490.0, 356.6666666666667)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 436.6666666666667)"
08-01-2023 11:54:48.572894,"(2.7, 2.98, 2.8899999999999997)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 490.0, 356.6666666666667)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 436.6666666666667)"
08-01-2023 11:54:49.698944,"(2.7, 2.98, 2.9775675675675677)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 490.0, 356.6666666666667)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 436.6666666666667)"
08-01-2023 11:54:50.794975,"(2.7, 2.98, 2.9775675675675677)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 490.0, 290.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 50.0)","(81.0, 610.0, 430.0)"
08-01-2023 11:54:51.837777,"(2.7, 2.98, 2.96)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 480.0, 343.33333333333337)","(10.0, 28.0, 15.75)","(31.0, 90.0, 48.333333333333336)","(81.0, 600.0, 397.6923076923077)"
08-01-2023 11:54:52.905906,"(2.7, 2.98, 2.979663157894737)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 15.75)","(31.0, 90.0, 48.333333333333336)","(81.0, 590.0, 397.6923076923077)"
08-01-2023 11:54:53.914174,"(2.7, 2.98, 2.979663157894737)","(5.5, 9.0, 8.28)","(15.0, 48.0, 42.916666666666664)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 15.75)","(31.0, 90.0, 48.333333333333336)","(81.0, 590.0, 397.6923076923077)"
08-01-2023 11:54:54.940673,"(2.7, 2.98, 2.979663157894737)","(5.5, 9.0, 8.28)","(15.0, 46.0, 39.42307692307693)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 343.33333333333337)","(10.0, 28.0, 15.75)","(31.0, 90.0, 48.333333333333336)","(81.0, 590.0, 397.6923076923077)"
08-01-2023 11:54:55.984901,"(2.7, 2.98, 2.979663157894737)","(5.5, 9.0, 8.28)","(15.0, 44.0, 39.583333333333336)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.272727272727273)","(31.0, 90.0, 48.333333333333336)","(81.0, 590.0, 351.3333333333333)"
08-01-2023 11:54:57.035714,"(2.7, 2.98, 2.9782926829268295)","(5.5, 9.0, 8.1)","(15.0, 44.0, 36.42857142857143)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 15.75)","(31.0, 90.0, 52.5)","(81.0, 580.0, 474.0)"
08-01-2023 11:54:58.109990,"(2.7, 2.98, 2.9782926829268295)","(5.5, 9.0, 8.1)","(15.0, 44.0, 39.583333333333336)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:54:59.182076,"(2.7, 2.98, 2.9782926829268295)","(5.5, 9.0, 8.1)","(15.0, 44.0, 39.583333333333336)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:00.274869,"(2.7, 2.98, 2.9782926829268295)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 39.583333333333336)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:01.317943,"(2.7, 2.98, 2.9725)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 39.583333333333336)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 570.0, 403.3333333333333)"
08-01-2023 11:55:02.330244,"(2.7, 2.98, 2.9725)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 39.583333333333336)","(1.85, 2.26, 2.1314285714285712)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:03.340515,"(2.7, 2.98, 2.9725)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:04.389639,"(2.7, 2.98, 2.9725)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:05.414280,"(2.7, 2.98, 2.9725)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:06.492489,"(2.7, 2.98, 2.979605263157895)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 470.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:07.525692,"(2.7, 2.98, 2.9741176470588235)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 470.0, 285.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:08.548226,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:09.570741,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:10.606838,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.23044776119403)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 56.66666666666667)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:11.610825,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 40.214285714285715)","(1.85, 2.24, 2.230588235294118)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:12.623094,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.230588235294118)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:13.663785,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.230588235294118)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 560.0, 403.3333333333333)"
08-01-2023 11:55:14.732544,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.230588235294118)","(71.0, 480.0, 285.0)","(10.0, 28.0, 26.964285714285715)","(31.0, 90.0, 52.5)","(81.0, 560.0, 466.0)"
08-01-2023 11:55:15.811674,"(2.7, 2.98, 2.9797340425531913)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.230588235294118)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 560.0, 364.2857142857143)"
08-01-2023 11:55:16.863194,"(2.7, 2.98, 2.9765217391304346)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.2313513513513517)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:17.901643,"(2.7, 2.98, 2.9765217391304346)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.2313513513513517)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:18.917482,"(2.7, 2.98, 2.9765217391304346)","(5.5, 9.0, 8.242105263157894)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.2313513513513517)","(71.0, 480.0, 285.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:19.951670,"(2.7, 2.98, 2.9765217391304346)","(5.5, 9.0, 8.070967741935483)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.17)","(71.0, 480.0, 280.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:20.968374,"(2.7, 2.98, 2.9765217391304346)","(5.5, 9.0, 8.070967741935483)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.18)","(71.0, 480.0, 280.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:21.977644,"(2.7, 2.98, 2.979655172413793)","(5.5, 9.0, 8.070967741935483)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.2188235294117646)","(71.0, 480.0, 275.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:23.025091,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 8.070967741935483)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.2188235294117646)","(71.0, 470.0, 275.0)","(10.0, 28.0, 21.0)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:24.052418,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.9714285714285715)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.1957894736842105)","(71.0, 470.0, 275.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:25.123020,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 275.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:26.168121,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 275.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:27.195443,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 272.5)","(10.0, 28.0, 21.25)","(31.0, 90.0, 56.66666666666667)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:28.259554,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 40.214285714285715)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 272.5)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:29.267240,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:30.285995,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:31.283901,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:32.348363,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 28.0, 21.25)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:33.377455,"(2.7, 2.98, 2.9798488664987404)","(5.5, 9.0, 7.945454545454545)","(15.0, 44.0, 26.666666666666664)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 28.0, 27.09375)","(31.0, 90.0, 52.5)","(81.0, 570.0, 364.2857142857143)"
08-01-2023 11:55:34.429660,"(2.7, 3.3, 3.29904282115869)","(5.5, 9.0, 8.028571428571428)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 28.0, 26.294117647058822)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:35.464514,"(2.7, 3.3, 3.255)","(5.5, 9.0, 7.9799999999999995)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 28.0, 27.176470588235293)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:36.534067,"(2.7, 3.35, 3.227)","(5.5, 8.8, 8.4)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 270.0)","(10.0, 29.0, 25.125)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:37.680669,"(2.7, 3.35, 3.3008)","(5.5, 8.8, 8.4)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1957894736842105)","(71.0, 470.0, 275.0)","(10.0, 29.0, 25.125)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:38.768292,"(2.7, 3.35, 3.0575)","(5.5, 8.8, 8.4)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1636363636363636)","(71.0, 480.0, 275.0)","(10.0, 29.0, 25.125)","(31.0, 90.0, 52.5)","(81.0, 570.0, 463.33333333333337)"
08-01-2023 11:55:39.833060,"(2.7, 3.35, 3.1550000000000002)","(5.5, 8.8, 8.4)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1636363636363636)","(71.0, 480.0, 275.0)","(10.0, 29.0, 25.125)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:40.874026,"(2.7, 3.35, 3.1550000000000002)","(5.5, 8.8, 8.4)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1636363636363636)","(71.0, 480.0, 275.0)","(10.0, 29.0, 25.125)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:41.948956,"(2.7, 3.35, 3.1550000000000002)","(5.5, 8.8, 8.4)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.24, 2.1636363636363636)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 90.0, 52.5)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:43.005857,"(2.7, 3.35, 3.3430357142857146)","(5.5, 8.8, 8.4)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 397.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 90.0, 56.66666666666667)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:44.061170,"(2.7, 3.35, 3.3430357142857146)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 90.0, 48.333333333333336)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:45.134613,"(2.7, 3.35, 3.3367857142857145)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 90.0, 48.333333333333336)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:46.229654,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 90.0, 45.625)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:47.295664,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 85.0, 53.333333333333336)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:48.348757,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:49.435603,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:50.475901,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:51.484062,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 122.5)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:52.598687,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 490.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:53.681536,"(2.7, 3.35, 3.175)","(5.5, 9.2, 7.813680781758958)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 474.0)"
08-01-2023 11:55:54.757961,"(2.7, 3.35, 3.175)","(5.5, 9.0, 8.52)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 463.33333333333337)"
08-01-2023 11:55:55.864776,"(2.7, 3.35, 3.175)","(5.5, 9.0, 7.956521739130435)","(15.0, 44.0, 39.92307692307692)","(1.85, 2.26, 2.247272727272727)","(71.0, 480.0, 275.0)","(10.0, 29.0, 26.416666666666668)","(31.0, 80.0, 48.0)","(81.0, 570.0, 474.0)"
