,Rapid Renegade,Layla,Clansman Douglas,Vixen Jenny,Express Way,Commissar,Just Like Lucy,Love Race
11-01-2023 12:18:50.976518,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:18:52.389590,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:18:53.759933,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:18:55.154427,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:18:56.732042,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:18:58.242251,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:18:59.691643,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:01.274087,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:02.834468,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:04.350268,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:05.911008,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:07.391238,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.333333333333332)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:08.915406,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:10.453200,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 10.533333333333333)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:11.960115,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:13.397734,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:14.827960,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:16.244845,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:17.693925,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:19.114892,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:20.588775,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:22.171764,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:23.645138,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.790476190476191)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 7.133333333333334)","(7.0, 12.5, 8.566666666666666)","(5.0, 7.6, 7.02)","(5.5, 11.5, 11.09375)","(4.4, 7.0, 5.154545454545454)"
11-01-2023 12:19:25.230913,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.22)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 7.0, 6.242857142857143)"
11-01-2023 12:19:26.913514,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.14)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:28.368315,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:29.945222,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:31.391304,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:32.711001,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:34.086028,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:35.406185,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:36.764701,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.666666666666668)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 11.19047619047619)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:38.509647,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 11.5, 12.272727272727273)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:39.987304,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 13.0, 12.142857142857142)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:41.469401,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.279999999999999)"
11-01-2023 12:19:43.307340,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 5.966666666666667)"
11-01-2023 12:19:44.735063,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:46.337243,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:47.799066,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:49.240745,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:50.573760,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:51.924175,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:53.260438,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:54.561247,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:55.971943,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:57.329183,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 12.142857142857142)","(4.4, 6.8, 6.05)"
11-01-2023 12:19:58.690430,"(7.5, 19.5, 13.350000000000001)","(5.5, 8.4, 7.5)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.688888888888889)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.0)","(5.5, 12.5, 10.066666666666666)","(4.4, 6.8, 6.05)"
11-01-2023 12:20:00.042096,"(7.5, 19.5, 16.425)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.6)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 10.675)","(4.4, 6.8, 6.05)"
11-01-2023 12:20:01.296821,"(7.5, 19.5, 16.475)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 6.8, 5.5600000000000005)"
11-01-2023 12:20:02.615420,"(7.5, 19.5, 17.336363636363636)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:03.931432,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:05.335367,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:06.703319,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 18.0)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:08.145196,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 28.233333333333334)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:09.515908,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:11.020706,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:12.469764,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:13.936984,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:15.361912,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.558333333333334)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 6.890909090909091)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:16.712788,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.742857142857143)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:18.098347,"(7.5, 19.5, 17.263636363636362)","(5.5, 8.4, 5.742857142857143)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:19.502691,"(7.5, 19.5, 16.042857142857144)","(5.5, 8.4, 6.85)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:20.863223,"(7.5, 19.5, 16.042857142857144)","(5.5, 8.4, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:22.294491,"(7.5, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:23.807349,"(7.5, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:25.123133,"(7.5, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:26.615546,"(7.5, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:27.993534,"(7.5, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:29.537735,"(7.5, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:31.019452,"(7.5, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.0, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:32.385639,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.5, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:33.696250,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.5, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:35.050147,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.5, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:36.563105,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 9.8, 7.514285714285714)","(7.5, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:38.125935,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 20.799999999999997)","(6.0, 9.8, 7.375)","(7.5, 12.5, 10.055555555555555)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:39.675074,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 10.0, 7.375)","(7.5, 12.5, 8.966666666666667)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:41.561779,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 10.0, 7.375)","(7.5, 12.5, 8.966666666666667)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:43.216606,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 10.0, 7.375)","(7.5, 12.5, 8.966666666666667)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:44.834353,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 10.0, 7.375)","(7.5, 12.5, 8.966666666666667)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:46.420415,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 10.0, 7.375)","(7.5, 12.5, 8.966666666666667)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
11-01-2023 12:20:47.711763,"(8.0, 19.5, 11.566666666666666)","(5.5, 8.6, 5.771428571428571)","(10.0, 32.0, 17.066666666666666)","(6.0, 10.0, 7.375)","(7.5, 12.5, 8.966666666666667)","(5.0, 7.6, 6.1066666666666665)","(5.5, 12.5, 11.836363636363636)","(4.4, 7.0, 5.5600000000000005)"
