,Hendy,Canya Bellatrix,Fleet Feet Pete,Tuta Rose,Dont Tell Helen,Master Blake
04-01-2023 15:18:20.225663,"(2.25, 2.72, 2.696923076923077)","(19.0, 55.0, 43.625)","(4.4, 5.9, 5.8047619047619055)","(61.0, 410.0, 219.0909090909091)","(2.3, 2.58, 2.5628571428571427)","(15.0, 44.0, 36.285714285714285)"
04-01-2023 15:18:21.306643,"(2.25, 2.6, 2.5214035087719298)","(19.0, 55.0, 48.0)","(4.4, 5.9, 5.695454545454546)","(61.0, 410.0, 219.0909090909091)","(2.3, 2.58, 2.630810810810811)","(15.0, 44.0, 36.32)"
04-01-2023 15:18:22.281171,"(2.25, 2.6, 2.5213636363636365)","(19.0, 55.0, 48.0)","(4.4, 5.9, 5.695454545454546)","(61.0, 410.0, 219.0909090909091)","(2.3, 2.66, 2.5652631578947367)","(15.0, 44.0, 34.4)"
04-01-2023 15:18:23.208527,"(2.25, 2.58, 2.5363636363636366)","(19.0, 55.0, 48.0)","(4.4, 5.9, 5.782352941176471)","(61.0, 410.0, 219.0909090909091)","(2.3, 2.66, 2.633913043478261)","(15.0, 44.0, 34.4)"
04-01-2023 15:18:24.148740,"(2.25, 2.58, 2.5425)","(19.0, 55.0, 48.0)","(4.4, 5.9, 5.695454545454546)","(61.0, 410.0, 219.0909090909091)","(2.3, 2.66, 2.633913043478261)","(15.0, 44.0, 34.4)"
04-01-2023 15:18:25.083690,"(2.25, 2.58, 2.5363636363636366)","(19.0, 55.0, 48.0)","(4.4, 5.9, 5.782352941176471)","(61.0, 410.0, 219.0909090909091)","(2.3, 2.66, 2.633913043478261)","(15.0, 44.0, 34.4)"
04-01-2023 15:18:26.087073,"(2.25, 2.58, 2.5425)","(19.0, 55.0, 43.625)","(4.4, 5.9, 5.794117647058823)","(61.0, 410.0, 219.0909090909091)","(2.3, 2.66, 2.633913043478261)","(15.0, 44.0, 34.4)"
04-01-2023 15:18:27.064046,"(2.25, 2.6, 2.5213636363636365)","(19.0, 55.0, 43.625)","(4.2, 6.0, 5.82)","(61.0, 410.0, 219.0909090909091)","(2.25, 2.66, 2.633913043478261)","(15.0, 44.0, 34.4)"
04-01-2023 15:18:27.968027,"(2.25, 2.58, 2.5363636363636366)","(19.0, 55.0, 43.625)","(4.2, 6.0, 5.836363636363637)","(61.0, 410.0, 219.0909090909091)","(2.25, 2.66, 2.5785714285714287)","(15.0, 44.0, 34.4)"
04-01-2023 15:18:28.929470,"(2.25, 2.6, 2.5213636363636365)","(21.0, 55.0, 49.34615384615385)","(4.2, 6.0, 5.8375)","(61.0, 410.0, 219.0909090909091)","(2.25, 2.6, 2.5785714285714287)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:29.845243,"(2.25, 2.58, 2.5363636363636366)","(21.0, 55.0, 49.34615384615385)","(4.2, 6.0, 5.8375)","(61.0, 410.0, 219.0909090909091)","(2.25, 2.6, 2.5785714285714287)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:30.857201,"(2.25, 2.58, 2.5425)","(21.0, 55.0, 49.34615384615385)","(4.2, 6.0, 5.8375)","(61.0, 410.0, 230.0)","(2.25, 2.6, 2.566666666666667)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:31.811986,"(2.25, 2.58, 2.5363636363636366)","(21.0, 55.0, 49.34615384615385)","(4.2, 6.2, 6.085714285714285)","(61.0, 410.0, 219.0909090909091)","(2.25, 2.6, 2.5634782608695654)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:32.704191,"(2.25, 2.5, 2.4602721088435375)","(21.0, 55.0, 50.916666666666664)","(4.2, 6.2, 6.133333333333334)","(61.0, 400.0, 260.0)","(2.25, 2.6, 2.562666666666667)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:33.650623,"(2.25, 2.5, 2.4285207100591717)","(21.0, 55.0, 50.916666666666664)","(4.2, 6.2, 5.9750000000000005)","(61.0, 400.0, 342.0)","(2.25, 2.6, 2.5836363636363635)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:34.625944,"(2.25, 2.5, 2.425889570552147)","(21.0, 55.0, 45.9)","(4.2, 6.2, 5.9750000000000005)","(61.0, 400.0, 327.5)","(2.25, 2.6, 2.5836363636363635)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:35.643085,"(2.25, 2.5, 2.425889570552147)","(21.0, 55.0, 43.625)","(4.2, 6.2, 5.9750000000000005)","(61.0, 400.0, 342.0)","(2.25, 2.6, 2.5836363636363635)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:36.666894,"(2.25, 2.5, 2.425889570552147)","(21.0, 55.0, 44.888888888888886)","(4.2, 6.2, 5.992307692307692)","(61.0, 400.0, 342.0)","(2.25, 2.6, 2.5745454545454547)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:37.595892,"(2.25, 2.5, 2.4620125786163523)","(21.0, 55.0, 51.111111111111114)","(4.2, 6.2, 6.036363636363636)","(61.0, 400.0, 342.0)","(2.25, 2.58, 2.5625)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:38.506337,"(2.25, 2.5, 2.46225)","(21.0, 55.0, 51.111111111111114)","(4.2, 6.2, 6.111111111111112)","(61.0, 400.0, 342.0)","(2.25, 2.58, 2.5628571428571427)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:39.470232,"(2.25, 2.5, 2.429356725146199)","(21.0, 55.0, 51.111111111111114)","(4.2, 6.4, 6.08)","(61.0, 400.0, 342.0)","(2.25, 2.58, 2.6332307692307695)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:40.444767,"(2.25, 2.5, 2.4205263157894734)","(21.0, 55.0, 51.111111111111114)","(4.2, 6.4, 6.111111111111112)","(61.0, 400.0, 342.0)","(2.25, 2.64, 2.6515625000000003)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:41.469153,"(2.25, 2.48, 2.417777777777778)","(21.0, 55.0, 51.111111111111114)","(4.2, 6.4, 6.111111111111112)","(61.0, 400.0, 342.0)","(2.25, 2.66, 2.6515625000000003)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:42.456371,"(2.25, 2.48, 2.415238095238095)","(21.0, 55.0, 51.111111111111114)","(4.2, 6.4, 6.214285714285714)","(61.0, 400.0, 342.0)","(2.25, 2.66, 2.6515625000000003)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:43.453712,"(2.25, 2.48, 2.4356521739130432)","(21.0, 55.0, 43.625)","(4.2, 6.4, 6.2)","(61.0, 400.0, 162.6315789473684)","(2.25, 2.66, 2.6514285714285717)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:44.366143,"(2.25, 2.48, 2.4356521739130432)","(21.0, 55.0, 43.625)","(4.2, 6.4, 6.2)","(61.0, 360.0, 162.6315789473684)","(2.25, 2.66, 2.6514285714285717)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:45.326204,"(2.25, 2.48, 2.4208695652173913)","(21.0, 55.0, 46.0625)","(4.2, 6.4, 6.2)","(61.0, 360.0, 149.4736842105263)","(2.25, 2.66, 2.651515151515152)","(17.0, 44.0, 34.4)"
04-01-2023 15:18:46.237507,"(2.25, 2.46, 2.41)","(21.0, 55.0, 49.07692307692308)","(4.2, 6.4, 6.226666666666667)","(61.0, 360.0, 149.4736842105263)","(2.25, 2.66, 2.651515151515152)","(17.0, 44.0, 34.36363636363637)"
04-01-2023 15:18:47.174888,"(2.25, 2.46, 2.414285714285714)","(21.0, 55.0, 49.07692307692308)","(4.2, 6.4, 6.226666666666667)","(61.0, 360.0, 149.4736842105263)","(2.25, 2.66, 2.706538461538462)","(17.0, 38.0, 32.26086956521739)"
04-01-2023 15:18:48.038999,"(2.25, 2.44, 2.3955555555555557)","(21.0, 55.0, 43.333333333333336)","(4.2, 6.4, 6.226666666666667)","(61.0, 350.0, 235.0)","(2.25, 2.72, 2.706538461538462)","(17.0, 38.0, 32.26086956521739)"
04-01-2023 15:18:49.012558,"(2.25, 2.42, 2.3825)","(21.0, 55.0, 43.1)","(4.2, 6.4, 6.220689655172414)","(61.0, 350.0, 235.0)","(2.25, 2.72, 2.7453333333333334)","(17.0, 38.0, 31.066666666666666)"
04-01-2023 15:18:49.988744,"(2.25, 2.42, 2.370344827586207)","(21.0, 55.0, 44.611111111111114)","(4.2, 6.4, 6.220689655172414)","(61.0, 350.0, 235.0)","(2.25, 2.82, 2.7525)","(17.0, 38.0, 31.25)"
04-01-2023 15:18:51.034299,"(2.25, 2.42, 2.372)","(21.0, 55.0, 45.1578947368421)","(4.2, 6.4, 6.220689655172414)","(61.0, 350.0, 235.0)","(2.25, 2.82, 2.7523809523809524)","(17.0, 38.0, 31.29032258064516)"
04-01-2023 15:18:52.091955,"(2.25, 2.42, 2.3874074074074074)","(21.0, 55.0, 45.1578947368421)","(4.2, 6.4, 6.220689655172414)","(61.0, 350.0, 273.33333333333337)","(2.25, 2.8, 2.773333333333333)","(17.0, 38.0, 30.75)"
04-01-2023 15:18:53.097729,"(2.25, 2.42, 2.372)","(21.0, 55.0, 45.1578947368421)","(4.2, 6.4, 6.220689655172414)","(61.0, 350.0, 235.0)","(2.25, 2.78, 2.773333333333333)","(17.0, 36.0, 30.75)"
04-01-2023 15:18:54.098992,"(2.25, 2.42, 2.372)","(21.0, 55.0, 45.1578947368421)","(4.2, 6.4, 6.220689655172414)","(61.0, 350.0, 235.0)","(2.25, 2.78, 2.736666666666667)","(17.0, 36.0, 30.75)"
04-01-2023 15:18:54.962080,"(2.25, 2.42, 2.372)","(21.0, 55.0, 43.083333333333336)","(4.2, 6.4, 6.220689655172414)","(61.0, 350.0, 235.0)","(2.25, 2.74, 2.736666666666667)","(17.0, 36.0, 30.75)"
04-01-2023 15:18:55.941827,"(2.25, 2.42, 2.372)","(21.0, 55.0, 43.083333333333336)","(4.2, 6.4, 6.220689655172414)","(61.0, 340.0, 132.94117647058823)","(2.25, 2.78, 2.768)","(17.0, 36.0, 30.923076923076923)"
04-01-2023 15:18:56.973639,"(2.25, 2.42, 2.388)","(21.0, 55.0, 43.083333333333336)","(4.2, 6.4, 6.220689655172414)","(61.0, 340.0, 132.94117647058823)","(2.25, 2.78, 2.782222222222222)","(17.0, 34.0, 31.0)"
04-01-2023 15:18:57.948131,"(2.2, 2.42, 2.363225806451613)","(21.0, 55.0, 43.083333333333336)","(4.4, 6.4, 6.220689655172414)","(61.0, 340.0, 225.0)","(2.25, 2.8, 2.770909090909091)","(18.0, 32.0, 28.23076923076923)"
04-01-2023 15:18:58.918104,"(2.2, 2.42, 2.3683870967741933)","(21.0, 55.0, 43.083333333333336)","(4.4, 6.4, 6.220689655172414)","(61.0, 330.0, 225.0)","(2.25, 2.78, 2.7609756097560973)","(18.0, 34.0, 28.23076923076923)"
04-01-2023 15:18:59.797432,"(2.2, 2.42, 2.374285714285714)","(21.0, 55.0, 44.6875)","(4.4, 6.4, 6.220689655172414)","(61.0, 330.0, 225.0)","(2.25, 2.78, 2.7609756097560973)","(18.0, 34.0, 28.23076923076923)"
04-01-2023 15:19:00.713017,"(2.2, 2.42, 2.365142857142857)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.214285714285714)","(61.0, 330.0, 225.0)","(2.25, 2.78, 2.7630434782608693)","(18.0, 34.0, 28.642857142857142)"
04-01-2023 15:19:01.646206,"(2.2, 2.42, 2.3658823529411763)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.214285714285714)","(61.0, 330.0, 225.0)","(2.25, 2.78, 2.7630434782608693)","(18.0, 34.0, 28.444444444444443)"
04-01-2023 15:19:02.631897,"(2.2, 2.42, 2.3610526315789473)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.352941176470589)","(61.0, 330.0, 225.0)","(2.25, 2.78, 2.7630434782608693)","(18.0, 34.0, 28.642857142857142)"
04-01-2023 15:19:03.552330,"(2.2, 2.4, 2.3424)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.375)","(61.0, 330.0, 225.0)","(2.25, 2.78, 2.7630434782608693)","(18.0, 34.0, 28.642857142857142)"
04-01-2023 15:19:04.532366,"(2.2, 2.4, 2.3424)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.375)","(61.0, 330.0, 225.0)","(2.25, 2.78, 2.7630434782608693)","(18.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:05.549517,"(2.2, 2.4, 2.3424)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.388888888888889)","(61.0, 330.0, 161.66666666666666)","(2.25, 2.78, 2.7630434782608693)","(18.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:06.593456,"(2.1, 2.4, 2.3424)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.388888888888889)","(61.0, 320.0, 145.0)","(2.25, 2.78, 2.7588235294117647)","(19.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:07.607647,"(2.1, 2.4, 2.34)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.4, 6.309677419354839)","(61.0, 310.0, 145.0)","(2.25, 2.76, 2.768292682926829)","(19.0, 34.0, 28.82758620689655)"
04-01-2023 15:19:08.619613,"(2.1, 2.4, 2.32)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.8, 6.754471544715447)","(61.0, 310.0, 145.0)","(2.25, 2.78, 2.7588235294117647)","(19.0, 34.0, 28.444444444444443)"
04-01-2023 15:19:09.584135,"(2.1, 2.4, 2.3233333333333333)","(21.0, 55.0, 42.30769230769231)","(4.4, 6.8, 6.782456140350877)","(61.0, 310.0, 143.84615384615384)","(2.25, 2.76, 2.7588235294117647)","(19.0, 34.0, 28.642857142857142)"
04-01-2023 15:19:10.461954,"(2.1, 2.4, 2.3358974358974356)","(21.0, 55.0, 41.25)","(4.6, 7.0, 6.75)","(71.0, 310.0, 143.84615384615384)","(2.25, 2.76, 2.7588235294117647)","(18.0, 34.0, 28.642857142857142)"
04-01-2023 15:19:11.429303,"(2.1, 2.4, 2.323478260869565)","(21.0, 55.0, 41.25)","(4.6, 7.0, 6.925)","(71.0, 310.0, 143.84615384615384)","(2.25, 2.76, 2.7375000000000003)","(18.0, 34.0, 28.642857142857142)"
04-01-2023 15:19:12.416681,"(2.1, 2.4, 2.341333333333333)","(21.0, 55.0, 41.25)","(4.6, 7.0, 6.9)","(71.0, 310.0, 143.84615384615384)","(2.25, 2.74, 2.7364285714285717)","(18.0, 34.0, 28.666666666666668)"
04-01-2023 15:19:13.364509,"(2.1, 2.4, 2.341333333333333)","(21.0, 55.0, 41.25)","(4.6, 7.0, 6.828571428571428)","(71.0, 310.0, 143.84615384615384)","(2.25, 2.74, 2.7364285714285717)","(20.0, 34.0, 28.666666666666668)"
04-01-2023 15:19:14.472643,"(2.1, 2.4, 2.341333333333333)","(21.0, 55.0, 41.25)","(4.6, 7.0, 6.872)","(71.0, 310.0, 143.84615384615384)","(2.25, 2.74, 2.763125)","(20.0, 34.0, 28.666666666666668)"
04-01-2023 15:19:15.552080,"(2.1, 2.36, 2.304444444444444)","(21.0, 55.0, 41.25)","(4.6, 7.0, 6.975)","(71.0, 310.0, 186.66666666666666)","(2.25, 2.78, 2.7588235294117647)","(20.0, 34.0, 29.03448275862069)"
04-01-2023 15:19:16.698629,"(2.1, 2.36, 2.292)","(21.0, 55.0, 42.92857142857143)","(4.6, 7.2, 6.975)","(71.0, 300.0, 142.30769230769232)","(2.25, 2.76, 2.767142857142857)","(20.0, 34.0, 29.03448275862069)"
04-01-2023 15:19:17.839878,"(2.1, 2.34, 2.2859999999999996)","(21.0, 55.0, 42.0)","(4.6, 7.2, 6.975)","(71.0, 290.0, 141.42857142857142)","(2.25, 2.78, 2.753142857142857)","(20.0, 34.0, 29.03448275862069)"
04-01-2023 15:19:18.988490,"(2.1, 2.32, 2.315)","(21.0, 55.0, 42.0)","(4.6, 7.2, 7.364601769911505)","(71.0, 290.0, 141.42857142857142)","(2.25, 2.76, 2.7393333333333336)","(20.0, 34.0, 29.03448275862069)"
04-01-2023 15:19:20.039172,"(2.1, 2.32, 2.3114285714285714)","(21.0, 55.0, 42.0)","(4.6, 7.4, 7.373770491803279)","(71.0, 290.0, 141.42857142857142)","(2.25, 2.74, 2.7394117647058827)","(20.0, 34.0, 29.03448275862069)"
04-01-2023 15:19:21.037015,"(2.1, 2.32, 2.3114285714285714)","(21.0, 55.0, 42.8125)","(4.6, 7.4, 7.380000000000001)","(71.0, 290.0, 128.94736842105263)","(2.25, 2.74, 2.753846153846154)","(20.0, 34.0, 29.0)"
04-01-2023 15:19:22.056481,"(2.1, 2.34, 2.322)","(21.0, 55.0, 42.8125)","(4.6, 7.4, 7.367741935483871)","(71.0, 290.0, 128.94736842105263)","(2.25, 2.76, 2.752)","(20.0, 34.0, 29.0)"
04-01-2023 15:19:23.070494,"(2.1, 2.34, 2.2793939393939393)","(21.0, 55.0, 42.8125)","(4.8, 7.4, 7.530232558139534)","(71.0, 290.0, 138.42105263157896)","(2.3, 2.76, 2.738666666666667)","(20.0, 34.0, 29.37037037037037)"
04-01-2023 15:19:24.079250,"(2.1, 2.34, 2.278285714285714)","(21.0, 55.0, 42.8125)","(4.8, 7.6, 7.5323308270676685)","(71.0, 290.0, 167.5)","(2.3, 2.74, 2.738666666666667)","(20.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:25.045747,"(2.1, 2.34, 2.278285714285714)","(21.0, 55.0, 42.8125)","(4.8, 7.6, 7.520588235294118)","(71.0, 280.0, 140.76923076923077)","(2.3, 2.74, 2.7384000000000004)","(20.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:25.941586,"(2.1, 2.34, 2.278285714285714)","(21.0, 55.0, 42.8125)","(4.8, 7.6, 7.520588235294118)","(71.0, 270.0, 140.76923076923077)","(2.3, 2.74, 2.7384000000000004)","(20.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:26.958947,"(2.1, 2.34, 2.278285714285714)","(21.0, 55.0, 42.8125)","(4.8, 7.6, 7.526530612244898)","(71.0, 270.0, 140.0)","(2.3, 2.74, 2.7394117647058827)","(20.0, 34.0, 30.129032258064516)"
04-01-2023 15:19:28.027489,"(2.1, 2.34, 2.288108108108108)","(21.0, 55.0, 45.611111111111114)","(4.8, 7.6, 7.5275167785234895)","(71.0, 270.0, 140.0)","(2.3, 2.74, 2.7394117647058827)","(20.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:29.000770,"(2.1, 2.34, 2.288108108108108)","(21.0, 55.0, 45.25)","(4.8, 7.6, 7.5275167785234895)","(71.0, 270.0, 140.0)","(2.3, 2.74, 2.766046511627907)","(20.0, 34.0, 29.384615384615383)"
04-01-2023 15:19:29.945209,"(2.1, 2.32, 2.294285714285714)","(21.0, 55.0, 42.0)","(4.8, 7.6, 7.5275167785234895)","(71.0, 270.0, 167.85714285714286)","(2.3, 2.78, 2.763076923076923)","(20.0, 34.0, 30.129032258064516)"
04-01-2023 15:19:30.898585,"(2.1, 2.32, 2.288333333333333)","(21.0, 55.0, 42.0)","(4.8, 7.6, 7.5275167785234895)","(71.0, 260.0, 197.5)","(2.3, 2.78, 2.7649999999999997)","(20.0, 34.0, 29.555555555555557)"
04-01-2023 15:19:31.953133,"(2.1, 2.28, 2.240683760683761)","(21.0, 55.0, 45.714285714285715)","(4.8, 7.6, 7.3428571428571425)","(71.0, 250.0, 200.76923076923077)","(2.3, 2.78, 2.766530612244898)","(18.0, 34.0, 30.25)"
04-01-2023 15:19:33.117633,"(2.1, 2.26, 2.2466666666666666)","(21.0, 55.0, 42.0)","(4.8, 7.6, 7.3428571428571425)","(71.0, 250.0, 211.11111111111111)","(2.3, 2.78, 2.766530612244898)","(18.0, 34.0, 29.625)"
04-01-2023 15:19:34.176529,"(2.1, 2.26, 2.22969696969697)","(21.0, 55.0, 42.0)","(4.8, 7.6, 7.3428571428571425)","(71.0, 250.0, 188.75)","(2.3, 2.78, 2.778461538461538)","(18.0, 34.0, 29.555555555555557)"
04-01-2023 15:19:35.220050,"(2.1, 2.26, 2.212857142857143)","(21.0, 55.0, 42.0)","(4.8, 7.6, 7.410526315789474)","(71.0, 250.0, 215.0)","(2.3, 2.78, 2.755348837209302)","(19.0, 34.0, 30.25)"
04-01-2023 15:19:36.379893,"(2.1, 2.26, 2.2236363636363636)","(21.0, 55.0, 42.0)","(4.8, 7.6, 7.410526315789474)","(71.0, 250.0, 163.47826086956522)","(2.3, 2.76, 2.839454253611557)","(19.0, 34.0, 29.555555555555557)"
04-01-2023 15:19:37.455909,"(2.1, 2.24, 2.2053333333333334)","(21.0, 55.0, 42.0)","(4.8, 7.6, 7.373333333333334)","(71.0, 240.0, 153.33333333333334)","(2.3, 2.84, 2.879611021069692)","(19.0, 34.0, 30.0)"
04-01-2023 15:19:38.712623,"(2.05, 2.22, 2.204761904761905)","(21.0, 50.0, 42.0)","(5.0, 7.4, 7.385714285714286)","(71.0, 160.0, 151.66666666666669)","(2.3, 2.88, 2.9571428571428573)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:39.749564,"(2.05, 2.22, 2.1900000000000004)","(21.0, 48.0, 40.5)","(5.0, 7.2, 7.171428571428572)","(71.0, 160.0, 150.0)","(2.3, 2.96, 2.9555555555555557)","(19.0, 34.0, 29.764705882352942)"
04-01-2023 15:19:40.763836,"(2.05, 2.22, 2.1900000000000004)","(21.0, 46.0, 40.0)","(5.0, 7.2, 6.945454545454545)","(71.0, 160.0, 120.0)","(2.3, 2.96, 2.957894736842105)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:41.687503,"(2.05, 2.22, 2.1894117647058824)","(21.0, 46.0, 42.0)","(5.0, 7.2, 6.757894736842105)","(81.0, 140.0, 120.0)","(2.3, 2.96, 2.964150943396226)","(19.0, 34.0, 29.862068965517242)"
04-01-2023 15:19:42.678536,"(2.05, 2.22, 2.1894117647058824)","(21.0, 46.0, 40.18181818181818)","(5.0, 7.0, 6.85)","(81.0, 210.0, 155.0)","(2.3, 3.05, 2.978181818181818)","(19.0, 34.0, 30.470588235294116)"
04-01-2023 15:19:43.731024,"(2.05, 2.22, 2.1925714285714286)","(21.0, 44.0, 40.11764705882353)","(5.0, 7.0, 6.766666666666667)","(81.0, 210.0, 140.0)","(2.3, 2.98, 2.968)","(19.0, 34.0, 29.892857142857142)"
04-01-2023 15:19:44.647413,"(2.05, 2.22, 2.204615384615385)","(21.0, 42.0, 38.470588235294116)","(5.0, 6.8, 6.683333333333334)","(81.0, 160.0, 140.0)","(2.3, 3.0, 2.968)","(19.0, 34.0, 29.862068965517242)"
04-01-2023 15:19:45.594653,"(2.05, 2.24, 2.212972972972973)","(21.0, 42.0, 36.94736842105263)","(5.0, 6.8, 6.745454545454545)","(71.0, 160.0, 140.0)","(2.3, 2.98, 2.974285714285714)","(19.0, 34.0, 30.470588235294116)"
04-01-2023 15:19:46.493066,"(2.05, 2.24, 2.212972972972973)","(21.0, 42.0, 37.130434782608695)","(5.0, 6.8, 6.671428571428572)","(71.0, 160.0, 140.0)","(2.3, 2.98, 2.975)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:47.485292,"(2.05, 2.24, 2.2253333333333334)","(21.0, 42.0, 36.285714285714285)","(5.0, 6.8, 6.730434782608696)","(71.0, 160.0, 140.0)","(2.3, 2.98, 2.977777777777778)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:48.576640,"(2.05, 2.26, 2.225)","(21.0, 40.0, 37.0)","(5.0, 6.8, 6.671428571428572)","(71.0, 160.0, 140.0)","(2.3, 2.98, 2.970833333333333)","(19.0, 34.0, 29.208333333333332)"
04-01-2023 15:19:49.616642,"(2.05, 2.26, 2.228)","(21.0, 40.0, 36.0625)","(5.0, 6.8, 6.704)","(71.0, 160.0, 140.0)","(2.3, 2.98, 2.969767441860465)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:50.643435,"(2.05, 2.26, 2.225)","(21.0, 40.0, 35.935483870967744)","(4.8, 6.8, 6.572727272727273)","(61.0, 160.0, 140.0)","(2.35, 2.98, 2.969767441860465)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:51.593186,"(2.0, 2.26, 2.222666666666667)","(21.0, 40.0, 36.34782608695652)","(4.8, 6.8, 6.572727272727273)","(61.0, 160.0, 140.0)","(2.35, 2.98, 2.972)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:52.590247,"(2.0, 2.26, 2.230526315789474)","(21.0, 40.0, 37.0)","(4.8, 6.8, 6.538461538461538)","(61.0, 160.0, 140.0)","(2.35, 2.98, 2.972)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:53.559236,"(2.0, 2.26, 2.2242105263157894)","(21.0, 40.0, 36.34782608695652)","(4.8, 6.8, 6.522448979591837)","(61.0, 160.0, 140.0)","(2.35, 2.98, 2.9848)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:54.518336,"(2.0, 2.26, 2.2234782608695656)","(21.0, 40.0, 37.10344827586207)","(4.8, 6.6, 6.4222222222222225)","(61.0, 160.0, 140.0)","(2.35, 3.0, 3.050344827586207)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:55.447394,"(2.0, 2.26, 2.2333333333333334)","(21.0, 40.0, 36.5)","(4.8, 6.4, 6.144)","(61.0, 160.0, 140.0)","(2.35, 3.1, 3.064705882352941)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:56.332623,"(2.0, 2.26, 2.231666666666667)","(21.0, 40.0, 34.52173913043478)","(4.8, 6.2, 6.1066666666666665)","(61.0, 160.0, 140.0)","(2.35, 3.1, 3.08625)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:57.239318,"(2.0, 2.26, 2.2276190476190476)","(21.0, 40.0, 35.15384615384615)","(4.8, 6.2, 6.0588235294117645)","(61.0, 160.0, 140.0)","(2.35, 3.1, 3.0743589743589745)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:58.252480,"(2.0, 2.26, 2.2436363636363637)","(21.0, 40.0, 34.96)","(4.8, 6.2, 6.00909090909091)","(61.0, 160.0, 140.0)","(2.35, 3.1, 3.1075)","(19.0, 34.0, 29.2)"
04-01-2023 15:19:59.266483,"(2.0, 2.28, 2.2323529411764707)","(21.0, 40.0, 35.333333333333336)","(4.8, 6.2, 6.0)","(61.0, 160.0, 127.5)","(2.35, 3.15, 3.131081081081081)","(19.0, 34.0, 29.2)"
04-01-2023 15:20:00.273847,"(2.0, 2.26, 2.228)","(21.0, 40.0, 35.5)","(4.8, 6.2, 5.990909090909091)","(61.0, 180.0, 127.5)","(2.35, 3.15, 3.123076923076923)","(19.0, 34.0, 29.2)"
04-01-2023 15:20:01.231779,"(2.0, 2.28, 2.246666666666667)","(21.0, 40.0, 35.5)","(4.8, 6.2, 5.882758620689655)","(61.0, 180.0, 127.5)","(2.35, 3.15, 3.123076923076923)","(19.0, 34.0, 29.2)"
04-01-2023 15:20:02.168098,"(2.0, 2.28, 2.246666666666667)","(21.0, 40.0, 35.5)","(4.8, 6.0, 5.895238095238095)","(61.0, 180.0, 127.5)","(2.35, 3.15, 3.13)","(19.0, 34.0, 29.2)"
04-01-2023 15:20:03.141457,"(2.0, 2.28, 2.2469565217391305)","(21.0, 40.0, 35.5)","(4.6, 5.9, 5.8500000000000005)","(61.0, 180.0, 127.5)","(2.4, 3.15, 3.1359375)","(19.0, 34.0, 29.2)"
04-01-2023 15:20:04.106850,"(2.0, 2.28, 2.2469565217391305)","(21.0, 40.0, 35.5)","(4.6, 5.9, 5.822222222222223)","(61.0, 180.0, 127.5)","(2.4, 3.15, 3.141346153846154)","(19.0, 34.0, 29.2)"
04-01-2023 15:20:05.062141,"(2.0, 2.28, 2.246153846153846)","(21.0, 40.0, 36.55172413793103)","(4.6, 5.9, 5.730769230769231)","(61.0, 180.0, 127.5)","(2.4, 3.15, 3.1375)","(19.0, 34.0, 29.2)"
