,Our Girl Lola,Optimus Bruce,Angelic Tess,Bugatti Bro,Rockstar Fender,Running Reds,Despicable Jason,Mighty Titan
07-12-2022 13:58:26.890262,"(3.9, 6.8, 5.91578947368421)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:28.166853,"(3.9, 6.8, 5.6)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:29.175138,"(3.9, 6.8, 5.6)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:30.331243,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:31.626416,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:32.738784,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:33.812772,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:34.864644,"(3.9, 6.8, 6.44375)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:35.906255,"(3.9, 6.8, 6.44375)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:37.018627,"(3.9, 6.8, 5.2727272727272725)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:38.191347,"(3.9, 6.8, 5.75)","(8.0, 14.0, 13.033333333333333)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:39.265130,"(3.9, 6.8, 6.069565217391304)","(8.0, 14.0, 13.033333333333333)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:40.324400,"(3.9, 6.8, 5.866666666666667)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:41.414276,"(3.9, 6.8, 5.507692307692308)","(8.0, 14.0, 13.347368421052632)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:42.439105,"(3.9, 6.8, 5.507692307692308)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:43.476089,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:44.546742,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:45.591435,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:46.686046,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:47.740403,"(3.9, 6.8, 6.44375)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:48.794300,"(3.9, 6.8, 6.44375)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:49.822075,"(3.9, 6.8, 5.507692307692308)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:50.926196,"(3.9, 6.8, 5.866666666666667)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:52.049413,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 13.033333333333333)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:53.342204,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:54.583143,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:58:55.705994,"(3.9, 6.8, 6.44375)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:58:57.151282,"(3.9, 6.8, 5.245454545454545)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 8.1)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:58:58.631551,"(3.9, 6.8, 5.2727272727272725)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.6, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:00.018463,"(3.9, 6.8, 5.2727272727272725)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:01.341958,"(3.9, 6.8, 5.2727272727272725)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:02.639726,"(3.9, 6.8, 5.6)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:03.777009,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:04.875396,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:06.213722,"(3.9, 6.8, 6.44375)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:07.483182,"(3.9, 6.8, 6.44375)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:08.671757,"(3.9, 6.8, 5.91578947368421)","(8.0, 14.0, 13.0)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:10.001519,"(3.9, 6.8, 5.91578947368421)","(8.0, 14.0, 13.0)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:11.252091,"(3.9, 6.8, 5.91578947368421)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:12.428558,"(3.9, 6.8, 5.6)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:13.584738,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 5.6375)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:14.793155,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 6.0)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:15.949119,"(3.9, 6.8, 5.6)","(8.0, 14.0, 13.347368421052632)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 6.241666666666667)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:17.096860,"(3.9, 6.8, 5.6)","(8.0, 14.0, 12.285714285714285)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 6.241666666666667)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:18.323278,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 6.125)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:19.512651,"(3.9, 6.8, 5.327272727272727)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.0, 6.125)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:20.655649,"(3.9, 6.8, 4.894117647058823)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.0, 5.973333333333334)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:21.786134,"(3.9, 6.8, 6.166666666666666)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 5.973333333333334)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:22.885698,"(3.9, 6.8, 5.12)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 6.125)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:24.025798,"(3.9, 6.8, 5.4559999999999995)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.0, 5.488)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:25.153811,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.0, 5.635)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:26.290745,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.0, 5.973333333333334)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:27.376892,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 5.973333333333334)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:28.406713,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.2, 5.973333333333334)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:29.476839,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 7.0, 5.6125)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:30.613102,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 6.8, 5.55)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:31.760386,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 6.482352941176471)","(4.6, 6.8, 5.771428571428571)","(4.4, 7.8, 5.55)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:32.988699,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:34.147929,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:35.343541,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:36.502755,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:37.657907,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:38.947073,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:40.150847,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:41.289079,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:42.420330,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:43.613351,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:44.857386,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.2333333333333325)","(31.0, 160.0, 76.42857142857143)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.771428571428571)","(4.4, 7.8, 5.05)","(71.0, 580.0, 325.0)"
07-12-2022 13:59:46.343647,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.2, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:47.738707,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:49.056720,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:50.379835,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 496.66666666666663)"
07-12-2022 13:59:51.656579,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 496.66666666666663)"
07-12-2022 13:59:53.025091,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 496.66666666666663)"
07-12-2022 13:59:54.260194,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:55.447777,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 160.0, 95.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 13:59:56.618846,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 170.0, 100.0)","(4.8, 9.8, 5.771428571428571)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 496.66666666666663)"
07-12-2022 13:59:57.791467,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 170.0, 100.0)","(4.8, 9.8, 8.1)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 550.5882352941176)"
07-12-2022 13:59:59.197507,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 170.0, 100.0)","(4.8, 9.6, 8.1)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 550.5882352941176)"
07-12-2022 14:00:00.396838,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 170.0, 100.0)","(4.8, 9.6, 8.1)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 538.3333333333333)"
07-12-2022 14:00:01.670517,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 170.0, 100.0)","(4.8, 9.6, 8.1)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 14:00:02.941811,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 170.0, 55.0)","(4.8, 9.6, 8.1)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 495.83333333333337)"
07-12-2022 14:00:04.102956,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.39375)","(31.0, 170.0, 129.41176470588235)","(4.8, 9.6, 8.1)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 496.66666666666663)"
07-12-2022 14:00:05.498315,"(3.9, 6.8, 5.443478260869565)","(8.0, 14.0, 12.342857142857142)","(4.2, 7.6, 7.405882352941176)","(31.0, 170.0, 129.41176470588235)","(4.8, 9.6, 8.1)","(4.6, 7.0, 5.85)","(4.4, 7.8, 5.55)","(71.0, 580.0, 496.66666666666663)"
