,Our Girl Lola,Optimus Bruce,Angelic Tess,Bugatti Bro,Rockstar Fender,Running Reds,Despicable Jason,Mighty Titan
07-12-2022 14:02:38.600748,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 10.5, 7.9)","(4.6, 7.0, 5.666666666666667)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:39.669210,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 10.5, 7.9)","(4.6, 7.0, 5.74)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:40.730215,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 10.5, 7.9)","(4.6, 7.0, 5.963636363636363)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:41.855955,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.905263157894737)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.08421052631579)","(4.6, 7.0, 5.8)","(4.2, 7.6, 6.975)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:42.954701,"(3.9, 7.4, 6.4222222222222225)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.905263157894737)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.08421052631579)","(4.6, 7.0, 6.706666666666667)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:44.041815,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.685714285714285)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.08421052631579)","(4.6, 7.0, 5.74)","(4.2, 7.6, 6.975)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:45.111486,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.685714285714285)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.542857142857143)","(4.6, 7.0, 5.8545454545454545)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:46.220029,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.685714285714285)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.542857142857143)","(4.6, 7.0, 5.8545454545454545)","(4.2, 7.6, 7.4)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:02:47.369399,"(3.9, 7.4, 6.882352941176471)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.1)","(4.6, 7.0, 6.2125)","(4.2, 7.6, 7.4)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:02:48.499723,"(3.9, 7.4, 6.882352941176471)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.1)","(4.6, 7.0, 6.2125)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:49.655443,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.523076923076923)","(4.6, 7.0, 6.706666666666667)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:50.807441,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.523076923076923)","(4.6, 7.0, 6.706666666666667)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:51.869794,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.523076923076923)","(4.6, 7.0, 6.706666666666667)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:52.943516,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.15)","(4.6, 7.0, 6.336842105263158)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:54.074210,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.15)","(4.6, 7.0, 6.336842105263158)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:55.195948,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.15)","(4.6, 7.0, 6.1)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:56.320623,"(3.9, 7.4, 6.511111111111111)","(8.0, 13.5, 13.09090909090909)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.592307692307692)","(4.6, 7.0, 6.1)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:02:57.413106,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.5, 12.4375)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.199999999999999)","(4.6, 7.0, 5.909090909090909)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:58.468691,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.199999999999999)","(4.6, 7.0, 6.24)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:02:59.554473,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.199999999999999)","(4.6, 7.0, 6.24)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:00.615490,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.199999999999999)","(4.6, 7.0, 6.24)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:01.673250,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.661538461538461)","(4.6, 7.0, 6.706666666666667)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:02.752684,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 6.661538461538461)","(4.6, 7.0, 6.706666666666667)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:03.868825,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.6, 7.15)","(4.6, 7.0, 6.0181818181818185)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:04.989184,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.4, 7.08421052631579)","(4.6, 7.0, 6.0181818181818185)","(4.2, 7.6, 7.4)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:06.114542,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.7142857142857135)","(31.0, 230.0, 141.89473684210526)","(4.8, 8.4, 7.08421052631579)","(4.6, 7.0, 6.0181818181818185)","(4.2, 7.6, 7.4)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:07.217650,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.545454545454545)","(4.2, 7.6, 6.7142857142857135)","(31.0, 230.0, 137.0)","(4.8, 8.4, 7.011111111111111)","(4.6, 7.0, 6.2)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:08.273829,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.7142857142857135)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.011111111111111)","(4.6, 7.0, 6.2)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:09.363296,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.542857142857143)","(4.6, 7.0, 6.2)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:10.436645,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.542857142857143)","(4.6, 7.0, 6.2)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:11.544693,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.266666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.542857142857143)","(4.6, 7.0, 6.2)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:12.676641,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.266666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.011111111111111)","(4.6, 7.0, 5.963636363636363)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:13.772197,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.266666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.2)","(4.6, 7.0, 6.544)","(4.2, 7.6, 7.4)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:14.968305,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.355555555555555)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.2)","(4.6, 7.0, 6.5777777777777775)","(4.2, 7.6, 7.4)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:16.003292,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.355555555555555)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.2)","(4.6, 7.0, 6.269230769230769)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:17.228417,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.355555555555555)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.050000000000001)","(4.6, 7.0, 5.2727272727272725)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:18.238394,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.355555555555555)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.050000000000001)","(4.6, 7.0, 5.090909090909091)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:19.399590,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 4.96)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.4714285714285715)","(4.6, 7.0, 5.6875)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:20.504015,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.4)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.4714285714285715)","(4.6, 7.0, 5.6875)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:21.616106,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.444444444444445)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.4714285714285715)","(4.6, 7.0, 5.6875)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:22.750826,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.444444444444445)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.050000000000001)","(4.6, 7.0, 6.125)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:23.944991,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.444444444444445)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.1)","(4.6, 7.0, 5.894736842105264)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:25.044770,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 7.16)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.1)","(4.6, 7.0, 5.894736842105264)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:26.108284,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.311111111111111)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.1)","(4.6, 7.0, 5.894736842105264)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:27.223282,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.311111111111111)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 7.050000000000001)","(4.6, 7.0, 5.894736842105264)","(4.2, 7.6, 7.4)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:28.309994,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.355555555555555)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.4, 6.533333333333333)","(4.6, 7.0, 5.894736842105264)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:29.460518,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 7.09090909090909)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.894736842105264)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:30.585901,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 7.09090909090909)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.666666666666667)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:31.769377,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.4)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.366666666666666)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:32.886614,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.4)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 6.366666666666666)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:33.955965,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.4)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 6.366666666666666)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:35.014750,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.444444444444445)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.366666666666666)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:36.069746,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.444444444444445)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.366666666666666)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:37.179098,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.488888888888889)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.8)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:38.295898,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.488888888888889)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 5.8)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:39.654495,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.533333333333333)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.8)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:40.953354,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.5777777777777775)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.05)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:42.185628,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.5777777777777775)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.05)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:43.402714,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.5777777777777775)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 6.05)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:44.565305,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.986666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.05)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:45.743600,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.824999999999999)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.05)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:46.952248,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.824999999999999)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 6.142857142857143)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 544.090909090909)"
07-12-2022 14:03:48.036029,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.311111111111111)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 6.142857142857143)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:49.146887,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.311111111111111)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 6.142857142857143)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:50.278319,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.311111111111111)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:51.367864,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.177777777777777)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:52.402768,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.7142857142857135)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:53.424032,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.266666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.788235294117647)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:54.554452,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.266666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:55.629577,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.266666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:56.836707,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.7142857142857135)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:03:58.001868,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.222222222222221)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:03:59.080547,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 6.266666666666666)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6117647058823525)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:04:00.153143,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 5.252173913043478)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 6.6)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:04:01.331212,"(3.9, 7.4, 6.511111111111111)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 5.145454545454545)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 7.372413793103448)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:04:02.416620,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 4.981818181818182)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.2, 7.193333333333333)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:04:03.428443,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 5.607142857142857)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.0, 7.193333333333333)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:04:04.504369,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 5.607142857142857)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.0, 7.148387096774194)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:04:05.594609,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 5.607142857142857)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.0, 7.199999999999999)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.0)"
07-12-2022 14:04:06.684396,"(3.9, 7.4, 6.882352941176471)","(8.0, 14.0, 13.583333333333334)","(4.2, 7.6, 5.607142857142857)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.0, 7.199999999999999)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
07-12-2022 14:04:07.831994,"(3.9, 7.4, 6.882352941176471)","(8.0, 11.5, 10.1)","(4.2, 7.6, 5.607142857142857)","(31.0, 230.0, 141.42857142857144)","(4.8, 8.0, 7.199999999999999)","(4.6, 7.0, 5.875)","(4.2, 7.6, 6.6421052631578945)","(81.0, 590.0, 505.83333333333337)"
