,Singin Jules,Toxic Impurities,Mine Master,Go Goose Go,Bruisin Bull,Casino Rose,Psychotic Babe,Flying Foo Foo
04-01-2023 11:51:34.638029,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:35.659696,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:36.693747,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:37.685271,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:38.643599,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:39.605360,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:40.607215,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:41.560300,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:42.509134,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:43.514142,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:44.477379,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:45.524074,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:46.509435,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:47.549997,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:48.509191,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:49.507797,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:50.569678,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:51.552231,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:52.543881,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:53.784332,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:54.870127,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:55.959658,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:57.032783,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:58.006278,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:58.950456,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:51:59.939053,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:01.054489,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:02.194544,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:03.247457,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:04.466558,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:05.506689,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:06.493615,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:07.518924,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:08.604192,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:09.580964,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:10.595596,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:11.547661,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:12.561268,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:13.566638,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:14.596089,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:15.568926,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:16.516608,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:17.476309,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:18.455681,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:19.464774,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:20.481661,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:21.555704,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:22.754006,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:23.727450,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:24.673645,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:25.682195,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:26.659306,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:27.615342,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:28.584069,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:29.565457,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:30.525964,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:31.506303,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:32.494351,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:33.479000,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:34.432030,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:35.364412,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:36.329655,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:37.277744,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:38.221239,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:39.212420,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:40.215576,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 30.818181818181817)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:41.190703,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 12.91304347826087)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:42.186264,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:43.182955,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 14.157894736842104)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:44.218558,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 15.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:45.389226,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:46.416977,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:47.378248,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:48.499432,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:49.529990,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:50.601887,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:51.674380,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:52.819807,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:53.837154,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
04-01-2023 11:52:54.885286,"(4.8, 7.8, 6.508333333333333)","(8.5, 19.5, 17.616666666666667)","(7.0, 13.5, 11.7)","(7.0, 16.0, 11.78125)","(21.0, 80.0, 36.36363636363636)","(19.0, 65.0, 31.545454545454547)","(2.15, 3.3, 2.513333333333333)","(6.5, 14.0, 13.71830985915493)"
