,Lees Bonus,Who Split Tens,Handsome Alert,Over Thinking,Omar Dutton,Once Again,Skinny Wit,All Lies Ahead
08-01-2023 17:25:26.467465,"(51.0, 270.0, 180.9090909090909)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.45)","(2.35, 3.3, 3.202857142857143)","(26.0, 85.0, 61.214285714285715)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:27.522485,"(51.0, 270.0, 180.9090909090909)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.45)","(2.4, 3.3, 3.202857142857143)","(31.0, 85.0, 60.333333333333336)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:28.525069,"(51.0, 270.0, 168.88888888888889)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.45)","(2.4, 3.3, 3.202857142857143)","(31.0, 85.0, 61.214285714285715)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:29.540998,"(51.0, 270.0, 168.88888888888889)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.446)","(2.4, 3.3, 3.202857142857143)","(31.0, 85.0, 53.5)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:30.493527,"(51.0, 270.0, 168.88888888888889)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.446)","(2.4, 3.3, 3.202857142857143)","(31.0, 85.0, 59.285714285714285)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:31.518111,"(51.0, 270.0, 168.88888888888889)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.202857142857143)","(31.0, 85.0, 59.285714285714285)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:32.500374,"(51.0, 270.0, 168.88888888888889)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.202857142857143)","(31.0, 85.0, 59.285714285714285)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:33.543776,"(51.0, 270.0, 168.88888888888889)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.2546666666666666)","(31.0, 85.0, 59.285714285714285)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:34.573715,"(51.0, 270.0, 168.88888888888889)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.2546666666666666)","(31.0, 85.0, 59.285714285714285)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:35.620990,"(51.0, 270.0, 176.66666666666666)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.2546666666666666)","(31.0, 85.0, 62.5)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:36.712809,"(51.0, 270.0, 176.66666666666666)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.2546666666666666)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:37.730065,"(51.0, 270.0, 176.66666666666666)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.2546666666666666)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:38.722939,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.2546666666666666)","(31.0, 85.0, 62.27272727272727)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:39.757014,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.2546666666666666)","(31.0, 85.0, 62.27272727272727)","(41.0, 110.0, 87.85714285714286)","(2.9, 3.65, 3.5785714285714283)"
08-01-2023 17:25:40.827685,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 3.289333333333333)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 90.0)","(2.9, 3.65, 3.3954545454545455)"
08-01-2023 17:25:41.812154,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.5)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.3, 2.8147058823529414)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 90.0)","(2.9, 3.6, 3.415909090909091)"
08-01-2023 17:25:42.901183,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 43.875)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.35, 3.2427659574468084)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 92.35294117647058)","(2.9, 3.6, 3.4099999999999997)"
08-01-2023 17:25:43.918671,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.35, 3.2427659574468084)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 92.35294117647058)","(2.9, 3.55, 3.4099999999999997)"
08-01-2023 17:25:44.908726,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.35, 3.246263736263736)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 92.35294117647058)","(2.9, 3.55, 3.4099999999999997)"
08-01-2023 17:25:45.890522,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4614285714285713)","(2.4, 3.35, 3.292894736842105)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 92.35294117647058)","(2.9, 3.55, 3.4099999999999997)"
08-01-2023 17:25:46.868988,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4625)","(2.4, 3.3, 3.04)","(31.0, 85.0, 62.631578947368425)","(41.0, 110.0, 92.35294117647058)","(2.9, 3.55, 3.4099999999999997)"
08-01-2023 17:25:47.826875,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2359375)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 82.5)","(2.9, 3.55, 3.3499999999999996)"
08-01-2023 17:25:48.847951,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2359375)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.55, 3.3499999999999996)"
08-01-2023 17:25:49.843981,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2359375)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.55, 3.3499999999999996)"
08-01-2023 17:25:50.923550,"(51.0, 270.0, 173.75)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2359375)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.55, 3.2709302325581393)"
08-01-2023 17:25:52.002140,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2359375)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.55, 3.2709302325581393)"
08-01-2023 17:25:53.053343,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 315.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2359375)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.55, 3.2709302325581393)"
08-01-2023 17:25:54.137792,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 266.6666666666667)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2359375)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.55, 3.2709302325581393)"
08-01-2023 17:25:55.127853,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2258823529411766)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.55, 3.428571428571429)"
08-01-2023 17:25:56.164845,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2371875)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.45, 3.428571428571429)"
08-01-2023 17:25:57.210385,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2371875)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.45, 3.428571428571429)"
08-01-2023 17:25:58.251850,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.2371875)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.45, 3.3666666666666667)"
08-01-2023 17:25:59.301799,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.1288636363636364)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 90.35714285714286)","(2.9, 3.45, 3.3666666666666667)"
08-01-2023 17:26:00.350438,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.051833333333333)","(31.0, 85.0, 67.10526315789474)","(41.0, 110.0, 88.84615384615384)","(2.9, 3.45, 3.3666666666666667)"
08-01-2023 17:26:01.381208,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.051833333333333)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 82.22222222222223)","(2.9, 3.45, 3.3666666666666667)"
08-01-2023 17:26:02.382259,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.051833333333333)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.27272727272728)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:03.376440,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.051833333333333)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.27272727272728)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:04.378090,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.051833333333333)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:05.400460,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:06.445320,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:07.510277,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:08.526791,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:09.595234,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:10.630909,"(51.0, 270.0, 184.44444444444446)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:11.679488,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:12.692757,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:13.700676,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:14.721198,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:15.740931,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:16.770864,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:17.751090,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.992954545454545)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:18.754344,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.9899999999999998)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:19.761855,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.9899999999999998)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:20.714847,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.9899999999999998)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 93.33333333333334)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:21.700143,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.9899999999999998)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.875)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:22.693492,"(51.0, 270.0, 178.33333333333334)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.9899999999999998)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:23.726345,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 2.9899999999999998)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:24.745484,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:25.773308,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:26.854002,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:27.925143,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:28.978268,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:29.980470,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:31.015272,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:32.073158,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:33.114565,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:34.158055,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.0549999999999997)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.3136363636363635)"
08-01-2023 17:26:35.157749,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.032058823529412)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.2625)"
08-01-2023 17:26:36.152964,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.032058823529412)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.2625)"
08-01-2023 17:26:37.198524,"(51.0, 270.0, 191.42857142857142)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.032058823529412)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 87.5)","(2.9, 3.45, 3.24375)"
08-01-2023 17:26:38.186628,"(51.0, 270.0, 178.33333333333334)","(21.0, 46.0, 44.86666666666667)","(81.0, 460.0, 273.3333333333333)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.032058823529412)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.4, 3.24375)"
08-01-2023 17:26:39.173022,"(51.0, 270.0, 191.42857142857142)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 280.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.032058823529412)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.4, 3.24375)"
08-01-2023 17:26:40.171823,"(51.0, 270.0, 191.42857142857142)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 280.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.032058823529412)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.4, 3.24375)"
08-01-2023 17:26:41.206989,"(51.0, 270.0, 191.42857142857142)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 280.0)","(2.5, 3.5, 3.4625)","(2.4, 3.25, 3.032058823529412)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.4, 3.24375)"
08-01-2023 17:26:42.226734,"(51.0, 270.0, 191.42857142857142)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 280.0)","(2.5, 3.5, 3.4625)","(2.4, 3.15, 3.129230769230769)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.4, 3.24375)"
08-01-2023 17:26:43.300421,"(51.0, 270.0, 233.33333333333331)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 280.0)","(2.5, 3.5, 3.4625)","(2.4, 3.15, 3.025)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.35, 3.225)"
08-01-2023 17:26:44.289888,"(51.0, 270.0, 233.33333333333331)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 286.6666666666667)","(2.5, 3.5, 3.4625)","(2.4, 3.15, 3.025)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.35, 3.225)"
08-01-2023 17:26:45.296128,"(51.0, 270.0, 233.33333333333331)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 286.6666666666667)","(2.5, 3.5, 3.4625)","(2.4, 3.15, 3.025)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.35, 3.225)"
08-01-2023 17:26:46.286873,"(51.0, 270.0, 233.33333333333331)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 286.6666666666667)","(2.5, 3.5, 3.4625)","(2.4, 3.15, 3.025)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.35, 3.225)"
08-01-2023 17:26:47.344283,"(51.0, 270.0, 233.33333333333331)","(26.0, 46.0, 44.86666666666667)","(81.0, 460.0, 286.6666666666667)","(2.5, 3.5, 3.4625)","(2.4, 3.15, 3.025)","(31.0, 85.0, 66.11111111111111)","(41.0, 110.0, 81.42857142857143)","(2.9, 3.35, 3.225)"
