,Skyla Blue,Rock On Hunter,Tilly Banner,Abby Road,Natisas Sparkle,Zambora Blaster
09-01-2023 17:11:48.280786,"(3.1, 4.7, 3.62)","(9.0, 18.0, 14.571428571428571)","(4.0, 6.2, 4.775)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.9654545454545453)","(8.0, 14.0, 11.1)"
09-01-2023 17:11:49.244365,"(3.1, 5.0, 4.733333333333333)","(9.0, 18.0, 14.571428571428571)","(4.0, 6.2, 4.775)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.9654545454545453)","(8.0, 14.0, 11.1)"
09-01-2023 17:11:50.237909,"(3.1, 5.0, 3.6666666666666665)","(9.0, 18.0, 14.571428571428571)","(4.0, 6.2, 4.775)","(21.0, 65.0, 38.125)","(2.35, 3.3, 2.9654545454545453)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:51.363717,"(3.1, 5.0, 4.0)","(9.0, 18.0, 14.571428571428571)","(4.0, 6.2, 4.775)","(21.0, 65.0, 38.125)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:52.452639,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 38.125)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:53.342541,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 38.125)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:54.261563,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:55.179541,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:56.108834,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:57.004315,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:57.949201,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:58.887310,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.58)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:11:59.857790,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.86)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:00.881502,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.7266666666666666)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:01.918581,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.7266666666666666)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:02.959302,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.9872727272727273)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:03.961169,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.9872727272727273)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:04.889997,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.9872727272727273)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:05.773815,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.87)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:06.639491,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.87)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:07.604831,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.87)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:08.579974,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.87)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:09.526079,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.87)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:10.516269,"(3.1, 5.0, 3.8153846153846156)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.87)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:11.465787,"(3.1, 5.0, 4.428846153846154)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.87)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:12.491957,"(3.1, 4.9, 4.325)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.7533333333333334)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:13.435102,"(3.1, 4.9, 4.166666666666667)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 2.7533333333333334)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:14.413096,"(3.1, 5.0, 3.9846153846153847)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:15.411952,"(3.1, 5.0, 3.9846153846153847)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:16.413008,"(3.1, 5.0, 3.9846153846153847)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:17.369459,"(3.1, 5.0, 3.9846153846153847)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:18.243964,"(3.1, 5.0, 3.8083333333333336)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:19.158009,"(3.1, 4.9, 3.9400000000000004)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:20.065744,"(3.1, 4.9, 3.9400000000000004)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:21.006800,"(3.1, 4.9, 3.9400000000000004)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 33.72727272727273)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:21.978937,"(3.1, 4.9, 3.9400000000000004)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:22.961334,"(3.1, 4.9, 3.9400000000000004)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:23.991753,"(3.1, 4.9, 4.4)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:24.956272,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:25.918483,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:26.829536,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:27.762629,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:28.703978,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:29.694940,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:30.679611,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:31.642630,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:32.616676,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:33.539186,"(3.1, 4.9, 4.1000000000000005)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:34.513160,"(3.1, 4.9, 4.325)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:35.469011,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:36.436753,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:37.490787,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:38.480533,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:39.405511,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:40.269633,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:41.181427,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:42.316527,"(3.1, 5.0, 4.083333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:43.580973,"(3.1, 5.0, 3.9)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:44.945847,"(3.1, 5.0, 3.9458333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:46.070559,"(3.1, 5.0, 3.9458333333333333)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:47.143235,"(3.1, 5.0, 4.1375)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:48.237026,"(3.1, 5.0, 4.1375)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:49.365525,"(3.1, 4.8, 3.9555555555555557)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:50.553643,"(3.1, 4.8, 3.9555555555555557)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:51.680438,"(3.1, 4.8, 3.9555555555555557)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:52.627710,"(3.1, 4.8, 3.9555555555555557)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:53.544121,"(3.1, 4.8, 3.9555555555555557)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:54.439119,"(3.1, 4.8, 3.9555555555555557)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:55.398331,"(3.1, 4.8, 4.3826086956521735)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:56.356293,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:57.478494,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:58.693454,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:12:59.739190,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:13:00.734309,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:13:01.780911,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:13:02.895140,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:13:03.934070,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6571428571428575)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.066666666666666)"
09-01-2023 17:13:05.056958,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 12.5)","(4.0, 6.2, 4.6000000000000005)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 11.863157894736842)"
09-01-2023 17:13:06.123804,"(3.1, 4.8, 4.092307692307692)","(9.0, 16.5, 12.5)","(4.0, 5.2, 4.6000000000000005)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 11.863157894736842)"
09-01-2023 17:13:07.053691,"(3.1, 4.8, 4.1)","(9.0, 16.0, 15.0)","(4.0, 5.2, 4.6000000000000005)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 11.863157894736842)"
09-01-2023 17:13:08.053799,"(3.1, 4.8, 4.434782608695652)","(9.0, 16.0, 15.0)","(4.0, 5.2, 4.6000000000000005)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 11.863157894736842)"
09-01-2023 17:13:09.125034,"(3.1, 4.8, 3.911111111111111)","(9.0, 16.0, 15.0)","(4.0, 5.2, 4.6000000000000005)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 11.863157894736842)"
09-01-2023 17:13:10.095749,"(3.1, 4.8, 3.7777777777777777)","(9.0, 16.0, 15.0)","(4.0, 5.2, 4.6000000000000005)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 14.0, 12.054545454545455)"
09-01-2023 17:13:11.197856,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.6000000000000005)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:12.284180,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.0, 5.15)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:13.308224,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 5.9, 5.15)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:14.329639,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 5.9, 5.15)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:15.197913,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.4, 4.486956521739131)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:16.109970,"(3.1, 4.8, 3.7777777777777777)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:17.152461,"(3.1, 4.8, 4.38)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:18.229992,"(3.1, 4.8, 3.911111111111111)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:19.364682,"(3.1, 4.8, 3.911111111111111)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:20.494076,"(3.1, 4.8, 3.911111111111111)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:21.662718,"(3.1, 4.8, 3.911111111111111)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:23.029587,"(3.1, 4.8, 3.911111111111111)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:24.212596,"(3.1, 5.1, 3.9625)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:25.904820,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:27.263371,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:28.435319,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:29.425220,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:30.558000,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:31.628690,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:32.644448,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:33.698922,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
09-01-2023 17:13:34.742560,"(3.1, 5.0, 4.04)","(9.0, 18.0, 15.0)","(4.0, 6.2, 4.5285714285714285)","(21.0, 65.0, 30.6)","(2.35, 3.3, 3.0415384615384613)","(8.0, 13.5, 12.911111111111111)"
