,Skyla Blue,Rock On Hunter,Tilly Banner,Abby Road,Natisas Sparkle,Zambora Blaster
09-01-2023 17:20:26.685793,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 26.0, 21.23076923076923)","(2.3, 2.38, 2.3478740157480313)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:27.563184,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 26.0, 21.23076923076923)","(2.3, 2.38, 2.3478740157480313)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:28.441529,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.362500000000001)","(21.0, 25.0, 23.076923076923077)","(2.3, 2.38, 2.3478740157480313)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:29.334248,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 23.076923076923077)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:30.278060,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:31.280953,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:32.257001,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:33.195210,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:34.042062,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:34.885089,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:35.813442,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:36.739429,"(3.2, 5.4, 5.2125)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:37.736824,"(3.2, 5.4, 5.275)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:38.659594,"(3.2, 5.4, 5.275)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:39.555159,"(3.2, 5.4, 5.275)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:40.442575,"(3.2, 5.4, 5.275)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:41.319885,"(3.2, 5.4, 5.275)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:42.272312,"(3.2, 5.4, 5.275)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:43.212115,"(3.2, 5.4, 5.275)","(10.0, 22.0, 20.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.2855555555555553)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:20:44.144943,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.428571428571427)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.284918032786885)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:45.102850,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.428571428571427)","(4.2, 5.4, 5.3500000000000005)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.284918032786885)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:46.053860,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.428571428571427)","(4.2, 5.5, 5.492857142857143)","(21.0, 25.0, 21.6)","(2.3, 2.38, 2.284918032786885)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:46.986182,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.434285714285714)","(21.0, 25.0, 21.379310344827587)","(2.3, 2.36, 2.292)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:47.854604,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.434285714285714)","(21.0, 25.0, 21.379310344827587)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:48.693507,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.434285714285714)","(21.0, 25.0, 21.379310344827587)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:49.568963,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.434285714285714)","(21.0, 25.0, 21.379310344827587)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:50.538183,"(3.2, 5.4, 5.32)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.434285714285714)","(21.0, 25.0, 21.379310344827587)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:51.505843,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.434285714285714)","(21.0, 25.0, 21.379310344827587)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:52.535277,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.336363636363636)","(21.0, 25.0, 20.625)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:53.446245,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.336363636363636)","(21.0, 25.0, 20.625)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:54.425254,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.336363636363636)","(21.0, 25.0, 20.625)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:55.301752,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.336363636363636)","(21.0, 25.0, 20.625)","(2.3, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:56.220512,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:57.113399,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:58.025144,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.2, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:58.980466,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:20:59.941227,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:00.895640,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:01.827296,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:02.713113,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:03.553174,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:04.503798,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.25, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:05.434318,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:06.458028,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:07.416902,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:08.400343,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:09.322133,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:10.220982,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:11.105968,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.285714285714285)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:11.962614,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.358333333333333)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:12.889329,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.336363636363636)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:13.869430,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:14.757422,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:15.644981,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.379310344827587)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:16.521166,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.083333333333332)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:17.419121,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.34375)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:18.376061,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.34375)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:19.341093,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.34375)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:20.305497,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.34375)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:21.279924,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.34375)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:22.199070,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.34375)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:23.113814,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.0)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:24.001719,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 22.0)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:24.956169,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.5)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:25.813604,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.5)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:26.685895,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.5)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:27.565686,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.5)","(2.2, 2.36, 2.2904347826086955)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:28.460753,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 21.5)","(2.2, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:29.338754,"(3.2, 5.4, 5.325)","(10.0, 23.0, 22.130434782608695)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 20.625)","(2.2, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:30.274191,"(3.2, 5.4, 5.325)","(10.0, 26.0, 24.333333333333332)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 20.625)","(2.2, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:31.198114,"(3.2, 5.4, 5.325)","(10.0, 26.0, 24.333333333333332)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 20.625)","(2.2, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:32.092553,"(3.2, 5.4, 5.325)","(10.0, 26.0, 23.75)","(4.4, 5.6, 5.424242424242424)","(21.0, 25.0, 20.625)","(2.2, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:33.053113,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.75)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 20.625)","(2.15, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:33.971506,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 20.625)","(2.15, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:34.932759,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 20.625)","(2.15, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:35.896983,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 20.625)","(2.15, 2.36, 2.288)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:36.878308,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 20.625)","(2.15, 2.36, 2.2635714285714283)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:37.811803,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.08695652173913)","(2.15, 2.36, 2.2635714285714283)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:38.717303,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.428571428571427)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.1)","(2.15, 2.34, 2.24)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:39.648573,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.1)","(2.15, 2.34, 2.227692307692308)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:40.485450,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.1)","(2.15, 2.32, 2.227692307692308)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:41.426724,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.142857142857142)","(2.15, 2.32, 2.224166666666667)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:42.360301,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.142857142857142)","(2.15, 2.32, 2.2720833333333332)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:43.289224,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.142857142857142)","(2.15, 2.32, 2.2774468085106383)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:44.161392,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.142857142857142)","(2.15, 2.32, 2.2774468085106383)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:45.095598,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 24.142857142857142)","(2.15, 2.32, 2.2774468085106383)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:45.970251,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 21.363636363636363)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:46.871197,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 21.52173913043478)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:47.856141,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.424242424242424)","(20.0, 25.0, 21.458333333333332)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:48.836633,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.514893617021277)","(20.0, 25.0, 21.458333333333332)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:50.029616,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.369230769230769)","(20.0, 25.0, 21.458333333333332)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:51.325365,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.88235294117647)","(4.4, 5.6, 5.369230769230769)","(20.0, 25.0, 20.75)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.727027027027027)"
09-01-2023 17:21:52.519292,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.6)","(4.4, 5.6, 5.369230769230769)","(20.0, 25.0, 22.0)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:53.452613,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.6)","(4.4, 5.6, 5.369230769230769)","(20.0, 24.0, 22.0)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:54.502991,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 24.0, 20.952380952380953)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:55.412950,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 24.0, 20.952380952380953)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:56.387517,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 24.0, 20.235294117647058)","(2.15, 2.32, 2.2472727272727275)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:57.418577,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 24.0, 20.428571428571427)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:58.448163,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 23.0, 20.6)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:21:59.357348,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 23.0, 20.6)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:22:00.295915,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 23.0, 20.6)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:22:01.167677,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 23.0, 20.6)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:22:02.044913,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 23.0, 20.176470588235293)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:22:03.003839,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 23.0, 20.176470588235293)","(2.15, 2.32, 2.2464000000000004)","(8.0, 10.5, 9.755882352941176)"
09-01-2023 17:22:03.938904,"(3.4, 5.4, 5.325)","(10.0, 26.0, 23.176470588235293)","(4.4, 5.6, 5.369230769230769)","(20.0, 23.0, 20.136363636363637)","(2.15, 2.32, 2.264242424242424)","(8.0, 10.5, 9.710256410256411)"
