,Adrett,Ariana Blue,Detoron,Eternal Flame,Kaya,Khalida,New York Scandal,Real Alliance,Rubikai,Shaime,Shatusla,Your Shout Gingie
12-01-2023 18:25:05.342537,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 25.6)","(5.0, 5.7, 5.676923076923077)","(19.0, 25.0, 24.6)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.571428571428573)","(13.0, 19.0, 17.714285714285715)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.586666666666667)","(2.8, 3.05, 3.007222222222222)","(31.0, 100.0, 75.0)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:07.013488,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 25.6)","(5.0, 5.7, 5.676923076923077)","(19.0, 25.0, 24.9)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.571428571428573)","(13.0, 19.0, 18.1)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.586666666666667)","(2.8, 3.05, 3.007222222222222)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:08.704476,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 25.6)","(5.0, 5.7, 5.676923076923077)","(19.0, 26.0, 25.161290322580644)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.571428571428573)","(13.0, 18.5, 18.1)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.586666666666667)","(2.8, 3.05, 3.153125)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:10.447933,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 24.96551724137931)","(5.0, 5.6, 5.652380952380953)","(19.0, 26.0, 25.161290322580644)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.1)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.586666666666667)","(2.8, 3.2, 3.153125)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:12.121726,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 24.96551724137931)","(5.0, 5.7, 5.652380952380953)","(19.0, 26.0, 25.161290322580644)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.1)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.586666666666667)","(2.8, 3.2, 3.153125)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:13.846400,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 24.96551724137931)","(5.0, 5.7, 5.652380952380953)","(19.0, 26.0, 25.161290322580644)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.1)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.586666666666667)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:15.489346,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 24.96551724137931)","(5.0, 5.7, 5.652380952380953)","(19.0, 26.0, 25.161290322580644)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.1)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:17.128884,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.652380952380953)","(19.0, 26.0, 24.470588235294116)","(11.0, 24.0, 19.346153846153847)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.1)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:18.851490,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.652380952380953)","(19.0, 26.0, 24.470588235294116)","(11.0, 24.0, 19.785714285714285)","(16.0, 21.0, 19.4)","(13.0, 18.5, 17.794117647058822)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:20.560620,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.652380952380953)","(19.0, 26.0, 24.470588235294116)","(11.0, 23.0, 19.2)","(16.0, 21.0, 19.4)","(13.0, 18.5, 17.625)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:22.237521,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 24.470588235294116)","(11.0, 22.0, 18.0)","(16.0, 21.0, 19.4)","(13.0, 18.0, 17.53125)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:23.928780,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 24.470588235294116)","(11.0, 22.0, 19.473684210526315)","(16.0, 21.0, 19.571428571428573)","(13.0, 18.0, 17.53125)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:25.544355,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 24.470588235294116)","(11.0, 22.0, 19.473684210526315)","(16.0, 21.0, 19.571428571428573)","(13.0, 18.0, 17.53125)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:27.099806,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 24.470588235294116)","(11.0, 22.0, 19.904761904761905)","(16.0, 21.0, 19.571428571428573)","(13.0, 18.0, 17.53125)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:28.693714,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 24.470588235294116)","(11.0, 22.0, 18.923076923076923)","(16.0, 21.0, 19.571428571428573)","(13.0, 18.0, 17.53125)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.126785714285714)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:30.332434,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 24.470588235294116)","(11.0, 22.0, 19.5)","(16.0, 21.0, 19.571428571428573)","(13.0, 18.0, 17.53125)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333334)","(2.8, 3.15, 3.081578947368421)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:32.038405,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 24.470588235294116)","(11.0, 22.0, 19.5)","(16.0, 21.0, 19.571428571428573)","(13.0, 18.0, 17.625)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333333)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 50.833333333333336)"
12-01-2023 18:25:33.680669,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 26.0, 22.75)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.0, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333333)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:35.351403,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 23.09090909090909)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333333)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 63.63636363636364)"
12-01-2023 18:25:37.006233,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 23.09090909090909)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333333)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 63.63636363636364)"
12-01-2023 18:25:38.681224,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 23.09090909090909)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333333)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:40.330026,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 22.75)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.633333333333333)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:41.931487,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 22.75)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 6.8, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:43.729779,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 22.75)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:45.667081,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 22.75)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:47.549537,"(11.0, 13.0, 12.598360655737705)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 22.6)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.4)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 66.66666666666667)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:49.357863,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 22.25)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.333333333333332)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 80.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:51.089718,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 20.815789473684212)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:52.759463,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 21.25)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:54.432992,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 21.25)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:56.079597,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 21.25)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:57.728895,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 21.25)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:25:59.456064,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 21.642857142857142)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:01.147217,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 21.642857142857142)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:02.922188,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 21.642857142857142)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:04.709954,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 24.0, 20.75)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1128571428571425)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:06.514640,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.75)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 18.09090909090909)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.15, 3.1333333333333333)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:08.444216,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 17.8)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:10.632518,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 17.8)","(71.0, 200.0, 160.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:12.406051,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.4)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 17.8)","(71.0, 200.0, 154.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:14.073757,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.846153846153847)","(13.0, 18.5, 17.8)","(71.0, 190.0, 154.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:15.651248,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 190.0, 154.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 70.0)","(26.0, 75.0, 64.58333333333333)"
12-01-2023 18:26:17.229686,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 190.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 70.0)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:18.887375,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:20.562718,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:22.267745,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:23.972858,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:25.451486,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:26.973481,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:28.423339,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.18)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:29.940228,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.533333333333333)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:31.713901,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:33.225558,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:34.838697,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:36.395825,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:37.854378,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 20.75)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:39.575175,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 19.916666666666668)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.68)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:41.145422,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 19.916666666666668)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 7.0, 6.6)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
12-01-2023 18:26:42.566661,"(11.0, 13.0, 12.6171875)","(15.0, 26.0, 23.0)","(5.0, 5.7, 5.561538461538461)","(19.0, 23.0, 20.375)","(11.0, 22.0, 19.916666666666668)","(16.0, 21.0, 19.928571428571427)","(13.0, 18.5, 17.8)","(71.0, 180.0, 148.0)","(4.8, 6.8, 6.6)","(2.8, 3.2, 3.1500000000000004)","(31.0, 100.0, 77.5)","(26.0, 75.0, 67.5)"
