,Glory Daze,Morrissy,My Mate Sonny,Yulong Patrol,Imperial Hilton,Intellective,Pythagoras,Delightful Scoop,Fabians Spirit,Lets Atom,Warlist
08-01-2023 15:18:02.238671,"(3.6, 4.3, 4.194117647058823)","(3.3, 3.65, 3.616769230769231)","(11.0, 15.0, 14.344444444444445)","(5.0, 5.9, 5.83948717948718)","(26.0, 36.0, 34.36363636363637)","(7.5, 9.2, 8.936363636363637)","(8.0, 9.8, 9.660526315789474)","(101.0, 730.0, 555.0)","(101.0, 180.0, 171.42857142857142)","(101.0, 630.0, 535.0)","(101.0, 600.0, 512.5)"
08-01-2023 15:18:03.403178,"(3.6, 4.3, 4.262835249042146)","(3.3, 3.65, 3.621578947368421)","(11.0, 14.5, 14.28125)","(5.0, 5.9, 5.829761904761905)","(26.0, 36.0, 34.22950819672131)","(7.5, 9.0, 8.936363636363637)","(8.0, 9.8, 9.672289156626507)","(101.0, 730.0, 427.14285714285717)","(101.0, 180.0, 173.33333333333334)","(101.0, 630.0, 535.0)","(101.0, 600.0, 512.5)"
08-01-2023 15:18:04.566820,"(3.6, 4.3, 4.256818181818182)","(3.3, 3.65, 3.621153846153846)","(11.0, 14.5, 14.266666666666667)","(5.0, 5.9, 5.827160493827161)","(26.0, 36.0, 34.22950819672131)","(7.5, 9.0, 8.922222222222222)","(8.0, 9.8, 9.786666666666667)","(101.0, 710.0, 427.14285714285717)","(101.0, 180.0, 173.33333333333334)","(101.0, 630.0, 592.0)","(101.0, 600.0, 544.0)"
08-01-2023 15:18:05.724592,"(3.6, 4.3, 4.265137614678899)","(3.3, 3.65, 3.621153846153846)","(11.0, 14.5, 14.325)","(5.0, 5.9, 5.7709090909090905)","(26.0, 36.0, 34.278481012658226)","(7.5, 9.0, 8.951724137931034)","(8.0, 9.8, 9.713253012048193)","(101.0, 710.0, 427.14285714285717)","(101.0, 180.0, 173.33333333333334)","(101.0, 630.0, 590.0)","(101.0, 600.0, 512.5)"
08-01-2023 15:18:06.866973,"(3.6, 4.3, 4.255984555984556)","(3.3, 3.65, 3.6353846153846154)","(11.0, 14.5, 14.325)","(5.0, 5.8, 5.792857142857143)","(26.0, 36.0, 34.30379746835443)","(7.5, 9.0, 8.905050505050506)","(8.0, 9.8, 9.722222222222223)","(101.0, 710.0, 427.14285714285717)","(101.0, 180.0, 176.0)","(101.0, 620.0, 590.0)","(101.0, 600.0, 544.0)"
08-01-2023 15:18:08.036486,"(3.6, 4.3, 4.26013986013986)","(3.3, 3.65, 3.6465442764578833)","(11.0, 14.5, 14.329268292682928)","(5.0, 5.8, 5.79)","(26.0, 36.0, 34.30379746835443)","(7.5, 9.2, 8.924528301886793)","(8.0, 9.8, 9.749514563106796)","(101.0, 710.0, 427.14285714285717)","(101.0, 180.0, 176.0)","(101.0, 620.0, 590.0)","(101.0, 600.0, 512.5)"
08-01-2023 15:18:09.203054,"(3.6, 4.3, 4.26013986013986)","(3.3, 3.65, 3.6378826530612245)","(11.0, 14.5, 14.329268292682928)","(5.0, 5.8, 5.79)","(26.0, 36.0, 34.30379746835443)","(7.5, 9.2, 9.028571428571428)","(8.0, 9.8, 9.759375)","(101.0, 710.0, 427.14285714285717)","(101.0, 180.0, 176.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 512.5)"
08-01-2023 15:18:10.373613,"(3.6, 4.3, 4.25494071146245)","(3.3, 3.65, 3.6451367781155013)","(11.0, 14.5, 14.329268292682928)","(5.0, 5.8, 5.79)","(26.0, 36.0, 34.30379746835443)","(7.5, 9.2, 9.05)","(8.0, 9.8, 9.788524590163934)","(101.0, 710.0, 427.14285714285717)","(101.0, 180.0, 176.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 544.0)"
08-01-2023 15:18:11.503321,"(3.6, 4.3, 4.26403785488959)","(3.3, 3.65, 3.6456873315363882)","(11.0, 14.5, 14.36)","(5.0, 5.7, 5.689423076923077)","(26.0, 36.0, 34.4)","(7.5, 9.2, 9.142857142857142)","(8.0, 9.8, 9.75632183908046)","(101.0, 710.0, 427.14285714285717)","(101.0, 180.0, 180.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 520.0)"
08-01-2023 15:18:12.664171,"(3.6, 4.3, 4.27438596491228)","(3.3, 3.65, 3.636941964285714)","(11.0, 15.0, 14.444444444444445)","(5.0, 5.7, 5.689423076923077)","(26.0, 36.0, 34.4)","(7.5, 9.2, 9.142857142857142)","(8.0, 10.0, 9.770000000000001)","(101.0, 710.0, 424.2857142857143)","(101.0, 190.0, 170.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 520.0)"
08-01-2023 15:18:13.835234,"(3.6, 4.3, 4.267410714285714)","(3.3, 3.65, 3.6374193548387095)","(11.0, 15.0, 14.714285714285714)","(5.0, 5.7, 5.733455882352941)","(26.0, 36.0, 34.48837209302326)","(7.5, 9.2, 9.108843537414966)","(8.0, 9.8, 9.709708737864078)","(101.0, 690.0, 424.2857142857143)","(101.0, 190.0, 172.5)","(101.0, 620.0, 535.0)","(101.0, 600.0, 565.0)"
08-01-2023 15:18:15.015928,"(3.6, 4.2, 4.178787878787879)","(3.3, 3.7, 3.6291575091575092)","(11.0, 15.0, 14.714285714285714)","(5.0, 5.8, 5.733455882352941)","(26.0, 36.0, 34.48837209302326)","(7.5, 9.4, 9.108843537414966)","(8.0, 9.8, 9.709708737864078)","(101.0, 690.0, 424.2857142857143)","(101.0, 190.0, 176.66666666666666)","(101.0, 620.0, 535.0)","(101.0, 600.0, 520.0)"
08-01-2023 15:18:16.223787,"(3.6, 4.3, 4.243085106382979)","(3.3, 3.7, 3.6402004454342984)","(11.0, 15.0, 14.75)","(5.0, 5.8, 5.98604427333975)","(26.0, 36.0, 34.645833333333336)","(7.5, 9.2, 8.951515151515151)","(8.0, 9.8, 9.54972067039106)","(101.0, 690.0, 422.85714285714283)","(101.0, 190.0, 176.66666666666666)","(101.0, 620.0, 535.0)","(101.0, 600.0, 565.0)"
08-01-2023 15:18:17.376260,"(3.6, 4.2, 4.192523364485981)","(3.3, 3.65, 3.6402004454342984)","(11.0, 15.0, 14.75)","(5.0, 6.0, 5.98604427333975)","(26.0, 36.0, 34.645833333333336)","(7.5, 9.0, 8.951515151515151)","(8.5, 9.6, 9.54972067039106)","(101.0, 680.0, 422.85714285714283)","(101.0, 190.0, 176.66666666666666)","(101.0, 620.0, 535.0)","(101.0, 600.0, 565.0)"
08-01-2023 15:18:18.537121,"(3.6, 4.2, 4.172307692307692)","(3.3, 3.7, 3.6252856054836253)","(11.0, 15.0, 14.718181818181819)","(5.0, 6.2, 6.055971479500891)","(26.0, 36.0, 34.60215053763441)","(7.5, 9.0, 8.940740740740742)","(8.5, 9.6, 9.54642857142857)","(101.0, 740.0, 424.2857142857143)","(101.0, 190.0, 175.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 565.0)"
08-01-2023 15:18:19.700778,"(3.6, 4.2, 4.166355140186916)","(3.3, 3.7, 3.6252856054836253)","(11.0, 15.0, 14.718181818181819)","(5.0, 6.2, 6.052611940298507)","(26.0, 36.0, 34.57142857142857)","(7.5, 9.0, 8.940740740740742)","(8.5, 9.6, 9.554744525547445)","(101.0, 690.0, 424.2857142857143)","(101.0, 190.0, 175.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 565.0)"
08-01-2023 15:18:20.849632,"(3.6, 4.2, 4.1604255319148935)","(3.3, 3.7, 3.654388560157791)","(11.0, 15.0, 14.718181818181819)","(5.0, 6.2, 5.883108108108108)","(26.0, 36.0, 34.63157894736842)","(7.5, 9.0, 9.038)","(8.5, 9.6, 9.54421768707483)","(101.0, 690.0, 473.3333333333333)","(101.0, 190.0, 175.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 565.0)"
08-01-2023 15:18:21.984820,"(3.6, 4.2, 4.1745833333333335)","(3.3, 3.7, 3.655897435897436)","(11.0, 15.0, 14.538461538461538)","(5.0, 5.9, 5.90695652173913)","(26.0, 36.0, 34.638297872340424)","(7.5, 9.2, 9.073333333333332)","(8.5, 9.6, 9.582758620689654)","(101.0, 660.0, 520.0)","(101.0, 190.0, 180.0)","(101.0, 620.0, 535.0)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:23.178333,"(3.6, 4.2, 4.169950738916256)","(3.3, 3.7, 3.6649739583333334)","(11.0, 15.0, 14.397590361445783)","(5.0, 6.0, 5.933333333333334)","(26.0, 36.0, 34.65263157894737)","(7.5, 9.2, 9.059259259259258)","(8.5, 9.6, 9.551428571428572)","(101.0, 660.0, 447.5)","(101.0, 190.0, 172.85714285714286)","(101.0, 620.0, 540.0)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:24.367921,"(3.6, 4.2, 4.162280701754386)","(3.3, 3.7, 3.65)","(11.0, 15.0, 14.537037037037036)","(5.0, 6.0, 5.938888888888889)","(26.0, 36.0, 34.65263157894737)","(7.5, 9.2, 9.071186440677966)","(8.5, 9.6, 9.539473684210526)","(101.0, 650.0, 447.5)","(101.0, 200.0, 175.71428571428572)","(101.0, 620.0, 540.0)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:25.542652,"(3.6, 4.2, 4.172611464968153)","(3.3, 3.65, 3.6344277673545964)","(11.0, 15.0, 14.537037037037036)","(5.0, 6.0, 5.938888888888889)","(26.0, 36.0, 34.65263157894737)","(7.5, 9.2, 9.144186046511628)","(8.5, 9.6, 9.539473684210526)","(101.0, 650.0, 447.5)","(101.0, 190.0, 180.0)","(101.0, 620.0, 540.0)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:26.694730,"(3.5, 4.2, 4.173478260869565)","(3.3, 3.65, 3.638925729442971)","(11.0, 15.0, 14.45054945054945)","(5.0, 6.0, 5.969135802469136)","(26.0, 36.0, 34.65263157894737)","(7.5, 9.2, 9.144186046511628)","(8.5, 9.6, 9.539473684210526)","(101.0, 650.0, 447.5)","(101.0, 190.0, 175.71428571428572)","(101.0, 620.0, 540.0)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:27.847731,"(3.5, 4.2, 4.173478260869565)","(3.3, 3.65, 3.639056356487549)","(11.0, 15.0, 14.4)","(5.0, 6.0, 5.971020408163265)","(26.0, 36.0, 34.65263157894737)","(7.5, 9.2, 9.152)","(8.5, 9.6, 9.539473684210526)","(101.0, 650.0, 433.3333333333333)","(101.0, 190.0, 175.71428571428572)","(101.0, 620.0, 588.0)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:28.983043,"(3.5, 4.2, 4.171090047393365)","(3.3, 3.65, 3.635452961672474)","(11.0, 15.0, 14.4)","(5.0, 6.0, 5.971020408163265)","(26.0, 36.0, 34.707070707070706)","(7.5, 9.2, 9.159322033898304)","(8.5, 9.6, 9.54390243902439)","(101.0, 620.0, 428.0)","(101.0, 190.0, 176.66666666666666)","(101.0, 620.0, 593.3333333333334)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:30.191086,"(3.5, 4.2, 4.180511182108626)","(3.3, 3.65, 3.6280889621087313)","(11.0, 14.5, 14.266666666666667)","(5.0, 6.0, 6.042884250474383)","(26.0, 36.0, 34.775)","(7.5, 9.2, 9.127272727272727)","(8.5, 9.6, 9.539473684210526)","(101.0, 620.0, 495.0)","(101.0, 190.0, 167.77777777777777)","(101.0, 620.0, 593.3333333333334)","(101.0, 600.0, 572.0)"
08-01-2023 15:18:31.356577,"(3.5, 4.2, 4.17680608365019)","(3.3, 3.65, 3.6280889621087313)","(11.0, 14.5, 14.262295081967213)","(5.0, 6.2, 6.04354527938343)","(26.0, 36.0, 34.70454545454545)","(7.5, 9.2, 9.127272727272727)","(8.5, 9.6, 9.508)","(101.0, 610.0, 495.0)","(101.0, 190.0, 162.85714285714286)","(101.0, 620.0, 593.3333333333334)","(101.0, 600.0, 580.0)"
08-01-2023 15:18:32.555879,"(3.5, 4.2, 4.17680608365019)","(3.3, 3.65, 3.628135313531353)","(11.0, 14.5, 14.046875)","(5.0, 6.2, 6.04354527938343)","(26.0, 36.0, 34.70454545454545)","(7.5, 9.2, 9.127272727272727)","(8.5, 9.6, 9.508)","(101.0, 610.0, 495.0)","(101.0, 180.0, 162.85714285714286)","(101.0, 620.0, 545.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:33.749081,"(3.5, 4.2, 4.17680608365019)","(3.3, 3.65, 3.628135313531353)","(11.0, 14.5, 14.046875)","(5.0, 6.2, 6.063986599664991)","(26.0, 36.0, 34.53448275862069)","(7.5, 9.2, 9.125)","(8.5, 9.6, 9.577049180327869)","(101.0, 590.0, 485.0)","(101.0, 180.0, 162.85714285714286)","(101.0, 620.0, 545.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:34.909680,"(3.5, 4.2, 4.17680608365019)","(3.3, 3.65, 3.628135313531353)","(11.0, 14.5, 14.046875)","(5.0, 6.2, 6.057674418604651)","(26.0, 36.0, 34.53448275862069)","(7.5, 9.2, 9.125)","(8.5, 9.6, 9.6352)","(101.0, 590.0, 573.3333333333334)","(101.0, 180.0, 167.14285714285714)","(101.0, 620.0, 545.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:36.049863,"(3.5, 4.2, 4.178671328671329)","(3.3, 3.65, 3.6125706214689264)","(11.0, 14.5, 14.21)","(5.0, 6.2, 6.054061251664447)","(26.0, 36.0, 34.57142857142857)","(7.5, 9.0, 8.967391304347826)","(8.5, 9.8, 9.67682119205298)","(101.0, 670.0, 573.3333333333334)","(101.0, 180.0, 165.0)","(101.0, 620.0, 545.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:37.238983,"(3.5, 4.2, 4.178671328671329)","(3.3, 3.65, 3.611482558139535)","(11.0, 14.5, 14.125)","(5.0, 6.2, 6.05622593068036)","(26.0, 36.0, 34.57142857142857)","(7.5, 9.0, 8.968421052631578)","(8.5, 9.8, 9.67682119205298)","(101.0, 670.0, 573.3333333333334)","(101.0, 180.0, 165.0)","(101.0, 620.0, 545.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:38.443432,"(3.5, 4.2, 4.178819444444445)","(3.3, 3.65, 3.620022624434389)","(11.0, 14.5, 14.166666666666666)","(5.0, 6.2, 6.050066934404284)","(26.0, 36.0, 34.60655737704918)","(7.5, 9.0, 9.013533834586466)","(8.5, 9.8, 9.680769230769231)","(101.0, 660.0, 450.0)","(101.0, 180.0, 166.66666666666666)","(101.0, 620.0, 550.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:39.622482,"(3.5, 4.2, 4.168393782383419)","(3.3, 3.65, 3.620911528150134)","(11.0, 14.5, 14.24712643678161)","(5.0, 6.2, 6.077833753148615)","(26.0, 36.0, 34.64)","(7.5, 9.2, 9.081904761904761)","(8.5, 9.8, 9.707920792079209)","(101.0, 660.0, 473.3333333333333)","(101.0, 180.0, 168.0)","(101.0, 620.0, 550.0)","(101.0, 610.0, 560.0)"
08-01-2023 15:18:40.785597,"(3.5, 4.1, 4.062967157417893)","(3.3, 3.65, 3.631421232876712)","(11.0, 14.5, 14.20873786407767)","(5.0, 6.2, 6.081418092909535)","(26.0, 36.0, 34.60655737704918)","(7.5, 9.2, 9.12112676056338)","(8.5, 9.8, 9.707920792079209)","(101.0, 660.0, 473.3333333333333)","(101.0, 180.0, 168.0)","(101.0, 620.0, 550.0)","(101.0, 610.0, 560.0)"
08-01-2023 15:18:41.992992,"(3.5, 4.1, 4.058333333333334)","(3.3, 3.65, 3.6250896057347672)","(11.0, 14.5, 14.201219512195122)","(5.0, 6.2, 6.079503105590062)","(26.0, 36.0, 34.56410256410256)","(7.5, 9.2, 9.142268041237113)","(8.5, 9.8, 9.69891304347826)","(101.0, 660.0, 450.0)","(101.0, 180.0, 168.0)","(101.0, 620.0, 550.0)","(101.0, 610.0, 560.0)"
08-01-2023 15:18:43.190747,"(3.5, 4.1, 4.056635318704284)","(3.3, 3.65, 3.624401473296501)","(11.0, 14.5, 14.19)","(5.0, 6.2, 6.0630338733431515)","(26.0, 36.0, 32.89655172413793)","(7.5, 9.2, 9.168181818181818)","(8.5, 9.8, 9.867889908256881)","(101.0, 660.0, 428.57142857142856)","(101.0, 180.0, 168.0)","(101.0, 620.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:44.340371,"(3.5, 4.1, 4.054117647058823)","(3.3, 3.65, 3.6217573221757324)","(11.0, 14.5, 14.19)","(5.0, 6.2, 6.067709815078236)","(26.0, 34.0, 33.0)","(7.5, 9.2, 9.159322033898304)","(8.5, 10.0, 9.867889908256881)","(101.0, 660.0, 428.57142857142856)","(101.0, 180.0, 164.0)","(101.0, 630.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:45.515088,"(3.5, 4.1, 4.051191969887077)","(3.3, 3.65, 3.6256976744186047)","(11.0, 14.5, 14.161016949152541)","(5.0, 6.2, 6.070833333333334)","(26.0, 34.0, 33.13333333333333)","(7.5, 9.2, 9.163909774436089)","(8.5, 10.0, 9.854970760233918)","(101.0, 660.0, 418.75)","(101.0, 180.0, 164.0)","(101.0, 630.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:46.653233,"(3.5, 4.1, 4.05143570536829)","(3.3, 3.65, 3.6409821428571427)","(11.0, 14.5, 14.27659574468085)","(5.0, 6.2, 6.070833333333334)","(26.0, 34.0, 32.97142857142857)","(7.5, 9.2, 9.163909774436089)","(8.5, 10.0, 9.85909090909091)","(101.0, 620.0, 421.42857142857144)","(101.0, 180.0, 164.0)","(101.0, 630.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:47.861310,"(3.5, 4.1, 4.050445859872611)","(3.3, 3.65, 3.6408014571949)","(11.0, 14.5, 14.305555555555555)","(5.0, 6.2, 6.070833333333334)","(26.0, 34.0, 32.84848484848485)","(7.5, 9.2, 9.1625)","(8.5, 10.0, 9.85909090909091)","(101.0, 610.0, 421.42857142857144)","(101.0, 180.0, 164.0)","(101.0, 630.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:49.042660,"(3.5, 4.1, 4.049150326797386)","(3.3, 3.65, 3.6397773279352226)","(11.0, 14.5, 14.305555555555555)","(5.0, 6.2, 6.075668449197861)","(26.0, 34.0, 32.84848484848485)","(7.5, 9.2, 9.144615384615385)","(8.5, 10.0, 9.84969696969697)","(101.0, 610.0, 430.0)","(101.0, 180.0, 164.0)","(101.0, 630.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:50.243728,"(3.5, 4.1, 4.06128)","(3.3, 3.65, 3.640802348336595)","(11.0, 14.5, 14.305555555555555)","(5.0, 6.2, 6.075668449197861)","(26.0, 34.0, 32.8)","(7.5, 9.2, 9.141935483870967)","(8.5, 10.0, 9.833557046979866)","(101.0, 610.0, 500.0)","(101.0, 180.0, 164.0)","(101.0, 630.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:51.465772,"(3.5, 4.1, 4.062276422764228)","(3.3, 3.65, 3.64078431372549)","(11.0, 14.5, 14.211538461538462)","(5.0, 6.2, 6.076165113182424)","(26.0, 34.0, 32.78947368421053)","(7.5, 9.2, 9.133333333333333)","(8.5, 10.0, 9.85909090909091)","(101.0, 600.0, 500.0)","(101.0, 180.0, 164.0)","(101.0, 630.0, 555.0)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:52.617202,"(3.5, 4.1, 4.062398703403566)","(3.3, 3.65, 3.6412476722532587)","(11.0, 14.5, 13.753521126760564)","(5.0, 6.2, 6.069747899159664)","(26.0, 34.0, 32.904761904761905)","(7.5, 9.2, 9.323076923076924)","(8.5, 10.0, 9.889285714285714)","(101.0, 600.0, 426.25)","(101.0, 180.0, 168.0)","(101.0, 630.0, 573.3333333333334)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:53.782416,"(3.5, 4.1, 4.055981595092025)","(3.3, 3.65, 3.6423969072164946)","(11.0, 14.5, 13.790322580645162)","(5.0, 6.2, 6.079220779220779)","(26.0, 34.0, 32.904761904761905)","(7.5, 9.4, 9.285245901639344)","(8.5, 10.0, 9.888105726872247)","(101.0, 610.0, 426.25)","(101.0, 180.0, 164.0)","(101.0, 760.0, 573.3333333333334)","(101.0, 610.0, 580.0)"
08-01-2023 15:18:54.944074,"(3.5, 4.1, 4.057856093979442)","(3.3, 3.65, 3.636121323529412)","(11.0, 14.0, 13.814285714285715)","(5.0, 6.2, 6.079220779220779)","(26.0, 34.0, 32.904761904761905)","(7.5, 9.4, 9.302777777777777)","(8.5, 10.0, 9.89282700421941)","(101.0, 610.0, 500.0)","(101.0, 170.0, 164.54545454545453)","(101.0, 760.0, 573.3333333333334)","(101.0, 610.0, 596.3636363636364)"
08-01-2023 15:18:56.129583,"(3.5, 4.1, 4.059116809116809)","(3.3, 3.65, 3.624245115452931)","(11.0, 14.0, 13.8)","(5.0, 6.2, 6.07890625)","(26.0, 34.0, 33.125)","(7.5, 9.4, 9.354166666666666)","(8.5, 10.0, 9.89282700421941)","(101.0, 600.0, 500.0)","(101.0, 170.0, 164.54545454545453)","(101.0, 760.0, 565.0)","(101.0, 610.0, 596.3636363636364)"
08-01-2023 15:18:57.319819,"(3.5, 4.1, 4.058941344778255)","(3.2, 3.65, 3.6256302521008403)","(11.0, 14.0, 14.15040650406504)","(5.0, 6.2, 5.932258064516129)","(26.0, 34.0, 33.74193548387097)","(7.5, 9.4, 9.481632653061224)","(8.5, 10.0, 9.934969325153375)","(101.0, 600.0, 430.0)","(101.0, 170.0, 176.66666666666666)","(101.0, 650.0, 620.0)","(101.0, 610.0, 705.4545454545455)"
08-01-2023 15:18:58.498890,"(3.5, 4.1, 4.086554621848739)","(3.2, 3.65, 3.637111111111111)","(11.0, 14.5, 14.15040650406504)","(5.0, 6.0, 5.849056603773585)","(26.0, 34.0, 34.29333333333334)","(7.5, 9.6, 9.535714285714285)","(8.5, 10.0, 10.122362869198312)","(101.0, 610.0, 490.0)","(101.0, 180.0, 178.75)","(101.0, 760.0, 666.6666666666666)","(101.0, 730.0, 705.4545454545455)"
08-01-2023 15:18:59.704539,"(3.5, 4.1, 4.056639566395663)","(3.2, 3.65, 3.636868686868687)","(11.0, 14.5, 14.15625)","(5.0, 5.9, 5.865086206896552)","(26.0, 36.0, 34.29333333333334)","(7.5, 9.6, 9.535714285714285)","(8.5, 10.5, 10.147686832740213)","(101.0, 670.0, 490.0)","(101.0, 190.0, 176.66666666666666)","(101.0, 760.0, 615.0)","(101.0, 730.0, 676.6666666666667)"
08-01-2023 15:19:00.904293,"(3.5, 4.1, 4.053982300884956)","(3.2, 3.65, 3.634928229665072)","(11.0, 14.5, 14.15625)","(5.0, 5.9, 5.865086206896552)","(26.0, 36.0, 34.4390243902439)","(7.5, 9.6, 9.535714285714285)","(8.5, 10.5, 10.195859872611464)","(101.0, 670.0, 490.0)","(101.0, 190.0, 176.66666666666666)","(101.0, 750.0, 542.5)","(101.0, 720.0, 676.6666666666667)"
08-01-2023 15:19:02.090461,"(3.5, 4.1, 4.0404109589041095)","(3.2, 3.65, 3.6328804347826087)","(11.0, 14.5, 14.15625)","(5.0, 5.9, 5.813419913419914)","(26.0, 36.0, 34.4390243902439)","(7.5, 9.6, 9.565853658536586)","(8.5, 10.5, 10.255287009063444)","(101.0, 670.0, 490.0)","(101.0, 190.0, 182.0)","(101.0, 730.0, 580.0)","(101.0, 720.0, 676.6666666666667)"
08-01-2023 15:19:03.225034,"(3.5, 4.1, 4.048418972332016)","(3.2, 3.7, 3.624183976261128)","(11.0, 14.5, 14.367924528301886)","(5.0, 5.8, 5.763144963144963)","(26.0, 36.0, 34.608695652173914)","(7.5, 9.8, 9.5125)","(8.5, 10.5, 10.27299703264095)","(101.0, 670.0, 428.8888888888889)","(101.0, 190.0, 161.76470588235293)","(101.0, 730.0, 584.1666666666666)","(101.0, 720.0, 687.2727272727273)"
08-01-2023 15:19:04.408575,"(3.5, 4.1, 4.047379032258064)","(3.2, 3.7, 3.6232732732732735)","(11.0, 15.0, 14.68939393939394)","(5.0, 5.8, 5.753125)","(26.0, 36.0, 34.65263157894737)","(7.5, 9.6, 9.52608695652174)","(8.5, 10.5, 10.152046783625732)","(101.0, 660.0, 428.8888888888889)","(101.0, 190.0, 160.58823529411765)","(101.0, 730.0, 584.1666666666666)","(101.0, 710.0, 687.2727272727273)"
08-01-2023 15:19:05.600987,"(3.5, 4.1, 4.0527173913043475)","(3.2, 3.65, 3.6257267441860463)","(11.0, 15.0, 14.876712328767123)","(5.0, 5.8, 5.78744939271255)","(26.0, 36.0, 34.854166666666664)","(7.5, 9.6, 9.70414201183432)","(8.5, 10.5, 10.126550868486353)","(101.0, 660.0, 442.85714285714283)","(101.0, 180.0, 162.85714285714286)","(101.0, 730.0, 593.6363636363636)","(101.0, 710.0, 676.6666666666667)"
08-01-2023 15:19:06.783301,"(3.5, 4.1, 4.071549893842887)","(3.2, 3.6, 3.5882042253521127)","(11.0, 15.0, 15.104938271604938)","(5.0, 5.8, 5.809722222222222)","(26.0, 36.0, 35.138888888888886)","(7.5, 10.0, 9.866666666666667)","(8.5, 10.5, 9.306666666666667)","(101.0, 640.0, 442.85714285714283)","(101.0, 180.0, 166.66666666666666)","(101.0, 730.0, 530.0)","(101.0, 720.0, 696.3636363636364)"
08-01-2023 15:19:07.969866,"(3.5, 4.2, 4.124197002141328)","(3.2, 3.65, 3.6246753246753247)","(11.0, 15.5, 15.104938271604938)","(5.0, 5.9, 5.809722222222222)","(26.0, 36.0, 35.138888888888886)","(7.5, 10.0, 9.866666666666667)","(8.5, 9.4, 9.004878048780487)","(101.0, 640.0, 424.2857142857143)","(101.0, 190.0, 152.0)","(101.0, 730.0, 558.5714285714286)","(101.0, 720.0, 636.6666666666666)"
08-01-2023 15:19:09.165065,"(3.5, 4.2, 4.141608391608392)","(3.2, 3.65, 3.613829787234043)","(11.0, 15.5, 15.111842105263158)","(5.0, 5.9, 5.851798561151079)","(26.0, 36.0, 35.223880597014926)","(7.5, 10.0, 10.099264705882353)","(8.0, 9.2, 9.078787878787878)","(101.0, 630.0, 455.0)","(101.0, 170.0, 155.0)","(101.0, 730.0, 545.0)","(101.0, 720.0, 440.0)"
08-01-2023 15:19:10.333293,"(3.5, 4.1, 4.07957957957958)","(3.2, 3.65, 3.61409978308026)","(11.0, 15.5, 14.609756097560975)","(5.0, 5.9, 5.863192182410423)","(26.0, 36.0, 35.63333333333333)","(7.5, 10.5, 10.290123456790123)","(8.0, 9.2, 9.283076923076923)","(101.0, 620.0, 540.0)","(101.0, 170.0, 162.0)","(101.0, 730.0, 530.0)","(101.0, 710.0, 403.0)"
08-01-2023 15:19:11.494081,"(3.5, 4.2, 4.110169491525423)","(3.2, 3.7, 3.652467105263158)","(11.0, 14.5, 14.390243902439025)","(5.0, 5.9, 5.863606557377049)","(26.0, 36.0, 35.24050632911393)","(7.5, 10.5, 10.271676300578035)","(8.0, 9.4, 9.209999999999999)","(101.0, 610.0, 540.0)","(101.0, 170.0, 150.0)","(101.0, 730.0, 550.0)","(101.0, 700.0, 395.0)"
08-01-2023 15:19:12.661201,"(3.5, 4.1, 4.069199178644763)","(3.2, 3.75, 3.715408163265306)","(11.0, 14.5, 14.36)","(5.0, 5.9, 5.809016393442623)","(26.0, 36.0, 35.306666666666665)","(7.5, 10.5, 10.271676300578035)","(8.0, 9.4, 9.208080808080807)","(101.0, 610.0, 484.0)","(101.0, 160.0, 146.66666666666666)","(101.0, 720.0, 550.0)","(101.0, 450.0, 395.0)"
