,Our Bondi Beach,Parama Nz,Majordoit,Dikerry Nz,Golightly,Bitcoin,Feelingforarainbow,Rocknroll Classic,Mohs Em Down Nz,Courageous Saint
10-01-2023 17:09:58.384831,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 4.01)","(6.0, 8.4, 8.266666666666667)","(9.0, 14.0, 12.636363636363637)","(101.0, 99999, 99990)","(8.5, 11.5, 10.9)"
10-01-2023 17:09:59.678894,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.4, 8.5)","(9.0, 14.0, 12.125)","(101.0, 99999, 99990)","(8.5, 11.5, 10.5625)"
10-01-2023 17:10:01.037030,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.5)","(9.0, 14.0, 11.857142857142858)","(101.0, 99999, 99990)","(8.5, 11.5, 10.5625)"
10-01-2023 17:10:02.330759,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.5)","(9.0, 14.0, 11.857142857142858)","(101.0, 99999, 99990)","(8.5, 11.5, 10.136363636363637)"
10-01-2023 17:10:03.597826,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.542857142857143)","(9.0, 14.0, 11.857142857142858)","(101.0, 99999, 99990)","(8.5, 11.0, 10.9)"
10-01-2023 17:10:04.831218,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.566666666666666)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 11.5, 11.166666666666666)"
10-01-2023 17:10:06.060835,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.166666666666666)","(101.0, 99999, 99990)","(8.5, 11.5, 10.875)"
10-01-2023 17:10:07.276559,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.166666666666666)","(101.0, 99999, 99990)","(8.5, 11.0, 11.166666666666666)"
10-01-2023 17:10:08.607333,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.166666666666666)","(101.0, 99999, 99990)","(8.5, 11.5, 11.166666666666666)"
10-01-2023 17:10:09.859798,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.166666666666666)","(101.0, 99999, 99990)","(8.5, 11.5, 11.166666666666666)"
10-01-2023 17:10:11.171756,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 4.01)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 11.5, 11.1)"
10-01-2023 17:10:12.367765,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 35.0)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 11.5, 11.1)"
10-01-2023 17:10:13.593617,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 36.5)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 11.5, 11.23076923076923)"
10-01-2023 17:10:14.840661,"(7.5, 13.0, 12.0)","(3.0, 99999, 99990)","(11.0, 17.0, 15.25)","(26.0, 99999, 99990)","(31.0, 38.0, 36.5)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:16.052413,"(7.5, 13.0, 11.5)","(3.0, 99999, 99990)","(11.0, 17.0, 14.545454545454545)","(26.0, 99999, 99990)","(31.0, 38.0, 36.5)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:17.261478,"(7.5, 13.0, 11.5)","(3.0, 99999, 99990)","(11.0, 17.0, 14.666666666666666)","(26.0, 99999, 99990)","(31.0, 38.0, 36.5)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:18.480385,"(7.5, 14.5, 12.75)","(3.0, 99999, 99990)","(11.0, 17.0, 14.666666666666666)","(26.0, 99999, 99990)","(31.0, 38.0, 36.5)","(3.4, 4.7, 3.8375)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:19.754701,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 17.0, 15.214285714285714)","(26.0, 99999, 99990)","(31.0, 38.0, 36.5)","(3.4, 4.7, 3.8055555555555554)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:21.040828,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 19.0, 15.666666666666666)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.7, 3.8055555555555554)","(6.0, 8.8, 8.4)","(9.0, 14.0, 13.117647058823529)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:22.316104,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 19.0, 15.666666666666666)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.7, 4.25)","(6.0, 8.8, 8.4)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:23.541078,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 19.0, 15.666666666666666)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.6, 4.25)","(6.0, 8.8, 8.4)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:24.754117,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 19.0, 15.666666666666666)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.6, 4.25)","(6.0, 8.8, 8.4)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.1875)"
10-01-2023 17:10:25.948917,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 19.0, 15.666666666666666)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.5, 3.875)","(6.0, 8.8, 8.4)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:27.170088,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 19.0, 16.1875)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.4, 3.9875000000000003)","(6.0, 8.8, 8.4)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:28.405173,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 19.0, 17.5)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.2, 3.92)","(6.0, 8.8, 8.4)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:29.706500,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 18.5, 16.6)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.3, 4.025)","(6.0, 8.8, 8.762264150943397)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:31.012897,"(7.5, 14.5, 11.583333333333334)","(3.0, 99999, 99990)","(11.0, 18.0, 16.75)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.4, 4.7, 3.842857142857143)","(6.0, 8.8, 8.65)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:32.357345,"(8.0, 14.5, 11.583333333333334)","(2.9, 99999, 99990)","(11.0, 17.5, 16.0)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.5, 4.5, 4.1461538461538465)","(6.0, 8.8, 8.6875)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:33.685170,"(8.0, 14.5, 11.583333333333334)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.5, 4.5, 4.04)","(6.0, 8.8, 8.6875)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:34.946408,"(8.0, 14.5, 11.583333333333334)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.5, 4.5, 4.209090909090909)","(6.0, 8.8, 8.266666666666667)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:36.239908,"(8.0, 14.5, 11.583333333333334)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.5, 4.4, 4.025)","(6.0, 8.8, 8.36)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.23076923076923)"
10-01-2023 17:10:37.604693,"(8.0, 14.5, 11.583333333333334)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 38.0, 37.25)","(3.5, 4.4, 3.9499999999999997)","(6.0, 8.6, 8.085714285714285)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.6875)"
10-01-2023 17:10:38.974412,"(8.0, 14.5, 13.25)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 38.0, 52.4)","(3.5, 4.1, 3.7249999999999996)","(6.0, 8.6, 8.200000000000001)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.375)"
10-01-2023 17:10:40.283058,"(8.0, 15.5, 14.571428571428571)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 55.0, 47.142857142857146)","(3.5, 4.1, 3.675)","(6.0, 8.4, 7.733333333333333)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 11.5, 10.60344827586207)"
10-01-2023 17:10:41.568102,"(8.0, 16.0, 13.8125)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 55.0, 47.142857142857146)","(3.5, 4.0, 3.4857142857142858)","(6.0, 8.4, 7.733333333333333)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 11.5, 11.277777777777779)"
10-01-2023 17:10:42.870121,"(8.0, 15.5, 13.1)","(2.9, 99999, 99990)","(11.0, 17.5, 15.5)","(26.0, 99999, 99990)","(31.0, 55.0, 47.0)","(3.5, 4.0, 3.675)","(6.0, 8.4, 7.733333333333333)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 11.5, 11.454545454545455)"
10-01-2023 17:10:44.190241,"(8.0, 14.5, 13.0)","(2.9, 99999, 99990)","(11.0, 17.5, 16.625)","(26.0, 99999, 99990)","(31.0, 50.0, 41.25)","(3.5, 3.95, 3.675)","(6.0, 8.4, 7.733333333333333)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.5)"
10-01-2023 17:10:45.491004,"(8.0, 14.5, 13.0)","(2.9, 99999, 99990)","(11.0, 17.0, 15.75)","(26.0, 99999, 99990)","(31.0, 50.0, 44.0)","(3.5, 3.95, 3.675)","(6.0, 8.4, 7.733333333333333)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.024752475247524)"
10-01-2023 17:10:46.824935,"(8.0, 14.5, 13.0)","(2.9, 99999, 99990)","(11.0, 17.0, 15.75)","(26.0, 99999, 99990)","(31.0, 50.0, 43.2)","(3.5, 3.95, 3.73)","(6.0, 8.4, 7.733333333333333)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 11.5, 11.15625)"
10-01-2023 17:10:48.197602,"(8.0, 14.5, 13.0)","(2.9, 99999, 99990)","(11.0, 17.0, 16.1875)","(26.0, 99999, 99990)","(31.0, 48.0, 43.0)","(3.5, 3.95, 3.7714285714285714)","(6.0, 8.4, 7.9)","(9.0, 14.0, 12.5)","(101.0, 99999, 99990)","(8.5, 12.0, 11.375)"
10-01-2023 17:10:49.762698,"(8.0, 13.5, 11.31578947368421)","(2.9, 99999, 99990)","(11.0, 19.0, 16.05)","(26.0, 99999, 99990)","(31.0, 48.0, 43.0)","(3.5, 3.9, 3.675)","(6.0, 8.4, 8.222222222222221)","(9.0, 14.0, 13.678571428571429)","(101.0, 99999, 99990)","(8.5, 12.0, 11.166666666666666)"
10-01-2023 17:10:51.232603,"(8.0, 13.0, 11.0625)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 48.0, 43.0)","(3.5, 3.9, 3.675)","(6.0, 8.4, 8.377777777777776)","(9.0, 14.0, 14.464285714285715)","(101.0, 99999, 99990)","(8.5, 12.0, 11.142857142857142)"
10-01-2023 17:10:52.662974,"(8.0, 12.0, 10.833333333333334)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 48.0, 43.0)","(3.5, 3.9, 3.7676470588235293)","(6.0, 8.6, 8.222222222222221)","(9.0, 15.0, 13.875)","(101.0, 99999, 99990)","(8.5, 12.0, 11.142857142857142)"
10-01-2023 17:10:54.130205,"(8.0, 11.0, 10.257142857142856)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 48.0, 43.0)","(3.5, 3.9, 3.7676470588235293)","(6.0, 8.4, 8.222222222222221)","(9.0, 15.0, 13.875)","(101.0, 99999, 99990)","(8.5, 12.0, 11.142857142857142)"
10-01-2023 17:10:55.616949,"(8.0, 10.5, 9.727272727272728)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 48.0, 45.0)","(3.5, 3.9, 3.675)","(6.0, 8.4, 8.222222222222221)","(9.0, 15.0, 13.875)","(101.0, 99999, 99990)","(8.5, 12.0, 11.125)"
10-01-2023 17:10:57.033557,"(8.0, 10.5, 9.818181818181818)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 48.0, 44.46153846153846)","(3.5, 3.9, 3.7392857142857143)","(6.0, 8.4, 8.222222222222221)","(9.0, 15.0, 13.875)","(101.0, 99999, 99990)","(8.5, 11.5, 11.307692307692308)"
10-01-2023 17:10:58.322628,"(8.0, 10.5, 9.818181818181818)","(2.9, 99999, 99990)","(11.0, 18.5, 17.13888888888889)","(26.0, 99999, 99990)","(31.0, 50.0, 44.46153846153846)","(3.5, 3.9, 3.7181818181818183)","(6.0, 8.4, 8.2)","(9.0, 15.0, 13.2)","(101.0, 99999, 99990)","(8.5, 12.0, 11.307692307692308)"
10-01-2023 17:10:59.597105,"(8.0, 10.5, 9.571428571428571)","(2.9, 99999, 99990)","(11.0, 18.5, 17.13888888888889)","(26.0, 99999, 99990)","(31.0, 50.0, 44.46153846153846)","(3.5, 3.9, 3.7181818181818183)","(6.0, 8.6, 8.2)","(9.0, 15.0, 13.2)","(101.0, 99999, 99990)","(8.5, 12.0, 11.1)"
10-01-2023 17:11:00.871384,"(8.0, 13.0, 11.338461538461539)","(2.9, 99999, 99990)","(11.0, 18.5, 16.75)","(26.0, 99999, 99990)","(31.0, 50.0, 44.46153846153846)","(3.5, 3.9, 3.7)","(6.0, 8.6, 8.2)","(9.0, 15.0, 13.2)","(101.0, 99999, 99990)","(8.5, 12.0, 10.6875)"
10-01-2023 17:11:02.143827,"(8.0, 12.5, 11.208333333333334)","(2.9, 99999, 99990)","(11.0, 18.5, 16.75)","(26.0, 99999, 99990)","(31.0, 50.0, 44.46153846153846)","(3.5, 3.9, 3.7)","(6.0, 8.6, 8.2)","(9.0, 15.0, 13.2)","(101.0, 99999, 99990)","(8.5, 11.5, 11.4)"
10-01-2023 17:11:03.547099,"(8.0, 12.5, 10.5625)","(2.9, 99999, 99990)","(11.0, 18.5, 16.458333333333332)","(26.0, 99999, 99990)","(31.0, 50.0, 44.46153846153846)","(3.5, 3.9, 3.7)","(6.0, 8.6, 8.92)","(9.0, 15.0, 13.285714285714286)","(101.0, 99999, 99990)","(8.5, 11.5, 11.444444444444445)"
10-01-2023 17:11:04.865633,"(8.0, 12.5, 10.5625)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.9, 3.7)","(6.0, 9.2, 8.6)","(9.0, 15.0, 13.285714285714286)","(101.0, 99999, 99990)","(8.5, 12.0, 11.85)"
10-01-2023 17:11:06.207852,"(8.0, 12.5, 10.5625)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.9, 3.7333333333333334)","(6.0, 9.2, 8.6)","(9.0, 15.0, 13.285714285714286)","(101.0, 99999, 99990)","(8.5, 12.0, 13.772727272727273)"
10-01-2023 17:11:07.520453,"(8.0, 12.5, 10.5625)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.9, 3.507142857142857)","(6.0, 9.2, 8.6)","(9.0, 15.0, 13.285714285714286)","(101.0, 99999, 99990)","(8.5, 14.0, 11.733333333333333)"
10-01-2023 17:11:08.842567,"(8.0, 12.5, 11.208333333333334)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.9, 3.625)","(6.0, 9.2, 8.76)","(9.0, 15.0, 13.285714285714286)","(101.0, 99999, 99990)","(8.5, 13.0, 13.333333333333334)"
10-01-2023 17:11:10.170582,"(8.0, 12.5, 11.466666666666667)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.9, 3.7181818181818183)","(6.0, 9.0, 8.666666666666666)","(9.0, 15.0, 13.285714285714286)","(101.0, 99999, 99990)","(8.5, 14.0, 13.25)"
10-01-2023 17:11:11.460555,"(8.0, 12.5, 11.466666666666667)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.8, 3.575)","(6.0, 9.0, 8.777777777777779)","(9.0, 15.0, 14.1)","(101.0, 99999, 99990)","(8.5, 13.5, 14.277777777777779)"
10-01-2023 17:11:12.792560,"(8.0, 12.5, 11.466666666666667)","(2.9, 99999, 99990)","(11.0, 18.5, 16.05)","(26.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.8, 3.575)","(6.0, 9.0, 8.777777777777779)","(9.0, 15.0, 14.1)","(101.0, 99999, 99990)","(8.5, 14.5, 14.277777777777779)"
10-01-2023 17:11:14.152037,"(8.0, 12.5, 11.53125)","(2.9, 99999, 99990)","(11.0, 18.5, 17.357142857142858)","(31.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.8, 3.63)","(6.0, 9.0, 8.8)","(10.0, 15.0, 14.5)","(101.0, 99999, 99990)","(8.5, 14.5, 14.0)"
10-01-2023 17:11:15.520855,"(8.0, 12.0, 10.25)","(2.9, 99999, 99990)","(11.0, 18.0, 16.75)","(31.0, 99999, 99990)","(31.0, 50.0, 41.42857142857143)","(3.5, 3.75, 3.7333333333333334)","(6.0, 9.0, 8.64)","(10.0, 15.0, 14.5)","(101.0, 99999, 99990)","(8.5, 14.5, 14.285714285714285)"
10-01-2023 17:11:16.870153,"(8.0, 12.0, 10.6)","(2.9, 99999, 99990)","(11.0, 18.0, 18.5)","(31.0, 99999, 99990)","(31.0, 50.0, 43.333333333333336)","(3.5, 3.8, 3.875)","(6.0, 8.8, 8.514285714285714)","(10.0, 15.0, 14.333333333333334)","(101.0, 99999, 99990)","(8.5, 14.5, 13.535714285714286)"
10-01-2023 17:11:18.223184,"(8.0, 11.5, 10.9375)","(2.9, 99999, 99990)","(11.0, 19.0, 18.666666666666668)","(31.0, 99999, 99990)","(31.0, 50.0, 43.333333333333336)","(3.5, 4.1, 3.825)","(6.0, 9.2, 8.514285714285714)","(10.0, 15.0, 14.333333333333334)","(101.0, 99999, 99990)","(8.5, 14.5, 13.535714285714286)"
10-01-2023 17:11:19.502365,"(8.0, 12.0, 11.25)","(2.9, 99999, 99990)","(11.0, 19.0, 18.666666666666668)","(31.0, 99999, 99990)","(31.0, 50.0, 43.333333333333336)","(3.5, 4.0, 4.033333333333333)","(6.0, 9.2, 8.6)","(10.0, 15.0, 14.333333333333334)","(101.0, 99999, 99990)","(8.5, 14.5, 11.544117647058824)"
10-01-2023 17:11:20.784032,"(8.0, 12.0, 11.5)","(2.9, 99999, 99990)","(11.0, 19.0, 18.666666666666668)","(31.0, 99999, 99990)","(31.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.211363636363636)","(6.0, 9.2, 8.6)","(10.0, 15.0, 14.333333333333334)","(101.0, 99999, 99990)","(8.5, 12.0, 12.5)"
10-01-2023 17:11:22.132295,"(8.0, 12.0, 11.5)","(2.9, 99999, 99990)","(11.0, 19.0, 18.666666666666668)","(31.0, 99999, 99990)","(31.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.1869565217391305)","(6.0, 9.2, 8.666666666666666)","(10.0, 15.0, 14.5)","(101.0, 99999, 99990)","(8.5, 13.0, 13.555555555555555)"
10-01-2023 17:11:23.476568,"(8.0, 12.0, 11.4)","(2.9, 99999, 99990)","(11.0, 19.0, 16.857142857142858)","(31.0, 99999, 99990)","(31.0, 50.0, 43.333333333333336)","(3.5, 4.6, 3.8842105263157896)","(6.0, 9.0, 8.666666666666666)","(10.0, 15.0, 14.5)","(101.0, 99999, 99990)","(8.5, 14.0, 12.725)"
10-01-2023 17:11:24.863910,"(8.0, 12.0, 11.4)","(2.9, 99999, 99990)","(11.0, 18.5, 17.666666666666668)","(31.0, 99999, 99990)","(31.0, 50.0, 43.333333333333336)","(3.5, 4.6, 3.8842105263157896)","(6.0, 9.0, 8.666666666666666)","(10.0, 15.0, 14.5)","(101.0, 99999, 99990)","(8.5, 14.0, 12.725)"
10-01-2023 17:11:26.222144,"(8.0, 12.0, 11.076923076923077)","(2.9, 99999, 99990)","(11.0, 18.5, 16.9375)","(31.0, 99999, 99990)","(31.0, 48.0, 43.714285714285715)","(3.5, 4.5, 4.025)","(6.0, 9.0, 8.444444444444445)","(10.0, 15.0, 14.5)","(101.0, 99999, 99990)","(8.5, 13.5, 12.676470588235293)"
10-01-2023 17:11:27.594314,"(8.0, 12.0, 10.607142857142858)","(3.0, 99999, 99990)","(11.0, 18.5, 16.9375)","(31.0, 99999, 99990)","(31.0, 48.0, 43.714285714285715)","(3.5, 4.3, 3.93)","(6.0, 9.0, 8.444444444444445)","(10.0, 15.0, 14.5)","(91.0, 99999, 99990)","(8.5, 13.5, 12.7)"
10-01-2023 17:11:28.953840,"(8.0, 12.0, 10.607142857142858)","(3.0, 99999, 99990)","(11.0, 18.5, 16.9375)","(31.0, 99999, 99990)","(31.0, 48.0, 43.714285714285715)","(3.5, 4.2, 3.93)","(6.0, 9.0, 8.444444444444445)","(10.0, 15.0, 14.5)","(91.0, 99999, 99990)","(8.5, 13.5, 12.7)"
10-01-2023 17:11:30.305695,"(8.0, 12.0, 10.714285714285714)","(3.0, 99999, 99990)","(11.0, 18.5, 16.9375)","(31.0, 99999, 99990)","(31.0, 48.0, 43.714285714285715)","(3.5, 4.2, 3.93)","(6.0, 9.0, 8.583333333333334)","(10.0, 15.0, 14.714285714285714)","(91.0, 99999, 99990)","(8.5, 13.5, 11.676470588235293)"
10-01-2023 17:11:31.745364,"(8.0, 12.0, 10.875)","(3.0, 99999, 99990)","(11.0, 18.5, 16.416666666666668)","(31.0, 99999, 99990)","(31.0, 48.0, 46.53846153846154)","(3.5, 4.2, 3.8884615384615384)","(6.0, 9.0, 8.6)","(10.0, 15.0, 14.5)","(91.0, 99999, 99990)","(8.5, 12.5, 11.676470588235293)"
10-01-2023 17:11:33.137724,"(8.0, 12.0, 10.714285714285714)","(3.0, 99999, 99990)","(11.0, 18.5, 16.416666666666668)","(31.0, 99999, 99990)","(31.0, 55.0, 46.875)","(3.5, 4.2, 3.8884615384615384)","(6.0, 9.0, 8.6)","(10.0, 15.0, 14.5)","(91.0, 99999, 99990)","(8.5, 12.5, 12.088235294117647)"
10-01-2023 17:11:34.533888,"(8.0, 12.0, 10.875)","(3.0, 99999, 99990)","(11.0, 18.5, 16.416666666666668)","(31.0, 99999, 99990)","(31.0, 55.0, 49.61538461538461)","(3.5, 4.2, 3.8625)","(6.0, 9.0, 8.6)","(10.0, 15.0, 14.5)","(91.0, 99999, 99990)","(8.5, 12.5, 12.107142857142858)"
10-01-2023 17:11:35.849004,"(8.0, 12.0, 11.346153846153847)","(3.0, 99999, 99990)","(11.0, 18.5, 16.3125)","(31.0, 99999, 99990)","(31.0, 55.0, 49.61538461538461)","(3.5, 4.2, 3.9)","(6.0, 9.0, 8.428571428571429)","(10.0, 15.0, 14.666666666666666)","(91.0, 99999, 99990)","(8.5, 12.5, 12.088235294117647)"
