,Vive El Momento,Platinum Frolic,Gossiping,Party Monster,Sweet Annabella,Sarah Bellum,Awesome Incentive,Helluva Lady,Skyfly,Esperannna
07-01-2023 13:43:33.378781,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:34.695340,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:35.915459,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:37.223931,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:38.525704,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:39.672799,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:40.862913,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:42.113660,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:43.349491,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:44.911026,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:46.191773,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:47.689082,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:49.067359,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:50.306945,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:51.578721,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:52.792356,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:54.001813,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:55.152219,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:56.554505,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:57.836347,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:43:59.106584,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:00.335119,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:01.512152,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:02.662548,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:03.804828,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:05.012440,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:06.267267,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:07.447650,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:08.652282,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:09.846423,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:11.069539,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:12.227396,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.1100000000000003)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:13.438814,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:14.571275,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:15.754974,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 175.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:16.999584,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.33333333333334)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:18.280763,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:19.481533,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:20.674002,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:21.828982,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:22.933978,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:24.132434,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:25.358097,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:26.593910,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:27.744128,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:28.916917,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:30.135937,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:31.295669,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:32.432438,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:33.579325,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:34.679550,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:35.824292,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:37.052654,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:38.328566,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:39.537092,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:40.822647,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:42.007871,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:43.215056,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:44.404395,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.086666666666667)","(21.0, 230.0, 175.25)","(4.4, 7.0, 6.142857142857142)"
07-01-2023 13:44:45.647488,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:46.889847,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:48.116445,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:49.362273,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:50.653998,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:51.904259,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:53.120643,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:54.334829,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:55.539523,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:56.812017,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:58.134467,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:44:59.412737,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
07-01-2023 13:45:00.695269,"(31.0, 220.0, 168.875)","(6.5, 17.0, 11.971428571428572)","(21.0, 210.0, 181.71428571428572)","(31.0, 230.0, 177.75)","(21.0, 230.0, 157.5)","(51.0, 230.0, 164.0)","(8.0, 15.5, 12.55)","(1.7, 2.18, 2.012)","(21.0, 230.0, 175.25)","(4.4, 7.0, 5.95)"
