,Spring Luna,Wheres Johnson,Drink Long Necks,Impact,Times Three,Queen Of Cakes,Ticket To Venus
06-01-2023 15:43:51.827947,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.5)","(31.0, 140.0, 113.81818181818181)","(2.7, 4.2, 4.017391304347826)","(1.7, 1.79, 1.78)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 50.0)"
06-01-2023 15:43:52.863081,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 130.0, 108.5)","(2.7, 4.2, 4.017391304347826)","(1.7, 1.79, 1.7857894736842106)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 54.0)"
06-01-2023 15:43:53.903393,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.581818181818182)","(31.0, 130.0, 108.5)","(2.7, 4.2, 4.017391304347826)","(1.7, 1.8, 1.7807142857142857)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 58.90909090909091)"
06-01-2023 15:43:54.956951,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 130.0, 87.0)","(2.7, 4.2, 4.017391304347826)","(1.7, 1.8, 1.7807142857142857)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 56.0)"
06-01-2023 15:43:55.985876,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 130.0, 87.0)","(2.7, 4.2, 4.017391304347826)","(1.7, 1.8, 1.7857894736842106)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 58.90909090909091)"
06-01-2023 15:43:57.136102,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 130.0, 71.64285714285714)","(2.7, 4.2, 4.025)","(1.7, 1.8, 1.7807142857142857)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 56.0)"
06-01-2023 15:43:58.207786,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 130.0, 71.64285714285714)","(2.7, 4.2, 3.9529411764705884)","(1.7, 1.8, 1.7857894736842106)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 58.90909090909091)"
06-01-2023 15:43:59.315584,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.581818181818182)","(31.0, 130.0, 121.39999999999999)","(2.7, 4.2, 4.036363636363636)","(1.7, 1.8, 1.7807142857142857)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 58.90909090909091)"
06-01-2023 15:44:00.340308,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 100.0, 94.4)","(2.7, 4.2, 4.036363636363636)","(1.7, 1.8, 1.7842857142857143)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 56.0)"
06-01-2023 15:44:01.408241,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.581818181818182)","(31.0, 100.0, 87.07692307692307)","(2.7, 4.2, 4.030434782608696)","(1.7, 1.79, 1.781111111111111)","(81.0, 610.0, 447.89473684210526)","(16.0, 60.0, 58.90909090909091)"
06-01-2023 15:44:02.376796,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 100.0, 87.07692307692307)","(2.7, 4.2, 4.030434782608696)","(1.7, 1.79, 1.781111111111111)","(81.0, 610.0, 399.5652173913044)","(16.0, 60.0, 58.90909090909091)"
06-01-2023 15:44:03.458421,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 90.0, 85.81818181818181)","(2.7, 4.2, 4.030434782608696)","(1.7, 1.79, 1.7838461538461539)","(81.0, 610.0, 399.5652173913044)","(16.0, 60.0, 56.0)"
06-01-2023 15:44:04.540526,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 90.0, 79.38461538461539)","(2.7, 4.2, 3.9833333333333334)","(1.7, 1.79, 1.781111111111111)","(81.0, 610.0, 399.5652173913044)","(16.0, 60.0, 58.57142857142857)"
06-01-2023 15:44:05.584840,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.4625)","(31.0, 90.0, 79.38461538461539)","(2.7, 4.2, 4.0375000000000005)","(1.7, 1.79, 1.795)","(81.0, 610.0, 399.5652173913044)","(16.0, 60.0, 55.45454545454545)"
06-01-2023 15:44:06.603126,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.581818181818182)","(31.0, 90.0, 72.75)","(2.7, 4.2, 4.07)","(1.7, 1.8, 1.7914285714285714)","(81.0, 610.0, 399.5652173913044)","(16.0, 60.0, 58.57142857142857)"
06-01-2023 15:44:07.656981,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.542857142857143)","(31.0, 90.0, 64.5)","(2.7, 4.2, 4.07)","(1.7, 1.8, 1.7914285714285714)","(81.0, 610.0, 399.5652173913044)","(16.0, 60.0, 65.27777777777777)"
06-01-2023 15:44:08.666506,"(71.0, 480.0, 230.0)","(5.0, 6.8, 6.575)","(31.0, 85.0, 63.5)","(2.7, 4.2, 4.019444444444445)","(1.7, 1.8, 1.7833333333333334)","(81.0, 610.0, 410.0)","(16.0, 75.0, 62.5)"
06-01-2023 15:44:09.641830,"(71.0, 480.0, 240.0)","(5.0, 6.8, 6.654545454545454)","(31.0, 85.0, 59.2)","(2.7, 4.2, 4.019444444444445)","(1.7, 1.79, 1.78)","(81.0, 610.0, 410.0)","(16.0, 75.0, 69.44444444444444)"
06-01-2023 15:44:10.658550,"(71.0, 480.0, 240.0)","(5.0, 6.8, 6.575)","(31.0, 85.0, 58.38095238095238)","(2.7, 4.2, 4.058695652173913)","(1.7, 1.79, 1.7833333333333334)","(81.0, 610.0, 410.0)","(16.0, 75.0, 62.5)"
06-01-2023 15:44:11.645289,"(71.0, 480.0, 240.0)","(5.0, 6.8, 6.654545454545454)","(31.0, 85.0, 58.38095238095238)","(2.7, 4.2, 4.058695652173913)","(1.7, 1.79, 1.7833333333333334)","(81.0, 610.0, 410.0)","(16.0, 75.0, 62.5)"
06-01-2023 15:44:12.708105,"(71.0, 480.0, 240.0)","(5.0, 6.8, 6.654545454545454)","(31.0, 85.0, 58.38095238095238)","(2.9, 4.2, 4.064583333333333)","(1.6, 1.79, 1.78)","(101.0, 610.0, 410.0)","(21.0, 75.0, 69.44444444444444)"
06-01-2023 15:44:13.748944,"(91.0, 480.0, 240.0)","(5.0, 6.6, 6.52)","(31.0, 85.0, 58.38095238095238)","(2.9, 4.2, 4.064583333333333)","(1.6, 1.79, 1.7833333333333334)","(101.0, 610.0, 410.0)","(21.0, 75.0, 62.5)"
06-01-2023 15:44:14.787238,"(91.0, 480.0, 240.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 85.0, 58.38095238095238)","(2.9, 4.2, 4.064583333333333)","(1.6, 1.79, 1.7914285714285714)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 69.44444444444444)"
06-01-2023 15:44:15.825889,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 85.0, 58.38095238095238)","(2.9, 4.2, 4.064583333333333)","(1.6, 1.8, 1.78)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 69.44444444444444)"
06-01-2023 15:44:17.085401,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 75.0, 54.83333333333333)","(2.9, 4.2, 4.064583333333333)","(1.6, 1.79, 1.7833333333333334)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 64.0625)"
06-01-2023 15:44:18.079391,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 75.0, 54.83333333333333)","(2.9, 4.2, 4.064583333333333)","(1.6, 1.79, 1.78)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 70.45454545454545)"
06-01-2023 15:44:19.099949,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 75.0, 52.5)","(2.9, 4.2, 4.064583333333333)","(1.6, 1.79, 1.78)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 70.45454545454545)"
06-01-2023 15:44:20.144418,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 75.0, 52.5)","(2.9, 4.2, 3.977777777777778)","(1.6, 1.79, 1.78375)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 64.0625)"
06-01-2023 15:44:21.229702,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 75.0, 52.5)","(2.9, 4.2, 3.977777777777778)","(1.6, 1.79, 1.78375)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 64.0625)"
06-01-2023 15:44:22.292827,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 70.0, 56.0)","(2.9, 4.2, 3.977777777777778)","(1.6, 1.79, 1.780909090909091)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 70.45454545454545)"
06-01-2023 15:44:23.376290,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 70.0, 52.31578947368421)","(2.9, 4.2, 3.977777777777778)","(1.6, 1.8, 1.7935714285714286)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 70.45454545454545)"
06-01-2023 15:44:24.539829,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 70.0, 52.888888888888886)","(2.9, 4.2, 4.093333333333334)","(1.6, 1.8, 1.792)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 64.0625)"
06-01-2023 15:44:25.602075,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 70.0, 52.31578947368421)","(2.9, 4.2, 4.133333333333334)","(1.6, 1.8, 1.7914285714285714)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 64.0625)"
06-01-2023 15:44:26.632762,"(91.0, 480.0, 230.0)","(5.0, 6.6, 6.566666666666666)","(31.0, 70.0, 52.61538461538461)","(2.9, 4.2, 4.133333333333334)","(1.6, 1.8, 1.793076923076923)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 70.45454545454545)"
06-01-2023 15:44:27.632927,"(91.0, 480.0, 230.0)","(5.0, 6.2, 6.011764705882353)","(31.0, 65.0, 52.61538461538461)","(2.9, 4.2, 4.139130434782609)","(1.6, 1.8, 1.7906250000000001)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 64.0625)"
06-01-2023 15:44:28.659618,"(91.0, 480.0, 230.0)","(5.0, 6.2, 5.8244897959183675)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.2, 4.177777777777778)","(1.6, 1.8, 1.7923076923076924)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 61.666666666666664)"
06-01-2023 15:44:29.705522,"(91.0, 480.0, 230.0)","(5.0, 6.2, 5.9526315789473685)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.2, 4.177777777777778)","(1.6, 1.8, 1.7894117647058825)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:30.840990,"(91.0, 480.0, 265.7142857142857)","(5.0, 6.2, 5.998571428571429)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.2, 4.177777777777778)","(1.6, 1.8, 1.7894117647058825)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 62.27272727272727)"
06-01-2023 15:44:31.888837,"(91.0, 480.0, 265.7142857142857)","(5.0, 6.2, 5.961016949152543)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.2, 4.0875)","(1.6, 1.8, 1.7894117647058825)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:32.836738,"(91.0, 480.0, 265.7142857142857)","(5.0, 6.2, 5.635999999999999)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.123529411764705)","(1.6, 1.8, 1.7894117647058825)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 62.27272727272727)"
06-01-2023 15:44:33.803927,"(91.0, 480.0, 265.7142857142857)","(5.0, 6.2, 5.5875)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.146153846153846)","(1.6, 1.8, 1.7833333333333334)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:34.860151,"(91.0, 480.0, 265.7142857142857)","(5.0, 6.2, 5.598)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.126086956521739)","(1.6, 1.8, 1.7833333333333334)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:35.952582,"(91.0, 480.0, 265.7142857142857)","(5.0, 5.9, 5.8500000000000005)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.162068965517241)","(1.6, 1.8, 1.7916666666666667)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:36.938298,"(91.0, 480.0, 265.7142857142857)","(5.0, 5.8, 5.7625)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.162068965517241)","(1.6, 1.8, 1.7916666666666667)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:37.887766,"(91.0, 480.0, 265.7142857142857)","(4.8, 5.8, 5.7625)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.144444444444444)","(1.6, 1.8, 1.7916666666666667)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 62.27272727272727)"
06-01-2023 15:44:38.920589,"(91.0, 480.0, 265.7142857142857)","(4.8, 5.8, 5.7625)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.144444444444444)","(1.6, 1.8, 1.7916666666666667)","(101.0, 610.0, 399.5652173913044)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:39.987305,"(91.0, 480.0, 265.7142857142857)","(4.8, 5.8, 5.7625)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.113333333333333)","(1.6, 1.8, 1.8050000000000002)","(101.0, 610.0, 389.1304347826087)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:40.991897,"(91.0, 460.0, 366.66666666666663)","(4.8, 5.8, 5.75)","(31.0, 65.0, 51.2)","(2.9, 4.3, 4.157142857142857)","(1.6, 1.82, 1.7933333333333334)","(101.0, 590.0, 389.1304347826087)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:42.011798,"(91.0, 460.0, 366.66666666666663)","(4.8, 5.9, 5.833333333333334)","(31.0, 65.0, 51.2)","(2.9, 4.3, 4.18)","(1.6, 1.81, 1.7933333333333334)","(101.0, 590.0, 389.1304347826087)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:43.018777,"(91.0, 460.0, 366.66666666666663)","(4.8, 5.9, 5.833333333333334)","(31.0, 65.0, 51.2)","(2.9, 4.3, 4.18)","(1.6, 1.81, 1.7933333333333334)","(101.0, 590.0, 389.1304347826087)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:43.989513,"(91.0, 460.0, 320.0)","(4.8, 5.9, 5.833333333333334)","(31.0, 65.0, 51.2)","(2.9, 4.3, 4.18)","(1.6, 1.81, 1.7933333333333334)","(101.0, 590.0, 389.1304347826087)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:45.033153,"(91.0, 460.0, 273.3333333333333)","(4.8, 5.9, 5.785714285714286)","(31.0, 65.0, 51.2)","(2.9, 4.3, 4.136363636363636)","(1.6, 1.81, 1.7933333333333334)","(101.0, 590.0, 389.1304347826087)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:46.134104,"(91.0, 460.0, 273.3333333333333)","(4.8, 5.9, 5.7)","(31.0, 65.0, 51.2)","(2.9, 4.3, 4.1875)","(1.6, 1.81, 1.7933333333333334)","(101.0, 590.0, 380.0)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:47.060338,"(91.0, 460.0, 273.3333333333333)","(4.8, 5.9, 5.7)","(31.0, 65.0, 51.2)","(2.9, 4.3, 4.1875)","(1.6, 1.81, 1.7933333333333334)","(101.0, 590.0, 380.0)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:48.014522,"(91.0, 460.0, 273.3333333333333)","(4.8, 5.9, 5.75)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.14)","(1.6, 1.82, 1.8050000000000002)","(101.0, 590.0, 380.0)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:48.902958,"(91.0, 460.0, 236.0)","(4.8, 5.9, 5.833333333333334)","(31.0, 65.0, 50.473684210526315)","(2.9, 4.3, 4.22)","(1.6, 1.82, 1.8125)","(101.0, 590.0, 380.0)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:49.825294,"(91.0, 460.0, 236.0)","(4.8, 5.9, 5.666666666666667)","(31.0, 65.0, 53.96)","(2.9, 4.3, 4.14)","(1.6, 1.82, 1.8166666666666667)","(101.0, 590.0, 380.0)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:50.758581,"(91.0, 460.0, 236.0)","(4.8, 5.9, 5.666666666666667)","(31.0, 65.0, 53.96)","(2.9, 4.3, 4.14)","(1.6, 1.82, 1.8166666666666667)","(101.0, 590.0, 380.0)","(21.0, 75.0, 68.33333333333333)"
06-01-2023 15:44:51.718233,"(91.0, 460.0, 273.3333333333333)","(4.8, 5.8, 5.45)","(31.0, 65.0, 55.526315789473685)","(2.9, 4.2, 4.116666666666666)","(1.6, 1.83, 1.8291666666666668)","(101.0, 590.0, 389.1304347826087)","(21.0, 75.0, 70.0)"
06-01-2023 15:44:52.653626,"(91.0, 460.0, 325.0)","(4.8, 5.8, 5.6)","(31.0, 65.0, 57.17391304347826)","(2.9, 4.3, 4.209090909090909)","(1.6, 1.84, 1.8383333333333334)","(101.0, 590.0, 389.1304347826087)","(21.0, 75.0, 66.85185185185185)"
06-01-2023 15:44:53.551475,"(91.0, 460.0, 265.0)","(4.8, 6.2, 5.565625)","(31.0, 65.0, 63.84615384615385)","(2.9, 4.6, 4.386666666666667)","(1.6, 1.76, 1.73)","(101.0, 590.0, 389.1304347826087)","(21.0, 90.0, 67.17391304347827)"
06-01-2023 15:44:54.460969,"(91.0, 460.0, 265.0)","(4.8, 6.0, 5.526315789473684)","(31.0, 65.0, 59.0)","(2.9, 4.5, 4.385714285714285)","(1.6, 1.76, 1.7533333333333334)","(101.0, 570.0, 219.0)","(21.0, 90.0, 67.17391304347827)"
06-01-2023 15:44:55.579393,"(91.0, 460.0, 265.0)","(4.8, 5.9, 5.694736842105263)","(31.0, 65.0, 59.0)","(2.9, 4.5, 4.416666666666667)","(1.6, 1.78, 1.7692857142857144)","(101.0, 570.0, 219.0)","(21.0, 90.0, 67.17391304347827)"
06-01-2023 15:44:56.562071,"(91.0, 460.0, 265.0)","(4.8, 6.0, 5.716666666666667)","(31.0, 65.0, 59.0)","(2.9, 4.5, 4.4)","(1.6, 1.77, 1.7781818181818183)","(101.0, 570.0, 312.8571428571429)","(21.0, 90.0, 64.23076923076923)"
06-01-2023 15:44:57.591377,"(91.0, 460.0, 265.0)","(4.8, 6.0, 5.72)","(31.0, 60.0, 57.5)","(2.9, 4.5, 4.3625)","(1.6, 1.81, 1.779090909090909)","(101.0, 570.0, 312.8571428571429)","(21.0, 85.0, 67.6923076923077)"
06-01-2023 15:44:58.578886,"(91.0, 460.0, 265.0)","(4.8, 6.0, 5.688888888888888)","(31.0, 60.0, 57.5)","(2.9, 4.5, 4.3625)","(1.6, 1.78, 1.779090909090909)","(101.0, 570.0, 312.8571428571429)","(21.0, 85.0, 70.0)"
06-01-2023 15:44:59.551302,"(91.0, 460.0, 265.0)","(4.8, 6.0, 5.688888888888888)","(31.0, 60.0, 54.61538461538461)","(2.9, 4.5, 4.395238095238095)","(1.6, 1.79, 1.78875)","(101.0, 570.0, 312.8571428571429)","(21.0, 85.0, 67.0)"
06-01-2023 15:45:00.764233,"(91.0, 460.0, 265.0)","(4.8, 5.9, 5.688888888888888)","(31.0, 60.0, 56.333333333333336)","(2.9, 4.4, 4.28)","(1.6, 1.81, 1.8042857142857143)","(101.0, 570.0, 312.8571428571429)","(21.0, 85.0, 69.0)"
06-01-2023 15:45:01.692622,"(91.0, 460.0, 265.0)","(4.8, 6.0, 5.688888888888888)","(31.0, 60.0, 56.333333333333336)","(2.9, 4.3, 4.28)","(1.6, 1.82, 1.8166666666666667)","(101.0, 570.0, 312.8571428571429)","(21.0, 85.0, 69.0)"
06-01-2023 15:45:02.733975,"(91.0, 460.0, 265.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 56.333333333333336)","(3.0, 4.3, 4.221739130434782)","(1.6, 1.82, 1.8050000000000002)","(101.0, 570.0, 316.1538461538462)","(21.0, 85.0, 68.63636363636364)"
06-01-2023 15:45:03.795513,"(91.0, 450.0, 241.66666666666666)","(4.8, 6.0, 5.729032258064516)","(31.0, 60.0, 56.333333333333336)","(3.0, 4.3, 4.207142857142857)","(1.6, 1.83, 1.8262264150943397)","(101.0, 550.0, 342.72727272727275)","(21.0, 85.0, 70.0)"
06-01-2023 15:45:04.775546,"(91.0, 450.0, 225.0)","(4.8, 6.0, 5.729032258064516)","(31.0, 60.0, 56.333333333333336)","(3.0, 4.3, 4.207142857142857)","(1.6, 1.83, 1.8050000000000002)","(101.0, 550.0, 342.72727272727275)","(21.0, 85.0, 68.07692307692308)"
06-01-2023 15:45:05.727532,"(91.0, 450.0, 225.0)","(4.8, 6.0, 5.721212121212121)","(31.0, 60.0, 57.5)","(3.0, 4.3, 4.199999999999999)","(1.6, 1.83, 1.8050000000000002)","(101.0, 550.0, 342.72727272727275)","(21.0, 85.0, 67.8125)"
06-01-2023 15:45:06.728302,"(91.0, 450.0, 225.0)","(4.8, 6.0, 5.721212121212121)","(31.0, 60.0, 58.57142857142857)","(3.0, 4.3, 4.199999999999999)","(1.6, 1.83, 1.815)","(101.0, 550.0, 342.72727272727275)","(21.0, 85.0, 67.8125)"
06-01-2023 15:45:07.721988,"(91.0, 450.0, 234.0)","(4.8, 6.0, 5.766666666666667)","(31.0, 60.0, 58.57142857142857)","(3.0, 4.3, 4.221212121212121)","(1.6, 1.83, 1.8252380952380953)","(101.0, 550.0, 415.0)","(21.0, 85.0, 62.5)"
06-01-2023 15:45:08.716571,"(91.0, 450.0, 234.0)","(4.8, 6.0, 5.7379310344827585)","(31.0, 60.0, 55.0)","(3.0, 4.3, 4.18)","(1.6, 1.83, 1.820909090909091)","(101.0, 550.0, 422.94117647058823)","(21.0, 75.0, 61.470588235294116)"
06-01-2023 15:45:09.663632,"(91.0, 450.0, 243.0)","(4.8, 6.0, 5.7625)","(31.0, 60.0, 56.666666666666664)","(3.0, 4.2, 4.175)","(1.6, 1.83, 1.820909090909091)","(101.0, 550.0, 422.94117647058823)","(21.0, 85.0, 61.470588235294116)"
06-01-2023 15:45:10.565091,"(91.0, 450.0, 302.1428571428571)","(4.8, 6.0, 5.7625)","(31.0, 60.0, 55.714285714285715)","(3.0, 4.2, 4.175)","(1.6, 1.83, 1.8241176470588236)","(101.0, 550.0, 422.94117647058823)","(21.0, 85.0, 61.470588235294116)"
06-01-2023 15:45:11.462738,"(91.0, 450.0, 302.1428571428571)","(4.8, 6.0, 5.7625)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.175)","(1.6, 1.83, 1.8279775280898878)","(101.0, 550.0, 241.42857142857144)","(21.0, 85.0, 61.470588235294116)"
06-01-2023 15:45:12.424118,"(91.0, 450.0, 302.1428571428571)","(4.8, 6.0, 5.7625)","(31.0, 60.0, 56.25)","(3.0, 4.2, 4.175)","(1.6, 1.83, 1.82875)","(101.0, 550.0, 423.3333333333333)","(21.0, 85.0, 61.470588235294116)"
06-01-2023 15:45:13.387893,"(91.0, 450.0, 302.1428571428571)","(4.8, 6.0, 5.7625)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.175)","(1.6, 1.83, 1.8361627906976745)","(101.0, 540.0, 477.6923076923077)","(21.0, 85.0, 61.470588235294116)"
06-01-2023 15:45:14.298218,"(91.0, 450.0, 302.1428571428571)","(4.8, 6.0, 5.741666666666667)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.175)","(1.6, 1.84, 1.8364516129032258)","(101.0, 530.0, 477.6923076923077)","(21.0, 85.0, 61.470588235294116)"
06-01-2023 15:45:15.240429,"(91.0, 450.0, 243.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 55.0)","(3.0, 4.3, 4.207142857142857)","(1.6, 1.84, 1.8364893617021278)","(101.0, 530.0, 477.6923076923077)","(21.0, 85.0, 61.470588235294116)"
06-01-2023 15:45:16.396119,"(91.0, 450.0, 243.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 55.0)","(3.0, 4.3, 4.207142857142857)","(1.6, 1.84, 1.8364516129032258)","(101.0, 530.0, 477.6923076923077)","(21.0, 85.0, 61.25)"
06-01-2023 15:45:17.324729,"(91.0, 450.0, 243.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 55.0)","(3.0, 4.3, 4.207142857142857)","(1.6, 1.84, 1.8364516129032258)","(101.0, 530.0, 439.33333333333337)","(21.0, 80.0, 61.25)"
06-01-2023 15:45:18.286997,"(91.0, 450.0, 243.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.105263157894736)","(1.6, 1.84, 1.848888888888889)","(101.0, 530.0, 424.66666666666663)","(21.0, 80.0, 61.05263157894737)"
06-01-2023 15:45:19.374522,"(91.0, 450.0, 243.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.097142857142857)","(1.6, 1.86, 1.8462500000000002)","(101.0, 510.0, 424.66666666666663)","(21.0, 80.0, 61.05263157894737)"
06-01-2023 15:45:20.659283,"(91.0, 450.0, 243.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.097142857142857)","(1.6, 1.85, 1.8435714285714286)","(101.0, 510.0, 262.0)","(21.0, 80.0, 61.05263157894737)"
06-01-2023 15:45:21.665973,"(91.0, 450.0, 243.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.097142857142857)","(1.6, 1.85, 1.8373684210526318)","(101.0, 510.0, 262.0)","(21.0, 80.0, 61.05263157894737)"
06-01-2023 15:45:22.677854,"(91.0, 440.0, 244.44444444444446)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 57.5)","(3.0, 4.2, 4.147826086956522)","(1.6, 1.85, 1.839090909090909)","(101.0, 510.0, 218.75)","(21.0, 80.0, 61.05263157894737)"
06-01-2023 15:45:23.917490,"(91.0, 440.0, 242.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 58.57142857142857)","(3.0, 4.2, 4.147826086956522)","(1.6, 1.85, 1.8447058823529412)","(101.0, 500.0, 218.75)","(21.0, 80.0, 61.05263157894737)"
06-01-2023 15:45:25.037033,"(91.0, 440.0, 242.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 58.57142857142857)","(3.0, 4.2, 4.147826086956522)","(1.6, 1.85, 1.83875)","(101.0, 500.0, 248.33333333333334)","(21.0, 80.0, 61.15384615384615)"
06-01-2023 15:45:26.051284,"(91.0, 430.0, 262.0)","(4.8, 5.9, 5.866666666666667)","(31.0, 60.0, 58.57142857142857)","(3.0, 4.2, 4.154545454545454)","(1.6, 1.84, 1.8542307692307693)","(101.0, 490.0, 229.0)","(21.0, 75.0, 57.857142857142854)"
