,Our Girl Daisy,Off Switch,Nova Cascade,Juicy Que,Ripplebrook Snip
11-01-2023 14:22:48.270822,"(7.0, 19.5, 16.928571428571427)","(1.8, 1.98, 1.953076923076923)","(26.0, 95.0, 71.66666666666666)","(2.6, 3.45, 3.325)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:49.168615,"(7.0, 19.5, 17.192307692307693)","(1.8, 1.98, 1.8377777777777777)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:50.154519,"(7.0, 19.5, 17.192307692307693)","(1.8, 1.98, 1.828888888888889)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:51.115880,"(7.0, 19.5, 17.192307692307693)","(1.8, 1.98, 1.828888888888889)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:52.051128,"(7.0, 19.5, 17.192307692307693)","(1.8, 1.98, 1.828888888888889)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:53.096834,"(7.0, 19.5, 17.192307692307693)","(1.8, 1.97, 1.8172727272727274)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:54.052468,"(7.0, 19.5, 17.192307692307693)","(1.8, 1.96, 1.885)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:54.936402,"(7.0, 19.5, 17.5)","(1.8, 1.95, 1.824)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:55.890039,"(7.0, 20.0, 17.23076923076923)","(1.8, 1.95, 1.824)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.242857142857143)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:56.747952,"(7.0, 20.0, 16.823529411764707)","(1.8, 1.95, 1.82)","(26.0, 100.0, 60.0)","(2.6, 3.8, 3.242857142857143)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:57.584125,"(7.0, 19.5, 18.357142857142858)","(1.8, 1.95, 1.82)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.242857142857143)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:58.615254,"(7.0, 19.5, 18.357142857142858)","(1.8, 1.95, 1.82)","(26.0, 95.0, 86.25)","(2.6, 3.8, 3.242857142857143)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:22:59.750394,"(7.0, 19.5, 18.0)","(1.8, 1.95, 1.82)","(26.0, 95.0, 71.66666666666666)","(2.6, 3.8, 3.242857142857143)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:23:00.750123,"(7.0, 19.5, 18.0)","(1.8, 1.95, 1.82)","(26.0, 95.0, 71.66666666666666)","(2.6, 3.8, 3.242857142857143)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:23:01.773128,"(7.0, 19.5, 17.5)","(1.8, 1.95, 1.82)","(26.0, 95.0, 71.66666666666666)","(2.6, 3.8, 3.242857142857143)","(8.0, 19.0, 17.666666666666664)"
11-01-2023 14:23:02.810645,"(7.0, 19.5, 17.5)","(1.8, 1.95, 1.82)","(26.0, 95.0, 49.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 19.0, 16.88888888888889)"
11-01-2023 14:23:03.819211,"(7.0, 19.0, 16.5)","(1.8, 1.95, 1.82)","(26.0, 85.0, 42.14285714285714)","(2.6, 3.8, 3.3666666666666667)","(8.0, 18.0, 16.88888888888889)"
11-01-2023 14:23:04.788052,"(7.0, 18.5, 16.227272727272727)","(1.8, 1.95, 1.82)","(26.0, 85.0, 42.14285714285714)","(2.6, 3.8, 3.3666666666666667)","(8.0, 18.0, 16.88888888888889)"
11-01-2023 14:23:05.879088,"(7.0, 18.0, 16.875)","(1.8, 1.95, 1.8186666666666667)","(26.0, 85.0, 42.14285714285714)","(2.6, 3.8, 3.3666666666666667)","(8.0, 18.0, 16.88888888888889)"
11-01-2023 14:23:06.886137,"(7.0, 18.0, 16.09090909090909)","(1.8, 1.94, 1.8186666666666667)","(26.0, 85.0, 35.90909090909091)","(2.6, 3.8, 3.3666666666666667)","(8.0, 18.0, 14.296296296296296)"
11-01-2023 14:23:07.916451,"(7.0, 18.0, 16.09090909090909)","(1.8, 1.94, 1.8208333333333333)","(26.0, 85.0, 35.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 18.0, 14.296296296296296)"
11-01-2023 14:23:08.890833,"(7.0, 17.5, 16.375)","(1.8, 1.9, 1.819)","(26.0, 80.0, 35.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 18.0, 14.296296296296296)"
11-01-2023 14:23:09.792561,"(7.0, 17.5, 16.375)","(1.8, 1.9, 1.819)","(26.0, 75.0, 45.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 18.0, 15.625)"
11-01-2023 14:23:10.746233,"(7.0, 17.5, 15.327586206896552)","(1.8, 1.9, 1.819)","(26.0, 70.0, 40.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 17.5, 16.11111111111111)"
11-01-2023 14:23:11.777042,"(7.0, 17.5, 15.076923076923077)","(1.8, 1.9, 1.819)","(26.0, 70.0, 40.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 17.0, 16.11111111111111)"
11-01-2023 14:23:12.738647,"(7.0, 17.5, 15.076923076923077)","(1.8, 1.9, 1.819)","(26.0, 70.0, 40.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 17.0, 15.722222222222221)"
11-01-2023 14:23:13.563143,"(7.0, 17.5, 15.884615384615385)","(1.8, 1.89, 1.8172727272727274)","(26.0, 65.0, 30.714285714285715)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 15.722222222222221)"
11-01-2023 14:23:14.447394,"(7.0, 17.5, 15.884615384615385)","(1.8, 1.89, 1.8172727272727274)","(26.0, 65.0, 36.76470588235294)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 16.0)"
11-01-2023 14:23:15.410281,"(7.0, 17.5, 15.884615384615385)","(1.8, 1.89, 1.8147058823529412)","(26.0, 65.0, 35.434782608695656)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:23:16.433074,"(7.0, 17.5, 15.884615384615385)","(1.8, 1.89, 1.8147058823529412)","(26.0, 65.0, 35.434782608695656)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:23:17.480016,"(7.0, 17.5, 15.884615384615385)","(1.8, 1.89, 1.8147058823529412)","(26.0, 65.0, 35.434782608695656)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:23:18.464199,"(7.0, 17.5, 15.884615384615385)","(1.8, 1.89, 1.8147058823529412)","(26.0, 65.0, 35.434782608695656)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:23:19.548759,"(7.0, 17.5, 15.884615384615385)","(1.8, 1.89, 1.8147058823529412)","(26.0, 60.0, 45.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:23:20.638918,"(7.0, 17.0, 16.22222222222222)","(1.8, 1.89, 1.8147058823529412)","(26.0, 55.0, 45.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:21.700427,"(7.0, 17.0, 15.526315789473685)","(1.8, 1.89, 1.8147058823529412)","(26.0, 55.0, 37.85714285714286)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:22.627358,"(7.0, 17.0, 14.513157894736842)","(1.8, 1.85, 1.8166666666666667)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:23.631100,"(7.0, 17.0, 14.513157894736842)","(1.8, 1.85, 1.7927272727272727)","(26.0, 55.0, 38.75)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:24.630505,"(7.0, 17.0, 14.666666666666666)","(1.8, 1.85, 1.7927272727272727)","(26.0, 55.0, 41.5)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:25.578953,"(7.0, 17.0, 14.666666666666666)","(1.8, 1.85, 1.7927272727272727)","(26.0, 55.0, 41.5)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:26.410066,"(7.0, 17.0, 14.666666666666666)","(1.8, 1.85, 1.7927272727272727)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:27.284748,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.7927272727272727)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:28.231913,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.7927272727272727)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:29.175099,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.82)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:30.094185,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.82)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:31.079489,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.82)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:31.971538,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.82)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:32.924943,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.82)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:33.925773,"(7.0, 17.0, 14.25)","(1.8, 1.85, 1.82)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:34.795519,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.82)","(26.0, 55.0, 42.368421052631575)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:35.707940,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.82)","(26.0, 55.0, 41.5)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:36.640386,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:37.597671,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.4)"
11-01-2023 14:23:38.589804,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:39.540400,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:40.354731,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:41.239721,"(7.0, 17.0, 14.555555555555555)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.3666666666666667)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:42.239386,"(7.0, 17.0, 14.8)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.645238095238095)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:43.178686,"(7.0, 17.0, 14.8)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.433333333333333)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:44.027668,"(7.0, 17.0, 14.555555555555555)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.433333333333333)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:44.991341,"(7.0, 17.0, 14.555555555555555)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7576923076923077)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:46.012465,"(7.0, 17.0, 14.555555555555555)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7620689655172415)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:47.028530,"(7.0, 17.0, 14.555555555555555)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:47.977231,"(7.0, 17.0, 14.555555555555555)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:48.895322,"(7.0, 17.0, 14.580645161290322)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:49.734357,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:50.709227,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:51.701092,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:52.625951,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:53.429900,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:54.384361,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:55.365541,"(7.0, 17.0, 14.130434782608695)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:56.340421,"(7.0, 17.0, 15.333333333333334)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:57.259592,"(7.0, 17.0, 15.333333333333334)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.448275862068966)"
11-01-2023 14:23:58.303049,"(7.0, 17.0, 15.333333333333334)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.3125)"
11-01-2023 14:23:59.252216,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.3125)"
11-01-2023 14:24:00.254783,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.3125)"
11-01-2023 14:24:01.311221,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.3125)"
11-01-2023 14:24:02.305334,"(7.0, 17.0, 14.130434782608695)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.3125)"
11-01-2023 14:24:03.154785,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.3125)"
11-01-2023 14:24:04.141295,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.3125)"
11-01-2023 14:24:05.111949,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:05.965274,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.82)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:06.896050,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:07.901921,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.7766666666666666)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:08.911077,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.8431034482758621)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:09.948873,"(7.0, 17.0, 14.555555555555555)","(1.8, 1.85, 1.8431034482758621)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:10.908078,"(7.0, 17.0, 16.185185185185187)","(1.8, 1.85, 1.846)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:11.804527,"(7.0, 17.0, 16.185185185185187)","(1.8, 1.85, 1.846)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:12.726751,"(7.0, 17.0, 16.185185185185187)","(1.8, 1.85, 1.846)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:13.758934,"(7.0, 17.0, 16.185185185185187)","(1.8, 1.85, 1.846)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:14.654656,"(7.0, 17.0, 16.185185185185187)","(1.8, 1.85, 1.846)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:15.524680,"(7.0, 17.0, 16.185185185185187)","(1.8, 1.85, 1.846)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:16.574212,"(7.0, 17.0, 14.130434782608695)","(1.8, 1.85, 1.846)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:17.619808,"(7.0, 17.0, 14.9375)","(1.8, 1.85, 1.8431034482758621)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.5)","(8.0, 16.5, 14.35483870967742)"
11-01-2023 14:24:18.609219,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.83875)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.74375)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:19.578519,"(7.0, 17.0, 14.580645161290322)","(1.8, 1.85, 1.83875)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.74375)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:20.511864,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.83875)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:21.516978,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.83875)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:22.566662,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.83875)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:23.584626,"(7.0, 17.0, 14.130434782608695)","(1.8, 1.85, 1.83875)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:24.443766,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.83875)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:25.566687,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.8362500000000002)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:26.582402,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.8362500000000002)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:27.575860,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.842857142857143)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:28.624988,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:29.688437,"(7.0, 17.0, 14.962962962962964)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:30.675095,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:31.780240,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:32.802457,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:33.611669,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:34.597393,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.6, 3.8, 3.7666666666666666)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:35.657315,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.533333333333333)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:36.711208,"(7.0, 17.0, 14.642857142857142)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.533333333333333)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:37.839772,"(7.0, 17.0, 14.115384615384615)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.533333333333333)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:38.881185,"(7.0, 17.0, 15.75)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.533333333333333)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:40.079390,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.533333333333333)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:41.232101,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.533333333333333)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:42.301404,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.79)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.444444444444444)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:43.251156,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.7690000000000001)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.444444444444444)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:44.318274,"(7.0, 17.0, 15.777777777777779)","(1.8, 1.85, 1.7690000000000001)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.444444444444444)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:45.360291,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.7690000000000001)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.444444444444444)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:46.297066,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.7690000000000001)","(26.0, 55.0, 37.0)","(2.7, 3.8, 3.444444444444444)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:47.301320,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.7690000000000001)","(26.0, 55.0, 38.63636363636364)","(2.7, 3.8, 3.444444444444444)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:48.341200,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.7690000000000001)","(26.0, 50.0, 38.63636363636364)","(2.7, 3.8, 3.444444444444444)","(8.0, 16.5, 14.4)"
11-01-2023 14:24:49.430990,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.7690000000000001)","(26.0, 50.0, 34.285714285714285)","(2.7, 3.8, 3.488888888888889)","(8.0, 16.5, 14.076923076923077)"
11-01-2023 14:24:50.504329,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.766923076923077)","(26.0, 55.0, 39.38461538461539)","(2.7, 3.8, 3.59)","(8.0, 16.5, 14.076923076923077)"
11-01-2023 14:24:51.627628,"(7.0, 17.0, 15.37037037037037)","(1.8, 1.85, 1.802)","(26.0, 50.0, 40.8)","(2.7, 3.8, 3.643103448275862)","(8.0, 16.5, 13.98)"
