,Danny Michael,Port O Call,Wellswort,Luck Is Golden,Awkward Morning,Tams Time,Wild Wager,Stay Lit,Que Sera Sir Ralph,Vanisky
09-01-2023 09:05:41.115483,"(11.0, 42.0, 30.57142857142857)","(21.0, 80.0, 58.0)","(3.2, 3.55, 3.3045454545454547)","(5.0, 6.0, 5.8500000000000005)","(17.0, 44.0, 38.666666666666664)","(21.0, 100.0, 58.85714285714286)","(31.0, 160.0, 122.0)","(21.0, 95.0, 68.6)","(5.5, 7.4, 7.2)","(3.7, 4.8, 4.6)"
09-01-2023 09:05:42.307449,"(11.0, 38.0, 34.0)","(21.0, 80.0, 58.0)","(3.2, 3.55, 3.37)","(5.0, 6.2, 5.8500000000000005)","(17.0, 44.0, 38.666666666666664)","(21.0, 100.0, 58.85714285714286)","(31.0, 160.0, 122.0)","(21.0, 95.0, 68.6)","(5.5, 7.4, 6.699999999999999)","(3.7, 4.8, 4.6)"
09-01-2023 09:05:43.491920,"(11.0, 38.0, 34.0)","(21.0, 80.0, 58.0)","(3.2, 3.55, 3.4)","(5.0, 6.2, 5.8500000000000005)","(17.0, 44.0, 38.666666666666664)","(21.0, 100.0, 58.85714285714286)","(31.0, 160.0, 122.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.6)"
09-01-2023 09:05:44.641633,"(11.0, 38.0, 34.0)","(21.0, 80.0, 58.0)","(3.2, 3.55, 3.4)","(5.0, 6.0, 5.88)","(17.0, 44.0, 38.666666666666664)","(21.0, 100.0, 58.85714285714286)","(31.0, 160.0, 122.0)","(21.0, 95.0, 76.14285714285714)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.6)"
09-01-2023 09:05:45.761605,"(11.0, 38.0, 34.0)","(21.0, 80.0, 62.400000000000006)","(3.2, 3.55, 3.4)","(5.0, 6.0, 5.88)","(17.0, 44.0, 38.666666666666664)","(21.0, 100.0, 58.85714285714286)","(31.0, 160.0, 122.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.725)"
09-01-2023 09:05:46.937201,"(11.0, 38.0, 34.0)","(21.0, 80.0, 62.400000000000006)","(3.2, 3.55, 3.4)","(5.0, 6.0, 5.88)","(17.0, 44.0, 38.666666666666664)","(21.0, 100.0, 58.85714285714286)","(31.0, 160.0, 122.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.733333333333333)"
09-01-2023 09:05:48.114526,"(11.0, 38.0, 34.0)","(21.0, 80.0, 62.400000000000006)","(3.2, 3.6, 3.38125)","(5.0, 6.0, 5.88)","(17.0, 44.0, 34.0)","(21.0, 100.0, 83.83333333333333)","(31.0, 160.0, 122.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.733333333333333)"
09-01-2023 09:05:49.372521,"(11.0, 38.0, 26.0)","(21.0, 80.0, 52.0)","(3.2, 3.5, 3.289473684210526)","(5.0, 6.0, 5.88)","(17.0, 44.0, 34.0)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.733333333333333)"
09-01-2023 09:05:50.604598,"(11.0, 38.0, 26.0)","(21.0, 80.0, 52.0)","(3.2, 3.5, 3.284090909090909)","(5.0, 6.0, 5.88)","(17.0, 44.0, 34.0)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.733333333333333)"
09-01-2023 09:05:51.771494,"(11.0, 38.0, 26.0)","(21.0, 80.0, 52.0)","(3.2, 3.5, 3.375)","(5.0, 6.0, 5.88)","(17.0, 44.0, 33.333333333333336)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.733333333333333)"
09-01-2023 09:05:52.933384,"(11.0, 38.0, 28.857142857142858)","(21.0, 80.0, 52.0)","(3.2, 3.4, 3.375)","(5.0, 6.0, 5.88)","(17.0, 42.0, 38.5)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.7615384615384615)"
09-01-2023 09:05:54.082430,"(11.0, 27.0, 25.666666666666664)","(21.0, 80.0, 52.0)","(3.2, 3.4, 3.375)","(5.0, 6.0, 5.88)","(17.0, 48.0, 38.5)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.711111111111111)"
09-01-2023 09:05:55.208270,"(11.0, 27.0, 23.0)","(21.0, 80.0, 52.0)","(3.2, 3.4, 3.375)","(5.0, 6.0, 5.88)","(17.0, 48.0, 38.5)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.711111111111111)"
09-01-2023 09:05:56.307835,"(11.0, 27.0, 23.0)","(21.0, 80.0, 52.0)","(3.2, 3.4, 3.323076923076923)","(5.0, 6.0, 5.88)","(17.0, 46.0, 34.666666666666664)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.711111111111111)"
09-01-2023 09:05:57.454623,"(11.0, 27.0, 25.1)","(21.0, 80.0, 52.0)","(3.2, 3.4, 3.323076923076923)","(5.0, 6.0, 5.88)","(17.0, 46.0, 34.666666666666664)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.711111111111111)"
09-01-2023 09:05:58.595785,"(11.0, 27.0, 25.1)","(21.0, 80.0, 52.0)","(3.2, 3.4, 3.323076923076923)","(5.0, 6.0, 5.88)","(17.0, 48.0, 38.5)","(21.0, 95.0, 78.25)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.711111111111111)"
09-01-2023 09:05:59.805638,"(11.0, 27.0, 25.1)","(21.0, 80.0, 52.0)","(3.2, 3.4, 3.323076923076923)","(5.0, 6.2, 5.7555555555555555)","(17.0, 46.0, 34.666666666666664)","(21.0, 90.0, 65.2)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.711111111111111)"
09-01-2023 09:06:01.034148,"(11.0, 27.0, 25.1)","(21.0, 80.0, 52.0)","(3.2, 3.5, 3.36)","(5.0, 6.2, 5.7555555555555555)","(17.0, 46.0, 34.666666666666664)","(21.0, 90.0, 65.2)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:02.225130,"(11.0, 27.0, 25.1)","(21.0, 80.0, 52.0)","(3.2, 3.5, 3.36)","(5.0, 6.2, 5.7555555555555555)","(17.0, 46.0, 34.666666666666664)","(21.0, 90.0, 65.2)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:03.396393,"(11.0, 27.0, 25.1)","(21.0, 80.0, 52.0)","(3.2, 3.5, 3.36)","(5.0, 6.2, 5.836363636363637)","(17.0, 46.0, 37.5)","(21.0, 90.0, 74.5)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:04.610783,"(11.0, 27.0, 24.4)","(21.0, 80.0, 59.0)","(3.2, 3.5, 3.36)","(5.0, 6.2, 5.836363636363637)","(17.0, 46.0, 37.5)","(21.0, 90.0, 65.6)","(31.0, 160.0, 104.0)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:05.762238,"(11.0, 27.0, 25.083333333333336)","(21.0, 80.0, 59.0)","(3.2, 3.5, 3.36)","(5.0, 6.2, 5.482857142857143)","(17.0, 46.0, 37.5)","(21.0, 90.0, 65.6)","(31.0, 160.0, 122.66666666666667)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:06.870817,"(11.0, 27.0, 25.083333333333336)","(21.0, 80.0, 59.0)","(3.2, 3.5, 3.36)","(5.0, 5.7, 5.482857142857143)","(17.0, 46.0, 37.5)","(21.0, 90.0, 60.0)","(31.0, 160.0, 122.66666666666667)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:08.015719,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 46.8)","(3.2, 3.5, 3.36)","(5.0, 5.7, 5.46969696969697)","(17.0, 46.0, 38.0)","(21.0, 90.0, 76.66666666666667)","(31.0, 160.0, 122.66666666666667)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:09.191729,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 46.8)","(3.2, 3.5, 3.36)","(5.0, 5.7, 5.46969696969697)","(17.0, 46.0, 38.0)","(21.0, 90.0, 76.66666666666667)","(31.0, 160.0, 122.66666666666667)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.699999999999999)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:10.415222,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 48.0)","(3.2, 3.5, 3.36)","(5.0, 5.6, 5.49090909090909)","(17.0, 46.0, 38.0)","(21.0, 90.0, 76.66666666666667)","(31.0, 160.0, 122.66666666666667)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:11.684824,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 48.0)","(3.2, 3.5, 3.36)","(5.0, 5.6, 5.49090909090909)","(17.0, 46.0, 38.0)","(21.0, 90.0, 76.66666666666667)","(31.0, 160.0, 122.66666666666667)","(21.0, 95.0, 68.6)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:12.897563,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 48.0)","(3.2, 3.5, 3.4)","(5.0, 5.6, 5.266666666666667)","(17.0, 46.0, 38.0)","(21.0, 90.0, 72.0)","(31.0, 160.0, 105.0)","(21.0, 95.0, 73.33333333333334)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:14.078183,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 48.0)","(3.2, 3.5, 3.4)","(5.0, 5.6, 5.266666666666667)","(17.0, 46.0, 38.0)","(21.0, 90.0, 67.5)","(31.0, 160.0, 105.0)","(21.0, 95.0, 69.0)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:15.263457,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 48.0)","(3.2, 3.5, 3.4)","(5.0, 5.6, 5.266666666666667)","(17.0, 46.0, 37.5)","(21.0, 90.0, 67.5)","(31.0, 160.0, 105.0)","(21.0, 95.0, 69.8)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:16.391936,"(11.0, 27.0, 25.642857142857142)","(21.0, 60.0, 48.0)","(3.2, 3.5, 3.4)","(5.0, 5.6, 5.266666666666667)","(17.0, 46.0, 37.5)","(21.0, 90.0, 54.0)","(31.0, 160.0, 105.0)","(21.0, 95.0, 80.55555555555556)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:17.511097,"(11.0, 27.0, 25.642857142857142)","(21.0, 55.0, 47.4)","(3.2, 3.5, 3.4)","(5.0, 5.6, 5.266666666666667)","(17.0, 46.0, 40.666666666666664)","(21.0, 90.0, 61.0)","(31.0, 160.0, 105.0)","(21.0, 95.0, 69.8)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.7272727272727275)"
09-01-2023 09:06:18.658562,"(11.0, 27.0, 25.642857142857142)","(21.0, 55.0, 48.2)","(3.2, 3.5, 3.3615384615384616)","(5.0, 5.6, 5.333333333333333)","(17.0, 46.0, 36.666666666666664)","(21.0, 90.0, 48.0)","(31.0, 160.0, 123.33333333333333)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:19.869820,"(11.0, 27.0, 22.5)","(21.0, 48.0, 45.5)","(3.2, 3.5, 3.4)","(5.0, 5.6, 5.333333333333333)","(17.0, 46.0, 36.666666666666664)","(21.0, 90.0, 48.0)","(31.0, 160.0, 107.5)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:21.112856,"(12.0, 27.0, 22.5)","(21.0, 48.0, 42.0)","(3.1, 3.5, 3.4)","(5.0, 5.5, 5.3500000000000005)","(17.0, 46.0, 36.666666666666664)","(21.0, 90.0, 54.0)","(31.0, 160.0, 107.5)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:22.355208,"(12.0, 27.0, 25.785714285714285)","(21.0, 48.0, 44.0)","(3.1, 3.5, 3.4)","(5.0, 5.4, 5.3500000000000005)","(17.0, 46.0, 36.666666666666664)","(21.0, 90.0, 41.0)","(31.0, 160.0, 107.5)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:23.548178,"(12.0, 27.0, 22.5)","(21.0, 48.0, 44.0)","(3.1, 3.5, 3.4)","(5.0, 5.4, 5.3500000000000005)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 107.5)","(21.0, 95.0, 77.57142857142857)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:24.724355,"(12.0, 27.0, 25.785714285714285)","(21.0, 48.0, 44.0)","(3.1, 3.5, 3.4)","(5.0, 5.4, 5.3500000000000005)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 107.5)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:25.863246,"(12.0, 27.0, 22.5)","(21.0, 48.0, 44.0)","(3.1, 3.5, 3.4125)","(5.0, 5.4, 5.3500000000000005)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 107.5)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:27.058944,"(12.0, 27.0, 22.5)","(21.0, 46.0, 44.0)","(3.1, 3.45, 3.405555555555556)","(5.0, 5.4, 5.3500000000000005)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 104.0)","(21.0, 95.0, 77.57142857142857)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.666666666666667)"
09-01-2023 09:06:28.187087,"(12.0, 27.0, 25.785714285714285)","(21.0, 46.0, 44.0)","(3.1, 3.45, 3.405555555555556)","(5.0, 5.4, 5.3500000000000005)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 104.0)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.729411764705882)","(3.7, 4.8, 4.7)"
09-01-2023 09:06:29.354881,"(12.0, 27.0, 22.5)","(21.0, 46.0, 43.6)","(3.1, 3.45, 3.403846153846154)","(5.0, 5.4, 5.047457627118644)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 104.0)","(21.0, 95.0, 54.33333333333333)","(5.5, 6.8, 6.4270270270270276)","(3.7, 4.8, 4.685714285714286)"
09-01-2023 09:06:30.575046,"(12.0, 27.0, 22.5)","(21.0, 46.0, 43.6)","(3.1, 3.65, 3.4722222222222223)","(5.0, 5.1, 5.011864406779661)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 104.0)","(21.0, 95.0, 77.57142857142857)","(5.5, 6.6, 6.429126213592233)","(3.7, 4.8, 4.3022857142857145)"
09-01-2023 09:06:31.813440,"(12.0, 27.0, 25.785714285714285)","(21.0, 46.0, 43.6)","(3.1, 3.65, 3.53)","(5.0, 5.1, 5.005454545454546)","(17.0, 46.0, 36.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 160.0, 104.0)","(21.0, 95.0, 69.8)","(5.5, 6.6, 6.424)","(3.7, 4.4, 4.302840909090909)"
09-01-2023 09:06:32.982630,"(12.0, 27.0, 22.5)","(21.0, 46.0, 44.5)","(3.1, 3.55, 3.53)","(5.0, 5.1, 5.005454545454546)","(17.0, 46.0, 35.333333333333336)","(21.0, 44.0, 41.0)","(31.0, 160.0, 104.0)","(21.0, 95.0, 41.5)","(5.5, 6.6, 6.424)","(3.7, 4.4, 4.302840909090909)"
09-01-2023 09:06:34.129294,"(12.0, 27.0, 24.333333333333332)","(21.0, 46.0, 44.5)","(3.1, 3.55, 3.6414285714285715)","(5.0, 5.1, 5.225)","(17.0, 46.0, 41.2)","(21.0, 44.0, 41.0)","(31.0, 160.0, 103.0)","(21.0, 44.0, 42.0)","(5.5, 6.6, 6.422018348623854)","(3.7, 4.4, 4.302777777777778)"
09-01-2023 09:06:35.265549,"(12.0, 27.0, 25.92857142857143)","(21.0, 46.0, 43.5)","(3.1, 3.65, 3.6414285714285715)","(5.0, 5.3, 5.225)","(17.0, 46.0, 41.2)","(21.0, 44.0, 41.6)","(31.0, 160.0, 103.0)","(21.0, 44.0, 40.0)","(5.5, 6.6, 6.241975308641975)","(3.7, 4.4, 4.301685393258427)"
09-01-2023 09:06:36.435304,"(12.0, 27.0, 25.92857142857143)","(21.0, 46.0, 44.0)","(3.1, 3.65, 3.577272727272727)","(5.0, 5.2, 5.15)","(17.0, 46.0, 42.8)","(21.0, 44.0, 41.6)","(31.0, 160.0, 103.0)","(21.0, 44.0, 42.25)","(5.5, 6.4, 6.84)","(3.7, 4.4, 4.279999999999999)"
09-01-2023 09:06:37.607325,"(12.0, 27.0, 24.333333333333332)","(21.0, 46.0, 44.0)","(3.1, 3.65, 3.6153846153846154)","(5.0, 5.3, 5.242857142857143)","(17.0, 46.0, 42.8)","(21.0, 44.0, 41.6)","(31.0, 160.0, 84.0)","(21.0, 44.0, 42.25)","(5.5, 7.2, 6.942857142857143)","(3.7, 4.6, 4.316666666666666)"
09-01-2023 09:06:38.712333,"(12.0, 27.0, 24.333333333333332)","(21.0, 46.0, 44.0)","(3.1, 3.65, 3.6153846153846154)","(5.0, 5.3, 5.242857142857143)","(17.0, 46.0, 42.8)","(21.0, 44.0, 41.6)","(31.0, 160.0, 84.0)","(21.0, 44.0, 42.25)","(5.5, 7.2, 6.942857142857143)","(3.7, 4.4, 4.316666666666666)"
09-01-2023 09:06:39.907235,"(12.0, 27.0, 25.857142857142858)","(21.0, 46.0, 44.285714285714285)","(3.1, 3.65, 3.5243243243243243)","(5.0, 5.3, 5.271428571428571)","(17.0, 55.0, 43.5)","(21.0, 44.0, 41.6)","(31.0, 160.0, 84.0)","(21.0, 44.0, 41.0)","(5.5, 7.2, 6.828571428571428)","(3.7, 4.4, 4.316666666666666)"
09-01-2023 09:06:41.080386,"(12.0, 27.0, 25.785714285714285)","(21.0, 46.0, 44.285714285714285)","(3.1, 3.6, 3.5428571428571427)","(5.0, 5.3, 5.271428571428571)","(17.0, 55.0, 43.5)","(21.0, 44.0, 41.6)","(31.0, 160.0, 84.0)","(21.0, 44.0, 41.0)","(5.5, 7.4, 6.828571428571428)","(3.7, 4.4, 4.316666666666666)"
09-01-2023 09:06:42.250828,"(12.0, 27.0, 25.785714285714285)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.6, 3.5428571428571427)","(5.0, 5.3, 5.22)","(17.0, 55.0, 43.5)","(21.0, 44.0, 41.6)","(31.0, 160.0, 103.0)","(21.0, 44.0, 41.0)","(5.5, 7.4, 6.828571428571428)","(3.7, 4.4, 4.316666666666666)"
09-01-2023 09:06:43.452795,"(12.0, 27.0, 22.5)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.6, 3.5428571428571427)","(5.0, 5.3, 5.22)","(17.0, 55.0, 43.5)","(21.0, 44.0, 41.6)","(31.0, 160.0, 103.0)","(21.0, 44.0, 41.0)","(5.5, 7.4, 6.672727272727273)","(3.7, 4.4, 4.316666666666667)"
09-01-2023 09:06:44.586006,"(12.0, 27.0, 25.785714285714285)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.6, 3.5428571428571427)","(5.0, 5.3, 5.22)","(17.0, 55.0, 43.5)","(21.0, 44.0, 42.0)","(31.0, 160.0, 103.0)","(21.0, 44.0, 39.0)","(5.5, 7.4, 6.672727272727273)","(3.7, 4.4, 4.316666666666667)"
09-01-2023 09:06:45.751992,"(12.0, 27.0, 25.857142857142858)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.5, 3.4163841807909603)","(5.0, 5.3, 5.22)","(17.0, 55.0, 43.5)","(21.0, 44.0, 42.0)","(31.0, 160.0, 103.0)","(21.0, 44.0, 39.0)","(5.5, 7.4, 6.733333333333333)","(3.7, 4.4, 4.376470588235295)"
09-01-2023 09:06:46.892463,"(12.0, 27.0, 24.333333333333332)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.5, 3.4163841807909603)","(5.0, 5.3, 5.22)","(17.0, 55.0, 43.5)","(21.0, 44.0, 40.0)","(31.0, 160.0, 103.0)","(21.0, 44.0, 39.0)","(5.5, 7.4, 6.733333333333333)","(3.7, 4.5, 4.4)"
09-01-2023 09:06:48.046932,"(12.0, 27.0, 24.333333333333332)","(21.0, 46.0, 43.6)","(3.1, 3.5, 3.31025641025641)","(5.0, 5.3, 5.071428571428571)","(17.0, 55.0, 39.25)","(21.0, 44.0, 41.0)","(31.0, 160.0, 103.0)","(21.0, 44.0, 39.0)","(5.5, 7.4, 6.733333333333333)","(3.7, 4.5, 4.430000000000001)"
09-01-2023 09:06:49.265162,"(12.0, 27.0, 26.272727272727273)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.5, 3.38)","(5.0, 5.3, 5.245454545454545)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.0)","(31.0, 160.0, 122.0)","(21.0, 44.0, 39.0)","(5.5, 7.4, 6.723076923076923)","(3.7, 4.5, 4.430000000000001)"
09-01-2023 09:06:50.477810,"(12.0, 27.0, 25.92857142857143)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.4, 3.307142857142857)","(5.0, 5.3, 5.227272727272727)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.5)","(31.0, 160.0, 122.0)","(21.0, 44.0, 40.0)","(5.5, 7.4, 6.723076923076923)","(3.7, 4.5, 4.4)"
09-01-2023 09:06:51.640657,"(12.0, 27.0, 25.92857142857143)","(21.0, 46.0, 44.0)","(3.1, 3.45, 3.350986842105263)","(5.0, 5.3, 5.227272727272727)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.0)","(31.0, 160.0, 122.0)","(21.0, 44.0, 40.0)","(5.5, 7.4, 6.723076923076923)","(3.7, 4.5, 4.4)"
09-01-2023 09:06:52.795067,"(12.0, 27.0, 25.5)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.5, 3.307741935483871)","(5.0, 5.3, 5.227272727272727)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.0)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 40.0)","(5.5, 7.4, 6.723076923076923)","(3.7, 4.5, 4.4)"
09-01-2023 09:06:53.898094,"(12.0, 27.0, 25.5)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.5, 3.307741935483871)","(5.0, 5.3, 5.227272727272727)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.0)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 40.0)","(5.5, 7.4, 6.723076923076923)","(3.7, 4.5, 4.4)"
09-01-2023 09:06:55.031092,"(12.0, 27.0, 25.5)","(21.0, 46.0, 42.666666666666664)","(3.1, 3.5, 3.3075949367088606)","(5.0, 5.3, 5.227272727272727)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.0)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 40.0)","(5.5, 7.4, 6.723076923076923)","(3.7, 4.5, 4.214659685863874)"
09-01-2023 09:06:56.235503,"(12.0, 27.0, 25.5)","(21.0, 46.0, 44.333333333333336)","(3.1, 3.5, 3.3990384615384617)","(5.0, 5.3, 5.227272727272727)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.5)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 41.5)","(5.5, 7.4, 7.164285714285715)","(3.7, 4.4, 4.164192139737991)"
09-01-2023 09:06:57.483579,"(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.0)","(3.1, 3.5, 3.475)","(5.0, 5.3, 5.227272727272727)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.5)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 41.5)","(5.5, 7.4, 7.164285714285715)","(3.7, 4.4, 4.16)"
09-01-2023 09:06:58.667011,"(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.0)","(3.1, 3.5, 3.4892857142857143)","(5.0, 5.3, 5.245454545454545)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.5)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 41.5)","(5.5, 7.4, 7.148571428571429)","(3.7, 4.4, 4.133333333333333)"
09-01-2023 09:06:59.804530,"(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.0)","(3.1, 3.5, 3.4892857142857143)","(5.0, 5.3, 5.245454545454545)","(17.0, 55.0, 47.125)","(21.0, 44.0, 41.5)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 41.5)","(5.5, 7.4, 7.176)","(3.7, 4.4, 4.134328358208955)"
09-01-2023 09:07:00.971939,"(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.0)","(3.1, 3.5, 3.563265306122449)","(5.0, 5.3, 5.245454545454545)","(17.0, 55.0, 45.66666666666667)","(21.0, 44.0, 41.5)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 41.5)","(5.5, 7.2, 7.176)","(3.7, 4.4, 4.134328358208955)"
09-01-2023 09:07:02.113111,"(12.0, 26.0, 24.0)","(21.0, 46.0, 44.0)","(3.1, 3.6, 3.575510204081633)","(5.0, 5.3, 5.245454545454545)","(17.0, 55.0, 45.66666666666667)","(21.0, 44.0, 41.0)","(31.0, 160.0, 127.42857142857142)","(21.0, 44.0, 40.0)","(5.5, 7.2, 7.114285714285714)","(3.7, 4.4, 4.20952380952381)"
