,Laroza Bale,Blackpool Ryan,Coach Fagan,No Tax,Crymelon Comet,Spring Tune,Bahrose,Parlo Bale
07-01-2023 18:56:23.626398,"(4.6, 6.0, 5.934782608695652)","(2.3, 2.8, 2.795)","(14.0, 24.0, 23.83783783783784)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.18961038961039)","(5.5, 7.0, 6.865)","(9.0, 12.0, 11.370967741935484)","(61.0, 170.0, 162.85714285714286)"
07-01-2023 18:56:24.855961,"(4.6, 6.0, 5.934782608695652)","(2.3, 2.82, 2.813333333333333)","(14.0, 25.0, 24.870967741935484)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.2)","(5.5, 7.0, 6.865)","(9.0, 12.0, 11.370967741935484)","(61.0, 170.0, 162.85714285714286)"
07-01-2023 18:56:26.016901,"(4.6, 5.9, 5.7)","(2.3, 2.82, 2.813846153846154)","(14.0, 25.0, 24.870967741935484)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.2)","(5.5, 7.0, 6.865)","(9.0, 12.0, 11.370967741935484)","(61.0, 170.0, 162.85714285714286)"
07-01-2023 18:56:27.285239,"(4.6, 5.9, 5.424137931034482)","(2.3, 2.84, 2.7800000000000002)","(14.0, 25.0, 24.885714285714286)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.222535211267607)","(5.5, 7.0, 6.818181818181818)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 161.72413793103448)"
07-01-2023 18:56:28.607250,"(4.6, 5.7, 5.566666666666666)","(2.3, 2.84, 2.8057142857142856)","(14.0, 25.0, 24.885714285714286)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.222535211267607)","(5.5, 7.2, 6.95)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 161.72413793103448)"
07-01-2023 18:56:29.839038,"(4.6, 5.6, 5.38)","(2.3, 2.84, 2.8057142857142856)","(14.0, 25.0, 24.885714285714286)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.018181818181818)","(5.5, 7.2, 7.023529411764706)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 161.72413793103448)"
07-01-2023 18:56:31.106124,"(4.6, 5.5, 5.270588235294118)","(2.3, 2.84, 2.8057142857142856)","(14.0, 25.0, 24.885714285714286)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.1375)","(5.5, 7.2, 7.023529411764706)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 161.72413793103448)"
07-01-2023 18:56:32.358193,"(4.6, 5.5, 5.270588235294118)","(2.3, 2.84, 2.8057142857142856)","(14.0, 25.0, 24.870967741935484)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.2)","(5.5, 7.2, 7.023529411764706)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.85714285714286)"
07-01-2023 18:56:33.600108,"(4.6, 5.5, 5.270588235294118)","(2.3, 2.84, 2.8057142857142856)","(14.0, 25.0, 24.885714285714286)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.2)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.85714285714286)"
07-01-2023 18:56:34.875916,"(4.6, 5.5, 5.270588235294118)","(2.3, 2.84, 2.7834146341463413)","(14.0, 25.0, 24.885714285714286)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.2)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 157.14285714285714)"
07-01-2023 18:56:36.043604,"(4.6, 5.5, 5.326666666666666)","(2.3, 2.82, 2.764444444444444)","(14.0, 25.0, 24.885714285714286)","(14.0, 22.0, 20.075)","(6.5, 8.4, 8.695652173913043)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 147.5)"
07-01-2023 18:56:37.204647,"(4.6, 5.5, 5.326666666666666)","(2.3, 2.74, 2.7290909090909095)","(14.0, 25.0, 24.846153846153847)","(14.0, 22.0, 20.075)","(6.5, 8.8, 8.695652173913043)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:38.457588,"(4.6, 5.5, 5.326666666666666)","(2.3, 2.76, 2.7580952380952377)","(14.0, 25.0, 24.393939393939394)","(14.0, 22.0, 20.075)","(6.5, 9.2, 8.94)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:39.722640,"(4.6, 5.5, 5.326666666666666)","(2.3, 2.78, 2.7575)","(14.0, 25.0, 24.393939393939394)","(14.0, 22.0, 20.075)","(6.5, 9.0, 9.100000000000001)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:40.889218,"(4.6, 5.5, 5.326666666666666)","(2.3, 2.78, 2.767142857142857)","(14.0, 25.0, 24.393939393939394)","(14.0, 22.0, 20.075)","(6.5, 9.4, 8.933333333333334)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:42.008660,"(4.6, 5.5, 5.307407407407407)","(2.3, 2.78, 2.7536)","(14.0, 25.0, 24.294117647058822)","(14.0, 22.0, 20.075)","(6.5, 9.4, 9.100000000000001)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:43.166404,"(4.6, 5.5, 5.35)","(2.3, 2.76, 2.755)","(14.0, 25.0, 24.294117647058822)","(14.0, 22.0, 20.075)","(6.5, 9.4, 9.100000000000001)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:44.409392,"(4.6, 5.5, 5.359999999999999)","(2.3, 2.76, 2.736)","(14.0, 25.0, 24.294117647058822)","(14.0, 22.0, 20.075)","(6.5, 9.4, 9.178947368421053)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:45.573570,"(4.6, 5.5, 5.359999999999999)","(2.3, 2.74, 2.736)","(14.0, 25.0, 24.294117647058822)","(14.0, 22.0, 20.075)","(6.5, 9.4, 9.178947368421053)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:46.752749,"(4.6, 5.5, 5.42)","(2.3, 2.74, 2.7350000000000003)","(14.0, 25.0, 24.2)","(14.0, 22.0, 20.075)","(6.5, 9.4, 9.225)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:47.847866,"(4.6, 5.5, 5.34)","(2.3, 2.74, 2.7344000000000004)","(14.0, 25.0, 24.0)","(14.0, 22.0, 20.352941176470587)","(6.5, 9.4, 9.225)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:49.065383,"(4.6, 5.5, 5.346153846153846)","(2.3, 2.78, 2.7679245283018865)","(14.0, 25.0, 24.0)","(14.0, 22.0, 20.352941176470587)","(6.5, 9.4, 9.225)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 162.5)"
07-01-2023 18:56:50.311294,"(4.6, 5.5, 5.323529411764706)","(2.3, 2.76, 2.751923076923077)","(14.0, 25.0, 24.0)","(14.0, 22.0, 20.51063829787234)","(6.5, 9.4, 9.225)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:51.532333,"(4.6, 5.5, 5.323529411764706)","(2.3, 2.76, 2.7551020408163263)","(14.0, 25.0, 24.357142857142858)","(14.0, 22.0, 20.51063829787234)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:52.792028,"(4.6, 5.5, 5.2272727272727275)","(2.3, 2.76, 2.7766666666666664)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.51063829787234)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:54.026394,"(4.6, 5.5, 5.2272727272727275)","(2.3, 2.78, 2.74)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.51063829787234)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:55.436369,"(4.6, 5.5, 5.2272727272727275)","(2.3, 2.78, 2.75)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.51063829787234)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.431034482758621)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:56.591700,"(4.6, 5.5, 5.2272727272727275)","(2.3, 2.78, 2.75)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.51063829787234)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.357142857142858)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:57.701706,"(4.6, 5.5, 5.2272727272727275)","(2.3, 2.78, 2.7333333333333334)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 19.82608695652174)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 11.5, 11.179245283018869)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:58.764327,"(4.6, 5.5, 5.442857142857143)","(2.3, 2.78, 2.7765217391304344)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.484848484848484)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 11.5, 11.61)","(61.0, 170.0, 163.47826086956522)"
07-01-2023 18:56:59.879504,"(4.6, 5.5, 5.321052631578947)","(2.3, 2.78, 2.7718367346938773)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.484848484848484)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.547169811320755)","(61.0, 170.0, 162.5)"
07-01-2023 18:57:01.089675,"(4.6, 5.4, 5.3)","(2.3, 2.74, 2.7374468085106387)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.484848484848484)","(6.5, 9.4, 9.217391304347826)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.547169811320755)","(61.0, 170.0, 162.5)"
07-01-2023 18:57:02.264435,"(4.6, 5.4, 5.26551724137931)","(2.3, 2.74, 2.736666666666667)","(14.0, 25.0, 24.470588235294116)","(14.0, 22.0, 20.484848484848484)","(6.5, 9.4, 9.246511627906978)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.547169811320755)","(61.0, 170.0, 153.33333333333334)"
07-01-2023 18:57:03.365089,"(4.6, 5.4, 5.26551724137931)","(2.3, 2.74, 2.7332075471698114)","(14.0, 25.0, 24.333333333333332)","(14.0, 22.0, 20.484848484848484)","(6.5, 9.4, 9.246511627906978)","(5.5, 7.2, 7.0636363636363635)","(9.0, 12.0, 11.547169811320755)","(61.0, 170.0, 153.33333333333334)"
07-01-2023 18:57:04.433216,"(4.6, 5.4, 5.281818181818182)","(2.3, 2.74, 2.7330769230769234)","(14.0, 25.0, 24.333333333333332)","(14.0, 22.0, 20.484848484848484)","(6.5, 9.4, 9.256521739130434)","(5.5, 7.2, 7.069565217391304)","(9.0, 12.0, 11.547169811320755)","(61.0, 170.0, 153.33333333333334)"
07-01-2023 18:57:05.582333,"(4.6, 5.4, 5.266666666666667)","(2.3, 2.74, 2.7332075471698114)","(14.0, 25.0, 24.43243243243243)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.294117647058824)","(5.5, 6.8, 6.753846153846154)","(9.0, 12.0, 11.547169811320755)","(61.0, 170.0, 166.0)"
07-01-2023 18:57:06.651176,"(4.6, 5.4, 5.266666666666667)","(2.3, 2.76, 2.7507692307692304)","(14.0, 25.0, 24.647058823529413)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.296153846153846)","(5.5, 6.8, 6.578947368421052)","(9.0, 12.0, 11.625)","(61.0, 170.0, 166.0)"
07-01-2023 18:57:07.742228,"(4.6, 5.4, 5.254545454545455)","(2.3, 2.76, 2.722666666666667)","(14.0, 25.0, 24.833333333333332)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.296153846153846)","(5.5, 6.8, 6.578947368421052)","(9.0, 12.0, 11.625)","(61.0, 170.0, 167.89473684210526)"
07-01-2023 18:57:08.837587,"(4.6, 5.4, 5.266666666666667)","(2.3, 2.76, 2.722666666666667)","(14.0, 25.0, 26.0)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.296153846153846)","(5.5, 6.8, 6.609090909090909)","(9.0, 12.0, 11.625)","(61.0, 170.0, 168.0)"
07-01-2023 18:57:10.015257,"(4.6, 5.4, 5.254545454545455)","(2.3, 2.76, 2.7225)","(14.0, 29.0, 26.692307692307693)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.296153846153846)","(5.5, 6.8, 6.591304347826087)","(9.0, 12.0, 11.483870967741936)","(61.0, 170.0, 168.0)"
07-01-2023 18:57:11.254338,"(4.6, 5.4, 5.247619047619048)","(2.3, 2.74, 2.7225)","(14.0, 27.0, 26.833333333333332)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.260714285714286)","(5.5, 6.8, 6.546153846153846)","(9.0, 12.0, 11.535714285714286)","(61.0, 170.0, 168.0)"
07-01-2023 18:57:12.477577,"(4.6, 5.4, 5.3238095238095235)","(2.3, 2.76, 2.75)","(14.0, 27.0, 26.833333333333332)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.260714285714286)","(5.5, 6.8, 6.581818181818182)","(9.0, 12.0, 11.535714285714286)","(61.0, 170.0, 168.0)"
07-01-2023 18:57:13.753791,"(4.6, 5.4, 5.326315789473684)","(2.3, 2.78, 2.75)","(14.0, 27.0, 27.58823529411765)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.260714285714286)","(5.5, 6.8, 6.581818181818182)","(9.0, 12.0, 11.580645161290322)","(61.0, 170.0, 168.0)"
07-01-2023 18:57:15.014472,"(4.6, 5.4, 5.1899999999999995)","(2.3, 2.78, 2.7866666666666666)","(14.0, 29.0, 28.17948717948718)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.258181818181818)","(5.5, 6.8, 6.6)","(9.0, 12.0, 11.529411764705882)","(71.0, 170.0, 168.0)"
07-01-2023 18:57:16.187467,"(4.6, 5.4, 5.1899999999999995)","(2.3, 2.8, 2.7866666666666666)","(14.0, 29.0, 28.157894736842106)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.258181818181818)","(5.5, 6.8, 6.536)","(9.0, 12.0, 11.529411764705882)","(71.0, 170.0, 168.0)"
07-01-2023 18:57:17.487259,"(4.6, 5.4, 5.128571428571429)","(2.3, 2.8, 2.7699999999999996)","(14.0, 29.0, 28.157894736842106)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.252830188679246)","(5.5, 6.8, 6.504761904761905)","(9.0, 12.0, 11.580645161290322)","(71.0, 170.0, 168.0)"
07-01-2023 18:57:18.667707,"(4.6, 5.4, 5.15483870967742)","(2.3, 2.8, 2.7699999999999996)","(15.0, 29.0, 28.157894736842106)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.252830188679246)","(5.5, 6.6, 6.504761904761905)","(9.0, 12.0, 11.566666666666666)","(71.0, 170.0, 168.0)"
07-01-2023 18:57:19.720742,"(4.6, 5.4, 5.15483870967742)","(2.3, 2.8, 2.7699999999999996)","(15.0, 29.0, 28.157894736842106)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.252830188679246)","(5.5, 6.6, 6.504761904761905)","(9.0, 12.0, 11.566666666666666)","(71.0, 170.0, 168.0)"
07-01-2023 18:57:20.863700,"(4.6, 5.4, 5.128571428571429)","(2.3, 2.8, 2.7831249999999996)","(15.0, 29.0, 28.157894736842106)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.252830188679246)","(5.5, 6.6, 6.4799999999999995)","(9.0, 12.0, 11.485714285714286)","(71.0, 170.0, 168.0)"
07-01-2023 18:57:22.076815,"(4.6, 5.4, 5.124137931034483)","(2.3, 2.8, 2.784)","(15.0, 29.0, 27.926829268292682)","(14.0, 22.0, 20.684210526315788)","(6.5, 9.4, 9.252830188679246)","(5.5, 6.6, 6.4799999999999995)","(9.0, 12.0, 11.526315789473685)","(71.0, 170.0, 168.0)"
07-01-2023 18:57:23.314777,"(4.6, 5.4, 5.21)","(2.3, 2.8, 2.777209302325581)","(15.0, 29.0, 27.926829268292682)","(14.0, 22.0, 20.333333333333332)","(6.5, 9.4, 9.245161290322581)","(5.5, 6.6, 6.457142857142857)","(9.0, 12.0, 11.533333333333333)","(71.0, 170.0, 172.5)"
07-01-2023 18:57:24.519673,"(4.4, 5.4, 5.247619047619048)","(2.3, 2.78, 2.777209302325581)","(15.0, 29.0, 27.926829268292682)","(14.0, 22.0, 21.047619047619047)","(7.0, 9.4, 9.168)","(5.5, 6.6, 6.451851851851852)","(9.0, 12.0, 11.533333333333333)","(71.0, 180.0, 172.5)"
07-01-2023 18:57:25.669410,"(4.4, 5.4, 5.293333333333334)","(2.3, 2.8, 2.7838709677419353)","(15.0, 29.0, 27.926829268292682)","(14.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.125581395348837)","(5.5, 6.6, 6.333333333333333)","(9.0, 12.0, 11.533333333333333)","(71.0, 180.0, 172.5)"
07-01-2023 18:57:26.825761,"(4.4, 5.4, 5.293333333333334)","(2.3, 2.78, 2.778285714285714)","(15.0, 29.0, 27.926829268292682)","(14.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.125581395348837)","(5.5, 6.6, 6.228571428571429)","(9.0, 12.0, 11.571428571428571)","(71.0, 180.0, 172.8)"
07-01-2023 18:57:27.941703,"(4.4, 5.4, 5.293333333333334)","(2.3, 2.78, 2.778285714285714)","(15.0, 29.0, 28.157894736842106)","(14.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.074509803921568)","(5.5, 6.6, 6.228571428571429)","(9.0, 12.0, 11.581395348837209)","(71.0, 180.0, 172.8)"
07-01-2023 18:57:29.097668,"(4.4, 5.4, 5.3125)","(2.3, 2.78, 2.7788888888888885)","(15.0, 29.0, 28.157894736842106)","(14.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.074509803921568)","(5.5, 6.6, 6.228571428571429)","(9.0, 12.0, 11.581395348837209)","(71.0, 180.0, 172.8)"
07-01-2023 18:57:30.177162,"(4.4, 5.4, 5.3125)","(2.3, 2.78, 2.7788888888888885)","(15.0, 29.0, 28.157894736842106)","(15.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.066666666666666)","(5.5, 6.6, 6.228571428571429)","(9.0, 12.0, 11.581395348837209)","(71.0, 180.0, 172.8)"
07-01-2023 18:57:31.276138,"(4.4, 5.4, 5.356521739130435)","(2.3, 2.8, 2.787906976744186)","(15.0, 29.0, 28.157894736842106)","(15.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.078260869565216)","(5.5, 6.6, 6.404999999999999)","(9.0, 12.0, 11.581395348837209)","(71.0, 180.0, 172.8)"
07-01-2023 18:57:32.455411,"(4.4, 5.5, 5.325)","(2.3, 2.8, 2.782068965517241)","(15.0, 29.0, 28.157894736842106)","(15.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.078260869565216)","(5.5, 6.6, 6.404999999999999)","(9.0, 12.0, 11.55)","(71.0, 180.0, 164.7826086956522)"
07-01-2023 18:57:33.659252,"(4.4, 5.4, 5.35)","(2.3, 2.8, 2.7636363636363632)","(15.0, 29.0, 27.666666666666668)","(15.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.085714285714285)","(5.5, 6.6, 6.4375)","(9.0, 12.0, 11.608695652173914)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:34.934770,"(4.4, 5.5, 5.381818181818182)","(2.3, 2.7, 2.6472727272727274)","(15.0, 29.0, 27.727272727272727)","(15.0, 22.0, 21.047619047619047)","(7.0, 9.2, 9.105882352941176)","(5.5, 6.6, 6.472727272727273)","(9.0, 12.0, 11.608695652173914)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:36.187954,"(4.4, 5.6, 5.454545454545455)","(2.3, 2.68, 2.6500000000000004)","(15.0, 29.0, 27.727272727272727)","(15.0, 22.0, 21.40625)","(7.0, 9.2, 9.105882352941176)","(5.5, 6.6, 6.51578947368421)","(9.0, 12.0, 11.608695652173914)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:37.290970,"(4.4, 5.6, 5.472)","(2.3, 2.68, 2.6500000000000004)","(15.0, 29.0, 27.727272727272727)","(15.0, 22.0, 21.703703703703702)","(7.0, 9.2, 9.105882352941176)","(5.5, 6.6, 6.605882352941176)","(9.0, 12.0, 11.608695652173914)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:38.348041,"(4.4, 5.6, 5.507142857142857)","(2.3, 2.64, 2.6114285714285717)","(15.0, 29.0, 27.727272727272727)","(15.0, 22.0, 21.703703703703702)","(7.0, 9.2, 9.104)","(5.5, 6.8, 6.59375)","(9.0, 12.0, 11.541666666666666)","(71.0, 170.0, 164.54545454545453)"
07-01-2023 18:57:39.496022,"(4.4, 5.6, 5.535)","(2.3, 2.66, 2.6269565217391304)","(15.0, 29.0, 27.857142857142858)","(15.0, 24.0, 24.454545454545453)","(7.0, 9.2, 9.104)","(5.5, 6.8, 6.59375)","(9.0, 12.0, 11.545454545454545)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:40.715546,"(4.4, 5.6, 5.527777777777778)","(2.3, 2.66, 2.6269565217391304)","(15.0, 29.0, 27.857142857142858)","(15.0, 25.0, 24.454545454545453)","(7.0, 9.2, 9.104)","(5.5, 6.8, 6.59375)","(9.0, 12.0, 12.30952380952381)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:41.910724,"(4.4, 5.6, 5.538095238095238)","(2.3, 2.66, 2.6123529411764705)","(15.0, 29.0, 27.8)","(15.0, 24.0, 23.85)","(7.0, 9.2, 9.104)","(5.5, 6.6, 6.55)","(9.0, 12.5, 12.30952380952381)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:43.071937,"(4.4, 5.6, 5.552631578947368)","(2.3, 2.62, 2.610588235294118)","(15.0, 29.0, 27.565217391304348)","(15.0, 24.0, 23.88)","(7.0, 9.2, 9.073684210526315)","(5.5, 6.6, 6.572093023255814)","(9.0, 12.5, 12.14864864864865)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:44.286640,"(4.4, 5.6, 5.552272727272727)","(2.3, 2.6, 2.5654545454545454)","(15.0, 29.0, 28.379310344827587)","(15.0, 24.0, 23.894736842105264)","(7.0, 9.6, 9.5)","(5.5, 6.8, 6.637037037037037)","(9.0, 12.5, 12.180851063829786)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:45.405991,"(4.4, 5.5, 5.344444444444444)","(2.3, 2.58, 2.5654545454545454)","(15.0, 29.0, 28.379310344827587)","(15.0, 24.0, 23.894736842105264)","(7.0, 9.6, 9.5)","(5.5, 6.8, 6.637037037037037)","(9.0, 12.5, 12.180851063829786)","(71.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:46.588466,"(4.4, 5.5, 5.344444444444444)","(2.3, 2.56, 2.54)","(16.0, 29.0, 28.5)","(16.0, 24.0, 23.91304347826087)","(7.0, 9.6, 9.733333333333334)","(5.5, 6.8, 6.546666666666667)","(9.0, 12.5, 12.211538461538462)","(81.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:47.804747,"(4.4, 5.5, 5.360869565217391)","(2.3, 2.54, 2.535111111111111)","(16.0, 29.0, 28.8125)","(16.0, 24.0, 23.923076923076923)","(7.0, 9.8, 9.866666666666667)","(5.5, 6.6, 6.552941176470588)","(9.0, 12.5, 12.211538461538462)","(81.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:48.934276,"(4.4, 5.5, 5.360869565217391)","(2.3, 2.54, 2.5337254901960784)","(16.0, 29.0, 28.8125)","(16.0, 24.0, 23.923076923076923)","(7.0, 10.0, 10.045)","(5.5, 6.6, 6.588679245283019)","(9.0, 12.5, 12.19811320754717)","(81.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:49.978038,"(4.4, 5.6, 5.414285714285715)","(2.3, 2.52, 2.501818181818182)","(16.0, 29.0, 28.25)","(16.0, 24.0, 23.833333333333332)","(7.0, 10.5, 10.027906976744186)","(5.5, 6.8, 6.6461538461538465)","(9.0, 12.5, 12.227272727272727)","(81.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:51.114067,"(4.4, 5.6, 5.521052631578947)","(2.3, 2.5, 2.486666666666667)","(16.0, 29.0, 28.23076923076923)","(16.0, 24.0, 23.666666666666668)","(7.0, 10.5, 9.988888888888889)","(5.5, 6.8, 6.627272727272727)","(9.0, 12.5, 12.214285714285714)","(81.0, 170.0, 164.7826086956522)"
07-01-2023 18:57:52.319963,"(4.4, 5.6, 5.515789473684211)","(2.25, 2.5, 2.4731428571428573)","(16.0, 29.0, 27.92)","(16.0, 24.0, 26.857142857142858)","(7.0, 10.0, 9.994594594594595)","(5.5, 6.8, 6.6347826086956525)","(9.0, 12.5, 12.151162790697674)","(81.0, 170.0, 163.68421052631578)"
07-01-2023 18:57:53.381549,"(4.4, 5.6, 5.508571428571429)","(2.25, 2.48, 2.4731428571428573)","(16.0, 28.0, 27.2972972972973)","(16.0, 27.0, 26.875)","(7.0, 10.0, 9.995238095238095)","(5.5, 6.8, 6.6347826086956525)","(9.0, 12.5, 12.2)","(81.0, 170.0, 163.68421052631578)"
07-01-2023 18:57:54.497155,"(4.4, 5.6, 5.5058823529411764)","(2.25, 2.48, 2.473333333333333)","(16.0, 29.0, 28.048780487804876)","(16.0, 27.0, 26.875)","(7.0, 10.0, 9.995238095238095)","(5.5, 6.8, 6.6347826086956525)","(9.0, 12.5, 12.148148148148149)","(81.0, 170.0, 163.68421052631578)"
07-01-2023 18:57:55.661689,"(4.4, 5.6, 5.576923076923077)","(2.25, 2.48, 2.447123287671233)","(16.0, 28.0, 28.210526315789473)","(16.0, 27.0, 26.875)","(7.0, 10.0, 9.995238095238095)","(5.5, 6.8, 6.641666666666667)","(9.0, 12.5, 12.2)","(81.0, 170.0, 165.0)"
07-01-2023 18:57:56.844535,"(4.4, 5.7, 5.611111111111112)","(2.25, 2.48, 2.4477611940298507)","(16.0, 29.0, 28.210526315789473)","(16.0, 27.0, 26.894736842105264)","(7.0, 10.0, 9.995238095238095)","(5.5, 6.8, 6.641666666666667)","(9.0, 12.5, 11.9375)","(81.0, 170.0, 165.0)"
