,Laroza Bale,Blackpool Ryan,Coach Fagan,No Tax,Crymelon Comet,Spring Tune,Bahrose,Parlo Bale
07-01-2023 18:46:03.475784,"(3.7, 6.2, 5.333333333333334)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 160.0)"
07-01-2023 18:46:04.799655,"(3.7, 5.7, 5.561538461538461)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 160.0)"
07-01-2023 18:46:05.841642,"(3.7, 5.7, 5.561538461538461)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 160.0)"
07-01-2023 18:46:06.953623,"(3.7, 5.7, 5.475)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:08.055390,"(3.7, 5.7, 5.475)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:09.119846,"(3.7, 5.7, 5.475)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:10.123647,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:11.179486,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:12.288435,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:13.402635,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:14.448463,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:15.583594,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:16.743414,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:46:17.793147,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:18.798338,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:19.826395,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:20.896596,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:21.956758,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:23.025112,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.672727272727273)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:24.055987,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:25.124511,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 82.0)"
07-01-2023 18:46:26.257918,"(3.7, 5.7, 5.190909090909091)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 131.23076923076923)"
07-01-2023 18:46:27.386194,"(3.7, 5.7, 5.3235294117647065)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 131.23076923076923)"
07-01-2023 18:46:28.493268,"(3.7, 5.7, 5.3235294117647065)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 131.23076923076923)"
07-01-2023 18:46:29.673251,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 131.23076923076923)"
07-01-2023 18:46:30.917784,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 131.23076923076923)"
07-01-2023 18:46:32.088899,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:46:33.167815,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:34.349945,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:35.605562,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:36.855748,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:38.051369,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:39.218877,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:40.334869,"(3.7, 6.2, 5.680000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.1)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:41.436231,"(3.7, 6.2, 5.333333333333334)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 11.0)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:42.555727,"(3.7, 6.2, 5.333333333333334)","(2.6, 3.45, 2.9633333333333334)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.2, 7.449999999999999)","(9.0, 13.0, 11.0)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:43.719958,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.3, 2.8333333333333335)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.5, 15.266666666666666)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:44.779814,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.3, 3.1448275862068966)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.0, 15.266666666666666)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:45.850000,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.3, 3.1448275862068966)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.0, 10.711111111111112)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:46.937472,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.3, 3.1448275862068966)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.2, 7.449999999999999)","(9.0, 18.0, 10.711111111111112)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:48.058024,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1637254901960783)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.2, 7.418181818181818)","(9.0, 18.0, 10.971428571428572)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:49.124639,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1637254901960783)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.971428571428572)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:46:50.229438,"(3.7, 5.7, 5.435294117647059)","(2.6, 3.25, 3.1637254901960783)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 12.533333333333333)","(31.0, 290.0, 66.0)"
07-01-2023 18:46:51.391866,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 16.32)","(31.0, 290.0, 66.0)"
07-01-2023 18:46:52.445268,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 12.666666666666666)","(31.0, 290.0, 66.0)"
07-01-2023 18:46:53.509474,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 12.666666666666666)","(31.0, 290.0, 66.0)"
07-01-2023 18:46:54.590710,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 66.0)"
07-01-2023 18:46:55.769633,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 66.0)"
07-01-2023 18:46:56.993181,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:46:58.156386,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:46:59.276649,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:47:00.408280,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 2.9673333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:47:01.537089,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.08)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:47:02.702501,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.08)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 8.866666666666667)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:47:03.837175,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.08)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.3)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:47:04.855067,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.08)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.5, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 69.55555555555556)"
07-01-2023 18:47:06.042531,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:07.240301,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:08.490350,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:09.607090,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:10.709124,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:11.819627,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:12.916988,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.418181818181818)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:14.015183,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 8.0, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:15.093222,"(3.7, 5.7, 5.435294117647059)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 22.0, 14.333333333333334)","(6.5, 10.0, 9.371428571428572)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:16.215806,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:17.415955,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.25, 3.1225)","(12.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:18.561828,"(3.7, 6.2, 5.733333333333333)","(2.6, 3.3, 3.0846153846153848)","(12.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:19.709156,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.3, 3.0846153846153848)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:20.697511,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.3, 3.0846153846153848)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:21.807178,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.3, 3.0846153846153848)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:22.889806,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.3, 3.0846153846153848)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:23.993932,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.3, 3.0846153846153848)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.3)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 10.88888888888889)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:25.058893,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.3, 3.0846153846153848)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.071428571428571)","(5.0, 7.8, 7.153846153846154)","(9.0, 18.0, 12.5)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:26.144797,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.071428571428571)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:27.249113,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.071428571428571)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:28.317272,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.071428571428571)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:29.352623,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.071428571428571)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:47:30.441586,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.5, 9.533333333333333)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 167.64705882352942)"
07-01-2023 18:47:31.595601,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.0, 9.371428571428572)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:32.748639,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.0, 9.371428571428572)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:33.838846,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.053846153846154)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.0, 9.371428571428572)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:47:34.936067,"(3.7, 6.2, 5.733333333333333)","(2.5, 3.25, 3.062105263157895)","(11.0, 28.0, 25.5)","(11.0, 24.0, 15.0)","(6.5, 10.0, 9.071428571428571)","(5.0, 7.8, 7.153846153846154)","(9.0, 17.5, 12.5)","(31.0, 290.0, 154.53333333333333)"
