,Hurunui Mouse,Homebush Madison,Miss Matilda,Mr Muggins,Go Again,Homebush Faith
10-01-2023 08:43:51.382755,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:52.280393,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:53.208141,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:54.059230,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:54.938611,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:55.796279,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:56.629852,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:57.542411,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:58.474911,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:43:59.384320,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:00.336327,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:01.219301,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:02.099698,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:02.990431,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:03.837327,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:04.743922,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:05.685542,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:06.612814,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:07.559655,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:08.503700,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:09.437669,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:10.332526,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:11.187541,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:12.057110,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:12.913806,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:13.809665,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:14.717846,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:15.582741,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:16.455156,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:17.313560,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:18.164321,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:19.047311,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:19.967894,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:20.906240,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:21.873478,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:22.812503,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:23.697047,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:24.604671,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:25.474752,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:26.329641,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:27.221360,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:28.100070,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:29.007903,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:29.926423,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:30.833604,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:31.709241,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:32.574416,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:33.420642,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:34.269935,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 10.663157894736841)"
10-01-2023 08:44:35.159417,"(6.0, 18.5, 9.84090909090909)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:36.023759,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:36.934546,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:37.841944,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:38.722602,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:39.616906,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:40.494251,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:41.347449,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:42.283165,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:43.177235,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:44.086265,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:44.959778,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:45.824534,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:46.726670,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:47.595012,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:48.471964,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:49.375229,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:50.284341,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:51.199267,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:52.059070,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:52.899140,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 12.953846153846154)"
10-01-2023 08:44:53.762629,"(6.0, 18.5, 11.982758620689655)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:54.655684,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:55.530107,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:56.480256,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:57.355170,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:58.300509,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:44:59.156192,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:00.006152,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:00.918712,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:01.804004,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:02.746391,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:03.688744,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:04.634686,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:05.613933,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:06.488066,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:07.363954,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:08.217954,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:09.069450,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:09.966625,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:10.904868,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:11.803910,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:12.685274,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:13.538579,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:14.380774,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:15.278702,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:16.135202,"(6.0, 18.5, 12.100000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 34.0, 24.208333333333332)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:17.091547,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:18.021593,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:18.967867,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:19.915430,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:20.815384,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
10-01-2023 08:45:21.768867,"(6.0, 17.5, 12.780000000000001)","(8.0, 27.0, 17.666666666666668)","(12.0, 38.0, 22.53125)","(6.5, 21.0, 14.653846153846153)","(1.65, 2.64, 2.482909090909091)","(6.0, 19.0, 13.088888888888889)"
