,Bye Bye Blues,Paramount Patti,Wild Bean,Lipinski Pie,Finniss Swell,Bellas Flower
16-12-2022 13:14:27.046555,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:28.067185,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:28.962314,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:29.962116,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:30.945360,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:31.923086,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:33.109234,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:34.227779,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:35.361023,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:36.542536,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:37.636800,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:38.701220,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:39.757517,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:40.789265,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.1908333333333334)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:41.753106,"(3.8, 5.8, 5.2)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.44, 2.2776470588235296)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:42.732379,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.42, 2.2776470588235296)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:43.723424,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.42, 2.2776470588235296)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:44.798032,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.42, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:45.913505,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:46.980662,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:47.989508,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:48.962938,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:49.817413,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:50.798382,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:51.764711,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:52.655444,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:53.676072,"(3.8, 5.1, 4.8428571428571425)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 213.27272727272725)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:54.646382,"(3.8, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:55.578737,"(3.8, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:56.446884,"(3.8, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:57.335567,"(3.8, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:58.261819,"(3.8, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(4.8, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:14:59.236377,"(3.9, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:00.182066,"(3.9, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:01.191502,"(3.9, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.263157894736842)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:02.192899,"(3.9, 5.1, 4.65)","(10.0, 13.5, 11.192307692307692)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.1957142857142857)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:03.136673,"(3.9, 5.8, 4.84)","(10.0, 13.5, 11.192307692307692)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.1957142857142857)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:04.001760,"(3.9, 5.8, 4.84)","(10.0, 13.5, 11.192307692307692)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.1957142857142857)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:04.941966,"(3.9, 5.8, 4.84)","(10.0, 13.5, 11.192307692307692)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.4, 2.2085714285714286)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:05.853547,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.75)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.38, 2.1966666666666668)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:06.770165,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.75)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.38, 2.192857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:07.769521,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.428571428571429)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:08.732149,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:09.667458,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:10.623726,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:11.506422,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:12.364682,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:13.340207,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:14.218824,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:15.149906,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:16.092988,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:17.040146,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.19125)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:17.972297,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.36, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:18.881331,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:19.759445,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:20.746189,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:21.686535,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:22.591319,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:23.438942,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:24.375999,"(3.9, 5.8, 4.84)","(10.0, 13.0, 11.222222222222221)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:25.322272,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.375)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:26.282196,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.375)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:27.246031,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.375)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:28.094739,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.375)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:28.997923,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.160714285714286)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:29.892461,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.160714285714286)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:30.821536,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.160714285714286)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:31.809141,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.160714285714286)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:32.803613,"(3.9, 5.8, 4.84)","(10.0, 12.5, 11.160714285714286)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:33.828935,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.25)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:34.785540,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.25)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:35.693749,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.25)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:36.524375,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:37.432883,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:38.424521,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:39.334999,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:40.288757,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:41.136828,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.5, 13.285714285714286)"
16-12-2022 13:15:42.046096,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:43.041322,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:44.016197,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:44.964090,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:45.935564,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:46.929845,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:47.899632,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:48.843832,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:49.704932,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:50.686178,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:51.631051,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:52.565370,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:53.574878,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:54.540421,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:55.611651,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:56.737986,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:57.670472,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:58.619497,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:15:59.721494,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:00.735984,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:01.819805,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:02.761156,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:03.789635,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:04.896463,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:05.925846,"(3.9, 5.8, 4.84)","(10.0, 12.0, 11.136363636363637)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:06.989479,"(3.9, 5.8, 4.84)","(10.0, 11.5, 11.25)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:07.929721,"(3.9, 5.8, 4.84)","(10.0, 11.5, 11.09375)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
16-12-2022 13:16:08.940034,"(3.9, 5.9, 4.88)","(10.0, 11.5, 10.785714285714286)","(5.0, 6.8, 6.628571428571429)","(41.0, 230.0, 207.0)","(2.05, 2.34, 2.202857142857143)","(5.0, 13.0, 12.958333333333334)"
