,Tiggerlong Lass,Hermine Bale,Aston Macallan,Slick Attitude,Taylen Bale,Chasin Freddy
06-01-2023 17:17:08.978859,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:09.982987,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:11.040948,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:12.114744,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:13.065525,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:14.083249,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:15.192827,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:16.215795,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:17.188160,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:18.272061,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:19.353331,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:20.440197,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:21.384796,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:22.349953,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:23.439570,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:24.568885,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:25.536702,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:26.549132,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:27.661325,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:28.618106,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:29.678222,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:30.790346,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:31.716787,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:32.847330,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:34.012630,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:35.007021,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:36.027912,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:37.144300,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:38.098140,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:39.174462,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:40.289253,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:41.239585,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:42.415468,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:43.503280,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:44.545953,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:45.585235,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:46.574444,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:47.597956,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:48.638655,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:49.668488,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:50.732363,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:51.628425,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:52.654671,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:53.877790,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:54.967421,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:55.864691,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:56.964481,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:58.043513,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:17:59.003168,"(16.0, 60.0, 39.0)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:00.090191,"(16.0, 60.0, 39.0)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:01.110590,"(16.0, 60.0, 39.0)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:02.176504,"(16.0, 60.0, 39.0)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:03.278304,"(16.0, 60.0, 39.0)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:04.247455,"(16.0, 60.0, 39.0)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:05.209970,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:06.216926,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:07.294899,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:08.455052,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:09.456119,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:10.424207,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:11.475702,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:12.562337,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:13.496882,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:14.466954,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:15.623376,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:16.758053,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:17.709356,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:18.666285,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:19.762077,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:20.812237,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:21.803934,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:22.765392,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:23.841474,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:24.885602,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:25.864166,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:26.797667,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:27.796905,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:28.853144,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:29.866016,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:30.839371,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:31.909195,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:32.962189,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:34.015195,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:34.938342,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:35.953518,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:37.059502,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:38.166929,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:39.165286,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:40.042079,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:41.104033,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:42.213092,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:43.237228,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:44.198913,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.406451612903226)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:45.336814,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.406451612903226)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.571428571428571)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:46.506755,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.0, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:47.509480,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:48.428137,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:49.441319,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:50.559442,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:51.616263,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:52.647883,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:53.614592,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
06-01-2023 17:18:54.732794,"(16.0, 60.0, 42.291666666666664)","(5.0, 7.8, 7.32)","(3.2, 6.0, 4.221052631578948)","(4.2, 6.6, 4.9365853658536585)","(3.4, 5.2, 4.714285714285714)","(5.5, 9.6, 9.114285714285714)"
