,Tiggerlong Lass,Hermine Bale,Aston Macallan,Slick Attitude,Taylen Bale,Chasin Freddy
06-01-2023 17:29:13.465429,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.0, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:14.448187,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:15.582511,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:16.669543,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:17.628893,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:18.686888,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:19.659949,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:20.697251,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:21.710152,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:22.690637,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:23.727807,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:24.727448,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:25.764725,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:26.841278,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:27.789647,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:28.768134,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:29.833665,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:30.816640,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:31.890116,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:32.915871,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:33.901123,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:34.982777,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:35.939274,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:36.917278,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:38.009283,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:38.977144,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:39.978732,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:41.090364,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:42.158011,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.4)"
06-01-2023 17:29:43.122051,"(16.0, 55.0, 47.6)","(5.0, 8.0, 6.533333333333333)","(3.2, 4.9, 4.25)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.4, 8.666666666666668)"
06-01-2023 17:29:44.126785,"(16.0, 55.0, 47.6)","(5.0, 6.6, 6.199999999999999)","(3.2, 4.7, 4.15)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.8, 8.666666666666668)"
06-01-2023 17:29:45.079737,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.699999999999999)","(3.2, 4.7, 4.15)","(4.2, 7.2, 6.1)","(3.4, 4.6, 4.375)","(5.5, 9.8, 9.4)"
06-01-2023 17:29:46.040433,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.1, 4.324999999999999)","(4.2, 7.2, 6.050000000000001)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 8.3)"
06-01-2023 17:29:47.083998,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.1, 4.324999999999999)","(4.2, 7.2, 6.050000000000001)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.4)"
06-01-2023 17:29:48.098286,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.1, 4.324999999999999)","(4.2, 7.2, 6.0)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 8.3)"
06-01-2023 17:29:49.127973,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.5)","(4.2, 7.2, 6.68)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.4)"
06-01-2023 17:29:50.130979,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.466666666666667)","(4.2, 7.2, 6.68)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 8.3)"
06-01-2023 17:29:51.112780,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.225)","(4.2, 7.2, 6.575)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 8.3)"
06-01-2023 17:29:52.171995,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.6125)","(4.2, 7.2, 6.68)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.4)"
06-01-2023 17:29:53.324008,"(16.0, 55.0, 45.75)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.225)","(4.2, 7.2, 6.575)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 8.3)"
06-01-2023 17:29:54.580104,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.225)","(4.2, 7.2, 6.0)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:29:55.766105,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.922727272727273)","(4.2, 7.2, 6.983333333333333)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:29:56.942463,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 6.94)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:29:58.186751,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:29:59.339717,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:00.382747,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:01.343884,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:02.366663,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:03.437043,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:04.488375,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:05.417746,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:06.533419,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:07.574479,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:08.596461,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:09.635064,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:10.580967,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.943333333333333)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:11.598071,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.75)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:12.706820,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.1, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:13.710152,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:14.666717,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:15.685259,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:16.711847,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:17.709070,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:18.649316,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:19.663772,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:20.737413,"(16.0, 55.0, 45.75)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:21.770436,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:22.889486,"(16.0, 55.0, 47.6)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.89375)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:24.011211,"(16.0, 55.0, 45.75)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.2)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:24.967604,"(16.0, 55.0, 45.75)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.6)","(4.2, 7.2, 5.95)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:26.026777,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.786666666666667)","(4.2, 7.2, 6.333333333333333)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:27.249581,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.733333333333333)","(4.2, 7.2, 6.0)","(3.4, 4.6, 4.3999999999999995)","(5.5, 9.8, 9.490909090909092)"
06-01-2023 17:30:28.343613,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.733333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.945454545454546)"
06-01-2023 17:30:29.448608,"(16.0, 55.0, 45.75)","(5.0, 7.6, 7.283333333333333)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.945454545454546)"
06-01-2023 17:30:30.759373,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.25)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:31.857149,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.25)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:33.131179,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:34.173394,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:35.228655,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:36.354869,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:37.543182,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:38.757662,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:39.840099,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:40.831499,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:42.001092,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:43.051080,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:44.211068,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:45.420038,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:46.461430,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.483333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:47.467803,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.793333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:48.513526,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.793333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:49.596845,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.793333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:50.680320,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.793333333333333)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:51.722222,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 5.0, 4.18125)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:52.707754,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.8, 4.18125)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:53.737815,"(16.0, 55.0, 45.75)","(5.0, 7.6, 6.65)","(3.2, 4.8, 4.125)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:54.723324,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.8, 4.125)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:55.748075,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.8, 4.125)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:56.809297,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.8, 4.125)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:57.816743,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.8, 4.62)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:30:58.971967,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:00.075482,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:01.029198,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:02.062764,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:03.051973,"(16.0, 55.0, 47.6)","(5.0, 7.6, 6.65)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:04.130801,"(16.0, 55.0, 47.6)","(5.0, 7.6, 5.983333333333333)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:05.171986,"(16.0, 55.0, 47.6)","(5.0, 7.4, 5.983333333333333)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:06.232550,"(16.0, 55.0, 47.6)","(5.0, 7.2, 6.45)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:07.295056,"(16.0, 55.0, 47.6)","(5.0, 7.2, 6.45)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
06-01-2023 17:31:08.200901,"(16.0, 55.0, 47.6)","(5.0, 7.2, 6.45)","(3.2, 4.6, 4.446666666666666)","(4.2, 7.2, 6.366666666666667)","(3.4, 4.6, 4.3428571428571425)","(5.5, 9.8, 7.878260869565218)"
