,Elizabethan Era,Arma Veyron,Moreartsthanclass,Whereyagoinbabe,Martha Lavinia,Dougs Cino,Moneymakinmonkey,Ronzel Micky,Maxines Delight,Coco Beach
10-01-2023 20:30:20.525836,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:21.783922,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:23.056468,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:24.371212,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:25.854330,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:27.324237,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:28.771810,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:30.067799,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:31.402983,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:32.643237,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:33.905791,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:35.252202,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:36.545895,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:37.925135,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:39.267006,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:40.568022,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:41.887138,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:43.264923,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:44.642913,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:45.993687,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:47.331631,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:48.676835,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:50.056014,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:51.421665,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:52.729079,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:54.095623,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:55.383000,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:56.672952,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:58.056496,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:30:59.510438,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:31:00.971993,"(61.0, 180.0, 142.85714285714286)","(3.2, 4.1, 3.4666666666666663)","(21.0, 40.0, 35.111111111111114)","(4.6, 7.0, 5.3999999999999995)","(6.0, 9.2, 8.488888888888887)","(7.5, 12.5, 11.1)","(11.0, 19.0, 15.24)","(81.0, 190.0, 155.71428571428572)","(8.5, 14.0, 10.266666666666667)","(5.0, 6.8, 5.3)"
10-01-2023 20:31:02.361871,"(61.0, 180.0, 109.0909090909091)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:03.806607,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:05.138829,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:06.594810,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:08.113146,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:09.611148,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:11.108196,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:12.662819,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:14.041534,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:15.633533,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:17.109763,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.54)"
10-01-2023 20:31:18.494080,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.3125)"
10-01-2023 20:31:19.934535,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 5.8)","(6.0, 9.2, 6.95)","(7.5, 12.5, 11.03)","(11.0, 19.0, 16.91111111111111)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.8, 5.2444444444444445)"
10-01-2023 20:31:21.423270,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.466666666666667)","(6.0, 9.2, 8.436363636363636)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.0)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:22.944715,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.466666666666667)","(6.0, 9.2, 8.436363636363636)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.0)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.2)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:24.355421,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.08)","(6.0, 9.2, 8.436363636363636)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.0)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.133333333333333)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:25.772167,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.08)","(6.0, 9.2, 8.436363636363636)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.0)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.133333333333333)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:27.226020,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.08)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.166666666666668)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.133333333333333)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:28.695951,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.08)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.166666666666668)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.133333333333333)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:30.327059,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.166666666666668)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:32.099869,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 16.166666666666668)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 6.2, 5.21)"
10-01-2023 20:31:33.700815,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 6.2, 5.199999999999999)"
10-01-2023 20:31:35.237609,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.199999999999999)"
10-01-2023 20:31:36.836418,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.199999999999999)"
10-01-2023 20:31:38.463451,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.199999999999999)"
10-01-2023 20:31:39.988679,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.199999999999999)"
10-01-2023 20:31:41.493833,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.199999999999999)"
10-01-2023 20:31:42.941214,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.199999999999999)"
10-01-2023 20:31:44.411262,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.199999999999999)"
10-01-2023 20:31:45.927660,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 10.7375)","(11.0, 19.0, 17.3)","(81.0, 190.0, 166.0)","(8.5, 14.0, 12.457142857142857)","(5.0, 5.9, 5.166666666666666)"
10-01-2023 20:31:47.525390,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.7, 5.166666666666666)"
10-01-2023 20:31:49.028660,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.7, 5.166666666666666)"
10-01-2023 20:31:50.522034,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.7, 5.166666666666666)"
10-01-2023 20:31:51.993781,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.7, 5.166666666666666)"
10-01-2023 20:31:53.525971,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.7, 5.166666666666666)"
10-01-2023 20:31:55.038255,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.7, 5.166666666666666)"
10-01-2023 20:31:56.560206,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.7, 5.166666666666666)"
10-01-2023 20:31:58.112230,"(61.0, 180.0, 128.0)","(3.2, 4.1, 3.8285714285714283)","(21.0, 40.0, 25.666666666666668)","(4.6, 7.0, 6.45)","(6.0, 9.2, 8.225)","(7.5, 12.5, 9.8)","(11.0, 19.0, 13.666666666666666)","(81.0, 190.0, 166.0)","(8.5, 14.0, 11.4)","(5.0, 5.6, 5.1625)"
