,Velocity Viola,Coco Evie,Shatter,Villain Brand,Go Karts
11-01-2023 21:22:53.189184,"(1.95, 2.54, 2.14)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:54.181223,"(1.95, 2.54, 2.14)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:55.232171,"(1.95, 2.54, 2.14)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:56.227654,"(1.95, 2.54, 2.14)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.6620689655172414)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:57.286857,"(1.95, 2.54, 2.16)","(11.0, 24.0, 21.5)","(2.5, 3.55, 2.7926470588235293)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:58.296682,"(1.95, 2.54, 2.16)","(11.0, 24.0, 22.61111111111111)","(2.5, 3.55, 2.7926470588235293)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:59.322592,"(1.95, 2.54, 2.16)","(11.0, 24.0, 21.5)","(2.5, 3.55, 2.735581395348837)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:23:00.422837,"(1.95, 2.48, 2.43)","(11.0, 24.0, 21.5)","(2.5, 3.55, 2.735581395348837)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:23:01.507826,"(1.95, 2.48, 2.43)","(11.0, 24.0, 21.5)","(2.5, 3.55, 2.735581395348837)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:23:02.530872,"(1.95, 2.48, 2.303529411764706)","(11.0, 24.0, 18.25)","(2.5, 3.55, 3.280909090909091)","(41.0, 400.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:03.474290,"(1.95, 2.44, 2.138125)","(11.0, 23.0, 19.5)","(2.5, 3.45, 3.280909090909091)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:04.341555,"(1.95, 2.4, 2.26875)","(11.0, 23.0, 19.5)","(2.5, 3.45, 3.2225)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:05.342098,"(1.95, 2.38, 2.211578947368421)","(11.0, 23.0, 19.5)","(2.5, 3.5, 3.44125)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:06.317958,"(1.95, 2.38, 2.1514285714285712)","(11.0, 23.0, 19.5)","(2.5, 3.5, 3.4447058823529413)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:07.147743,"(1.95, 2.38, 2.1514285714285712)","(11.0, 23.0, 19.0)","(2.5, 3.5, 3.4447058823529413)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:08.044425,"(1.95, 2.32, 2.15)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.3742857142857146)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:09.083649,"(1.95, 2.32, 2.1257142857142854)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.39)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:10.068793,"(1.95, 2.32, 2.1257142857142854)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.39)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:10.957538,"(1.95, 2.34, 2.315)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.4044444444444446)","(41.0, 390.0, 176.66666666666669)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:12.100282,"(1.95, 2.34, 2.136)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.4066666666666667)","(41.0, 390.0, 180.0)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:13.221215,"(1.95, 2.34, 2.25)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.4066666666666667)","(41.0, 390.0, 180.0)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:14.197390,"(1.95, 2.34, 2.255294117647059)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.4066666666666667)","(41.0, 390.0, 180.0)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:15.197789,"(1.95, 2.34, 2.2896)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.5, 3.307272727272727)","(41.0, 390.0, 180.0)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:16.257610,"(1.95, 2.34, 2.172857142857143)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.2533333333333334)","(41.0, 390.0, 180.0)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:17.337271,"(1.95, 2.34, 2.19375)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.1942857142857144)","(41.0, 390.0, 180.0)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:18.354579,"(1.95, 2.26, 2.185)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.2666666666666666)","(41.0, 390.0, 218.0)","(4.4, 7.0, 5.114285714285714)"
11-01-2023 21:23:19.400236,"(1.95, 2.38, 2.3512820512820514)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.295)","(41.0, 390.0, 68.0)","(4.4, 7.0, 5.085714285714285)"
11-01-2023 21:23:20.418030,"(1.95, 2.38, 2.3)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.28)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.16)"
11-01-2023 21:23:21.369622,"(1.95, 2.38, 2.3)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.28)","(41.0, 90.0, 68.0)","(4.4, 6.6, 5.3)"
11-01-2023 21:23:22.369848,"(1.95, 2.38, 2.3)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.28)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:23.341805,"(1.95, 2.38, 2.3)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.28)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:24.305561,"(1.95, 2.3, 2.215294117647059)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.407058823529412)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:25.321906,"(1.95, 2.3, 2.215294117647059)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.407058823529412)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:26.295094,"(1.95, 2.3, 2.215294117647059)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.407058823529412)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:27.286030,"(1.95, 2.3, 2.215294117647059)","(11.0, 23.0, 16.666666666666668)","(2.5, 3.55, 3.407058823529412)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:28.311858,"(1.95, 2.34, 2.318)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.307)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:29.358192,"(1.95, 2.28, 2.21)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.3)","(41.0, 90.0, 68.0)","(4.4, 6.8, 5.3)"
11-01-2023 21:23:30.415316,"(1.95, 2.28, 2.21)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.3)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:23:31.586181,"(1.95, 2.28, 2.21)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.3)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:23:32.528772,"(1.95, 2.28, 2.21)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.3)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:23:33.502055,"(1.95, 2.28, 2.21)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.3)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:23:34.554336,"(1.95, 2.28, 2.21)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.3)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:23:35.646947,"(1.95, 2.28, 2.21)","(11.0, 22.0, 15.625)","(2.5, 3.55, 3.175)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:23:36.709124,"(1.95, 2.2, 2.1714285714285717)","(11.0, 23.0, 15.4)","(2.5, 3.55, 3.2249999999999996)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:37.731444,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:38.823725,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 68.0)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:39.782084,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:40.787963,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:41.780999,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.1719999999999997)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.338461538461538)"
11-01-2023 21:23:42.733237,"(1.95, 2.28, 2.253333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.0999999999999996)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:43.777782,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:44.784475,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:45.837497,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:46.777001,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:47.804562,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:48.896372,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:49.973731,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:51.043330,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.235)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.4)"
11-01-2023 21:23:52.261252,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.19)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:53.386409,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.19)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:54.418890,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.19)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:55.573442,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.19)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:56.703117,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.19)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:57.684526,"(1.95, 2.2, 2.1733333333333333)","(11.0, 22.0, 16.333333333333332)","(2.5, 3.55, 3.19)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:58.772298,"(1.95, 2.2, 2.1733333333333333)","(11.0, 21.0, 15.375)","(2.5, 3.55, 3.0925)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:23:59.898535,"(1.95, 2.2, 2.1733333333333333)","(11.0, 21.0, 15.375)","(2.5, 3.55, 3.0925)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:24:00.982576,"(1.95, 2.2, 2.1733333333333333)","(11.0, 21.0, 15.375)","(2.5, 3.55, 3.0925)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.425)"
11-01-2023 21:24:02.121685,"(1.95, 2.2, 2.1733333333333333)","(11.0, 21.0, 15.375)","(2.5, 3.55, 3.0925)","(41.0, 90.0, 75.33333333333333)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:24:03.258434,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.23076923076923)","(2.5, 3.55, 3.0625)","(41.0, 90.0, 83.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:24:04.306138,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.23076923076923)","(2.5, 3.55, 3.0625)","(41.0, 90.0, 86.5)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:24:05.408970,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.23076923076923)","(2.5, 3.55, 3.0625)","(41.0, 90.0, 70.0)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:24:06.505681,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.23076923076923)","(2.5, 3.55, 3.0625)","(41.0, 90.0, 84.75)","(4.4, 6.8, 6.371428571428571)"
11-01-2023 21:24:07.580707,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.23076923076923)","(2.5, 3.55, 3.0625)","(41.0, 90.0, 74.72727272727272)","(4.4, 6.8, 6.5777777777777775)"
11-01-2023 21:24:08.583099,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 13.865384615384615)","(2.5, 3.55, 3.0625)","(41.0, 90.0, 71.54545454545455)","(4.4, 6.8, 6.5777777777777775)"
11-01-2023 21:24:09.622769,"(1.95, 2.2, 2.1670588235294117)","(11.0, 23.0, 13.865384615384615)","(2.5, 3.55, 3.132142857142857)","(41.0, 85.0, 71.54545454545455)","(4.4, 6.8, 6.514285714285714)"
11-01-2023 21:24:10.659382,"(1.95, 2.2, 2.1670588235294117)","(11.0, 23.0, 13.839285714285714)","(2.5, 3.55, 3.132142857142857)","(41.0, 85.0, 71.54545454545455)","(4.4, 6.8, 5.466666666666667)"
11-01-2023 21:24:11.683105,"(1.95, 2.28, 2.253333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 2.936363636363636)","(41.0, 85.0, 71.54545454545455)","(4.4, 6.6, 5.466666666666667)"
11-01-2023 21:24:12.741009,"(1.95, 2.28, 2.253333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 2.936363636363636)","(41.0, 85.0, 69.58333333333334)","(4.4, 6.6, 6.4111111111111105)"
11-01-2023 21:24:13.791945,"(1.95, 2.28, 2.253333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 2.9527272727272726)","(41.0, 85.0, 76.0)","(4.4, 6.6, 6.4111111111111105)"
11-01-2023 21:24:14.799162,"(1.95, 2.28, 2.253333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 2.9527272727272726)","(41.0, 80.0, 76.0)","(4.4, 6.6, 6.4111111111111105)"
11-01-2023 21:24:15.874048,"(1.95, 2.28, 2.253333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0807142857142855)","(41.0, 80.0, 76.0)","(4.4, 6.6, 6.4111111111111105)"
11-01-2023 21:24:16.949764,"(1.95, 2.28, 2.2141176470588233)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0807142857142855)","(41.0, 80.0, 76.0)","(4.4, 6.6, 6.4111111111111105)"
11-01-2023 21:24:17.951346,"(1.95, 2.28, 2.2141176470588233)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0807142857142855)","(41.0, 80.0, 76.0)","(4.4, 6.6, 6.4111111111111105)"
11-01-2023 21:24:18.895631,"(1.95, 2.28, 2.2141176470588233)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0807142857142855)","(41.0, 80.0, 66.0)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:19.927793,"(1.95, 2.28, 2.2141176470588233)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0807142857142855)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:20.968475,"(1.95, 2.28, 2.2141176470588233)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0807142857142855)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:22.069845,"(1.95, 2.28, 2.2141176470588233)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0807142857142855)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:23.153153,"(1.95, 2.28, 2.253333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 2.9527272727272726)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:24.295305,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.1075)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:25.311455,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.1075)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:26.357732,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.1075)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:27.410861,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.1075)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:28.460688,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.1075)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:29.392621,"(1.95, 2.2, 2.1733333333333333)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.1075)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:30.425663,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:31.476012,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:32.485013,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 65.18181818181819)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:33.505071,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:34.581520,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:35.646002,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:36.652406,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:37.715794,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:38.779960,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.0324999999999998)","(41.0, 75.0, 66.9)","(4.4, 6.6, 5.533333333333333)"
11-01-2023 21:24:39.852135,"(1.95, 2.26, 2.2133333333333334)","(11.0, 23.0, 14.321428571428571)","(2.5, 3.55, 3.1)","(41.0, 75.0, 65.625)","(4.4, 6.6, 5.8)"
11-01-2023 21:24:40.897826,"(1.95, 2.26, 2.213846153846154)","(11.0, 22.0, 15.625)","(2.5, 3.5, 3.19)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.6, 6.1375)"
11-01-2023 21:24:41.959136,"(1.95, 2.26, 2.1975)","(11.0, 20.0, 15.666666666666666)","(2.5, 3.45, 3.1950000000000003)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.152941176470589)"
11-01-2023 21:24:42.934089,"(1.95, 2.26, 2.21)","(11.0, 20.0, 15.666666666666666)","(2.5, 3.45, 3.1950000000000003)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.152941176470589)"
11-01-2023 21:24:43.960318,"(1.95, 2.26, 2.1975)","(11.0, 20.0, 15.666666666666666)","(2.5, 3.45, 3.215)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.152941176470589)"
11-01-2023 21:24:45.047754,"(1.95, 2.24, 2.1733333333333333)","(11.0, 20.0, 14.5)","(2.5, 3.45, 3.225)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.1375)"
11-01-2023 21:24:46.098836,"(1.95, 2.24, 2.1733333333333333)","(11.0, 19.5, 14.5)","(2.5, 3.45, 3.225)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.1375)"
11-01-2023 21:24:47.097499,"(1.95, 2.24, 2.182857142857143)","(11.0, 19.0, 15.333333333333334)","(2.5, 3.45, 3.225)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.1375)"
11-01-2023 21:24:48.130104,"(1.95, 2.24, 2.2161904761904765)","(11.0, 19.0, 15.333333333333334)","(2.5, 3.45, 3.225)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.1375)"
11-01-2023 21:24:49.227996,"(1.95, 2.24, 2.2161904761904765)","(11.0, 19.0, 15.333333333333334)","(2.5, 3.45, 3.225)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 6.1375)"
11-01-2023 21:24:50.308896,"(1.95, 2.24, 2.2161904761904765)","(11.0, 19.0, 15.333333333333334)","(2.5, 3.45, 3.156)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 5.819512195121952)"
11-01-2023 21:24:51.413138,"(1.95, 2.28, 2.2644444444444445)","(11.0, 18.5, 14.75)","(2.5, 3.45, 3.2485714285714287)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 5.819512195121952)"
11-01-2023 21:24:52.504131,"(1.95, 2.26, 2.2314285714285713)","(11.0, 18.5, 14.75)","(2.5, 3.45, 3.2485714285714287)","(41.0, 75.0, 65.625)","(4.4, 6.4, 5.819512195121952)"
11-01-2023 21:24:53.597642,"(1.95, 2.26, 2.2199999999999998)","(11.0, 18.5, 14.75)","(2.5, 3.45, 3.2485714285714287)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 5.819512195121952)"
11-01-2023 21:24:54.709074,"(1.95, 2.26, 2.21)","(11.0, 18.5, 13.777777777777779)","(2.5, 3.45, 3.2485714285714287)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 5.819512195121952)"
11-01-2023 21:24:55.953087,"(1.95, 2.26, 2.2)","(11.0, 18.5, 14.625)","(2.5, 3.45, 3.257142857142857)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 5.846511627906977)"
11-01-2023 21:24:57.116718,"(1.95, 2.26, 2.195555555555556)","(11.0, 18.0, 14.625)","(2.5, 3.45, 3.225)","(41.0, 75.0, 66.66666666666666)","(4.4, 6.4, 5.172222222222222)"
11-01-2023 21:24:58.329864,"(1.95, 2.24, 2.16)","(11.0, 18.0, 14.25)","(2.5, 3.45, 3.2750000000000004)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.41578947368421)"
11-01-2023 21:24:59.551998,"(1.95, 2.2, 2.155555555555556)","(11.0, 18.0, 13.6875)","(2.5, 3.45, 3.2750000000000004)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.41578947368421)"
11-01-2023 21:25:00.659356,"(1.95, 2.2, 2.1333333333333333)","(11.0, 18.0, 13.6875)","(2.5, 3.45, 3.2750000000000004)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.41578947368421)"
11-01-2023 21:25:01.667922,"(1.95, 2.2, 2.1333333333333333)","(11.0, 18.0, 13.6875)","(2.5, 3.45, 3.2750000000000004)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.41578947368421)"
