,Aston Simpkin,Clover Door,Clover Energy,Kooringa Magic,My Reputation,Star Max,Consort,Bugatti Fierce
12-01-2023 10:22:11.433724,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:12.572528,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:13.683168,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:14.799797,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:15.891217,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:17.015004,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:18.079273,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:19.219941,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:20.428152,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:21.436359,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:22.544860,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:23.714419,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:24.884004,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:25.974251,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:27.109446,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:28.266749,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:29.435664,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:30.635473,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:31.846540,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:32.965476,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:34.085452,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:35.211057,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:36.329296,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:37.448180,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:38.612825,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:39.710416,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:40.774316,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:41.802837,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:42.940548,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 8.133333333333333)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:43.998731,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:45.095685,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:46.099513,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:47.181178,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:48.317749,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:49.432278,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:50.522869,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:51.581173,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.857142857142856)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:52.748718,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.576470588235294)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:53.882696,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 28.5)","(3.0, 4.7, 3.53)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.576470588235294)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:55.074080,"(18.0, 50.0, 45.0)","(8.0, 18.0, 14.842105263157894)","(13.0, 30.0, 30.31818181818182)","(3.0, 4.7, 3.4909090909090907)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.576470588235294)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:56.166784,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.933333333333334)","(13.0, 32.0, 30.31818181818182)","(3.0, 4.4, 3.4909090909090907)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 7.576470588235294)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:57.279651,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.933333333333334)","(13.0, 32.0, 30.31818181818182)","(3.0, 4.4, 3.4909090909090907)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:58.422720,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.933333333333334)","(13.0, 32.0, 30.31818181818182)","(3.0, 4.4, 3.4909090909090907)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:22:59.615995,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.933333333333334)","(13.0, 32.0, 30.31818181818182)","(3.0, 4.4, 3.4909090909090907)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:00.780806,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.933333333333334)","(13.0, 32.0, 30.31818181818182)","(3.0, 4.4, 3.4909090909090907)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:01.906244,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.933333333333334)","(13.0, 32.0, 30.31818181818182)","(3.0, 4.4, 3.4909090909090907)","(7.0, 14.0, 11.733333333333334)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:03.019452,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.933333333333334)","(13.0, 32.0, 30.31818181818182)","(3.0, 4.4, 3.4909090909090907)","(7.0, 14.0, 11.466666666666667)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:04.062364,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 11.466666666666667)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:05.194782,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 11.466666666666667)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:06.426589,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 11.466666666666667)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:07.596007,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:08.736162,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:09.968226,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:11.199446,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.628571428571428)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:12.535417,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:13.657876,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:14.691150,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:15.833391,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:16.993369,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:18.061691,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:19.098528,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:20.208211,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.695652173913043)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:21.361710,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 28.4)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:22.527606,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 32.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:23.644194,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:24.727661,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:25.838413,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:26.958946,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:28.079178,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:29.157503,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:30.254690,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:31.284180,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:32.401067,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:33.461508,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:34.526522,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:35.531844,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:36.588093,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:37.679811,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:38.829574,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:39.891027,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:40.973257,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 13.823529411764707)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:41.931149,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 12.55)","(4.2, 7.6, 6.370588235294117)"
12-01-2023 10:23:42.997505,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 26.8)","(3.0, 4.4, 3.4909090909090907)","(7.0, 13.5, 10.8)","(4.4, 9.2, 6.38)","(8.0, 14.0, 12.55)","(4.2, 7.6, 6.370588235294117)"
