,Bruce Almighty,Im Full On,Chilli Cherry,Little Wilma,Safety Sam,Two Suns,Wiradjuri Queen,Riley Casey
05-01-2023 16:34:10.232032,"(3.1, 3.3, 3.2714285714285714)","(51.0, 80.0, 71.66666666666667)","(4.6, 5.1, 4.933333333333333)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:11.471484,"(3.1, 3.3, 3.28695652173913)","(51.0, 80.0, 71.66666666666667)","(4.6, 5.4, 5.1692307692307695)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:12.613044,"(3.1, 3.3, 3.28695652173913)","(51.0, 80.0, 70.0)","(4.6, 5.3, 5.05)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:13.744394,"(3.1, 3.3, 3.2714285714285714)","(51.0, 80.0, 70.0)","(4.6, 5.3, 4.966666666666667)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:14.923642,"(3.1, 3.5, 3.2857142857142856)","(51.0, 80.0, 70.0)","(4.6, 5.3, 5.05)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:16.119666,"(3.1, 3.5, 3.4727272727272727)","(51.0, 80.0, 70.0)","(4.6, 5.3, 4.966666666666667)","(20.0, 28.0, 26.5)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:17.331805,"(3.1, 3.5, 3.4793103448275864)","(51.0, 80.0, 70.0)","(4.6, 5.3, 4.966666666666667)","(20.0, 28.0, 26.5)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:18.727209,"(3.1, 3.5, 3.458974358974359)","(51.0, 80.0, 70.0)","(4.6, 5.3, 5.163636363636363)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 6.991666666666667)"
05-01-2023 16:34:19.927874,"(3.1, 3.5, 3.4823529411764707)","(51.0, 80.0, 70.0)","(4.6, 5.2, 4.933333333333334)","(20.0, 28.0, 26.5)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.7533333333333334)","(3.8, 7.2, 7.0)"
05-01-2023 16:34:21.090752,"(3.1, 3.5, 3.4823529411764707)","(51.0, 80.0, 70.0)","(4.6, 5.2, 4.906666666666666)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.742105263157895)","(3.8, 7.2, 6.889655172413793)"
05-01-2023 16:34:22.547289,"(3.1, 3.5, 3.4169811320754717)","(51.0, 80.0, 70.0)","(4.6, 5.2, 4.9523809523809526)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.742105263157895)","(3.8, 7.2, 7.033333333333333)"
05-01-2023 16:34:23.814083,"(3.0, 3.5, 3.4169811320754717)","(51.0, 80.0, 70.0)","(4.6, 5.2, 4.9523809523809526)","(20.0, 28.0, 25.0)","(41.0, 85.0, 76.81818181818181)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.742105263157895)","(3.9, 7.2, 7.066666666666666)"
05-01-2023 16:34:25.127412,"(3.0, 3.45, 3.4107142857142856)","(51.0, 80.0, 70.0)","(4.6, 5.2, 5.032258064516129)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 48.434782608695656)","(2.8, 4.1, 3.742105263157895)","(3.9, 7.2, 7.066666666666666)"
05-01-2023 16:34:26.331576,"(3.0, 3.45, 3.4107142857142856)","(51.0, 80.0, 70.0)","(4.6, 5.1, 5.007692307692308)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 47.5)","(2.8, 4.1, 3.8655172413793104)","(3.9, 7.2, 7.066666666666666)"
05-01-2023 16:34:27.477809,"(3.0, 3.45, 3.4107142857142856)","(51.0, 80.0, 70.0)","(4.6, 5.1, 5.007692307692308)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 47.5)","(2.8, 4.1, 3.725)","(3.9, 7.2, 7.1000000000000005)"
05-01-2023 16:34:28.668673,"(3.0, 3.45, 3.4107142857142856)","(51.0, 80.0, 70.0)","(4.6, 5.1, 5.007692307692308)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 47.5)","(2.8, 3.95, 3.790909090909091)","(3.9, 7.2, 7.072)"
05-01-2023 16:34:29.852877,"(3.0, 3.45, 3.4453125)","(51.0, 80.0, 70.0)","(4.6, 5.1, 5.0285714285714285)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 47.5)","(2.8, 3.95, 3.825)","(3.9, 7.2, 6.9818181818181815)"
05-01-2023 16:34:31.055398,"(3.0, 3.45, 3.4453125)","(51.0, 80.0, 70.0)","(4.6, 5.1, 5.0)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 47.5)","(2.8, 3.9, 3.8333333333333335)","(3.9, 7.2, 6.8)"
05-01-2023 16:34:32.308722,"(3.0, 3.45, 3.4453125)","(51.0, 80.0, 70.0)","(4.6, 5.1, 5.052631578947368)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 47.5)","(2.8, 3.85, 3.7681818181818185)","(3.9, 7.2, 6.9818181818181815)"
05-01-2023 16:34:33.573949,"(3.0, 3.45, 3.4453125)","(51.0, 80.0, 71.66666666666667)","(4.6, 5.1, 5.0249999999999995)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 47.5)","(2.8, 3.85, 3.825)","(3.9, 7.2, 6.9818181818181815)"
05-01-2023 16:34:34.840855,"(3.0, 3.45, 3.4107142857142856)","(51.0, 80.0, 71.66666666666667)","(4.6, 5.1, 5.0249999999999995)","(20.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 48.63636363636364)","(2.8, 3.85, 3.816666666666667)","(3.9, 7.2, 6.8)"
05-01-2023 16:34:36.091195,"(2.9, 3.45, 3.398936170212766)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 80.83333333333334)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.773076923076923)","(4.2, 7.2, 7.085714285714285)"
05-01-2023 16:34:37.267011,"(2.9, 3.45, 3.389423076923077)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.827777777777778)","(4.2, 7.2, 7.085714285714285)"
05-01-2023 16:34:38.379583,"(2.9, 3.45, 3.389423076923077)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 79.23076923076923)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.827777777777778)","(4.2, 7.2, 7.085714285714285)"
05-01-2023 16:34:39.604347,"(2.9, 3.45, 3.4107142857142856)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 76.42857142857143)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.827777777777778)","(4.2, 7.2, 7.090909090909091)"
05-01-2023 16:34:40.738836,"(2.9, 3.45, 3.4107142857142856)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 76.42857142857143)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.827777777777778)","(4.2, 7.2, 7.090909090909091)"
05-01-2023 16:34:41.894769,"(2.9, 3.45, 3.4107142857142856)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 76.42857142857143)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.8)","(4.2, 7.2, 7.090909090909091)"
05-01-2023 16:34:43.075713,"(2.9, 3.45, 3.4107142857142856)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.47058823529412)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.75)","(4.2, 7.2, 7.090909090909091)"
05-01-2023 16:34:44.256584,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.47058823529412)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.090909090909091)"
05-01-2023 16:34:45.407696,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.47058823529412)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:46.531472,"(2.9, 3.4, 3.396875)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.47058823529412)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:47.769097,"(2.9, 3.4, 3.396875)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.47058823529412)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:48.947910,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.47058823529412)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.8)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:50.222297,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.47058823529412)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:51.540174,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.25)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:52.781143,"(2.9, 3.4, 3.396875)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:54.018779,"(2.9, 3.4, 3.396875)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:55.105957,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.63636363636364)","(2.9, 3.85, 3.8)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:56.137641,"(2.9, 3.4, 3.396875)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.421052631578945)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:57.293967,"(2.9, 3.4, 3.396875)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.114285714285715)"
05-01-2023 16:34:58.472322,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.140000000000001)"
05-01-2023 16:34:59.748882,"(2.9, 3.4, 3.396875)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.140000000000001)"
05-01-2023 16:35:00.907212,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 70.0)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.140000000000001)"
05-01-2023 16:35:02.093585,"(2.9, 3.4, 3.383783783783784)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.825)","(4.2, 7.2, 7.140000000000001)"
05-01-2023 16:35:03.333568,"(2.9, 3.5, 3.488888888888889)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.7750000000000004)","(4.2, 7.2, 7.140000000000001)"
05-01-2023 16:35:04.587436,"(2.9, 3.55, 3.436363636363636)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.7750000000000004)","(4.2, 7.2, 7.140000000000001)"
05-01-2023 16:35:05.898171,"(2.9, 3.55, 3.436363636363636)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.7750000000000004)","(4.2, 7.2, 7.140000000000001)"
05-01-2023 16:35:07.164664,"(2.9, 3.55, 3.3842857142857143)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.7666666666666666)","(4.2, 7.2, 7.128)"
05-01-2023 16:35:08.533289,"(2.9, 3.5, 3.41)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.742857142857143)","(4.2, 7.2, 7.1)"
05-01-2023 16:35:10.037943,"(2.9, 3.5, 3.41)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.0249999999999995)","(19.0, 28.0, 27.25)","(41.0, 85.0, 82.33333333333333)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.7666666666666666)","(4.2, 7.2, 7.1)"
05-01-2023 16:35:11.349932,"(2.9, 3.5, 3.4169811320754717)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.018181818181818)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.25)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.75)","(4.4, 7.2, 7.1)"
05-01-2023 16:35:12.625289,"(2.9, 3.5, 3.3984126984126983)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.018181818181818)","(19.0, 28.0, 27.25)","(41.0, 85.0, 81.25)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.75)","(4.4, 7.2, 7.1)"
05-01-2023 16:35:13.967554,"(2.9, 3.5, 3.3984126984126983)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 81.25)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.7750000000000004)","(4.4, 7.2, 7.1)"
05-01-2023 16:35:15.390400,"(2.9, 3.5, 3.3984126984126983)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 48.57142857142857)","(2.9, 3.85, 3.825)","(4.4, 7.2, 7.1)"
05-01-2023 16:35:16.721897,"(2.9, 3.5, 3.3984126984126983)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.8125)","(4.4, 7.2, 7.096551724137931)"
05-01-2023 16:35:18.007708,"(2.9, 3.5, 3.3984126984126983)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.8000000000000003)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:19.263085,"(2.9, 3.5, 3.4169811320754717)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.825)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:20.507611,"(2.9, 3.5, 3.4169811320754717)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.790909090909091)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:21.767995,"(2.9, 3.5, 3.4169811320754717)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.9, 3.7526315789473683)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:23.058983,"(2.9, 3.5, 3.4169811320754717)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.057142857142857)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.9, 3.795238095238095)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:24.371274,"(2.9, 3.5, 3.4169811320754717)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.9, 3.7625)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:25.629842,"(2.9, 3.5, 3.4169811320754717)","(41.0, 80.0, 71.66666666666667)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.9, 3.716666666666667)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:26.873930,"(2.9, 3.55, 3.43)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 48.96551724137931)","(2.9, 3.9, 3.7526315789473683)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:28.090550,"(2.9, 3.55, 3.5091836734693875)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.9, 3.7750000000000004)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:29.325807,"(2.9, 3.55, 3.4898148148148147)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.7750000000000004)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:30.582465,"(2.9, 3.55, 3.4898148148148147)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.75)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:31.869313,"(2.9, 3.55, 3.3944444444444444)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.75)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:33.122646,"(2.9, 3.55, 3.4653225806451613)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.725)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:34.316149,"(2.9, 3.55, 3.4653225806451613)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.030769230769231)","(19.0, 28.0, 27.5)","(41.0, 85.0, 82.6923076923077)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.7666666666666666)","(4.4, 7.2, 7.1230769230769235)"
05-01-2023 16:35:35.540954,"(2.9, 3.55, 3.4653225806451613)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 28.0, 27.625)","(41.0, 85.0, 80.86206896551724)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.85, 3.78)","(4.4, 7.2, 7.109090909090909)"
05-01-2023 16:35:36.956810,"(2.9, 3.55, 3.4653225806451613)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 28.0, 27.735294117647058)","(41.0, 85.0, 80.86206896551724)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.8, 3.78)","(4.4, 7.2, 7.140000000000001)"
05-01-2023 16:35:38.402162,"(2.9, 3.55, 3.4653225806451613)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 28.0, 27.735294117647058)","(41.0, 85.0, 80.86206896551724)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.8, 3.78)","(4.4, 7.2, 7.140000000000001)"
05-01-2023 16:35:39.770270,"(2.9, 3.55, 3.544047619047619)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 28.0, 27.735294117647058)","(41.0, 85.0, 80.86206896551724)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.8, 3.78)","(4.4, 7.2, 7.16)"
05-01-2023 16:35:41.398397,"(2.9, 3.5, 3.493939393939394)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 28.0, 27.735294117647058)","(41.0, 85.0, 80.86206896551724)","(31.0, 50.0, 49.03225806451613)","(2.9, 3.8, 3.783333333333333)","(4.4, 7.2, 7.17)"
05-01-2023 16:35:42.825807,"(2.9, 3.5, 3.425)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 28.0, 27.742857142857144)","(41.0, 85.0, 80.86206896551724)","(31.0, 50.0, 47.6)","(2.9, 3.8, 3.776923076923077)","(4.4, 7.2, 7.17)"
05-01-2023 16:35:44.240796,"(2.9, 3.35, 3.33265306122449)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 28.0, 31.81081081081081)","(41.0, 85.0, 80.86206896551724)","(31.0, 50.0, 62.66666666666667)","(2.9, 3.9, 3.7714285714285714)","(4.4, 7.2, 6.9)"
05-01-2023 16:35:45.501109,"(2.9, 3.35, 3.3444444444444446)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 32.0, 30.659574468085104)","(41.0, 85.0, 80.86206896551724)","(31.0, 65.0, 59.103448275862064)","(2.9, 3.9, 3.675)","(4.4, 7.2, 7.025)"
05-01-2023 16:35:46.807574,"(2.9, 3.35, 3.3375)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.02)","(19.0, 32.0, 29.157894736842106)","(41.0, 85.0, 80.86206896551724)","(31.0, 65.0, 51.5)","(2.9, 3.9, 3.775)","(4.4, 7.2, 7.0600000000000005)"
05-01-2023 16:35:48.075042,"(2.9, 3.35, 3.3435483870967744)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.016666666666667)","(19.0, 32.0, 29.75)","(41.0, 85.0, 80.86206896551724)","(31.0, 65.0, 55.357142857142854)","(2.9, 3.9, 3.7095238095238092)","(4.4, 7.2, 7.088888888888889)"
05-01-2023 16:35:49.410987,"(2.9, 3.35, 3.3435483870967744)","(41.0, 80.0, 63.333333333333336)","(4.4, 5.1, 5.016666666666667)","(19.0, 32.0, 29.75)","(41.0, 85.0, 80.86206896551724)","(31.0, 65.0, 55.357142857142854)","(2.9, 3.9, 3.7068181818181816)","(4.4, 7.2, 7.008)"
05-01-2023 16:35:50.723982,"(2.9, 3.35, 3.340909090909091)","(41.0, 80.0, 63.333333333333336)","(4.4, 5.1, 5.016666666666667)","(19.0, 32.0, 29.75)","(41.0, 85.0, 80.86206896551724)","(31.0, 65.0, 55.357142857142854)","(2.9, 3.9, 3.761111111111111)","(4.4, 7.2, 6.8307692307692305)"
05-01-2023 16:35:52.036555,"(2.9, 3.35, 3.340909090909091)","(41.0, 80.0, 67.5)","(4.4, 5.1, 5.016666666666667)","(19.0, 32.0, 29.63157894736842)","(41.0, 85.0, 80.86206896551724)","(31.0, 65.0, 59.375)","(2.9, 3.85, 3.6)","(4.4, 7.2, 6.912)"
