,Got The Lot,Perfect Colour,Dr Nightingale,Salad Dodger,Unleash Collinda,Shadow Riot,Oldrik Bale,Center
11-01-2023 19:39:01.888865,"(5.5, 11.0, 10.533333333333333)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.109090909090909)","(1.75, 2.08, 2.03625)","(4.2, 5.9, 5.671428571428572)","(51.0, 480.0, 152.0)","(41.0, 380.0, 217.5)"
11-01-2023 19:39:02.969080,"(5.5, 11.0, 10.533333333333333)","(15.0, 36.0, 29.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.2, 6.109090909090909)","(1.75, 2.06, 2.03625)","(4.2, 5.8, 5.671428571428572)","(51.0, 460.0, 150.0)","(41.0, 370.0, 212.5)"
11-01-2023 19:39:04.051498,"(5.5, 11.0, 10.363636363636363)","(15.0, 36.0, 29.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 7.4, 6.304347826086957)","(1.75, 2.06, 2.0410526315789475)","(4.2, 5.8, 5.671428571428572)","(51.0, 450.0, 128.57142857142856)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:05.170577,"(5.5, 11.0, 10.363636363636363)","(15.0, 36.0, 29.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 7.4, 6.304347826086957)","(1.75, 2.06, 2.0410526315789475)","(4.2, 5.8, 5.671428571428572)","(51.0, 450.0, 128.57142857142856)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:06.238897,"(5.5, 11.0, 10.363636363636363)","(15.0, 36.0, 29.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.8, 6.675)","(1.75, 2.06, 2.0410526315789475)","(4.2, 5.8, 5.671428571428572)","(51.0, 450.0, 128.57142857142856)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:07.341503,"(5.5, 11.0, 10.363636363636363)","(15.0, 36.0, 29.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 5.5588235294117645)","(1.75, 2.08, 2.0028571428571427)","(4.2, 5.8, 5.671428571428572)","(51.0, 450.0, 193.33333333333331)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:08.427494,"(5.5, 11.0, 10.363636363636363)","(15.0, 36.0, 29.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.2, 5.557142857142857)","(1.75, 2.08, 2.0309090909090908)","(4.2, 5.8, 5.26)","(51.0, 430.0, 193.33333333333331)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:09.561802,"(5.5, 11.0, 10.5625)","(15.0, 50.0, 22.083333333333332)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.2, 5.557142857142857)","(1.75, 2.08, 1.9861538461538462)","(4.2, 5.5, 5.5)","(51.0, 430.0, 193.33333333333331)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:10.678588,"(5.5, 11.0, 10.5625)","(15.0, 48.0, 37.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.2, 5.829411764705882)","(1.75, 2.04, 1.9861538461538462)","(4.2, 5.8, 5.5)","(51.0, 430.0, 193.33333333333331)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:11.756796,"(5.5, 11.0, 10.5625)","(15.0, 48.0, 37.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.2, 5.930769230769231)","(1.75, 2.02, 1.98)","(4.2, 6.0, 5.822222222222223)","(51.0, 430.0, 193.33333333333331)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:12.816180,"(5.5, 11.0, 10.5625)","(15.0, 48.0, 37.5)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.2, 5.930769230769231)","(1.75, 2.02, 1.98)","(4.2, 5.9, 5.836363636363637)","(51.0, 430.0, 193.33333333333331)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:13.848030,"(5.5, 11.0, 10.5625)","(15.0, 48.0, 32.25)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.2, 5.95)","(1.75, 2.02, 1.9885714285714287)","(4.2, 5.9, 5.836363636363637)","(51.0, 430.0, 242.5)","(41.0, 360.0, 330.0)"
11-01-2023 19:39:14.887527,"(5.5, 11.0, 10.5625)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 5.95)","(1.75, 2.02, 1.9885714285714287)","(4.2, 5.9, 6.300000000000001)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:15.939428,"(5.5, 11.0, 10.5625)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 5.95)","(1.75, 2.02, 2.005333333333333)","(4.2, 6.4, 5.78888888888889)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:17.067758,"(5.5, 10.5, 10.18235294117647)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 5.991666666666667)","(1.75, 2.02, 1.94)","(4.2, 6.4, 5.876190476190477)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:18.258264,"(5.5, 10.5, 10.114285714285714)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.033333333333333)","(1.75, 1.97, 1.94)","(4.2, 6.4, 5.854545454545455)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:19.467088,"(5.5, 10.5, 10.21875)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.033333333333333)","(1.75, 1.97, 1.94)","(4.2, 6.4, 5.768421052631579)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:20.567913,"(5.5, 10.5, 10.21875)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.033333333333333)","(1.75, 1.97, 1.94)","(4.2, 6.4, 5.768421052631579)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:21.678758,"(5.5, 10.5, 10.153846153846153)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.033333333333333)","(1.75, 1.97, 1.94)","(4.2, 6.4, 5.768421052631579)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:22.794216,"(5.5, 11.0, 10.125)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.033333333333333)","(1.75, 1.97, 1.9533333333333334)","(4.2, 6.4, 5.8352941176470585)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:23.921229,"(5.5, 11.0, 10.65)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.05)","(1.75, 2.04, 1.9533333333333334)","(4.2, 6.4, 5.929411764705883)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:25.026893,"(5.5, 11.0, 10.363636363636363)","(15.0, 46.0, 19.77777777777778)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.05)","(1.75, 2.04, 1.9885714285714287)","(4.2, 6.4, 5.929411764705883)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:26.172703,"(5.5, 11.0, 10.125)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.05)","(1.75, 2.02, 1.9885714285714287)","(4.2, 6.4, 5.929411764705883)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:27.238679,"(5.5, 11.0, 10.125)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.05)","(1.75, 2.02, 1.9885714285714287)","(4.2, 6.4, 5.929411764705883)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:28.279508,"(5.5, 11.0, 10.777777777777779)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.05)","(1.75, 2.02, 1.95)","(4.2, 6.4, 5.929411764705883)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:29.316009,"(5.5, 11.5, 10.954545454545455)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 6.05)","(1.75, 1.99, 1.95)","(4.2, 6.4, 5.733333333333333)","(51.0, 410.0, 242.5)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:30.373717,"(5.5, 11.5, 11.038461538461538)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.2, 5.95)","(1.75, 1.99, 1.95)","(4.2, 6.4, 6.066666666666667)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:31.444514,"(5.5, 11.5, 11.038461538461538)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.4, 6.25)","(1.75, 1.99, 1.95)","(4.2, 6.2, 6.066666666666667)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:32.518841,"(5.5, 11.5, 11.038461538461538)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.4, 6.222222222222222)","(1.75, 1.99, 1.95)","(4.2, 6.2, 6.066666666666667)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:33.553590,"(5.5, 11.5, 11.038461538461538)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.4, 6.222222222222222)","(1.75, 1.99, 1.95)","(4.2, 6.2, 6.066666666666667)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:34.575581,"(5.5, 11.5, 10.9)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.4, 6.222222222222222)","(1.75, 1.99, 1.950625)","(4.2, 6.2, 5.942857142857143)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:35.549421,"(5.5, 13.0, 12.166666666666666)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.4, 6.222222222222222)","(1.75, 2.04, 1.950625)","(4.2, 6.2, 5.942857142857143)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:36.615500,"(5.5, 13.0, 12.166666666666666)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.4, 6.08)","(1.75, 2.02, 1.9485714285714286)","(4.2, 6.2, 5.9)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 212.5)"
11-01-2023 19:39:37.684342,"(5.5, 13.5, 12.3)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.4, 6.2)","(1.75, 2.0, 1.981111111111111)","(4.2, 6.2, 5.9)","(51.0, 410.0, 186.66666666666669)","(41.0, 360.0, 202.5)"
11-01-2023 19:39:38.720853,"(5.5, 13.5, 12.3)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.2)","(1.75, 1.99, 1.981111111111111)","(4.2, 6.2, 5.9)","(51.0, 410.0, 186.66666666666669)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:39.748007,"(5.5, 13.5, 13.25)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.2)","(1.75, 1.99, 1.98125)","(4.2, 6.2, 5.9)","(51.0, 410.0, 186.66666666666669)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:40.731265,"(5.5, 14.0, 13.0)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.15)","(1.75, 1.99, 1.9645454545454546)","(4.2, 6.2, 5.9)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:41.772832,"(5.5, 14.0, 13.0)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.088888888888889)","(1.75, 1.99, 1.9725)","(4.2, 6.2, 5.9)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:42.861359,"(5.5, 14.0, 13.0)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.2444444444444445)","(1.75, 1.99, 1.9649999999999999)","(4.2, 6.2, 5.9)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:43.934301,"(5.5, 14.0, 13.0)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.4399999999999995)","(1.75, 1.98, 1.9649999999999999)","(4.2, 6.2, 5.5777777777777775)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:45.103966,"(5.5, 14.0, 13.25)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.5)","(1.75, 1.98, 1.9649999999999999)","(4.2, 6.2, 5.571428571428572)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:46.218605,"(5.5, 14.0, 13.25)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.5)","(1.75, 1.98, 1.9649999999999999)","(4.2, 6.0, 5.377777777777777)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:47.318834,"(5.5, 14.0, 11.75)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.98, 1.9649999999999999)","(4.2, 6.0, 5.666666666666667)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:48.424379,"(5.5, 14.0, 13.142857142857142)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.98, 1.9649999999999999)","(4.2, 5.9, 5.666666666666667)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:49.539130,"(5.5, 14.0, 12.125)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.98, 1.9425)","(4.2, 5.9, 5.666666666666667)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:50.681448,"(5.5, 14.0, 13.0625)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.95, 1.9425)","(4.2, 5.9, 5.666666666666667)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:51.752233,"(5.5, 14.0, 13.0625)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.95, 1.9425)","(4.2, 5.9, 5.666666666666667)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:52.852696,"(5.5, 14.0, 13.25)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.95, 1.9425)","(4.2, 5.9, 5.666666666666667)","(51.0, 410.0, 183.33333333333331)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:53.958657,"(5.5, 15.0, 14.0)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.6, 6.542857142857143)","(1.75, 1.95, 1.9384615384615385)","(4.2, 5.9, 5.742857142857143)","(51.0, 410.0, 180.0)","(41.0, 340.0, 202.5)"
11-01-2023 19:39:55.134072,"(5.5, 15.0, 13.333333333333334)","(15.0, 44.0, 25.666666666666664)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.45)","(1.75, 1.95, 1.9384615384615385)","(4.2, 5.8, 5.814285714285714)","(51.0, 410.0, 180.0)","(41.0, 340.0, 242.0)"
11-01-2023 19:39:56.298945,"(5.5, 15.0, 13.333333333333334)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.45)","(1.75, 1.95, 1.9573333333333334)","(4.2, 5.9, 5.814285714285714)","(51.0, 410.0, 180.0)","(41.0, 340.0, 194.0)"
11-01-2023 19:39:57.418974,"(5.5, 15.0, 13.333333333333334)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.6)","(1.75, 1.99, 1.963076923076923)","(4.2, 5.9, 5.7)","(51.0, 410.0, 180.0)","(41.0, 340.0, 194.0)"
11-01-2023 19:39:58.538569,"(5.5, 15.0, 13.333333333333334)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.3)","(1.75, 1.99, 1.963076923076923)","(4.2, 5.9, 5.7)","(51.0, 410.0, 180.0)","(41.0, 340.0, 194.0)"
11-01-2023 19:39:59.606293,"(5.5, 15.0, 14.25)","(15.0, 44.0, 30.25)","(81.0, 610.0, 130.0)","(5.0, 6.8, 6.163636363636363)","(1.75, 1.99, 1.9494736842105262)","(4.2, 5.9, 5.7)","(51.0, 410.0, 180.0)","(41.0, 340.0, 194.0)"
11-01-2023 19:40:00.751656,"(5.5, 15.0, 14.25)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.8, 6.431578947368421)","(1.75, 1.99, 1.9494736842105262)","(4.2, 5.9, 5.5181818181818185)","(51.0, 410.0, 180.0)","(41.0, 340.0, 194.0)"
11-01-2023 19:40:01.819849,"(5.5, 15.0, 14.25)","(15.0, 44.0, 30.25)","(81.0, 610.0, 340.0)","(5.0, 6.8, 6.431578947368421)","(1.75, 1.99, 1.9494736842105262)","(4.2, 5.9, 5.628571428571428)","(51.0, 410.0, 180.0)","(41.0, 340.0, 145.33333333333331)"
11-01-2023 19:40:02.916815,"(5.5, 15.0, 14.25)","(15.0, 48.0, 32.25)","(81.0, 610.0, 340.0)","(5.0, 6.8, 6.11578947368421)","(1.75, 1.99, 1.9413333333333334)","(4.2, 5.8, 5.628571428571428)","(51.0, 410.0, 372.5)","(41.0, 340.0, 298.46153846153845)"
11-01-2023 19:40:03.942028,"(5.5, 15.0, 14.25)","(15.0, 42.0, 18.625)","(81.0, 610.0, 520.0)","(5.0, 6.8, 6.11578947368421)","(1.75, 1.96, 1.9446153846153846)","(4.2, 5.8, 5.6)","(51.0, 400.0, 372.5)","(41.0, 340.0, 298.46153846153845)"
11-01-2023 19:40:04.936658,"(5.5, 15.0, 14.25)","(15.0, 42.0, 23.3)","(81.0, 610.0, 520.0)","(5.0, 6.8, 6.057142857142857)","(1.75, 1.96, 1.9446153846153846)","(4.2, 5.8, 5.6)","(51.0, 400.0, 372.5)","(41.0, 340.0, 298.46153846153845)"
11-01-2023 19:40:05.957644,"(5.5, 17.0, 15.625)","(15.0, 42.0, 23.3)","(81.0, 600.0, 511.66666666666663)","(5.0, 6.8, 6.11578947368421)","(1.75, 1.96, 1.94125)","(4.2, 5.8, 5.45)","(51.0, 400.0, 372.5)","(41.0, 340.0, 298.46153846153845)"
11-01-2023 19:40:07.057837,"(5.5, 18.0, 17.142857142857142)","(15.0, 42.0, 23.666666666666668)","(81.0, 600.0, 259.2857142857143)","(5.0, 6.8, 6.453333333333334)","(1.75, 1.96, 1.94125)","(4.2, 5.8, 5.1)","(51.0, 400.0, 372.5)","(41.0, 340.0, 280.0)"
11-01-2023 19:40:08.173215,"(5.5, 18.0, 15.25)","(15.0, 42.0, 23.666666666666668)","(81.0, 590.0, 441.42857142857144)","(5.0, 6.8, 6.441379310344828)","(1.75, 1.96, 1.94125)","(4.2, 5.8, 5.585714285714285)","(51.0, 400.0, 372.5)","(41.0, 340.0, 166.66666666666669)"
11-01-2023 19:40:09.191807,"(5.5, 18.5, 14.375)","(15.0, 42.0, 21.761904761904763)","(81.0, 580.0, 327.5)","(5.0, 6.8, 6.441379310344828)","(1.75, 1.96, 1.9475)","(4.2, 5.7, 5.585714285714285)","(51.0, 400.0, 372.5)","(41.0, 340.0, 166.66666666666669)"
11-01-2023 19:40:10.178418,"(5.5, 17.5, 13.75)","(15.0, 42.0, 21.761904761904763)","(81.0, 580.0, 327.5)","(5.0, 6.8, 6.441379310344828)","(1.75, 2.0, 1.9449999999999998)","(4.2, 5.7, 5.585714285714285)","(51.0, 400.0, 372.5)","(41.0, 340.0, 166.66666666666669)"
11-01-2023 19:40:11.243116,"(5.5, 17.5, 16.153846153846153)","(15.0, 42.0, 21.761904761904763)","(81.0, 580.0, 131.11111111111111)","(5.0, 6.8, 6.433333333333334)","(1.75, 1.97, 1.9449999999999998)","(4.2, 5.7, 5.4818181818181815)","(51.0, 400.0, 372.5)","(41.0, 340.0, 265.7142857142857)"
11-01-2023 19:40:12.257347,"(5.5, 17.5, 15.0)","(15.0, 42.0, 21.761904761904763)","(81.0, 510.0, 292.5)","(5.0, 6.8, 6.45)","(1.75, 1.97, 1.938)","(4.2, 5.7, 5.4818181818181815)","(51.0, 400.0, 372.5)","(41.0, 340.0, 288.0)"
11-01-2023 19:40:13.331573,"(5.5, 17.5, 15.0)","(15.0, 42.0, 25.0)","(81.0, 510.0, 466.5)","(5.0, 6.8, 6.275)","(1.75, 1.97, 1.938)","(4.2, 5.7, 5.4818181818181815)","(51.0, 400.0, 372.5)","(41.0, 340.0, 288.0)"
11-01-2023 19:40:14.357697,"(5.5, 17.5, 15.357142857142858)","(15.0, 42.0, 18.86111111111111)","(81.0, 510.0, 466.5)","(5.0, 6.8, 6.3999999999999995)","(1.75, 1.97, 1.9449999999999998)","(4.2, 5.7, 5.1)","(51.0, 400.0, 372.5)","(41.0, 340.0, 288.0)"
11-01-2023 19:40:15.369084,"(5.5, 17.5, 15.833333333333334)","(15.0, 40.0, 28.75)","(81.0, 510.0, 401.25)","(5.0, 6.6, 6.3999999999999995)","(1.75, 1.97, 1.9485714285714286)","(4.2, 5.7, 5.066666666666666)","(51.0, 400.0, 372.5)","(41.0, 340.0, 288.0)"
11-01-2023 19:40:16.425867,"(5.5, 17.5, 17.2)","(15.0, 40.0, 28.75)","(81.0, 510.0, 401.25)","(5.0, 6.6, 6.366666666666666)","(1.75, 1.97, 1.98)","(4.2, 5.6, 5.042857142857143)","(51.0, 400.0, 318.75)","(41.0, 340.0, 238.0)"
11-01-2023 19:40:17.495495,"(5.5, 17.5, 17.2)","(15.0, 40.0, 28.75)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.366666666666666)","(1.75, 2.0, 1.977142857142857)","(4.2, 5.6, 5.2)","(51.0, 400.0, 223.88888888888889)","(41.0, 340.0, 173.33333333333331)"
11-01-2023 19:40:18.550828,"(5.5, 17.5, 16.428571428571427)","(15.0, 40.0, 35.5)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.366666666666666)","(1.75, 1.99, 1.977142857142857)","(4.2, 5.4, 5.133333333333334)","(51.0, 410.0, 298.33333333333337)","(41.0, 340.0, 215.0)"
11-01-2023 19:40:19.649927,"(5.5, 17.5, 16.428571428571427)","(15.0, 40.0, 35.5)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.366666666666666)","(1.75, 1.99, 1.977142857142857)","(4.2, 5.4, 5.133333333333334)","(51.0, 410.0, 373.33333333333337)","(41.0, 340.0, 308.18181818181813)"
11-01-2023 19:40:20.724638,"(5.5, 17.5, 17.2)","(15.0, 38.0, 36.13636363636364)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.96)","(4.2, 5.4, 5.110714285714286)","(51.0, 400.0, 373.33333333333337)","(41.0, 330.0, 310.0)"
11-01-2023 19:40:21.759701,"(5.5, 17.5, 17.2)","(15.0, 38.0, 32.14285714285714)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9233333333333333)","(4.2, 5.4, 4.962162162162162)","(51.0, 400.0, 321.25)","(41.0, 330.0, 271.25)"
11-01-2023 19:40:22.770503,"(5.5, 17.5, 17.142857142857142)","(15.0, 38.0, 27.26190476190476)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9233333333333333)","(4.2, 5.4, 5.1909090909090905)","(51.0, 400.0, 360.625)","(41.0, 330.0, 300.625)"
11-01-2023 19:40:23.832078,"(5.5, 17.5, 15.833333333333334)","(15.0, 38.0, 24.82142857142857)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9233333333333333)","(4.2, 5.3, 5.133333333333334)","(51.0, 400.0, 360.625)","(41.0, 330.0, 300.625)"
11-01-2023 19:40:24.888941,"(5.5, 17.5, 15.833333333333334)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9233333333333333)","(4.2, 5.2, 5.08)","(51.0, 400.0, 361.25)","(41.0, 330.0, 312.3076923076923)"
11-01-2023 19:40:26.030850,"(5.5, 17.5, 15.714285714285714)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9828571428571429)","(4.2, 5.2, 5.12)","(51.0, 400.0, 361.25)","(41.0, 330.0, 312.3076923076923)"
11-01-2023 19:40:27.112844,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 336.0)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9828571428571429)","(4.2, 5.2, 5.12)","(51.0, 400.0, 361.25)","(41.0, 330.0, 312.3076923076923)"
11-01-2023 19:40:28.310581,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98375)","(4.2, 5.2, 5.136842105263158)","(51.0, 400.0, 356.42857142857144)","(41.0, 330.0, 293.3333333333333)"
11-01-2023 19:40:29.482006,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98375)","(4.2, 5.2, 5.085714285714285)","(51.0, 400.0, 325.0)","(41.0, 330.0, 298.57142857142856)"
11-01-2023 19:40:30.688908,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 366.6666666666667)","(41.0, 330.0, 298.57142857142856)"
11-01-2023 19:40:31.937667,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 372.72727272727275)","(41.0, 330.0, 295.0)"
11-01-2023 19:40:33.124021,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 24.56896551724138)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 372.72727272727275)","(41.0, 330.0, 295.0)"
11-01-2023 19:40:34.259894,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 19.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 372.72727272727275)","(41.0, 330.0, 295.0)"
