,Grab The Pizzas,Spring Flute,Centennial,Another Scotch,Arrow Master,Cawbourne Neo,Tintillo,Paramount Rose
08-01-2023 19:24:50.663614,"(3.9, 5.0, 4.791304347826086)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 183.33333333333334)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.0)","(5.5, 8.6, 8.485714285714286)"
08-01-2023 19:24:51.919877,"(3.9, 5.0, 4.791304347826086)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.625)","(5.5, 8.6, 8.392307692307693)"
08-01-2023 19:24:53.101966,"(3.9, 5.0, 4.791304347826086)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.520833333333334)","(5.5, 8.6, 8.392307692307693)"
08-01-2023 19:24:54.197232,"(3.9, 5.0, 4.791304347826086)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 174.6153846153846)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.434782608695652)","(5.5, 8.6, 8.74375)"
08-01-2023 19:24:55.316905,"(3.9, 5.0, 4.787234042553191)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 174.6153846153846)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.81)","(11.0, 17.5, 15.803571428571429)","(5.5, 9.4, 8.523076923076923)"
08-01-2023 19:24:56.460238,"(3.9, 5.0, 4.787234042553191)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.857142857142857)","(11.0, 17.5, 15.434782608695652)","(5.5, 8.8, 8.316279069767441)"
08-01-2023 19:24:57.573633,"(3.9, 5.0, 4.7727272727272725)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.95, 3.956)","(11.0, 17.5, 15.803571428571429)","(5.5, 8.8, 8.54025974025974)"
08-01-2023 19:24:58.915621,"(3.9, 4.5, 4.307843137254902)","(3.2, 4.2, 4.133333333333334)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 4.1, 4.014285714285714)","(11.0, 17.5, 15.803571428571429)","(5.5, 8.8, 8.54025974025974)"
08-01-2023 19:25:00.233004,"(3.9, 4.5, 4.217307692307693)","(3.2, 4.2, 4.133333333333334)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 4.1, 4.1684210526315795)","(11.0, 17.5, 15.22)","(5.5, 8.8, 8.223076923076922)"
08-01-2023 19:25:01.529698,"(3.9, 4.5, 4.206)","(3.2, 4.2, 4.133333333333334)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 4.2, 4.29)","(11.0, 17.5, 15.282608695652174)","(5.5, 8.8, 8.543589743589743)"
08-01-2023 19:25:02.839062,"(3.9, 4.4, 4.211111111111111)","(3.2, 4.2, 4.133333333333334)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 4.3, 4.239130434782608)","(11.0, 17.5, 15.307692307692308)","(5.5, 8.8, 8.543589743589743)"
08-01-2023 19:25:04.167257,"(3.9, 4.4, 4.258333333333334)","(3.2, 4.2, 4.133333333333334)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 166.66666666666666)","(3.4, 4.3, 4.194117647058824)","(11.0, 17.5, 15.307692307692308)","(5.5, 8.8, 8.543589743589743)"
08-01-2023 19:25:05.526996,"(3.9, 4.4, 4.258333333333334)","(3.2, 4.2, 4.133333333333334)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 183.33333333333334)","(3.4, 4.2, 4.197959183673469)","(11.0, 17.5, 15.307692307692308)","(5.5, 8.8, 8.543589743589743)"
08-01-2023 19:25:06.921598,"(3.9, 4.4, 4.24)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 195.2)","(3.4, 4.4, 4.194444444444445)","(11.0, 17.5, 15.8125)","(5.5, 8.8, 8.543589743589743)"
08-01-2023 19:25:08.227905,"(3.9, 4.4, 4.24)","(3.2, 4.2, 4.143589743589744)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 195.2)","(3.4, 4.2, 4.288235294117647)","(11.0, 16.0, 15.8125)","(5.5, 8.8, 8.24)"
08-01-2023 19:25:09.479913,"(3.9, 4.4, 4.251851851851852)","(3.2, 4.3, 4.271428571428571)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.766666666666667)","(71.0, 200.0, 195.2)","(3.4, 4.3, 4.2)","(11.0, 16.0, 15.8125)","(5.5, 8.8, 8.632835820895522)"
08-01-2023 19:25:10.787181,"(3.9, 4.4, 4.251851851851852)","(3.2, 4.3, 4.2043478260869565)","(81.0, 290.0, 165.0)","(9.0, 11.5, 10.88888888888889)","(71.0, 200.0, 195.2)","(3.4, 4.4, 4.256410256410256)","(11.0, 16.0, 15.8125)","(6.0, 8.8, 8.614492753623189)"
08-01-2023 19:25:12.021591,"(3.8, 4.4, 4.251851851851852)","(3.3, 4.3, 4.2043478260869565)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.88888888888889)","(81.0, 200.0, 195.2)","(3.5, 4.4, 4.292857142857143)","(11.0, 16.0, 16.27777777777778)","(6.0, 8.8, 8.588888888888889)"
08-01-2023 19:25:13.343187,"(3.8, 4.4, 4.24)","(3.3, 4.3, 4.183333333333334)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.910714285714286)","(81.0, 200.0, 195.2)","(3.5, 4.3, 4.194117647058824)","(11.0, 16.5, 15.323529411764707)","(6.0, 8.6, 8.578181818181818)"
08-01-2023 19:25:14.710818,"(3.8, 4.6, 4.3545454545454545)","(3.3, 4.2, 4.133333333333333)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.95)","(81.0, 200.0, 195.2)","(3.5, 4.2, 4.278947368421052)","(11.0, 16.5, 15.8)","(6.0, 8.6, 8.391836734693879)"
08-01-2023 19:25:15.935600,"(3.8, 4.6, 4.449999999999999)","(3.3, 4.2, 4.016666666666667)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.710526315789474)","(81.0, 200.0, 195.2)","(3.5, 4.3, 4.226666666666667)","(11.0, 16.0, 15.2)","(6.0, 8.4, 8.54)"
08-01-2023 19:25:17.146564,"(3.8, 4.6, 4.542857142857143)","(3.3, 4.1, 3.975)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.710526315789474)","(81.0, 200.0, 195.2)","(3.5, 4.3, 4.22)","(11.0, 15.5, 15.277777777777779)","(6.0, 8.6, 8.472)"
08-01-2023 19:25:18.364581,"(3.8, 4.6, 4.557142857142857)","(3.3, 4.1, 3.9428571428571426)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.710526315789474)","(81.0, 200.0, 195.2)","(3.5, 4.3, 4.213043478260869)","(11.0, 15.5, 15.0)","(6.0, 8.6, 8.5)"
08-01-2023 19:25:19.667998,"(3.8, 4.7, 4.65)","(3.3, 4.1, 3.9705882352941173)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.710526315789474)","(81.0, 200.0, 195.2)","(3.5, 4.3, 4.25)","(11.0, 15.5, 15.0)","(6.0, 8.6, 8.1)"
08-01-2023 19:25:20.888273,"(3.7, 4.7, 4.6125)","(3.2, 4.1, 3.984210526315789)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.785714285714286)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.209090909090909)","(11.0, 15.5, 15.0)","(5.5, 8.2, 8.1)"
08-01-2023 19:25:21.987580,"(3.7, 4.7, 4.68)","(3.2, 4.1, 3.984210526315789)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.710526315789474)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.228571428571429)","(11.0, 15.5, 15.033333333333333)","(5.5, 8.2, 7.973333333333334)"
08-01-2023 19:25:23.179361,"(3.8, 4.7, 4.681818181818182)","(3.2, 4.1, 3.984210526315789)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.710526315789474)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.2444444444444445)","(11.0, 15.5, 15.033333333333333)","(5.5, 8.0, 7.74)"
08-01-2023 19:25:24.602808,"(3.8, 4.8, 4.6625)","(3.2, 4.1, 4.025)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.710526315789474)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.2444444444444445)","(11.0, 15.5, 15.033333333333333)","(5.5, 7.8, 7.74)"
08-01-2023 19:25:25.876229,"(3.8, 4.8, 4.66)","(3.2, 4.1, 4.025)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.847826086956522)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.2444444444444445)","(11.0, 15.5, 15.033333333333333)","(5.5, 7.8, 7.786666666666666)"
08-01-2023 19:25:27.106938,"(3.8, 4.8, 4.66)","(3.2, 4.1, 4.025)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.847826086956522)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.228571428571429)","(11.0, 15.5, 15.033333333333333)","(5.5, 7.8, 7.786666666666666)"
08-01-2023 19:25:28.325050,"(3.8, 4.8, 4.66)","(3.2, 4.1, 4.025)","(81.0, 290.0, 165.0)","(8.5, 11.5, 10.847826086956522)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.228571428571429)","(11.0, 15.5, 15.15)","(5.5, 7.8, 7.74)"
08-01-2023 19:25:29.560136,"(3.8, 4.8, 4.66)","(3.2, 4.1, 4.025)","(81.0, 280.0, 158.66666666666666)","(8.5, 11.5, 10.847826086956522)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.228571428571429)","(11.0, 15.5, 16.821428571428573)","(5.5, 7.8, 7.75)"
08-01-2023 19:25:30.791411,"(3.8, 4.6, 4.4173913043478255)","(3.2, 4.2, 4.026923076923077)","(81.0, 280.0, 157.5)","(8.5, 11.5, 11.375)","(81.0, 200.0, 195.2)","(3.6, 4.3, 4.266666666666667)","(11.0, 17.0, 16.81818181818182)","(5.5, 7.8, 7.786666666666666)"
08-01-2023 19:25:32.055328,"(3.8, 4.5, 4.35)","(3.2, 4.2, 4.033333333333333)","(81.0, 280.0, 210.0)","(8.5, 12.0, 11.375)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.4, 4.25)","(11.0, 17.0, 16.363636363636363)","(5.5, 7.8, 7.747368421052632)"
08-01-2023 19:25:33.495000,"(3.8, 4.5, 4.426315789473684)","(3.2, 4.1, 4.025)","(81.0, 270.0, 158.0)","(8.5, 12.0, 11.375)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.26530612244898)","(11.0, 16.5, 16.0)","(5.5, 7.8, 7.833333333333333)"
08-01-2023 19:25:34.702409,"(3.8, 4.4, 4.2846153846153845)","(3.2, 4.1, 4.016666666666667)","(81.0, 270.0, 158.0)","(8.5, 12.0, 11.4)","(81.0, 200.0, 175.0)","(3.6, 4.4, 4.26530612244898)","(11.0, 16.5, 16.142857142857142)","(5.5, 8.0, 7.857142857142857)"
08-01-2023 19:25:36.004934,"(3.8, 4.3, 4.266666666666667)","(3.2, 4.2, 4.033333333333333)","(81.0, 260.0, 158.46153846153845)","(8.5, 12.0, 11.4)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.26530612244898)","(11.0, 16.5, 16.142857142857142)","(5.5, 8.0, 7.857142857142857)"
08-01-2023 19:25:37.252138,"(3.8, 4.3, 4.266666666666667)","(3.2, 4.2, 4.1)","(81.0, 260.0, 160.0)","(8.5, 12.0, 11.4)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.24)","(11.0, 16.5, 16.142857142857142)","(5.5, 8.0, 7.857142857142857)"
08-01-2023 19:25:38.561262,"(3.8, 4.3, 4.2625)","(3.2, 4.2, 4.17)","(81.0, 250.0, 160.0)","(8.5, 12.0, 11.4)","(81.0, 200.0, 180.0)","(3.6, 4.4, 4.239130434782609)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.857142857142857)"
08-01-2023 19:25:39.802680,"(3.8, 4.3, 4.2625)","(3.2, 4.2, 4.136)","(81.0, 250.0, 160.0)","(8.5, 12.0, 11.4)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.239130434782609)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.857142857142857)"
08-01-2023 19:25:41.128921,"(3.8, 4.3, 4.266666666666667)","(3.2, 4.2, 4.136)","(81.0, 250.0, 160.0)","(8.5, 12.0, 11.428571428571429)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.4, 4.225806451612903)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.837837837837838)"
08-01-2023 19:25:42.338603,"(3.8, 4.3, 4.267857142857142)","(3.2, 4.2, 4.135483870967742)","(81.0, 250.0, 160.0)","(8.5, 12.0, 11.428571428571429)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.225806451612903)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.851428571428571)"
08-01-2023 19:25:43.528951,"(3.8, 4.3, 4.2612903225806456)","(3.2, 4.3, 4.188888888888888)","(81.0, 250.0, 160.0)","(8.5, 12.0, 11.428571428571429)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.225806451612903)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.851428571428571)"
08-01-2023 19:25:44.895667,"(3.8, 4.3, 4.2612903225806456)","(3.2, 4.3, 4.188888888888888)","(81.0, 250.0, 160.0)","(8.5, 12.0, 11.428571428571429)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.217857142857143)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.851428571428571)"
08-01-2023 19:25:46.174678,"(3.8, 4.3, 4.2612903225806456)","(3.3, 4.3, 4.188888888888888)","(81.0, 250.0, 160.0)","(9.0, 12.0, 11.428571428571429)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.218181818181819)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.851428571428571)"
08-01-2023 19:25:47.441719,"(3.8, 4.3, 4.253846153846154)","(3.3, 4.3, 4.188888888888888)","(81.0, 240.0, 158.88888888888889)","(9.0, 12.0, 11.428571428571429)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.3, 4.218181818181819)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.914285714285715)"
08-01-2023 19:25:48.577125,"(3.8, 4.3, 4.245454545454545)","(3.3, 4.3, 4.188888888888888)","(81.0, 230.0, 158.88888888888889)","(9.0, 12.0, 11.428571428571429)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.144444444444444)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.85)"
08-01-2023 19:25:49.896828,"(3.8, 4.3, 4.266666666666667)","(3.3, 4.3, 4.18235294117647)","(81.0, 230.0, 158.88888888888889)","(9.0, 12.0, 11.485714285714286)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.2, 4.203448275862069)","(11.0, 16.5, 16.25)","(5.5, 8.2, 7.877777777777777)"
08-01-2023 19:25:51.127083,"(3.8, 4.3, 4.2073170731707314)","(3.3, 4.3, 4.188888888888888)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.472222222222221)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.203448275862069)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.863157894736842)"
08-01-2023 19:25:52.285383,"(3.8, 4.3, 4.20952380952381)","(3.3, 4.3, 4.188888888888888)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.447368421052632)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.690277777777778)","(11.0, 16.5, 16.181818181818183)","(5.5, 8.0, 7.836363636363636)"
08-01-2023 19:25:53.600429,"(3.8, 4.2, 4.16734693877551)","(3.3, 4.2, 4.133333333333333)","(81.0, 230.0, 158.0)","(9.0, 11.5, 11.452380952380953)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.7, 4.38421052631579)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.846153846153846)"
08-01-2023 19:25:54.835836,"(3.8, 4.3, 4.224)","(3.3, 4.2, 4.1)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.452380952380953)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.5, 4.332258064516129)","(11.0, 16.5, 16.25)","(5.5, 8.0, 7.85)"
08-01-2023 19:25:56.034622,"(3.8, 4.3, 4.224)","(3.3, 4.2, 4.1)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.476190476190476)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.5, 4.35)","(11.0, 16.5, 16.22222222222222)","(5.5, 8.0, 7.85)"
08-01-2023 19:25:57.528124,"(3.8, 4.3, 4.224)","(3.3, 4.2, 4.105555555555556)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.476190476190476)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.321621621621621)","(11.0, 16.5, 16.071428571428573)","(5.5, 8.0, 7.903030303030303)"
08-01-2023 19:25:58.914974,"(3.8, 4.3, 4.25)","(3.3, 4.2, 4.09375)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.476190476190476)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.5, 4.3076923076923075)","(11.0, 16.5, 17.43220338983051)","(5.5, 8.2, 7.895238095238095)"
08-01-2023 19:26:00.173199,"(3.8, 4.3, 4.25)","(3.3, 4.2, 4.0777777777777775)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.526315789473685)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.5, 4.3125)","(11.0, 17.5, 17.407692307692308)","(5.5, 8.2, 7.921739130434783)"
08-01-2023 19:26:01.820544,"(3.8, 4.3, 4.240425531914894)","(3.3, 4.1, 4.051851851851851)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.408163265306122)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.3125)","(11.0, 17.5, 17.322580645161292)","(5.5, 8.2, 8.03157894736842)"
08-01-2023 19:26:03.394168,"(3.8, 4.3, 4.255813953488372)","(3.3, 4.1, 4.05)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.395833333333334)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.280851063829788)","(11.0, 17.5, 17.30952380952381)","(5.5, 8.2, 8.128571428571428)"
08-01-2023 19:26:04.928924,"(3.8, 4.3, 4.242222222222222)","(3.3, 4.1, 4.05)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.395833333333334)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.2745098039215685)","(11.0, 17.5, 17.30952380952381)","(5.5, 8.2, 8.048648648648648)"
08-01-2023 19:26:06.480301,"(3.8, 4.3, 4.234146341463415)","(3.3, 4.1, 4.085)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.395833333333334)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.2844444444444445)","(11.0, 17.5, 17.322580645161292)","(5.5, 8.2, 8.009090909090908)"
08-01-2023 19:26:07.896551,"(3.8, 4.3, 4.234146341463415)","(3.3, 4.1, 4.0125)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.395833333333334)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.24375)","(11.0, 17.5, 17.3)","(5.5, 8.2, 8.061538461538461)"
08-01-2023 19:26:09.428799,"(3.8, 4.4, 4.275)","(3.3, 4.1, 4.027777777777778)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.585714285714285)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.253846153846154)","(11.0, 17.5, 17.342105263157894)","(5.5, 8.2, 8.184615384615384)"
08-01-2023 19:26:10.844730,"(3.8, 4.4, 4.275)","(3.3, 4.1, 4.027777777777778)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.579710144927537)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.217391304347826)","(11.0, 17.5, 17.342105263157894)","(5.5, 8.4, 8.314285714285715)"
08-01-2023 19:26:12.544329,"(3.8, 4.2, 4.223076923076923)","(3.3, 4.1, 4.074999999999999)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.579710144927537)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.3, 4.233333333333333)","(11.0, 17.5, 17.233333333333334)","(5.5, 8.4, 8.3)"
08-01-2023 19:26:14.238009,"(3.8, 4.3, 4.234065934065934)","(3.3, 4.1, 4.074999999999999)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.579710144927537)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.2340909090909085)","(11.0, 17.5, 17.233333333333334)","(5.5, 8.4, 8.276923076923076)"
08-01-2023 19:26:15.817971,"(3.8, 4.3, 4.223595505617977)","(3.3, 4.1, 4.004)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.579710144927537)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.292)","(11.0, 17.5, 17.316326530612244)","(5.5, 8.6, 8.276923076923076)"
08-01-2023 19:26:17.336641,"(3.8, 4.3, 4.223595505617977)","(3.3, 4.1, 4.004)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.579710144927537)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.270886075949368)","(11.0, 17.5, 17.316326530612244)","(5.5, 8.6, 8.414634146341463)"
08-01-2023 19:26:18.721210,"(3.8, 4.3, 4.24)","(3.3, 3.9, 3.8465116279069766)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.5625)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.267532467532468)","(11.0, 17.5, 17.35185185185185)","(5.5, 8.6, 8.58)"
08-01-2023 19:26:20.031091,"(3.8, 4.3, 4.269444444444444)","(3.3, 3.85, 3.8138297872340425)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.681818181818182)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.258426966292135)","(11.0, 17.5, 17.35185185185185)","(5.5, 8.8, 8.594594594594595)"
08-01-2023 19:26:21.379962,"(3.8, 4.3, 4.254054054054054)","(3.3, 3.85, 3.832)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.681818181818182)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.4, 4.266666666666667)","(11.0, 17.5, 17.336363636363636)","(5.5, 8.8, 8.556521739130435)"
08-01-2023 19:26:22.858729,"(3.8, 4.3, 4.256521739130434)","(3.3, 3.9, 3.845945945945946)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.661764705882353)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.3, 4.269444444444444)","(11.0, 17.5, 17.30851063829787)","(5.5, 8.8, 8.671428571428573)"
08-01-2023 19:26:24.291286,"(3.8, 4.3, 4.247272727272727)","(3.3, 3.95, 3.8822033898305084)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.571428571428571)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.3, 4.312)","(11.0, 17.5, 15.958333333333334)","(5.5, 8.8, 8.656)"
08-01-2023 19:26:25.507746,"(3.8, 4.4, 4.293333333333334)","(3.3, 3.8, 3.75)","(81.0, 230.0, 158.0)","(9.0, 12.0, 11.631578947368421)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.4, 4.3130434782608695)","(11.0, 16.0, 15.78048780487805)","(5.5, 8.8, 8.715789473684211)"
08-01-2023 19:26:26.791367,"(3.8, 4.4, 4.29367088607595)","(3.3, 3.85, 3.811363636363636)","(81.0, 220.0, 185.0)","(9.0, 12.0, 11.774193548387096)","(81.0, 200.0, 166.66666666666666)","(3.6, 4.4, 4.376829268292683)","(11.0, 16.0, 15.804347826086957)","(5.5, 8.8, 8.657142857142858)"
08-01-2023 19:26:28.161317,"(3.8, 4.4, 4.298876404494382)","(3.3, 3.85, 3.8236842105263156)","(81.0, 220.0, 185.0)","(9.0, 12.0, 11.774193548387096)","(81.0, 200.0, 158.33333333333334)","(3.6, 4.4, 4.488571428571428)","(11.0, 16.0, 15.71111111111111)","(5.5, 8.8, 8.19047619047619)"
08-01-2023 19:26:29.546123,"(3.8, 4.3, 4.272093023255814)","(3.3, 3.85, 3.8066666666666666)","(81.0, 220.0, 185.0)","(9.0, 12.0, 11.844827586206897)","(81.0, 200.0, 162.5)","(3.6, 4.6, 4.520689655172414)","(11.0, 16.0, 15.566666666666666)","(5.5, 8.2, 8.228571428571428)"
08-01-2023 19:26:30.698819,"(3.8, 4.3, 4.213157894736843)","(3.3, 3.9, 3.808333333333333)","(81.0, 220.0, 185.0)","(9.0, 12.0, 11.844827586206897)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.6, 4.526315789473684)","(11.0, 16.0, 15.53125)","(5.5, 8.4, 8.22857142857143)"
08-01-2023 19:26:31.958088,"(3.8, 4.3, 4.234)","(3.3, 3.9, 3.813725490196078)","(81.0, 220.0, 185.0)","(9.0, 12.5, 12.016666666666666)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.6, 4.526315789473684)","(11.0, 16.0, 15.555555555555555)","(5.5, 8.4, 8.095238095238095)"
08-01-2023 19:26:33.243080,"(3.8, 4.3, 4.250746268656717)","(3.3, 3.9, 3.835)","(81.0, 220.0, 185.0)","(9.0, 12.0, 11.955882352941176)","(81.0, 200.0, 157.14285714285714)","(3.6, 4.6, 4.541176470588235)","(11.0, 16.0, 15.071428571428571)","(5.5, 8.2, 8.085714285714285)"
08-01-2023 19:26:34.490477,"(3.8, 4.3, 4.272549019607843)","(3.3, 3.9, 3.8227848101265822)","(81.0, 220.0, 185.0)","(9.0, 12.5, 12.016666666666666)","(81.0, 200.0, 176.92307692307693)","(3.6, 4.6, 4.577999999999999)","(11.0, 15.5, 15.042857142857143)","(5.5, 8.2, 8.085714285714285)"
08-01-2023 19:26:35.568080,"(3.8, 4.3, 4.253658536585366)","(3.3, 3.85, 3.8107142857142855)","(81.0, 220.0, 161.66666666666666)","(9.0, 12.5, 12.016666666666666)","(81.0, 200.0, 176.92307692307693)","(3.6, 4.6, 4.577999999999999)","(11.0, 15.5, 15.058823529411764)","(5.5, 8.2, 8.133333333333333)"
08-01-2023 19:26:36.697202,"(3.8, 4.3, 4.248648648648649)","(3.3, 3.85, 3.7928571428571427)","(81.0, 220.0, 156.66666666666666)","(9.0, 12.5, 11.976190476190476)","(81.0, 200.0, 175.0)","(3.6, 4.6, 4.479411764705882)","(11.0, 15.5, 15.03125)","(5.5, 8.4, 8.222222222222221)"
