,Grab The Pizzas,Spring Flute,Centennial,Another Scotch,Arrow Master,Cawbourne Neo,Tintillo,Paramount Rose
08-01-2023 19:23:20.975127,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.883333333333333)","(71.0, 360.0, 255.0)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.04761904761904)","(3.7, 4.3, 4.21304347826087)","(12.0, 20.0, 18.5)","(4.6, 6.8, 6.764705882352941)"
08-01-2023 19:23:22.012983,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.0, 3.775)","(71.0, 360.0, 255.0)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.04761904761904)","(3.7, 4.3, 4.033333333333333)","(12.0, 20.0, 18.5)","(4.6, 6.8, 6.764705882352941)"
08-01-2023 19:23:23.118204,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.0, 3.8125)","(71.0, 360.0, 255.0)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.04761904761904)","(3.7, 4.3, 4.085714285714285)","(12.0, 20.0, 18.5)","(4.6, 6.8, 6.714285714285714)"
08-01-2023 19:23:24.185769,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.0, 3.8125)","(71.0, 360.0, 192.0)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.04761904761904)","(3.7, 4.3, 4.083333333333334)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.764705882352941)"
08-01-2023 19:23:25.234321,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.0, 3.857142857142857)","(71.0, 360.0, 192.0)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.04761904761904)","(3.7, 4.2, 4.072222222222222)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.764705882352941)"
08-01-2023 19:23:26.266164,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.8899999999999997)","(71.0, 360.0, 173.33333333333334)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 138.1818181818182)","(3.7, 4.1, 4.06875)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.50909090909091)"
08-01-2023 19:23:27.329323,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.82)","(71.0, 350.0, 216.66666666666669)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.0909090909091)","(3.7, 4.1, 4.007692307692308)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.6499999999999995)"
08-01-2023 19:23:28.403832,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.932)","(71.0, 350.0, 216.66666666666669)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.933333333333333)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.6499999999999995)"
08-01-2023 19:23:29.447649,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.932)","(71.0, 350.0, 216.66666666666669)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.933333333333333)","(11.0, 20.0, 18.65)","(4.6, 6.8, 6.622222222222222)"
08-01-2023 19:23:30.527886,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.932)","(71.0, 350.0, 216.66666666666669)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.9928571428571424)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.68)"
08-01-2023 19:23:31.529629,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.932)","(71.0, 350.0, 216.66666666666669)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.933333333333333)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.64)"
08-01-2023 19:23:32.601403,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 4.004545454545454)","(71.0, 350.0, 216.66666666666669)","(9.0, 12.5, 12.462962962962964)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.933333333333333)","(11.0, 20.0, 18.5)","(4.6, 6.8, 6.64)"
08-01-2023 19:23:33.704692,"(4.2, 5.4, 5.035416666666667)","(3.1, 4.1, 3.936363636363636)","(71.0, 350.0, 240.0)","(9.0, 12.5, 12.3125)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.9636363636363634)","(11.0, 20.0, 18.5)","(4.6, 6.8, 7.176)"
08-01-2023 19:23:34.862085,"(4.2, 5.4, 5.002272727272728)","(3.1, 4.1, 3.936363636363636)","(71.0, 350.0, 210.0)","(9.0, 12.5, 12.39655172413793)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.9906249999999996)","(11.0, 20.0, 18.5)","(4.6, 7.4, 7.25)"
08-01-2023 19:23:35.999368,"(4.2, 5.4, 5.008695652173913)","(3.1, 4.1, 3.9857142857142853)","(71.0, 350.0, 210.0)","(9.0, 12.5, 12.25)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.940909090909091)","(11.0, 20.0, 18.5)","(4.6, 7.4, 7.133333333333333)"
08-01-2023 19:23:37.021265,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.8818181818181814)","(71.0, 350.0, 210.0)","(9.0, 13.0, 12.25)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.1, 3.85)","(11.0, 20.0, 18.5)","(4.6, 7.8, 7.1)"
08-01-2023 19:23:38.067773,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.922222222222222)","(71.0, 350.0, 210.0)","(9.0, 13.0, 12.25)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.0, 3.85)","(11.0, 20.0, 18.5)","(4.6, 7.8, 7.266666666666667)"
08-01-2023 19:23:39.161225,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.922222222222222)","(71.0, 350.0, 210.0)","(9.0, 13.0, 12.25)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.0, 3.85)","(11.0, 20.0, 18.5)","(4.6, 7.8, 7.1)"
08-01-2023 19:23:40.265003,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.922222222222222)","(71.0, 350.0, 210.0)","(9.0, 13.0, 12.25)","(51.0, 140.0, 139.52380952380952)","(3.7, 4.0, 3.98125)","(11.0, 20.0, 18.5)","(4.6, 7.8, 7.711111111111111)"
08-01-2023 19:23:41.304284,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.922222222222222)","(71.0, 330.0, 187.5)","(9.0, 13.0, 12.25)","(51.0, 140.0, 170.0)","(3.7, 4.0, 3.985)","(11.0, 20.0, 18.5)","(4.6, 7.8, 7.742857142857143)"
08-01-2023 19:23:42.294091,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.922222222222222)","(71.0, 310.0, 176.66666666666666)","(9.0, 13.0, 12.25)","(51.0, 190.0, 171.3793103448276)","(3.7, 4.0, 3.985)","(11.0, 20.0, 18.5)","(4.6, 7.8, 7.63030303030303)"
08-01-2023 19:23:43.359985,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.922222222222222)","(71.0, 310.0, 185.3846153846154)","(9.0, 13.0, 12.25)","(51.0, 190.0, 171.3793103448276)","(3.7, 4.0, 3.985)","(11.0, 20.0, 18.5)","(4.6, 7.8, 7.742857142857143)"
08-01-2023 19:23:44.412641,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.922222222222222)","(71.0, 310.0, 181.42857142857144)","(9.0, 13.0, 12.25)","(51.0, 190.0, 168.70967741935485)","(3.7, 4.0, 3.9035714285714285)","(11.0, 20.0, 18.896551724137932)","(4.6, 7.8, 7.371428571428572)"
08-01-2023 19:23:45.524846,"(4.2, 5.4, 5.011111111111111)","(3.1, 4.1, 3.9999999999999996)","(71.0, 310.0, 181.42857142857144)","(9.0, 13.0, 12.25)","(51.0, 190.0, 168.70967741935485)","(3.7, 4.0, 3.9375)","(11.0, 19.5, 19.2)","(4.6, 7.8, 7.7272727272727275)"
08-01-2023 19:23:46.564122,"(4.2, 5.4, 4.9731707317073175)","(3.1, 4.1, 3.9999999999999996)","(71.0, 310.0, 181.42857142857144)","(9.0, 13.0, 12.25)","(51.0, 190.0, 163.8095238095238)","(3.7, 3.95, 3.9375)","(11.0, 19.5, 19.2)","(4.6, 8.6, 8.12)"
08-01-2023 19:23:47.621316,"(4.2, 5.4, 5.002272727272728)","(3.1, 4.1, 3.9999999999999996)","(71.0, 310.0, 181.42857142857144)","(9.0, 13.0, 12.25)","(51.0, 190.0, 163.8095238095238)","(3.7, 3.95, 3.9375)","(11.0, 19.5, 18.41025641025641)","(4.6, 8.6, 7.76)"
08-01-2023 19:23:48.657429,"(4.2, 5.4, 4.939473684210527)","(3.1, 4.1, 3.9999999999999996)","(71.0, 310.0, 181.42857142857144)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.25806451612902)","(3.7, 3.95, 3.9375)","(11.0, 19.5, 18.41025641025641)","(4.6, 8.6, 7.953846153846154)"
08-01-2023 19:23:49.729373,"(4.2, 5.4, 4.939473684210527)","(3.1, 4.1, 3.9999999999999996)","(71.0, 310.0, 181.42857142857144)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.25806451612902)","(3.7, 3.95, 3.916666666666667)","(11.0, 19.5, 18.257142857142856)","(4.6, 8.6, 8.3)"
08-01-2023 19:23:50.775412,"(4.2, 5.4, 4.816216216216216)","(3.1, 4.1, 3.9999999999999996)","(71.0, 310.0, 232.85714285714286)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.25806451612902)","(3.7, 3.95, 3.916666666666667)","(11.0, 19.0, 17.916666666666668)","(4.6, 8.6, 8.3)"
08-01-2023 19:23:51.820648,"(4.2, 5.3, 4.619999999999999)","(3.1, 4.1, 3.9999999999999996)","(71.0, 290.0, 221.42857142857144)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.25806451612902)","(3.7, 3.95, 3.931818181818182)","(11.0, 19.0, 17.916666666666668)","(4.6, 8.6, 8.314285714285713)"
08-01-2023 19:23:52.944602,"(4.2, 5.2, 4.5875)","(3.1, 4.1, 4.0019230769230765)","(71.0, 290.0, 170.0)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.25806451612902)","(3.7, 3.95, 3.916666666666667)","(11.0, 19.0, 17.916666666666668)","(4.6, 8.6, 8.066666666666666)"
08-01-2023 19:23:54.064175,"(4.2, 5.1, 4.56)","(3.1, 4.1, 4.0019230769230765)","(71.0, 290.0, 170.0)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.8125)","(3.7, 3.95, 3.938636363636364)","(11.0, 19.0, 17.916666666666668)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:23:55.217660,"(4.2, 5.1, 4.62)","(3.1, 4.1, 4.0019230769230765)","(71.0, 290.0, 167.64705882352942)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.8125)","(3.7, 3.95, 3.9375)","(11.0, 19.0, 17.916666666666668)","(4.6, 8.6, 8.066666666666666)"
08-01-2023 19:23:56.248546,"(4.2, 5.1, 4.56)","(3.1, 4.1, 4.0019230769230765)","(71.0, 290.0, 167.64705882352942)","(9.0, 13.0, 12.25)","(51.0, 190.0, 172.8125)","(3.7, 3.95, 3.9375)","(11.0, 19.0, 17.916666666666668)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:23:57.298901,"(4.2, 5.1, 4.62)","(3.1, 4.1, 3.962068965517241)","(71.0, 290.0, 167.64705882352942)","(9.0, 13.0, 12.25)","(51.0, 190.0, 158.0)","(3.7, 3.95, 3.9375)","(11.0, 19.0, 17.916666666666668)","(4.6, 8.6, 8.066666666666666)"
08-01-2023 19:23:58.384724,"(4.2, 5.1, 4.56)","(3.1, 4.1, 4.02)","(71.0, 290.0, 167.64705882352942)","(9.0, 13.0, 12.25)","(51.0, 190.0, 158.0)","(3.7, 3.95, 3.9375)","(11.0, 19.0, 18.166666666666668)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:23:59.538982,"(4.2, 5.1, 4.62)","(3.1, 4.1, 4.02)","(71.0, 290.0, 167.64705882352942)","(9.0, 13.0, 12.25)","(51.0, 190.0, 158.0)","(3.7, 3.95, 3.9375)","(11.0, 18.5, 16.076923076923077)","(4.6, 8.6, 8.28)"
08-01-2023 19:24:00.627624,"(4.2, 5.1, 4.62)","(3.1, 4.1, 4.02)","(71.0, 290.0, 172.66666666666666)","(9.0, 13.0, 12.25)","(51.0, 190.0, 158.0)","(3.7, 3.95, 3.81)","(11.0, 18.0, 15.941176470588236)","(4.6, 8.6, 8.066666666666666)"
08-01-2023 19:24:01.651220,"(4.2, 5.1, 4.56)","(3.1, 4.1, 3.98235294117647)","(71.0, 290.0, 172.66666666666666)","(9.0, 13.0, 12.25)","(51.0, 190.0, 158.0)","(3.7, 3.85, 3.81)","(11.0, 18.0, 16.0)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:24:02.708686,"(4.2, 5.1, 4.62)","(3.1, 4.1, 4.01)","(71.0, 290.0, 152.5)","(9.0, 13.0, 12.278846153846153)","(51.0, 190.0, 158.0)","(3.7, 3.85, 3.81)","(11.0, 18.0, 16.0)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:24:03.785496,"(4.2, 5.1, 4.62)","(3.1, 4.1, 4.030769230769231)","(71.0, 290.0, 152.5)","(9.0, 13.0, 12.278846153846153)","(51.0, 190.0, 158.0)","(3.7, 3.85, 3.81)","(11.0, 18.0, 16.0)","(4.6, 8.6, 8.066666666666666)"
08-01-2023 19:24:04.903089,"(4.2, 5.1, 4.56)","(3.1, 4.1, 4.030769230769231)","(71.0, 290.0, 152.5)","(9.0, 13.0, 12.278846153846153)","(51.0, 190.0, 158.0)","(3.7, 3.85, 3.81)","(11.0, 18.0, 16.0)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:24:06.007774,"(4.2, 5.0, 4.5625)","(3.1, 4.1, 4.030769230769231)","(71.0, 290.0, 161.66666666666666)","(9.0, 13.0, 12.278846153846153)","(51.0, 190.0, 158.0)","(3.7, 3.85, 3.81)","(11.0, 18.0, 16.0)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:24:07.064334,"(4.2, 5.0, 4.527777777777778)","(3.1, 4.1, 4.030769230769231)","(71.0, 290.0, 161.66666666666666)","(9.0, 13.0, 12.31)","(51.0, 190.0, 158.0)","(3.7, 3.85, 3.81)","(11.0, 18.0, 16.0)","(4.6, 8.6, 8.066666666666666)"
08-01-2023 19:24:08.123655,"(4.2, 5.0, 4.552631578947368)","(3.1, 4.1, 4.015625)","(71.0, 290.0, 161.66666666666666)","(9.0, 13.0, 12.066666666666666)","(51.0, 190.0, 158.0)","(3.7, 3.85, 3.81)","(11.0, 18.0, 16.0)","(4.6, 8.6, 7.8999999999999995)"
08-01-2023 19:24:09.280785,"(4.2, 5.0, 4.645833333333333)","(3.1, 4.1, 3.9772727272727275)","(71.0, 290.0, 161.66666666666666)","(9.0, 13.0, 12.3)","(51.0, 190.0, 158.0)","(3.6, 3.85, 3.81)","(11.0, 18.0, 16.0)","(5.0, 8.6, 8.066666666666666)"
08-01-2023 19:24:10.376795,"(3.9, 5.0, 4.645833333333333)","(3.2, 4.1, 4.01)","(81.0, 290.0, 161.66666666666666)","(9.0, 13.0, 12.3)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.81)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:11.459932,"(3.9, 5.0, 4.645833333333333)","(3.2, 4.1, 4.0325)","(81.0, 290.0, 152.5)","(9.0, 13.0, 12.3)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.81)","(11.0, 18.0, 16.0)","(5.5, 8.6, 7.8999999999999995)"
08-01-2023 19:24:12.508094,"(3.9, 5.0, 4.645833333333333)","(3.2, 4.1, 4.01)","(81.0, 290.0, 152.5)","(9.0, 13.0, 12.44)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.81)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:13.615275,"(3.9, 5.0, 4.734375)","(3.2, 4.1, 4.0325)","(81.0, 290.0, 152.5)","(9.0, 13.0, 12.44)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.81)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:14.740417,"(3.9, 5.0, 4.734375)","(3.2, 4.1, 3.9772727272727275)","(81.0, 290.0, 152.5)","(9.0, 13.0, 12.44)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.81)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.04)"
08-01-2023 19:24:15.848532,"(3.9, 5.0, 4.734375)","(3.2, 4.1, 4.038636363636363)","(81.0, 290.0, 152.5)","(9.0, 13.0, 12.555555555555555)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.807692307692308)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:16.869921,"(3.9, 5.0, 4.734375)","(3.2, 4.1, 4.038636363636363)","(81.0, 290.0, 152.5)","(9.0, 13.0, 12.51923076923077)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.81)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:17.873259,"(3.9, 5.0, 4.811111111111111)","(3.2, 4.1, 4.01)","(81.0, 290.0, 156.66666666666666)","(9.0, 13.0, 10.596153846153847)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 7.8999999999999995)"
08-01-2023 19:24:18.985398,"(3.9, 5.0, 4.811111111111111)","(3.2, 4.1, 4.01)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 11.75)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:20.139188,"(3.9, 5.0, 4.77027027027027)","(3.2, 4.1, 4.01)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 11.166666666666666)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.04)"
08-01-2023 19:24:21.229154,"(3.9, 5.0, 4.77027027027027)","(3.2, 4.1, 4.01)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 11.75)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:22.271105,"(3.9, 5.0, 4.77027027027027)","(3.2, 4.1, 4.01)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 11.75)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 7.8999999999999995)"
08-01-2023 19:24:23.351809,"(3.9, 5.0, 4.77027027027027)","(3.2, 4.1, 4.01)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 11.5)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.04)"
08-01-2023 19:24:24.450054,"(3.9, 5.0, 4.77027027027027)","(3.2, 4.1, 4.04375)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 12.0)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:25.584991,"(3.9, 5.0, 4.776315789473684)","(3.2, 4.1, 4.057142857142857)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 10.833333333333334)","(71.0, 190.0, 158.0)","(3.4, 3.85, 3.8115384615384618)","(11.0, 18.0, 16.0)","(5.5, 8.6, 7.8999999999999995)"
08-01-2023 19:24:26.675262,"(3.9, 5.0, 4.776315789473684)","(3.2, 4.1, 4.057142857142857)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 10.714285714285714)","(71.0, 190.0, 163.33333333333334)","(3.4, 3.85, 3.817741935483871)","(11.0, 18.0, 15.857142857142858)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:27.792701,"(3.9, 5.0, 4.7441860465116275)","(3.2, 4.1, 4.1125)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 10.714285714285714)","(71.0, 190.0, 172.22222222222223)","(3.4, 3.85, 3.817741935483871)","(11.0, 18.0, 16.26923076923077)","(5.5, 8.6, 8.2)"
08-01-2023 19:24:28.817879,"(3.9, 5.0, 4.7441860465116275)","(3.2, 4.2, 4.1125)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 10.714285714285714)","(71.0, 190.0, 163.33333333333334)","(3.4, 3.85, 3.817741935483871)","(11.0, 18.0, 15.857142857142858)","(5.5, 8.6, 7.8999999999999995)"
08-01-2023 19:24:29.836793,"(3.9, 5.0, 4.7441860465116275)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 12.5, 11.058823529411764)","(71.0, 190.0, 170.0)","(3.4, 3.85, 3.817741935483871)","(11.0, 18.0, 16.26923076923077)","(5.5, 8.6, 8.4)"
08-01-2023 19:24:30.891537,"(3.9, 5.0, 4.7441860465116275)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.73076923076923)","(71.0, 190.0, 170.0)","(3.4, 3.85, 3.817741935483871)","(11.0, 18.0, 16.73076923076923)","(5.5, 8.6, 8.169230769230769)"
08-01-2023 19:24:31.952952,"(3.9, 5.0, 4.7441860465116275)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 190.0, 163.33333333333334)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.833333333333334)","(5.5, 8.6, 8.04)"
08-01-2023 19:24:33.043099,"(3.9, 5.0, 4.7441860465116275)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 165.55555555555554)","(9.0, 11.5, 10.7)","(71.0, 190.0, 163.33333333333334)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.057692307692307)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:34.135073,"(3.9, 5.0, 4.7441860465116275)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 165.55555555555554)","(9.0, 11.5, 10.7)","(71.0, 190.0, 180.0)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.29032258064516)","(5.5, 8.6, 8.169230769230769)"
08-01-2023 19:24:35.150999,"(3.9, 5.0, 4.737142857142857)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 165.55555555555554)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.29032258064516)","(5.5, 8.6, 8.04)"
08-01-2023 19:24:36.240231,"(3.9, 5.0, 4.703225806451613)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.29032258064516)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:37.322632,"(3.9, 5.0, 4.703225806451613)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.11111111111111)","(5.5, 8.6, 8.169230769230769)"
08-01-2023 19:24:38.431252,"(3.9, 5.0, 4.703225806451613)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.795454545454545)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:39.529594,"(3.9, 5.0, 4.790909090909091)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.11111111111111)","(5.5, 8.6, 7.8999999999999995)"
08-01-2023 19:24:40.662660,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.11111111111111)","(5.5, 8.6, 8.4)"
08-01-2023 19:24:41.796950,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.141666666666667)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.625)","(5.5, 8.6, 8.066666666666666)"
08-01-2023 19:24:42.950191,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.136)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.0)","(5.5, 8.6, 7.8999999999999995)"
08-01-2023 19:24:43.962842,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.625)","(5.5, 8.6, 8.169230769230769)"
08-01-2023 19:24:45.077981,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.625)","(5.5, 8.6, 8.485714285714286)"
08-01-2023 19:24:46.274376,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.0)","(5.5, 8.6, 8.3)"
08-01-2023 19:24:47.450080,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 16.0)","(5.5, 8.6, 8.25)"
08-01-2023 19:24:48.560304,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 156.66666666666666)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.625)","(5.5, 8.6, 8.631578947368421)"
08-01-2023 19:24:49.532341,"(3.9, 5.0, 4.786666666666666)","(3.2, 4.2, 4.127272727272727)","(81.0, 290.0, 183.33333333333334)","(9.0, 11.5, 10.7)","(71.0, 200.0, 166.66666666666666)","(3.4, 3.85, 3.817741935483871)","(11.0, 17.5, 15.625)","(5.5, 9.0, 8.392307692307693)"
