,Antique Elsa,Apollo One,Denis The Menace,Maximum Zeal,Kinimakatka,Arts Inferno,Urana Fernando,Queen Sal
15-12-2022 12:57:21.463400,"(13.0, 34.0, 31.77777777777778)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.4, 7.5)","(16.0, 42.0, 36.8)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.85)","(14.0, 32.0, 25.142857142857142)","(3.0, 4.8, 4.442857142857143)"
15-12-2022 12:57:22.637382,"(13.0, 34.0, 31.77777777777778)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.4, 6.530769230769231)","(16.0, 42.0, 38.6875)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.85)","(14.0, 32.0, 25.833333333333332)","(3.0, 4.8, 4.275)"
15-12-2022 12:57:23.894726,"(13.0, 34.0, 31.77777777777778)","(3.9, 4.2, 3.84)","(5.5, 8.4, 6.530769230769231)","(16.0, 42.0, 35.625)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.85)","(14.0, 32.0, 26.6)","(3.0, 5.0, 4.03125)"
15-12-2022 12:57:25.045057,"(13.0, 34.0, 29.125)","(3.9, 4.2, 3.84)","(5.5, 8.4, 6.530769230769231)","(16.0, 42.0, 35.625)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.6909090909090905)","(14.0, 32.0, 26.6)","(3.0, 5.0, 4.03125)"
15-12-2022 12:57:26.172098,"(13.0, 34.0, 29.125)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 35.375)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.76)","(14.0, 32.0, 26.6)","(3.0, 5.0, 4.3)"
15-12-2022 12:57:27.372206,"(13.0, 34.0, 29.125)","(3.9, 4.2, 4.125925925925926)","(5.5, 8.4, 7.5)","(16.0, 42.0, 35.375)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.76)","(14.0, 32.0, 26.6)","(3.0, 5.0, 4.3)"
15-12-2022 12:57:28.462382,"(13.0, 34.0, 29.125)","(3.9, 4.2, 4.125925925925926)","(5.5, 8.4, 7.5)","(16.0, 42.0, 35.375)","(8.0, 13.5, 10.95)","(5.0, 7.4, 7.0)","(14.0, 32.0, 26.75)","(3.0, 5.0, 4.3)"
15-12-2022 12:57:29.574985,"(13.0, 34.0, 29.125)","(3.9, 4.2, 4.125925925925926)","(5.5, 8.4, 7.5)","(16.0, 42.0, 35.375)","(8.0, 13.5, 10.95)","(5.0, 7.4, 7.0)","(14.0, 32.0, 26.75)","(3.0, 5.0, 4.3)"
15-12-2022 12:57:30.691349,"(13.0, 34.0, 29.125)","(3.9, 4.2, 4.125925925925926)","(5.5, 8.4, 7.5)","(16.0, 42.0, 35.375)","(8.0, 13.5, 10.95)","(5.0, 7.4, 7.0)","(14.0, 32.0, 26.75)","(3.0, 5.0, 4.3)"
15-12-2022 12:57:31.859315,"(13.0, 34.0, 29.125)","(3.9, 4.2, 4.125925925925926)","(5.5, 8.4, 6.375)","(16.0, 42.0, 35.375)","(8.0, 13.5, 10.95)","(5.0, 7.4, 7.0)","(14.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.3)"
15-12-2022 12:57:33.059896,"(13.0, 34.0, 31.625)","(3.9, 4.2, 4.125925925925926)","(5.5, 8.4, 6.375)","(16.0, 42.0, 35.625)","(8.0, 13.5, 10.95)","(5.0, 7.4, 7.0)","(14.0, 32.0, 25.833333333333332)","(3.0, 5.0, 4.35)"
15-12-2022 12:57:34.198948,"(13.0, 34.0, 31.625)","(3.9, 4.2, 4.125925925925926)","(5.5, 8.4, 6.375)","(16.0, 42.0, 35.625)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.76)","(14.0, 32.0, 24.285714285714285)","(3.0, 5.0, 3.8333333333333335)"
15-12-2022 12:57:35.340283,"(13.0, 34.0, 31.625)","(3.9, 4.2, 3.84)","(5.5, 8.4, 6.375)","(16.0, 42.0, 35.625)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.68)","(14.0, 32.0, 24.5)","(3.0, 5.0, 4.0)"
15-12-2022 12:57:36.452277,"(13.0, 34.0, 31.625)","(3.9, 4.2, 3.84)","(5.5, 8.4, 6.375)","(16.0, 42.0, 36.8)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.914285714285715)","(14.0, 32.0, 24.5)","(3.0, 4.8, 4.5)"
15-12-2022 12:57:37.560156,"(13.0, 34.0, 31.625)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 6.375)","(16.0, 42.0, 38.14285714285714)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.914285714285715)","(14.0, 32.0, 24.5)","(3.0, 4.8, 4.5)"
15-12-2022 12:57:38.694208,"(13.0, 34.0, 31.625)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 6.375)","(16.0, 42.0, 38.8125)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.76)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.8, 4.5)"
15-12-2022 12:57:39.862375,"(13.0, 34.0, 21.333333333333332)","(3.9, 4.2, 4.12)","(5.5, 8.4, 6.375)","(16.0, 42.0, 38.8125)","(8.0, 13.5, 11.2)","(5.0, 7.4, 6.68)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.8, 4.033333333333333)"
15-12-2022 12:57:40.956007,"(13.0, 34.0, 29.444444444444443)","(3.9, 4.2, 4.12)","(5.5, 8.4, 6.375)","(16.0, 42.0, 38.8125)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.914285714285715)","(14.0, 32.0, 26.75)","(3.0, 4.8, 4.35)"
15-12-2022 12:57:42.097037,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.2, 4.12)","(5.5, 8.4, 6.375)","(16.0, 42.0, 38.8125)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.76)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.9, 4.4875)"
15-12-2022 12:57:43.219494,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.075)","(5.5, 8.4, 6.375)","(16.0, 42.0, 38.8125)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.76)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.9, 4.4875)"
15-12-2022 12:57:44.364070,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.4, 6.375)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.422222222222222)","(5.0, 7.4, 6.228571428571429)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.9, 4.0)"
15-12-2022 12:57:45.492888,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.4, 6.375)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.0, 10.266666666666667)","(5.0, 6.8, 6.68)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.9, 4.033333333333333)"
15-12-2022 12:57:46.559242,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.4, 6.375)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.76)","(14.0, 32.0, 26.75)","(3.0, 4.7, 4.325)"
15-12-2022 12:57:47.661709,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.4, 7.5)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.76)","(14.0, 32.0, 26.75)","(3.0, 4.8, 4.325)"
15-12-2022 12:57:48.746429,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.4, 7.5)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.76)","(14.0, 32.0, 26.75)","(3.0, 4.8, 4.325)"
15-12-2022 12:57:49.845885,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.4, 7.5)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.76)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.8, 4.325)"
15-12-2022 12:57:51.007555,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.6, 7.15)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.4, 6.76)","(14.0, 32.0, 27.227272727272727)","(3.0, 4.7, 4.033333333333333)"
15-12-2022 12:57:52.224430,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.6, 7.15)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.6, 6.6)","(14.0, 32.0, 24.714285714285715)","(3.0, 4.8, 4.35)"
15-12-2022 12:57:53.333896,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.6, 7.15)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.6)","(14.0, 32.0, 24.714285714285715)","(3.0, 4.8, 4.35)"
15-12-2022 12:57:54.418228,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.6, 7.15)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.6)","(14.0, 32.0, 24.714285714285715)","(3.0, 4.8, 4.275)"
15-12-2022 12:57:55.532713,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.6, 7.15)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.35)","(14.0, 32.0, 24.714285714285715)","(3.0, 4.9, 4.275)"
15-12-2022 12:57:56.691547,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.6, 7.15)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.65)","(14.0, 32.0, 27.5)","(3.0, 4.9, 4.35)"
15-12-2022 12:57:57.890870,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.6, 7.24)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.475)","(14.0, 32.0, 27.5)","(3.0, 4.9, 4.35)"
15-12-2022 12:57:59.111606,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.4, 6.25)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.781818181818181)","(14.0, 32.0, 27.5)","(3.0, 4.9, 4.35)"
15-12-2022 12:58:00.303241,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.2, 7.2)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.781818181818181)","(14.0, 32.0, 27.5)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:01.555608,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.0, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.475)","(14.0, 32.0, 27.5)","(3.0, 4.9, 3.975)"
15-12-2022 12:58:02.778778,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.088888888888889)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.6)","(14.0, 32.0, 27.5)","(3.0, 4.8, 4.375)"
15-12-2022 12:58:04.000653,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.6)","(14.0, 32.0, 25.357142857142858)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:05.150704,"(13.0, 29.0, 26.692307692307693)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.6)","(14.0, 32.0, 27.35)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:06.317415,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.6)","(14.0, 32.0, 25.357142857142858)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:07.393103,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.6)","(14.0, 32.0, 25.357142857142858)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:08.489014,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.2)","(5.0, 7.8, 7.24)","(14.0, 32.0, 25.357142857142858)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:09.961072,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.2)","(5.0, 7.8, 7.0)","(14.0, 32.0, 24.5)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:11.243120,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.2)","(5.0, 8.0, 7.0)","(14.0, 32.0, 24.714285714285715)","(3.0, 4.9, 3.8583333333333334)"
15-12-2022 12:58:12.606913,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.2)","(5.0, 8.0, 7.199999999999999)","(14.0, 32.0, 24.714285714285715)","(3.0, 4.9, 4.35)"
15-12-2022 12:58:13.957746,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.2)","(5.0, 8.2, 7.08235294117647)","(14.0, 32.0, 24.714285714285715)","(3.0, 4.9, 4.35)"
15-12-2022 12:58:15.372460,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.2, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.2)","(5.0, 8.4, 7.08235294117647)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.35)"
15-12-2022 12:58:16.761592,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.0181818181818185)","(5.5, 8.0, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.2)","(5.0, 8.4, 6.25)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:18.145581,"(13.0, 29.0, 19.0)","(3.9, 4.2, 3.76)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 8.0, 7.285714285714286)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:19.649786,"(13.0, 29.0, 19.0)","(3.9, 4.2, 3.9333333333333336)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 7.8, 7.428571428571429)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:21.086218,"(13.0, 29.0, 19.0)","(3.9, 4.2, 3.9333333333333336)","(5.5, 8.2, 6.533333333333333)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 8.0, 7.428571428571429)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:22.302521,"(13.0, 29.0, 19.0)","(3.9, 4.2, 3.9333333333333336)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 8.0, 6.266666666666667)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:23.550888,"(13.0, 29.0, 19.0)","(3.9, 4.2, 3.9333333333333336)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 8.0, 7.5636363636363635)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:24.682178,"(13.0, 29.0, 19.0)","(3.9, 4.2, 3.9333333333333336)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 8.0, 6.8999999999999995)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:25.807573,"(13.0, 29.0, 19.0)","(3.9, 4.2, 3.9333333333333336)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 10.266666666666667)","(5.0, 8.2, 7.2615384615384615)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:26.864747,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.095652173913043)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 8.0, 7.014285714285714)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:28.031261,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.095652173913043)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.8, 7.014285714285714)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:29.162298,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.095652173913043)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 7.057142857142857)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:58:30.332136,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 7.057142857142857)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:58:31.512660,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.644444444444446)","(5.0, 7.6, 6.266666666666667)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:32.694817,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.2, 6.7)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 9.857142857142858)","(5.0, 7.6, 6.266666666666667)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:33.959585,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.2, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 9.857142857142858)","(5.0, 7.6, 7.085714285714285)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:35.121245,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 9.857142857142858)","(5.0, 7.6, 6.709090909090909)","(14.0, 32.0, 27.363636363636363)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:36.263362,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 9.857142857142858)","(5.0, 7.8, 6.618181818181818)","(14.0, 32.0, 27.200000000000003)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:37.340717,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 9.857142857142858)","(5.0, 7.6, 5.9)","(14.0, 32.0, 27.200000000000003)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:38.333516,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 10.440000000000001)","(5.0, 7.4, 7.2)","(14.0, 32.0, 27.200000000000003)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:39.399663,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 10.440000000000001)","(5.0, 7.4, 6.242857142857143)","(14.0, 32.0, 27.200000000000003)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:40.726080,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.122580645161291)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 10.440000000000001)","(5.0, 7.4, 6.242857142857143)","(14.0, 32.0, 27.200000000000003)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:41.873156,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 11.8125)","(5.0, 7.4, 5.9)","(14.0, 32.0, 24.5)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:43.088018,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.5, 11.955555555555556)","(5.0, 7.4, 6.235714285714286)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:58:44.339948,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 11.971428571428572)","(5.0, 7.2, 6.2)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:58:45.533888,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.2, 6.7)","(16.0, 42.0, 39.16666666666667)","(8.0, 13.0, 11.7)","(5.0, 7.2, 6.7625)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:58:46.587101,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.2, 6.7)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.4, 6.733333333333333)","(14.0, 32.0, 24.75)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:47.724847,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.4, 6.733333333333333)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:48.830216,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.4, 6.6)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:49.961927,"(13.0, 28.0, 25.0)","(3.9, 4.2, 4.070588235294117)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.6, 6.175)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:51.032880,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.112)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.6, 6.175)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.375)"
15-12-2022 12:58:52.107336,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.112)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.2, 6.927272727272728)","(14.0, 32.0, 24.75)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:53.371311,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.2, 4.112)","(5.5, 8.0, 6.275)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.2, 6.927272727272728)","(14.0, 32.0, 24.75)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:54.635764,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.2, 6.942857142857143)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:55.821858,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.4, 6.942857142857143)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.4)"
15-12-2022 12:58:57.009512,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.4, 6.266666666666667)","(14.0, 32.0, 24.75)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:58.169231,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.4, 6.68)","(14.0, 32.0, 24.75)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:58:59.355327,"(13.0, 29.0, 19.0)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.4, 7.114285714285714)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:59:00.471320,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.6, 7.114285714285714)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.425000000000001)"
