,Moonlit Picture,Clover Athena,Lizard,Fernando Diva,Liar For Hire,Sunset Charlie,Integrity Angel
05-01-2023 13:15:21.350840,"(2.35, 2.92, 2.831578947368421)","(26.0, 50.0, 48.15384615384615)","(41.0, 240.0, 185.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.092763157894737)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.77777777777778)"
05-01-2023 13:15:22.284960,"(2.35, 2.92, 2.831578947368421)","(26.0, 50.0, 48.15384615384615)","(41.0, 240.0, 225.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.092763157894737)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 15.625)"
05-01-2023 13:15:23.258663,"(2.35, 2.92, 2.831578947368421)","(26.0, 50.0, 46.57142857142857)","(41.0, 220.0, 175.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 16.2)"
05-01-2023 13:15:24.369359,"(2.35, 2.92, 2.831578947368421)","(26.0, 50.0, 48.758620689655174)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 15.74)"
05-01-2023 13:15:25.373490,"(2.35, 2.92, 2.831578947368421)","(26.0, 50.0, 48.758620689655174)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.267857142857142)"
05-01-2023 13:15:26.424197,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 48.0)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.454545454545453)"
05-01-2023 13:15:27.526115,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 48.15384615384615)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.454545454545453)"
05-01-2023 13:15:28.569254,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 48.15384615384615)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.267857142857142)"
05-01-2023 13:15:29.574096,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 48.15384615384615)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.454545454545453)"
05-01-2023 13:15:30.586252,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 48.15384615384615)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.267857142857142)"
05-01-2023 13:15:31.504952,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 48.15384615384615)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.267857142857142)"
05-01-2023 13:15:32.522352,"(2.35, 2.92, 2.808)","(26.0, 50.0, 46.57142857142857)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 16.104166666666668)"
05-01-2023 13:15:33.523161,"(2.35, 2.92, 2.831578947368421)","(26.0, 50.0, 48.875)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.096575342465753)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 16.104166666666668)"
05-01-2023 13:15:34.511407,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 48.0)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.092763157894737)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.454545454545453)"
05-01-2023 13:15:35.426858,"(2.35, 2.92, 2.8635294117647057)","(26.0, 50.0, 49.5)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.272413793103448)","(2.8, 3.15, 3.0986301369863014)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.454545454545453)"
05-01-2023 13:15:36.360762,"(2.35, 2.92, 2.8666666666666667)","(26.0, 50.0, 49.5)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.320588235294117)","(2.8, 3.15, 3.0986301369863014)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.454545454545453)"
05-01-2023 13:15:37.386257,"(2.35, 2.92, 2.8666666666666667)","(26.0, 50.0, 49.6)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.303125)","(2.8, 3.15, 3.0986301369863014)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 17.267857142857142)"
05-01-2023 13:15:38.382910,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 62.625)","(41.0, 210.0, 170.0)","(3.5, 4.6, 4.303125)","(2.8, 3.15, 3.090566037735849)","(21.0, 55.0, 44.94285714285714)","(10.0, 18.5, 17.454545454545453)"
05-01-2023 13:15:39.509907,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 55.5)","(41.0, 320.0, 225.0)","(3.5, 4.5, 4.333333333333333)","(2.8, 3.1, 3.090566037735849)","(21.0, 55.0, 43.114285714285714)","(10.0, 18.5, 15.74)"
05-01-2023 13:15:40.567729,"(2.35, 2.92, 2.815)","(26.0, 65.0, 53.916666666666664)","(41.0, 320.0, 225.0)","(3.5, 4.5, 4.327272727272727)","(2.8, 3.1, 3.0927272727272728)","(21.0, 55.0, 43.083333333333336)","(10.0, 18.5, 15.625)"
05-01-2023 13:15:41.578036,"(2.35, 2.92, 2.836)","(26.0, 65.0, 53.916666666666664)","(41.0, 320.0, 225.0)","(3.5, 4.5, 4.327272727272727)","(2.8, 3.1, 3.0927272727272728)","(21.0, 55.0, 37.5)","(10.0, 18.5, 15.625)"
05-01-2023 13:15:42.645615,"(2.35, 2.92, 2.836)","(26.0, 65.0, 53.916666666666664)","(51.0, 320.0, 225.0)","(3.5, 4.5, 4.327272727272727)","(2.8, 3.1, 3.0927272727272728)","(21.0, 50.0, 36.0)","(10.0, 18.5, 16.966666666666665)"
05-01-2023 13:15:43.780602,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 59.166666666666664)","(51.0, 320.0, 170.0)","(3.5, 4.5, 4.34390243902439)","(2.8, 3.1, 3.0927272727272728)","(21.0, 50.0, 39.14285714285714)","(10.0, 18.5, 17.22222222222222)"
05-01-2023 13:15:44.844090,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 59.166666666666664)","(51.0, 210.0, 170.0)","(3.5, 4.5, 4.34390243902439)","(2.8, 3.1, 3.0693548387096774)","(21.0, 50.0, 35.08571428571429)","(10.0, 18.5, 17.22222222222222)"
05-01-2023 13:15:45.926672,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 59.166666666666664)","(51.0, 210.0, 170.0)","(3.5, 4.5, 4.34390243902439)","(2.8, 3.15, 3.0833333333333335)","(21.0, 50.0, 37.78947368421053)","(10.0, 18.5, 17.22222222222222)"
05-01-2023 13:15:47.133743,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 59.166666666666664)","(51.0, 210.0, 170.0)","(3.5, 4.5, 4.34390243902439)","(2.8, 3.1, 3.0833333333333335)","(21.0, 50.0, 41.407407407407405)","(10.0, 18.5, 17.22222222222222)"
05-01-2023 13:15:48.426323,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 56.25)","(51.0, 310.0, 220.0)","(3.5, 4.5, 4.35)","(2.8, 3.1, 3.0833333333333335)","(21.0, 50.0, 38.4)","(10.0, 18.5, 16.66)"
05-01-2023 13:15:49.489235,"(2.35, 2.92, 2.815)","(26.0, 65.0, 57.06666666666666)","(51.0, 310.0, 220.0)","(3.5, 4.5, 4.422580645161291)","(2.7, 3.1, 3.0833333333333335)","(21.0, 50.0, 38.4)","(10.0, 18.5, 16.966666666666665)"
05-01-2023 13:15:50.693508,"(2.35, 2.92, 2.815)","(26.0, 65.0, 49.888888888888886)","(51.0, 310.0, 220.0)","(3.5, 4.5, 4.42)","(2.7, 3.1, 3.0907407407407406)","(21.0, 50.0, 39.45454545454545)","(10.0, 18.5, 15.625)"
05-01-2023 13:15:51.863668,"(2.35, 2.92, 2.815)","(26.0, 65.0, 49.888888888888886)","(51.0, 310.0, 250.0)","(3.5, 4.5, 4.42)","(2.7, 3.1, 3.0924242424242423)","(21.0, 50.0, 41.51219512195122)","(10.0, 18.5, 17.274193548387096)"
05-01-2023 13:15:53.003642,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 49.888888888888886)","(51.0, 310.0, 250.0)","(3.5, 4.5, 4.42)","(2.7, 3.1, 3.0924242424242423)","(21.0, 50.0, 43.294117647058826)","(10.0, 18.5, 17.32758620689655)"
05-01-2023 13:15:54.036728,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 49.888888888888886)","(51.0, 310.0, 250.0)","(3.5, 4.5, 4.453846153846154)","(2.7, 3.1, 3.092857142857143)","(21.0, 48.0, 41.806451612903224)","(10.0, 18.5, 17.32758620689655)"
05-01-2023 13:15:55.126532,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 48.111111111111114)","(51.0, 310.0, 250.0)","(3.5, 4.5, 4.468)","(2.7, 3.1, 3.092857142857143)","(21.0, 48.0, 41.806451612903224)","(10.0, 18.5, 17.403225806451612)"
05-01-2023 13:15:56.079420,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 48.111111111111114)","(51.0, 310.0, 220.0)","(3.5, 4.5, 4.468)","(2.7, 3.1, 3.092857142857143)","(21.0, 48.0, 41.806451612903224)","(10.0, 18.5, 17.403225806451612)"
05-01-2023 13:15:57.083461,"(2.35, 2.92, 2.8666666666666667)","(26.0, 65.0, 48.111111111111114)","(51.0, 310.0, 250.0)","(3.5, 4.5, 4.468)","(2.7, 3.1, 3.092857142857143)","(21.0, 48.0, 41.64705882352941)","(10.0, 18.5, 17.391304347826086)"
05-01-2023 13:15:58.104336,"(2.35, 2.92, 2.817142857142857)","(26.0, 65.0, 52.333333333333336)","(51.0, 130.0, 126.66666666666667)","(3.5, 4.5, 4.478571428571429)","(2.7, 3.1, 3.092857142857143)","(21.0, 44.0, 41.64705882352941)","(10.0, 18.5, 17.083333333333332)"
05-01-2023 13:15:59.193470,"(2.35, 2.92, 2.8266666666666667)","(26.0, 65.0, 52.333333333333336)","(51.0, 310.0, 282.8571428571429)","(3.5, 4.5, 4.4)","(2.7, 3.1, 3.1055555555555556)","(21.0, 44.0, 40.17391304347826)","(10.0, 18.5, 17.08823529411765)"
05-01-2023 13:16:00.315442,"(2.35, 2.92, 2.815)","(26.0, 65.0, 57.22222222222222)","(51.0, 310.0, 286.25)","(3.5, 4.5, 4.4)","(2.7, 3.15, 3.0875)","(21.0, 44.0, 38.42424242424242)","(10.0, 18.5, 17.928571428571427)"
05-01-2023 13:16:01.325319,"(2.35, 2.92, 2.869473684210526)","(26.0, 65.0, 58.0)","(51.0, 310.0, 286.25)","(3.5, 4.5, 4.4875)","(2.7, 3.1, 3.0875)","(21.0, 44.0, 38.8235294117647)","(10.0, 18.5, 17.928571428571427)"
05-01-2023 13:16:02.434237,"(2.35, 2.84, 2.7885714285714283)","(26.0, 65.0, 58.0)","(51.0, 310.0, 286.25)","(3.5, 4.6, 4.6421052631578945)","(2.7, 3.1, 3.0954545454545457)","(21.0, 44.0, 38.8235294117647)","(10.0, 18.5, 15.166666666666666)"
05-01-2023 13:16:03.563136,"(2.35, 2.82, 2.798181818181818)","(26.0, 65.0, 58.0)","(51.0, 320.0, 282.8571428571429)","(3.5, 4.8, 4.647368421052632)","(2.7, 3.1, 3.0954545454545457)","(21.0, 44.0, 38.8235294117647)","(10.0, 18.5, 16.086206896551722)"
05-01-2023 13:16:04.583641,"(2.35, 2.84, 2.790344827586207)","(26.0, 65.0, 58.0)","(51.0, 310.0, 282.8571428571429)","(3.5, 4.7, 4.612)","(2.7, 3.1, 3.1055555555555556)","(21.0, 44.0, 38.8235294117647)","(10.0, 18.5, 16.852941176470587)"
05-01-2023 13:16:05.604151,"(2.35, 2.84, 2.788333333333333)","(26.0, 65.0, 58.0)","(51.0, 310.0, 282.8571428571429)","(3.5, 4.7, 4.5777777777777775)","(2.7, 3.15, 3.1035714285714286)","(21.0, 44.0, 36.34782608695652)","(10.0, 18.5, 16.9)"
05-01-2023 13:16:06.632220,"(2.35, 2.82, 2.813333333333333)","(26.0, 65.0, 58.0)","(51.0, 310.0, 282.8571428571429)","(3.5, 4.7, 4.5777777777777775)","(2.7, 3.15, 3.1035714285714286)","(21.0, 44.0, 36.2962962962963)","(10.0, 18.5, 17.071428571428573)"
05-01-2023 13:16:07.611117,"(2.35, 2.84, 2.788333333333333)","(26.0, 65.0, 58.0)","(51.0, 320.0, 205.71428571428572)","(3.5, 4.7, 4.5777777777777775)","(2.7, 3.15, 3.1035714285714286)","(21.0, 44.0, 36.2962962962963)","(10.0, 18.5, 17.323529411764707)"
05-01-2023 13:16:08.625148,"(2.35, 2.82, 2.813333333333333)","(26.0, 65.0, 58.0)","(51.0, 320.0, 205.71428571428572)","(3.5, 4.7, 4.58235294117647)","(2.7, 3.15, 3.0926470588235295)","(21.0, 44.0, 36.2962962962963)","(10.0, 18.5, 17.818181818181817)"
05-01-2023 13:16:09.606630,"(2.35, 2.84, 2.8055555555555554)","(26.0, 65.0, 58.0)","(51.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.58235294117647)","(2.7, 3.1, 3.0926470588235295)","(21.0, 44.0, 36.2962962962963)","(10.0, 18.5, 17.818181818181817)"
05-01-2023 13:16:10.607754,"(2.35, 2.84, 2.8057142857142856)","(31.0, 65.0, 58.0)","(61.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.6375)","(2.6, 3.1, 3.0903225806451613)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 18.03125)"
05-01-2023 13:16:11.581394,"(2.35, 2.84, 2.8055555555555554)","(31.0, 65.0, 58.0)","(61.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.641176470588236)","(2.6, 3.1, 3.0980769230769227)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 17.818181818181817)"
05-01-2023 13:16:12.591020,"(2.35, 2.84, 2.8055555555555554)","(31.0, 65.0, 58.0)","(61.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.641176470588236)","(2.6, 3.15, 3.0980769230769227)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 18.03125)"
05-01-2023 13:16:13.632005,"(2.35, 2.82, 2.808)","(31.0, 65.0, 58.0)","(61.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.6375)","(2.6, 3.15, 3.0980769230769227)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 16.416666666666668)"
05-01-2023 13:16:14.578337,"(2.35, 2.84, 2.788108108108108)","(31.0, 65.0, 58.333333333333336)","(61.0, 320.0, 205.71428571428572)","(3.5, 4.7, 4.6375)","(2.6, 3.15, 3.0980769230769227)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 17.31578947368421)"
05-01-2023 13:16:15.597936,"(2.35, 2.84, 2.788333333333333)","(31.0, 65.0, 58.333333333333336)","(61.0, 320.0, 205.71428571428572)","(3.5, 4.7, 4.55)","(2.6, 3.1, 3.096)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 16.96153846153846)"
05-01-2023 13:16:16.617714,"(2.35, 2.84, 2.788333333333333)","(31.0, 65.0, 58.333333333333336)","(61.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.55)","(2.6, 3.15, 3.097916666666667)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 17.576923076923077)"
05-01-2023 13:16:17.773292,"(2.35, 2.84, 2.8058823529411763)","(31.0, 65.0, 58.333333333333336)","(61.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.097916666666667)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 17.576923076923077)"
05-01-2023 13:16:18.763847,"(2.35, 2.84, 2.8058823529411763)","(31.0, 65.0, 58.333333333333336)","(61.0, 320.0, 151.11111111111111)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.097916666666667)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 17.576923076923077)"
05-01-2023 13:16:19.720881,"(2.35, 2.84, 2.8058823529411763)","(31.0, 65.0, 58.333333333333336)","(61.0, 300.0, 158.33333333333334)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.0942307692307693)","(21.0, 44.0, 36.2962962962963)","(12.0, 18.5, 19.238805970149254)"
05-01-2023 13:16:20.807622,"(2.35, 2.84, 2.8045714285714283)","(31.0, 65.0, 58.333333333333336)","(61.0, 290.0, 164.0)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.0942307692307693)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.142857142857142)"
05-01-2023 13:16:21.698683,"(2.35, 2.84, 2.8045714285714283)","(31.0, 65.0, 58.333333333333336)","(61.0, 290.0, 164.0)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.0942307692307693)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.142857142857142)"
05-01-2023 13:16:22.756927,"(2.35, 2.84, 2.788333333333333)","(31.0, 65.0, 58.333333333333336)","(61.0, 290.0, 228.63636363636363)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.097916666666667)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.142857142857142)"
05-01-2023 13:16:23.761029,"(2.35, 2.84, 2.788108108108108)","(31.0, 65.0, 58.333333333333336)","(61.0, 290.0, 228.63636363636363)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.097916666666667)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.142857142857142)"
05-01-2023 13:16:24.721060,"(2.35, 2.84, 2.788108108108108)","(31.0, 65.0, 58.333333333333336)","(61.0, 290.0, 225.71428571428572)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.097916666666667)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.142857142857142)"
05-01-2023 13:16:25.711743,"(2.35, 2.84, 2.788108108108108)","(31.0, 65.0, 58.333333333333336)","(61.0, 290.0, 225.71428571428572)","(3.5, 4.7, 4.58)","(2.6, 3.1, 3.097916666666667)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.333333333333332)"
05-01-2023 13:16:26.715983,"(2.35, 2.82, 2.793333333333333)","(31.0, 65.0, 60.333333333333336)","(61.0, 290.0, 206.0)","(3.5, 4.6, 4.5055555555555555)","(2.6, 3.1, 3.0833333333333335)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.059701492537314)"
05-01-2023 13:16:27.748816,"(2.35, 2.84, 2.7883720930232556)","(31.0, 65.0, 62.083333333333336)","(61.0, 290.0, 228.63636363636363)","(3.5, 4.6, 4.458333333333334)","(2.6, 3.1, 3.0833333333333335)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.059701492537314)"
05-01-2023 13:16:28.789354,"(2.35, 2.84, 2.7883720930232556)","(31.0, 65.0, 62.083333333333336)","(61.0, 290.0, 228.63636363636363)","(3.5, 4.6, 4.44)","(2.6, 3.1, 3.0892857142857144)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.10810810810811)"
05-01-2023 13:16:29.784996,"(2.35, 2.84, 2.7815789473684207)","(31.0, 65.0, 62.083333333333336)","(61.0, 290.0, 228.63636363636363)","(3.5, 4.6, 4.44)","(2.6, 3.1, 3.0892857142857144)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 19.10810810810811)"
05-01-2023 13:16:30.900946,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 62.083333333333336)","(61.0, 290.0, 228.63636363636363)","(3.5, 4.6, 4.44)","(2.6, 3.1, 3.09)","(21.0, 44.0, 38.22222222222222)","(12.0, 23.0, 22.458333333333332)"
05-01-2023 13:16:31.841847,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 62.083333333333336)","(61.0, 270.0, 233.88888888888889)","(3.5, 4.6, 4.44)","(2.6, 3.1, 3.096153846153846)","(21.0, 44.0, 36.2962962962963)","(12.0, 23.0, 21.142857142857142)"
05-01-2023 13:16:32.872731,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 62.083333333333336)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.6, 4.4875)","(2.6, 3.15, 3.096153846153846)","(21.0, 44.0, 36.285714285714285)","(12.0, 23.0, 21.142857142857142)"
05-01-2023 13:16:33.912537,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 62.083333333333336)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.6, 4.409090909090909)","(2.6, 3.15, 3.0913793103448275)","(21.0, 44.0, 39.42857142857143)","(12.0, 23.0, 21.555555555555557)"
05-01-2023 13:16:34.849635,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 56.25)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.6, 4.409090909090909)","(2.6, 3.1, 3.0913793103448275)","(21.0, 42.0, 38.36363636363637)","(12.0, 23.0, 21.916666666666668)"
05-01-2023 13:16:35.778719,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 59.61538461538461)","(61.0, 270.0, 214.28571428571428)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.1, 3.089655172413793)","(21.0, 42.0, 38.36363636363637)","(12.0, 23.0, 21.869565217391305)"
05-01-2023 13:16:36.865701,"(2.35, 2.82, 2.7787499999999996)","(31.0, 65.0, 56.25)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.1, 3.089655172413793)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.666666666666668)"
05-01-2023 13:16:37.814755,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 56.25)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.1, 3.089655172413793)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.666666666666668)"
05-01-2023 13:16:39.104662,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 59.61538461538461)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.1, 3.0903225806451613)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.11111111111111)"
05-01-2023 13:16:40.061914,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 56.25)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.1, 3.0903225806451613)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.11111111111111)"
05-01-2023 13:16:41.035578,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 62.083333333333336)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.15, 3.0971698113207546)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.11111111111111)"
05-01-2023 13:16:42.153540,"(2.35, 2.82, 2.7925)","(31.0, 65.0, 62.083333333333336)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.15, 3.0971698113207546)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.11111111111111)"
05-01-2023 13:16:43.322109,"(2.35, 2.82, 2.795)","(31.0, 65.0, 62.083333333333336)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.15, 3.0971698113207546)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.11111111111111)"
05-01-2023 13:16:44.631976,"(2.35, 2.84, 2.804444444444444)","(31.0, 65.0, 57.22222222222222)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.15, 3.095098039215686)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.8)"
05-01-2023 13:16:45.843190,"(2.35, 2.82, 2.805454545454545)","(31.0, 65.0, 57.22222222222222)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.15, 3.095098039215686)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.8)"
05-01-2023 13:16:46.831169,"(2.35, 2.84, 2.8036363636363633)","(31.0, 65.0, 57.22222222222222)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.15, 3.095098039215686)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.8)"
05-01-2023 13:16:47.833236,"(2.35, 2.84, 2.8036363636363633)","(31.0, 65.0, 57.22222222222222)","(61.0, 270.0, 216.8181818181818)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.15, 3.095098039215686)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.8)"
05-01-2023 13:16:48.873960,"(2.35, 2.84, 2.821176470588235)","(31.0, 65.0, 60.0)","(61.0, 270.0, 233.88888888888889)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.15, 3.095098039215686)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.8)"
05-01-2023 13:16:49.782068,"(2.35, 2.84, 2.821176470588235)","(31.0, 65.0, 60.0)","(61.0, 270.0, 233.88888888888889)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.15, 3.095098039215686)","(21.0, 42.0, 38.666666666666664)","(12.0, 23.0, 21.8)"
05-01-2023 13:16:50.732254,"(2.35, 2.84, 2.821176470588235)","(31.0, 65.0, 61.5)","(61.0, 250.0, 219.44444444444446)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.15, 3.0971698113207546)","(21.0, 42.0, 38.666666666666664)","(13.0, 23.0, 21.5)"
05-01-2023 13:16:51.682052,"(2.35, 2.84, 2.821176470588235)","(31.0, 65.0, 61.5)","(61.0, 250.0, 219.44444444444446)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.15, 3.0971698113207546)","(21.0, 42.0, 38.666666666666664)","(13.0, 23.0, 21.5)"
05-01-2023 13:16:52.685470,"(2.35, 2.84, 2.802222222222222)","(31.0, 65.0, 59.61538461538461)","(61.0, 250.0, 219.44444444444446)","(3.5, 4.5, 4.3428571428571425)","(2.6, 3.1, 3.093103448275862)","(21.0, 42.0, 38.666666666666664)","(13.0, 23.0, 21.75)"
05-01-2023 13:16:53.698388,"(2.35, 2.84, 2.821111111111111)","(31.0, 65.0, 59.61538461538461)","(61.0, 250.0, 210.71428571428572)","(3.5, 4.5, 4.377777777777777)","(2.6, 3.1, 3.0903225806451613)","(21.0, 42.0, 38.666666666666664)","(13.0, 23.0, 21.5)"
05-01-2023 13:16:54.859143,"(2.35, 2.88, 2.84)","(31.0, 65.0, 56.25)","(61.0, 250.0, 219.44444444444446)","(3.5, 4.5, 4.45)","(2.6, 3.05, 3.0153846153846153)","(21.0, 42.0, 38.666666666666664)","(13.0, 23.0, 22.176470588235293)"
