,Runs Like Bluey,Way Too Soft,Petes Prodigy,Springvale Jess,Speed Craze,Acacia Bridge,Wilcott,Roxy Fudge
11-01-2023 12:04:49.731057,"(5.0, 10.0, 8.695348837209302)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:50.862153,"(5.0, 10.0, 8.695348837209302)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:51.988011,"(5.0, 10.0, 8.695348837209302)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:53.026413,"(5.0, 10.0, 8.695348837209302)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:54.068475,"(5.0, 10.0, 8.695348837209302)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:55.072274,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:56.097935,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:57.154406,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:58.185544,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:04:59.453761,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:00.510456,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:01.676115,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:02.816297,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:03.949671,"(5.0, 10.0, 8.58974358974359)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:05.002643,"(5.0, 10.0, 5.325)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:06.210109,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:07.338406,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:08.410870,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:09.574013,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:10.668161,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:11.658629,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:12.670201,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:13.807179,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:14.879371,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:15.912895,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:17.034642,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:18.108560,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:19.210791,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:20.328535,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:21.468538,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:22.553429,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:23.837476,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:24.973073,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:26.081629,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:27.233684,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:28.292235,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:29.371051,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:30.385269,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:31.361247,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:32.479576,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:33.542224,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:34.663872,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:35.817773,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:36.913247,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:37.947865,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:38.976087,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:40.042628,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 468.33333333333337)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:41.142117,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 60.5)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:42.198189,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 64.88888888888889)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:43.245505,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 64.88888888888889)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:44.306824,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 64.88888888888889)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:45.345048,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 64.88888888888889)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:46.326440,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 64.88888888888889)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:47.321789,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 64.88888888888889)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:48.302326,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:49.330141,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:50.404678,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:51.501926,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:52.541673,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:53.555722,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:54.605070,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:55.657791,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:56.696639,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:57.744996,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:58.815568,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:05:59.927723,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:01.009204,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:02.087404,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:03.168429,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:04.279775,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:05.341369,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:06.417050,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:07.506755,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:08.646624,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:09.767426,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.625)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:10.824388,"(5.0, 10.0, 6.883333333333334)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.821428571428571)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:11.917927,"(5.0, 9.8, 8.01818181818182)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.857142857142858)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:12.993639,"(5.0, 9.8, 8.01818181818182)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.857142857142858)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:14.066826,"(5.0, 9.8, 5.96)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.857142857142858)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:15.201594,"(5.0, 9.8, 5.96)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.857142857142858)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:16.284938,"(5.0, 9.8, 5.880000000000001)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.857142857142858)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
11-01-2023 12:06:17.353024,"(5.0, 9.8, 9.100000000000001)","(5.0, 8.0, 6.708333333333334)","(21.0, 100.0, 51.38461538461539)","(4.8, 8.0, 6.857142857142858)","(5.0, 8.8, 8.306666666666667)","(71.0, 590.0, 502.5)","(71.0, 550.0, 495.55555555555554)","(2.3, 3.55, 3.278421052631579)"
